Seed 1656949570
ARCH 2|F_ID 0|LIMIT 4
before: 
3(369)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network,  31,  7,  9,  137, 1, 3, 492452, 14505.53, 0, 0.00, 1: 73; 2: 26; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 784,  5, 13,  148, 1, 4, 504760, 14505.53, 32, 0.00, 1: 66; 2: 31; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 238,  5, 12,  148, 1, 4, 473498, 14505.53, 0, 0.00, 1: 67; 2: 29; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 299,  8,  7,  148, 1, 4, 443520, 14505.53, 111, 0.00, 1: 65; 2: 33; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 505,  5, 11,  148, 1, 4, 435105, 14505.53, 0, 0.00, 1: 66; 2: 31; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 381,  5, 11,  148, 1, 4, 435105, 14505.53, 0, 0.00, 1: 67; 2: 29; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 360,  5, 12,  148, 1, 4, 473921, 14505.53, 32, 0.00, 1: 67; 2: 28; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 303,  5, 11,  148, 1, 4, 435105, 14505.53, 115, 0.00, 1: 67; 2: 30; 3: 3; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 856,  5, 11,  148, 1, 4, 435105, 14505.53, 40, 0.00, 1: 63; 2: 36; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 718,  6, 10,  148, 1, 4, 473305, 14505.53, 0, 0.00, 1: 66; 2: 31; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 307,  5, 11,  148, 1, 4, 435105, 14505.53, 0, 0.00, 1: 66; 2: 31; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 436,  7,  8,  148, 1, 4, 443520, 14505.53, 0, 0.00, 1: 68; 2: 27; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 489,  5, 11,  148, 1, 4, 435105, 14505.53, 68, 0.00, 1: 64; 2: 34; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 285,  8,  7,  148, 1, 4, 443520, 14505.53, 85, 0.00, 1: 67; 2: 28; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 129, 10,  6,  148, 1, 4, 473140, 14505.53, 196, 0.00, 1: 65; 2: 32; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 770,  5, 11,  148, 1, 4, 435105, 14505.53, 124, 0.00, 1: 66; 2: 30; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 180,  6, 10,  148, 1, 4, 473652, 14505.53, 255, 0.00, 1: 65; 2: 33; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 437,  7,  8,  148, 1, 4, 443520, 14505.53, 0, 0.00, 1: 68; 2: 26; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 765,  5, 13,  148, 1, 4, 505522, 14505.53, 0, 0.00, 1: 69; 2: 26; 3: 5; 4: 3; 
MAPK_Cancer_Cell_Fate_Network,  94,  8,  7,  148, 1, 4, 443520, 14505.53, 0, 0.00, 1: 66; 2: 31; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 379,  5, 13,  148, 1, 4, 504810, 14505.53, 0, 0.00, 1: 65; 2: 32; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 842,  7,  8,  148, 1, 4, 443520, 14505.53, 79, 0.00, 1: 66; 2: 32; 3: 2; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 444,  5, 12,  148, 1, 4, 473202, 14505.53, 2, 0.00, 1: 65; 2: 32; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 122,  5, 12,  148, 1, 4, 473713, 14505.53, 0, 0.00, 1: 66; 2: 31; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 588,  5, 12,  148, 1, 4, 473372, 14505.53, 225, 0.00, 1: 67; 2: 29; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 380,  5, 11,  148, 1, 4, 435105, 14505.53, 2, 0.00, 1: 65; 2: 32; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 388,  8,  7,  148, 1, 4, 443520, 14505.53, 225, 0.00, 1: 69; 2: 25; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  23,  5, 13,  148, 1, 4, 504363, 14505.53, 0, 0.00, 1: 67; 2: 28; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 188,  5, 13,  148, 1, 4, 504924, 14505.53, 53, 0.00, 1: 63; 2: 36; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 751,  8,  7,  148, 1, 4, 443520, 14505.53, 0, 0.00, 1: 67; 2: 28; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 812,  6, 10,  148, 1, 4, 473479, 14505.53, 32, 0.00, 1: 66; 2: 30; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 293,  5, 12,  148, 1, 4, 473710, 14505.53, 0, 0.00, 1: 67; 2: 28; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 384,  5, 11,  149, 1, 4, 435105, 14505.53, 144, 0.00, 1: 67; 2: 28; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,   1,  5, 11,  149, 1, 4, 435105, 14505.53, 66, 0.00, 1: 66; 2: 29; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 874,  5, 11,  149, 1, 4, 435105, 14505.53, 71, 0.00, 1: 63; 2: 35; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 354,  5, 13,  149, 1, 4, 505269, 14505.53, 0, 0.00, 1: 67; 2: 28; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 112,  7,  9,  149, 1, 4, 492948, 14505.53, 28, 0.00, 1: 68; 2: 27; 3: 5; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 212,  5, 11,  149, 1, 4, 435105, 14505.53, 225, 0.00, 1: 66; 2: 29; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 590,  5, 13,  149, 1, 4, 503491, 14505.53, 0, 0.00, 1: 68; 2: 27; 3: 5; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 727, 10,  6,  149, 1, 4, 473675, 14505.53, 0, 0.00, 1: 67; 2: 28; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 186,  7,  8,  149, 1, 4, 443520, 14505.53, 0, 0.00, 1: 62; 2: 37; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 923,  5, 13,  149, 1, 4, 505231, 14505.53, 111, 0.00, 1: 68; 2: 26; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 577,  5, 12,  149, 1, 4, 473304, 14505.53, 128, 0.00, 1: 66; 2: 30; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 893,  5, 12,  149, 1, 4, 473314, 14505.53, 0, 0.00, 1: 67; 2: 27; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 774,  8,  7,  149, 1, 4, 443520, 14505.53, 0, 0.00, 1: 66; 2: 30; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 167,  5, 11,  149, 1, 4, 435105, 14505.53, 0, 0.00, 1: 66; 2: 29; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 583,  4, 14,  149, 1, 4, 443520, 14505.53, 0, 0.00, 1: 65; 2: 32; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 316,  5, 11,  149, 1, 4, 435105, 14505.53, 2, 0.00, 1: 66; 2: 29; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 400,  7,  8,  149, 1, 4, 443520, 14505.53, 208, 0.00, 1: 65; 2: 31; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 911,  5, 13,  149, 1, 4, 504628, 14505.53, 0, 0.00, 1: 69; 2: 25; 3: 6; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 525,  5, 12,  149, 1, 4, 473432, 14505.53, 0, 0.00, 1: 64; 2: 33; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 420,  6, 10,  149, 1, 4, 473805, 14505.53, 0, 0.00, 1: 67; 2: 27; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 158,  5, 11,  149, 1, 4, 435105, 14505.53, 0, 0.00, 1: 64; 2: 34; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 422,  5, 12,  149, 1, 4, 473416, 14505.53, 0, 0.00, 1: 64; 2: 33; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 425,  5, 12,  149, 1, 4, 473728, 14505.53, 67, 0.00, 1: 69; 2: 24; 3: 8; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 811, 10,  6,  149, 1, 4, 473633, 14505.53, 75, 0.00, 1: 65; 2: 32; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 546,  6, 10,  149, 1, 4, 473473, 14505.53, 0, 0.00, 1: 65; 2: 32; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 702,  5, 11,  149, 1, 4, 435105, 14505.53, 0, 0.00, 1: 64; 2: 34; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 412,  5, 11,  149, 1, 4, 435105, 14505.53, 225, 0.00, 1: 66; 2: 30; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 944,  5, 12,  149, 1, 4, 473222, 14505.53, 51, 0.00, 1: 68; 2: 26; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 936, 10,  6,  149, 1, 4, 473277, 14505.53, 30, 0.00, 1: 65; 2: 31; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 833,  4, 14,  149, 1, 4, 443520, 14505.53, 200, 0.00, 1: 68; 2: 28; 3: 3; 4: 4; 
MAPK_Cancer_Cell_Fate_Network, 271,  7,  8,  149, 1, 4, 443520, 14505.53, 0, 0.00, 1: 66; 2: 30; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 895,  5, 11,  150, 1, 4, 435105, 14505.53, 0, 0.00, 1: 64; 2: 32; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 625,  7,  8,  150, 1, 4, 443520, 14505.53, 255, 0.00, 1: 66; 2: 28; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 792,  7,  8,  150, 1, 4, 443520, 14505.53, 232, 0.00, 1: 65; 2: 31; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 626,  7,  9,  150, 1, 4, 492958, 14505.53, 255, 0.00, 1: 63; 2: 34; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 279,  7,  9,  150, 1, 4, 493220, 14505.53, 0, 0.00, 1: 64; 2: 32; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 652,  5, 13,  150, 1, 4, 505413, 14505.53, 225, 0.00, 1: 66; 2: 28; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 534,  7,  9,  150, 1, 4, 492858, 14505.53, 0, 0.00, 1: 63; 2: 34; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 255,  5, 13,  150, 1, 4, 504477, 14505.53, 0, 0.00, 1: 65; 2: 31; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 980,  5, 12,  150, 1, 4, 473378, 14505.53, 225, 0.00, 1: 65; 2: 32; 3: 3; 4: 3; 
MAPK_Cancer_Cell_Fate_Network,  15, 10,  6,  150, 1, 4, 473468, 14505.53, 0, 0.00, 1: 65; 2: 30; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  76,  7,  8,  150, 1, 4, 443520, 14505.53, 225, 0.00, 1: 62; 2: 36; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 530,  5, 12,  150, 1, 4, 473242, 14505.53, 0, 0.00, 1: 67; 2: 28; 3: 5; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 835,  4, 14,  150, 1, 4, 443520, 14505.53, 112, 0.00, 1: 71; 2: 19; 3: 11; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 269,  4, 14,  150, 1, 4, 443520, 14505.53, 0, 0.00, 1: 67; 2: 26; 3: 9; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 297,  5, 13,  150, 1, 4, 505241, 14505.53, 65, 0.00, 1: 67; 2: 27; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  56,  4, 14,  150, 1, 4, 443520, 14505.53, 0, 0.00, 1: 67; 2: 28; 3: 5; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 469,  6, 10,  150, 1, 4, 473502, 14505.53, 85, 0.00, 1: 64; 2: 32; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 591, 10,  6,  150, 1, 4, 473387, 14505.53, 0, 0.00, 1: 66; 2: 30; 3: 4; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 113,  5, 12,  150, 1, 4, 473245, 14505.53, 0, 0.00, 1: 63; 2: 34; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 550, 10,  6,  150, 1, 4, 473574, 14505.53, 0, 0.00, 1: 66; 2: 28; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 798,  5, 11,  150, 1, 4, 435105, 14505.53, 0, 0.00, 1: 67; 2: 26; 3: 9; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 315,  5, 11,  150, 1, 4, 435105, 14505.53, 0, 0.00, 1: 64; 2: 32; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 868,  5, 11,  150, 1, 4, 435105, 14505.53, 0, 0.00, 1: 66; 2: 29; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 410,  5, 11,  150, 1, 4, 435105, 14505.53, 80, 0.00, 1: 65; 2: 31; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 304,  8,  7,  150, 1, 4, 443520, 14505.53, 105, 0.00, 1: 67; 2: 26; 3: 9; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  55,  8,  7,  150, 1, 4, 443520, 14505.53, 0, 0.00, 1: 64; 2: 32; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 365,  5, 13,  150, 1, 4, 504933, 14505.53, 32, 0.00, 1: 63; 2: 34; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 541,  5, 12,  150, 1, 4, 473453, 14505.53, 85, 0.00, 1: 60; 2: 40; 3: 2; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  43,  5, 11,  151, 1, 4, 435105, 14505.53, 84, 0.00, 1: 62; 2: 36; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 640,  5, 11,  151, 1, 4, 435105, 14505.53, 176, 0.00, 1: 65; 2: 29; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 220,  4, 14,  151, 1, 4, 443520, 14505.53, 225, 0.00, 1: 65; 2: 30; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 855,  5, 11,  151, 1, 4, 435105, 14505.53, 0, 0.00, 1: 62; 2: 36; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 291,  5, 11,  151, 1, 4, 435105, 14505.53, 0, 0.00, 1: 61; 2: 37; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  25,  4, 14,  151, 1, 4, 443520, 14505.53, 91, 0.00, 1: 65; 2: 30; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 495,  5, 12,  151, 1, 4, 473720, 14505.53, 109, 0.00, 1: 63; 2: 34; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 627,  4, 14,  151, 1, 4, 443520, 14505.53, 255, 0.00, 1: 68; 2: 24; 3: 9; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 951,  5, 13,  151, 1, 4, 504973, 14505.53, 0, 0.00, 1: 64; 2: 32; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  96,  5, 12,  152, 1, 4, 473086, 14505.53, 5, 0.00, 1: 65; 2: 31; 3: 3; 4: 4; 
MAPK_Cancer_Cell_Fate_Network, 511,  4, 14,  152, 1, 4, 443520, 14505.53, 0, 0.00, 1: 65; 2: 29; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 830,  5, 13,  152, 1, 4, 504603, 14505.53, 0, 0.00, 1: 64; 2: 30; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 523,  6, 10,  152, 1, 4, 473463, 14505.53, 0, 0.00, 1: 64; 2: 31; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 522,  5, 12,  152, 1, 4, 473381, 14505.53, 0, 0.00, 1: 66; 2: 27; 3: 8; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 887,  5, 12,  152, 1, 4, 473644, 14505.53, 0, 0.00, 1: 61; 2: 37; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 998,  5, 12,  152, 1, 4, 473249, 14505.53, 0, 0.00, 1: 65; 2: 30; 3: 5; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 301,  5, 11,  152, 1, 4, 435105, 14505.53, 116, 0.00, 1: 67; 2: 25; 3: 9; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 300,  5, 12,  152, 1, 4, 473409, 14505.53, 112, 0.00, 1: 63; 2: 32; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 187,  4, 14,  152, 1, 4, 443520, 14505.53, 0, 0.00, 1: 65; 2: 30; 3: 5; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 461,  4, 14,  152, 1, 4, 443520, 14505.53, 85, 0.00, 1: 65; 2: 28; 3: 9; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  69,  5, 13,  152, 1, 4, 505330, 14505.53, 85, 0.00, 1: 63; 2: 33; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 257,  5, 13,  152, 1, 4, 504595, 14505.53, 0, 0.00, 1: 62; 2: 34; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  12,  5, 11,  152, 1, 4, 435105, 14505.53, 53, 0.00, 1: 62; 2: 35; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 401,  4, 14,  152, 1, 4, 443520, 14505.53, 23, 0.00, 1: 68; 2: 25; 3: 6; 4: 4; 
MAPK_Cancer_Cell_Fate_Network, 734,  5, 11,  152, 1, 4, 435105, 14505.53, 0, 0.00, 1: 61; 2: 36; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  48,  4, 14,  153, 1, 4, 443520, 14505.53, 27, 0.00, 1: 64; 2: 30; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 215,  4, 14,  153, 1, 4, 443520, 14505.53, 0, 0.00, 1: 62; 2: 35; 3: 3; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 416,  4, 14,  153, 1, 4, 443520, 14505.53, 6, 0.00, 1: 64; 2: 30; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 601,  4, 14,  153, 1, 4, 443520, 14505.53, 94, 0.00, 1: 68; 2: 25; 3: 5; 4: 5; 
MAPK_Cancer_Cell_Fate_Network, 424,  5, 11,  153, 1, 4, 435105, 14505.53, 32, 0.00, 1: 61; 2: 36; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 147,  4, 14,  153, 1, 4, 443520, 14505.53, 111, 0.00, 1: 63; 2: 31; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  75,  4, 14,  153, 1, 4, 443520, 14505.53, 111, 0.00, 1: 64; 2: 31; 3: 5; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 994,  4, 14,  153, 1, 4, 443520, 14505.53, 0, 0.00, 1: 64; 2: 29; 3: 9; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 431,  5, 12,  154, 1, 4, 473706, 14505.53, 0, 0.00, 1: 63; 2: 31; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 689,  4, 14,  154, 1, 4, 443520, 14505.53, 109, 0.00, 1: 64; 2: 29; 3: 8; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 290,  4, 14,  154, 1, 4, 443520, 14505.53, 0, 0.00, 1: 64; 2: 29; 3: 8; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 653,  4, 14,  154, 1, 4, 443520, 14505.53, 85, 0.00, 1: 64; 2: 30; 3: 6; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 282,  4, 14,  154, 1, 4, 443520, 14505.53, 80, 0.00, 1: 64; 2: 29; 3: 8; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 465,  4, 14,  154, 1, 4, 443520, 14505.53, 178, 0.00, 1: 65; 2: 28; 3: 7; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 721,  4, 14,  154, 1, 4, 443520, 14505.53, 84, 0.00, 1: 61; 2: 34; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  63,  4, 14,  154, 1, 4, 443520, 14505.53, 0, 0.00, 1: 63; 2: 32; 3: 5; 4: 3; 
MAPK_Cancer_Cell_Fate_Network,  83,  5, 12,  154, 1, 4, 473523, 14505.53, 111, 0.00, 1: 64; 2: 28; 3: 10; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 224,  4, 14,  155, 1, 4, 443520, 14505.53, 5, 0.00, 1: 63; 2: 29; 3: 10; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 990,  4, 14,  155, 1, 4, 443520, 14505.53, 0, 0.00, 1: 62; 2: 34; 3: 3; 4: 4; 
MAPK_Cancer_Cell_Fate_Network, 341,  4, 14,  155, 1, 4, 443520, 14505.53, 85, 0.00, 1: 64; 2: 28; 3: 9; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 853,  5, 11,  155, 1, 4, 435105, 14505.53, 85, 0.00, 1: 61; 2: 36; 3: 2; 4: 4; 
MAPK_Cancer_Cell_Fate_Network, 781,  4, 14,  155, 1, 4, 443520, 14505.53, 85, 0.00, 1: 63; 2: 31; 3: 6; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 284,  4, 14,  155, 1, 4, 443520, 14505.53, 225, 0.00, 1: 63; 2: 31; 3: 6; 4: 3; 
MAPK_Cancer_Cell_Fate_Network,  28,  4, 14,  155, 1, 4, 443520, 14505.53, 225, 0.00, 1: 67; 2: 25; 3: 6; 4: 5; 
MAPK_Cancer_Cell_Fate_Network, 185,  5, 11,  155, 1, 4, 435105, 14505.53, 0, 0.00, 1: 58; 2: 39; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 875,  4, 14,  157, 1, 4, 443520, 14505.53, 70, 0.00, 1: 61; 2: 33; 3: 6; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 685,  5, 12,  157, 1, 4, 473404, 14505.53, 95, 0.00, 1: 61; 2: 32; 3: 8; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 829,  7,  9,  138, 1, 5, 491955, 14505.53, 0, 0.00, 1: 73; 2: 27; 3: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 119,  6, 10,  141, 1, 5, 473560, 14505.53, 0, 0.00, 1: 69; 2: 32; 3: 1; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 295,  6, 10,  141, 1, 5, 472883, 14505.53, 0, 0.00, 1: 70; 2: 30; 3: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 852,  7,  9,  142, 1, 5, 491700, 14505.53, 225, 0.00, 1: 69; 2: 31; 3: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 236,  7,  9,  142, 1, 5, 492708, 14505.53, 32, 0.00, 1: 72; 2: 26; 3: 3; 4: 1; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 728,  7,  9,  143, 1, 5, 492830, 14505.53, 168, 0.00, 1: 69; 2: 30; 3: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 733,  5, 13,  143, 1, 5, 504094, 14505.53, 85, 0.00, 1: 70; 2: 29; 3: 2; 4: 1; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 691, 10,  6,  143, 1, 5, 473584, 14505.53, 108, 0.00, 1: 69; 2: 30; 3: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  84,  6, 10,  143, 1, 5, 473202, 14505.53, 225, 0.00, 1: 68; 2: 32; 3: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 991, 10,  6,  143, 1, 5, 473536, 14505.53, 0, 0.00, 1: 68; 2: 32; 3: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 216,  6, 10,  144, 1, 5, 473786, 14505.53, 168, 0.00, 1: 68; 2: 31; 3: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 672,  7,  9,  144, 1, 5, 491995, 14505.53, 15, 0.00, 1: 71; 2: 25; 3: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 808,  6, 10,  144, 1, 5, 473625, 14505.53, 32, 0.00, 1: 66; 2: 35; 3: 1; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 992,  5, 12,  145, 1, 5, 473085, 14505.53, 5, 0.00, 1: 69; 2: 28; 3: 5; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 880, 10,  6,  145, 1, 5, 473455, 14505.53, 0, 0.00, 1: 67; 2: 32; 3: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  61,  5, 13,  145, 1, 5, 505126, 14505.53, 85, 0.00, 1: 68; 2: 30; 3: 4; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 924,  5, 12,  145, 1, 5, 473447, 14505.53, 225, 0.00, 1: 70; 2: 26; 3: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 925, 10,  6,  145, 1, 5, 473575, 14505.53, 85, 0.00, 1: 69; 2: 29; 3: 3; 4: 1; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 289,  5, 13,  145, 1, 5, 504465, 14505.53, 0, 0.00, 1: 70; 2: 26; 3: 6; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 211,  6, 10,  145, 1, 5, 473579, 14505.53, 111, 0.00, 1: 67; 2: 32; 3: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 531,  5, 12,  145, 1, 5, 473759, 14505.53, 0, 0.00, 1: 70; 2: 28; 3: 2; 4: 2; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 745,  6, 10,  145, 1, 5, 473545, 14505.53, 69, 0.00, 1: 67; 2: 32; 3: 3; 5: 1; 
MAPK_Cancer_Cell_Fate_Network,  80,  5, 13,  146, 1, 5, 504544, 14505.53, 16, 0.00, 1: 66; 2: 34; 3: 1; 4: 1; 5: 1; 
MAPK_Cancer_Cell_Fate_Network, 561,  5, 12,  146, 1, 5, 473486, 14505.53, 0, 0.00, 1: 71; 2: 24; 3: 6; 4: 1; 5: 1; 
