Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
3(864)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 574,  7,  8,  130, 0, 3, 439154, 12113.99, 0, 0.00, 0: 8; 1: 55; 2: 27; 3: 7; 
Differentiation_of_T_lymphocytes, 658,  5, 10,  164, 0, 3, 395675, 12113.99, 124, 0.00, 0: 8; 1: 35; 2: 33; 3: 21; 
Differentiation_of_T_lymphocytes, 553,  5, 10,  164, 0, 3, 395675, 12113.99, 73, 0.00, 0: 8; 1: 32; 2: 39; 3: 18; 
Differentiation_of_T_lymphocytes, 983,  4, 14,  165, 0, 3, 439289, 12113.99, 0, 0.00, 0: 8; 1: 39; 2: 24; 3: 26; 
Differentiation_of_T_lymphocytes, 258,  5, 10,  165, 0, 3, 395675, 12113.99, 181, 0.00, 0: 8; 1: 34; 2: 34; 3: 21; 
Differentiation_of_T_lymphocytes, 743,  9,  6,  165, 0, 3, 426032, 12113.99, 0, 0.00, 0: 8; 1: 37; 2: 28; 3: 24; 
Differentiation_of_T_lymphocytes, 377,  9,  6,  165, 0, 3, 426056, 12113.99, 0, 0.00, 0: 8; 1: 37; 2: 28; 3: 24; 
Differentiation_of_T_lymphocytes, 682,  5, 12,  166, 0, 3, 464014, 12113.99, 70, 0.00, 0: 8; 1: 36; 2: 29; 3: 24; 
Differentiation_of_T_lymphocytes, 742,  5, 10,  166, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 39; 2: 23; 3: 27; 
Differentiation_of_T_lymphocytes, 344,  5, 11,  166, 0, 3, 432162, 12113.99, 88, 0.00, 0: 8; 1: 37; 2: 27; 3: 25; 
Differentiation_of_T_lymphocytes, 700,  5, 11,  166, 0, 3, 432140, 12113.99, 1, 0.00, 0: 8; 1: 33; 2: 35; 3: 21; 
Differentiation_of_T_lymphocytes, 863,  5, 10,  166, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 36; 2: 29; 3: 24; 
Differentiation_of_T_lymphocytes, 697,  4, 13,  166, 0, 3, 410751, 12113.99, 0, 0.00, 0: 8; 1: 34; 2: 33; 3: 22; 
Differentiation_of_T_lymphocytes, 155,  4, 13,  166, 0, 3, 410752, 12113.99, 173, 0.00, 0: 8; 1: 37; 2: 27; 3: 25; 
Differentiation_of_T_lymphocytes, 546,  5, 10,  166, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 34; 2: 33; 3: 22; 
Differentiation_of_T_lymphocytes,  55,  8,  7,  166, 0, 3, 439228, 12113.99, 0, 0.00, 0: 8; 1: 36; 2: 29; 3: 24; 
Differentiation_of_T_lymphocytes, 223,  5, 12,  166, 0, 3, 464003, 12113.99, 0, 0.00, 0: 8; 1: 34; 2: 33; 3: 22; 
Differentiation_of_T_lymphocytes, 211,  5, 10,  166, 0, 3, 395675, 12113.99, 172, 0.00, 0: 8; 1: 33; 2: 35; 3: 21; 
Differentiation_of_T_lymphocytes, 185,  5, 11,  166, 0, 3, 432144, 12113.99, 0, 0.00, 0: 8; 1: 37; 2: 27; 3: 25; 
Differentiation_of_T_lymphocytes, 588,  5, 12,  166, 0, 3, 463930, 12113.99, 14, 0.00, 0: 8; 1: 32; 2: 37; 3: 20; 
Differentiation_of_T_lymphocytes, 941,  5, 10,  166, 0, 3, 395675, 12113.99, 82, 0.00, 0: 8; 1: 39; 2: 23; 3: 27; 
Differentiation_of_T_lymphocytes, 128,  5, 10,  167, 0, 3, 395675, 12113.99, 176, 0.00, 0: 8; 1: 38; 2: 24; 3: 27; 
Differentiation_of_T_lymphocytes, 699,  5, 10,  167, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 36; 2: 28; 3: 25; 
Differentiation_of_T_lymphocytes, 418,  4, 14,  167, 0, 3, 439166, 12113.99, 0, 0.00, 0: 8; 1: 36; 2: 28; 3: 25; 
Differentiation_of_T_lymphocytes, 783,  5, 12,  167, 0, 3, 463913, 12113.99, 0, 0.00, 0: 8; 1: 32; 2: 36; 3: 21; 
Differentiation_of_T_lymphocytes, 164,  6,  9,  167, 0, 3, 426045, 12113.99, 0, 0.00, 0: 8; 1: 34; 2: 32; 3: 23; 
Differentiation_of_T_lymphocytes, 948,  5, 12,  167, 0, 3, 463989, 12113.99, 26, 0.00, 0: 8; 1: 32; 2: 36; 3: 21; 
Differentiation_of_T_lymphocytes,  61,  4, 13,  167, 0, 3, 410757, 12113.99, 86, 0.00, 0: 8; 1: 35; 2: 30; 3: 24; 
Differentiation_of_T_lymphocytes, 833,  4, 14,  167, 0, 3, 439181, 12113.99, 176, 0.00, 0: 8; 1: 36; 2: 28; 3: 25; 
Differentiation_of_T_lymphocytes, 822,  5, 12,  167, 0, 3, 464102, 12113.99, 0, 0.00, 0: 8; 1: 37; 2: 26; 3: 26; 
Differentiation_of_T_lymphocytes, 386,  5, 12,  167, 0, 3, 464009, 12113.99, 0, 0.00, 0: 8; 1: 36; 2: 28; 3: 25; 
Differentiation_of_T_lymphocytes, 412,  5, 11,  168, 0, 3, 432148, 12113.99, 14, 0.00, 0: 8; 1: 35; 2: 29; 3: 25; 
Differentiation_of_T_lymphocytes,  95,  5, 10,  168, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 34; 2: 31; 3: 24; 
Differentiation_of_T_lymphocytes, 609,  6,  9,  168, 0, 3, 426079, 12113.99, 0, 0.00, 0: 8; 1: 36; 2: 27; 3: 26; 
Differentiation_of_T_lymphocytes, 964,  9,  6,  168, 0, 3, 426059, 12113.99, 0, 0.00, 0: 8; 1: 36; 2: 27; 3: 26; 
Differentiation_of_T_lymphocytes, 198,  5, 11,  168, 0, 3, 432129, 12113.99, 0, 0.00, 0: 8; 1: 35; 2: 29; 3: 25; 
Differentiation_of_T_lymphocytes, 893,  5, 12,  168, 0, 3, 463980, 12113.99, 255, 0.00, 0: 8; 1: 35; 2: 29; 3: 25; 
Differentiation_of_T_lymphocytes, 877,  5, 12,  168, 0, 3, 464061, 12113.99, 32, 0.00, 0: 8; 1: 37; 2: 25; 3: 27; 
Differentiation_of_T_lymphocytes, 438,  4, 14,  168, 0, 3, 439211, 12113.99, 0, 0.00, 0: 8; 1: 33; 2: 33; 3: 23; 
Differentiation_of_T_lymphocytes, 348,  4, 14,  169, 0, 3, 439272, 12113.99, 14, 0.00, 0: 8; 1: 34; 2: 30; 3: 25; 
Differentiation_of_T_lymphocytes,  49,  5, 12,  169, 0, 3, 464060, 12113.99, 0, 0.00, 0: 8; 1: 37; 2: 24; 3: 28; 
Differentiation_of_T_lymphocytes, 257,  4, 13,  169, 0, 3, 410730, 12113.99, 184, 0.00, 0: 8; 1: 34; 2: 30; 3: 25; 
Differentiation_of_T_lymphocytes, 685,  5, 12,  169, 0, 3, 464085, 12113.99, 82, 0.00, 0: 8; 1: 38; 2: 22; 3: 29; 
Differentiation_of_T_lymphocytes, 396,  5, 12,  169, 0, 3, 463945, 12113.99, 0, 0.00, 0: 8; 1: 37; 2: 24; 3: 28; 
Differentiation_of_T_lymphocytes, 414,  4, 14,  169, 0, 3, 439195, 12113.99, 0, 0.00, 0: 8; 1: 33; 2: 32; 3: 24; 
Differentiation_of_T_lymphocytes,  25,  4, 14,  169, 0, 3, 439232, 12113.99, 180, 0.00, 0: 8; 1: 31; 2: 36; 3: 22; 
Differentiation_of_T_lymphocytes, 407,  5, 12,  169, 0, 3, 463913, 12113.99, 0, 0.00, 0: 8; 1: 31; 2: 36; 3: 22; 
Differentiation_of_T_lymphocytes, 884,  8,  7,  169, 0, 3, 439147, 12113.99, 35, 0.00, 0: 8; 1: 34; 2: 30; 3: 25; 
Differentiation_of_T_lymphocytes, 912,  4, 13,  169, 0, 3, 410733, 12113.99, 128, 0.00, 0: 8; 1: 34; 2: 30; 3: 25; 
Differentiation_of_T_lymphocytes, 635,  4, 13,  169, 0, 3, 410747, 12113.99, 0, 0.00, 0: 8; 1: 32; 2: 34; 3: 23; 
Differentiation_of_T_lymphocytes, 896,  4, 14,  169, 0, 3, 439244, 12113.99, 112, 0.00, 0: 8; 1: 35; 2: 28; 3: 26; 
Differentiation_of_T_lymphocytes, 639,  9,  6,  169, 0, 3, 426077, 12113.99, 0, 0.00, 0: 8; 1: 33; 2: 32; 3: 24; 
Differentiation_of_T_lymphocytes, 812,  5, 10,  169, 0, 3, 395675, 12113.99, 48, 0.00, 0: 8; 1: 37; 2: 24; 3: 28; 
Differentiation_of_T_lymphocytes, 897,  5, 10,  169, 0, 3, 395675, 12113.99, 176, 0.00, 0: 8; 1: 33; 2: 32; 3: 24; 
Differentiation_of_T_lymphocytes, 765,  4, 13,  170, 0, 3, 410763, 12113.99, 0, 0.00, 0: 8; 1: 32; 2: 33; 3: 24; 
Differentiation_of_T_lymphocytes, 936,  9,  6,  170, 0, 3, 426073, 12113.99, 32, 0.00, 0: 8; 1: 31; 2: 35; 3: 23; 
Differentiation_of_T_lymphocytes, 102,  5, 10,  170, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 33; 2: 31; 3: 25; 
Differentiation_of_T_lymphocytes, 184,  6,  9,  170, 0, 3, 426026, 12113.99, 0, 0.00, 0: 8; 1: 33; 2: 31; 3: 25; 
Differentiation_of_T_lymphocytes, 796,  4, 13,  170, 0, 3, 410732, 12113.99, 14, 0.00, 0: 8; 1: 34; 2: 29; 3: 26; 
Differentiation_of_T_lymphocytes, 798,  5, 11,  170, 0, 3, 432184, 12113.99, 0, 0.00, 0: 8; 1: 35; 2: 27; 3: 27; 
Differentiation_of_T_lymphocytes, 264,  9,  6,  170, 0, 3, 426088, 12113.99, 64, 0.00, 0: 8; 1: 35; 2: 27; 3: 27; 
Differentiation_of_T_lymphocytes, 707,  9,  6,  170, 0, 3, 426081, 12113.99, 173, 0.00, 0: 8; 1: 35; 2: 27; 3: 27; 
Differentiation_of_T_lymphocytes, 610,  4, 14,  170, 0, 3, 439242, 12113.99, 0, 0.00, 0: 8; 1: 34; 2: 29; 3: 26; 
Differentiation_of_T_lymphocytes, 643,  5, 10,  170, 0, 3, 395675, 12113.99, 173, 0.00, 0: 8; 1: 32; 2: 33; 3: 24; 
Differentiation_of_T_lymphocytes, 557,  5, 11,  171, 0, 3, 432160, 12113.99, 82, 0.00, 0: 8; 1: 34; 2: 28; 3: 27; 
Differentiation_of_T_lymphocytes, 354,  4, 13,  171, 0, 3, 410760, 12113.99, 0, 0.00, 0: 8; 1: 32; 2: 32; 3: 25; 
Differentiation_of_T_lymphocytes, 673,  4, 14,  171, 0, 3, 439103, 12113.99, 0, 0.00, 0: 8; 1: 33; 2: 30; 3: 26; 
Differentiation_of_T_lymphocytes, 525,  5, 12,  171, 0, 3, 463985, 12113.99, 86, 0.00, 0: 8; 1: 34; 2: 28; 3: 27; 
Differentiation_of_T_lymphocytes, 305,  5, 12,  171, 0, 3, 463436, 12113.99, 0, 0.00, 0: 8; 1: 31; 2: 34; 3: 24; 
Differentiation_of_T_lymphocytes, 837,  5, 10,  172, 0, 3, 395675, 12113.99, 86, 0.00, 0: 8; 1: 33; 2: 29; 3: 27; 
Differentiation_of_T_lymphocytes, 551,  7,  8,  172, 0, 3, 439202, 12113.99, 0, 0.00, 0: 8; 1: 30; 2: 35; 3: 24; 
Differentiation_of_T_lymphocytes, 915,  4, 14,  172, 0, 3, 439144, 12113.99, 173, 0.00, 0: 8; 1: 34; 2: 27; 3: 28; 
Differentiation_of_T_lymphocytes, 601,  4, 14,  172, 0, 3, 439222, 12113.99, 183, 0.00, 0: 8; 1: 29; 2: 37; 3: 23; 
Differentiation_of_T_lymphocytes, 963,  4, 13,  172, 0, 3, 410760, 12113.99, 0, 0.00, 0: 8; 1: 35; 2: 25; 3: 29; 
Differentiation_of_T_lymphocytes, 944,  5, 12,  172, 0, 3, 464038, 12113.99, 2, 0.00, 0: 8; 1: 33; 2: 29; 3: 27; 
Differentiation_of_T_lymphocytes, 410,  5, 11,  172, 0, 3, 432165, 12113.99, 124, 0.00, 0: 8; 1: 33; 2: 29; 3: 27; 
Differentiation_of_T_lymphocytes, 312,  5, 11,  172, 0, 3, 432191, 12113.99, 0, 0.00, 0: 8; 1: 34; 2: 27; 3: 28; 
Differentiation_of_T_lymphocytes, 641,  4, 13,  172, 0, 3, 410752, 12113.99, 175, 0.00, 0: 8; 1: 32; 2: 31; 3: 26; 
Differentiation_of_T_lymphocytes, 564,  4, 14,  172, 0, 3, 439224, 12113.99, 0, 0.00, 0: 8; 1: 33; 2: 29; 3: 27; 
Differentiation_of_T_lymphocytes, 291,  5, 11,  173, 0, 3, 432148, 12113.99, 0, 0.00, 0: 8; 1: 34; 2: 26; 3: 29; 
Differentiation_of_T_lymphocytes,  65,  5, 11,  173, 0, 3, 432153, 12113.99, 93, 0.00, 0: 8; 1: 32; 2: 30; 3: 27; 
Differentiation_of_T_lymphocytes, 949,  5, 10,  173, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 33; 2: 28; 3: 28; 
Differentiation_of_T_lymphocytes, 582,  4, 13,  173, 0, 3, 410743, 12113.99, 0, 0.00, 0: 8; 1: 31; 2: 32; 3: 26; 
Differentiation_of_T_lymphocytes, 333,  4, 14,  173, 0, 3, 439204, 12113.99, 86, 0.00, 0: 8; 1: 32; 2: 30; 3: 27; 
Differentiation_of_T_lymphocytes, 921,  4, 14,  173, 0, 3, 439119, 12113.99, 184, 0.00, 0: 8; 1: 33; 2: 28; 3: 28; 
Differentiation_of_T_lymphocytes, 447,  5, 10,  173, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 32; 2: 30; 3: 27; 
Differentiation_of_T_lymphocytes, 568,  4, 13,  173, 0, 3, 410728, 12113.99, 0, 0.00, 0: 8; 1: 34; 2: 26; 3: 29; 
Differentiation_of_T_lymphocytes, 985,  4, 13,  174, 0, 3, 410750, 12113.99, 184, 0.00, 0: 8; 1: 32; 2: 29; 3: 28; 
Differentiation_of_T_lymphocytes, 851,  4, 14,  174, 0, 3, 439177, 12113.99, 173, 0.00, 0: 8; 1: 30; 2: 33; 3: 26; 
Differentiation_of_T_lymphocytes, 511,  4, 14,  174, 0, 3, 439156, 12113.99, 0, 0.00, 0: 8; 1: 31; 2: 31; 3: 27; 
Differentiation_of_T_lymphocytes, 255,  4, 13,  174, 0, 3, 410717, 12113.99, 0, 0.00, 0: 8; 1: 32; 2: 29; 3: 28; 
Differentiation_of_T_lymphocytes, 404,  4, 13,  174, 0, 3, 410737, 12113.99, 0, 0.00, 0: 8; 1: 33; 2: 27; 3: 29; 
Differentiation_of_T_lymphocytes, 881,  4, 13,  174, 0, 3, 410765, 12113.99, 0, 0.00, 0: 8; 1: 31; 2: 31; 3: 27; 
Differentiation_of_T_lymphocytes, 677,  5, 11,  174, 0, 3, 432115, 12113.99, 0, 0.00, 0: 8; 1: 32; 2: 29; 3: 28; 
Differentiation_of_T_lymphocytes, 867,  4, 14,  174, 0, 3, 439219, 12113.99, 0, 0.00, 0: 8; 1: 35; 2: 23; 3: 31; 
Differentiation_of_T_lymphocytes, 226,  5, 12,  174, 0, 3, 463985, 12113.99, 0, 0.00, 0: 8; 1: 30; 2: 33; 3: 26; 
Differentiation_of_T_lymphocytes, 163,  4, 13,  175, 0, 3, 410730, 12113.99, 0, 0.00, 0: 8; 1: 31; 2: 30; 3: 28; 
Differentiation_of_T_lymphocytes, 278,  5, 12,  175, 0, 3, 464010, 12113.99, 0, 0.00, 0: 8; 1: 29; 2: 34; 3: 26; 
Differentiation_of_T_lymphocytes, 268,  5, 11,  175, 0, 3, 432159, 12113.99, 14, 0.00, 0: 8; 1: 34; 2: 24; 3: 31; 
Differentiation_of_T_lymphocytes,  87,  6,  9,  175, 0, 3, 426066, 12113.99, 0, 0.00, 0: 8; 1: 31; 2: 30; 3: 28; 
Differentiation_of_T_lymphocytes, 465,  4, 14,  175, 0, 3, 439229, 12113.99, 174, 0.00, 0: 8; 1: 28; 2: 36; 3: 25; 
Differentiation_of_T_lymphocytes, 200,  4, 14,  175, 0, 3, 439216, 12113.99, 112, 0.00, 0: 8; 1: 32; 2: 28; 3: 29; 
Differentiation_of_T_lymphocytes, 484,  5, 12,  175, 0, 3, 463981, 12113.99, 0, 0.00, 0: 8; 1: 30; 2: 32; 3: 27; 
Differentiation_of_T_lymphocytes, 738,  6,  9,  175, 0, 3, 426054, 12113.99, 0, 0.00, 0: 8; 1: 32; 2: 28; 3: 29; 
Differentiation_of_T_lymphocytes, 446,  5, 12,  176, 0, 3, 464012, 12113.99, 0, 0.00, 0: 8; 1: 32; 2: 27; 3: 30; 
Differentiation_of_T_lymphocytes, 878,  4, 14,  176, 0, 3, 439233, 12113.99, 0, 0.00, 0: 8; 1: 28; 2: 35; 3: 26; 
Differentiation_of_T_lymphocytes, 330,  5, 12,  176, 0, 3, 464024, 12113.99, 124, 0.00, 0: 8; 1: 31; 2: 29; 3: 29; 
Differentiation_of_T_lymphocytes, 745,  5, 10,  176, 0, 3, 395675, 12113.99, 73, 0.00, 0: 8; 1: 30; 2: 31; 3: 28; 
Differentiation_of_T_lymphocytes, 717,  5, 11,  176, 0, 3, 432169, 12113.99, 86, 0.00, 0: 8; 1: 33; 2: 25; 3: 31; 
Differentiation_of_T_lymphocytes, 835,  4, 14,  177, 0, 3, 439127, 12113.99, 173, 0.00, 0: 8; 1: 31; 2: 28; 3: 30; 
Differentiation_of_T_lymphocytes, 636,  5, 11,  177, 0, 3, 432128, 12113.99, 1, 0.00, 0: 8; 1: 29; 2: 32; 3: 28; 
Differentiation_of_T_lymphocytes, 649,  5, 11,  177, 0, 3, 432149, 12113.99, 175, 0.00, 0: 8; 1: 30; 2: 30; 3: 29; 
Differentiation_of_T_lymphocytes, 943,  5, 10,  177, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 29; 2: 32; 3: 28; 
Differentiation_of_T_lymphocytes, 940,  4, 14,  177, 0, 3, 439143, 12113.99, 50, 0.00, 0: 8; 1: 29; 2: 32; 3: 28; 
Differentiation_of_T_lymphocytes, 559,  4, 13,  177, 0, 3, 410732, 12113.99, 0, 0.00, 0: 8; 1: 31; 2: 28; 3: 30; 
Differentiation_of_T_lymphocytes, 830,  4, 13,  177, 0, 3, 410746, 12113.99, 0, 0.00, 0: 8; 1: 29; 2: 32; 3: 28; 
Differentiation_of_T_lymphocytes, 365,  4, 13,  177, 0, 3, 410746, 12113.99, 51, 0.00, 0: 8; 1: 32; 2: 26; 3: 31; 
Differentiation_of_T_lymphocytes, 384,  5, 11,  177, 0, 3, 432219, 12113.99, 0, 0.00, 0: 8; 1: 29; 2: 32; 3: 28; 
Differentiation_of_T_lymphocytes,  59,  4, 13,  177, 0, 3, 410738, 12113.99, 0, 0.00, 0: 8; 1: 29; 2: 32; 3: 28; 
Differentiation_of_T_lymphocytes, 240,  4, 14,  178, 0, 3, 439156, 12113.99, 0, 0.00, 0: 8; 1: 30; 2: 29; 3: 30; 
Differentiation_of_T_lymphocytes, 908,  4, 14,  178, 0, 3, 439113, 12113.99, 14, 0.00, 0: 8; 1: 32; 2: 25; 3: 32; 
Differentiation_of_T_lymphocytes, 343,  4, 14,  178, 0, 3, 439205, 12113.99, 0, 0.00, 0: 8; 1: 27; 2: 35; 3: 27; 
Differentiation_of_T_lymphocytes, 485,  5, 10,  178, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 29; 2: 31; 3: 29; 
Differentiation_of_T_lymphocytes, 917,  5, 10,  178, 0, 3, 395675, 12113.99, 86, 0.00, 0: 8; 1: 31; 2: 27; 3: 31; 
Differentiation_of_T_lymphocytes, 970,  5, 12,  179, 0, 3, 463953, 12113.99, 0, 0.00, 0: 8; 1: 28; 2: 32; 3: 29; 
Differentiation_of_T_lymphocytes, 901,  5, 11,  179, 0, 3, 432150, 12113.99, 86, 0.00, 0: 8; 1: 30; 2: 28; 3: 31; 
Differentiation_of_T_lymphocytes, 424,  5, 11,  179, 0, 3, 432138, 12113.99, 32, 0.00, 0: 8; 1: 25; 2: 38; 3: 26; 
Differentiation_of_T_lymphocytes, 345,  5, 10,  179, 0, 3, 395675, 12113.99, 182, 0.00, 0: 8; 1: 29; 2: 30; 3: 30; 
Differentiation_of_T_lymphocytes, 488,  4, 13,  180, 0, 3, 410744, 12113.99, 32, 0.00, 0: 8; 1: 24; 2: 39; 3: 26; 
Differentiation_of_T_lymphocytes, 288,  5, 12,  180, 0, 3, 464028, 12113.99, 7, 0.00, 0: 8; 1: 28; 2: 31; 3: 30; 
Differentiation_of_T_lymphocytes, 638,  4, 14,  180, 0, 3, 439204, 12113.99, 0, 0.00, 0: 8; 1: 33; 2: 21; 3: 35; 
Differentiation_of_T_lymphocytes, 683,  4, 13,  180, 0, 3, 410756, 12113.99, 78, 0.00, 0: 8; 1: 27; 2: 33; 3: 29; 
Differentiation_of_T_lymphocytes, 451,  4, 14,  180, 0, 3, 439168, 12113.99, 173, 0.00, 0: 8; 1: 27; 2: 33; 3: 29; 
Differentiation_of_T_lymphocytes, 797,  4, 13,  180, 0, 3, 410748, 12113.99, 86, 0.00, 0: 8; 1: 29; 2: 29; 3: 31; 
Differentiation_of_T_lymphocytes,  47,  5, 10,  180, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 29; 2: 29; 3: 31; 
Differentiation_of_T_lymphocytes,  40,  4, 14,  180, 0, 3, 439178, 12113.99, 32, 0.00, 0: 8; 1: 27; 2: 33; 3: 29; 
Differentiation_of_T_lymphocytes, 327,  5, 11,  180, 0, 3, 432122, 12113.99, 0, 0.00, 0: 8; 1: 29; 2: 29; 3: 31; 
Differentiation_of_T_lymphocytes, 781,  4, 14,  180, 0, 3, 439231, 12113.99, 86, 0.00, 0: 8; 1: 26; 2: 35; 3: 28; 
Differentiation_of_T_lymphocytes,   4,  5, 11,  180, 0, 3, 432093, 12113.99, 102, 0.00, 0: 8; 1: 30; 2: 27; 3: 32; 
Differentiation_of_T_lymphocytes, 428,  5, 10,  181, 0, 3, 395675, 12113.99, 98, 0.00, 0: 8; 1: 26; 2: 34; 3: 29; 
Differentiation_of_T_lymphocytes, 364,  4, 14,  181, 0, 3, 439226, 12113.99, 65, 0.00, 0: 8; 1: 25; 2: 36; 3: 28; 
Differentiation_of_T_lymphocytes, 383,  5, 11,  181, 0, 3, 432202, 12113.99, 0, 0.00, 0: 8; 1: 29; 2: 28; 3: 32; 
Differentiation_of_T_lymphocytes, 748,  4, 14,  181, 0, 3, 439260, 12113.99, 48, 0.00, 0: 8; 1: 30; 2: 26; 3: 33; 
Differentiation_of_T_lymphocytes, 337,  9,  6,  181, 0, 3, 426051, 12113.99, 174, 0.00, 0: 8; 1: 27; 2: 32; 3: 30; 
Differentiation_of_T_lymphocytes, 323,  4, 13,  181, 0, 3, 410740, 12113.99, 173, 0.00, 0: 8; 1: 30; 2: 26; 3: 33; 
Differentiation_of_T_lymphocytes, 405,  4, 14,  182, 0, 3, 439203, 12113.99, 0, 0.00, 0: 8; 1: 28; 2: 29; 3: 32; 
Differentiation_of_T_lymphocytes, 393,  4, 13,  182, 0, 3, 410727, 12113.99, 0, 0.00, 0: 8; 1: 28; 2: 29; 3: 32; 
Differentiation_of_T_lymphocytes, 914,  4, 14,  182, 0, 3, 439178, 12113.99, 124, 0.00, 0: 8; 1: 25; 2: 35; 3: 29; 
Differentiation_of_T_lymphocytes, 156,  4, 13,  182, 0, 3, 410749, 12113.99, 14, 0.00, 0: 8; 1: 28; 2: 29; 3: 32; 
Differentiation_of_T_lymphocytes, 653,  4, 14,  182, 0, 3, 439226, 12113.99, 86, 0.00, 0: 8; 1: 28; 2: 29; 3: 32; 
Differentiation_of_T_lymphocytes, 976,  5, 10,  182, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 29; 2: 27; 3: 33; 
Differentiation_of_T_lymphocytes, 439,  4, 13,  182, 0, 3, 410746, 12113.99, 0, 0.00, 0: 8; 1: 27; 2: 31; 3: 31; 
Differentiation_of_T_lymphocytes,  81,  5, 11,  182, 0, 3, 432188, 12113.99, 93, 0.00, 0: 8; 1: 27; 2: 31; 3: 31; 
Differentiation_of_T_lymphocytes, 790,  4, 13,  182, 0, 3, 410771, 12113.99, 0, 0.00, 0: 8; 1: 27; 2: 31; 3: 31; 
Differentiation_of_T_lymphocytes, 503,  4, 14,  183, 0, 3, 439263, 12113.99, 0, 0.00, 0: 8; 1: 23; 2: 38; 3: 28; 
Differentiation_of_T_lymphocytes, 199,  5, 10,  183, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 31; 2: 22; 3: 36; 
Differentiation_of_T_lymphocytes, 887,  5, 12,  184, 0, 3, 463740, 12113.99, 0, 0.00, 0: 8; 1: 24; 2: 35; 3: 30; 
Differentiation_of_T_lymphocytes, 520,  4, 14,  184, 0, 3, 439173, 12113.99, 0, 0.00, 0: 8; 1: 28; 2: 27; 3: 34; 
Differentiation_of_T_lymphocytes, 750,  5, 12,  184, 0, 3, 464011, 12113.99, 0, 0.00, 0: 8; 1: 28; 2: 27; 3: 34; 
Differentiation_of_T_lymphocytes, 888,  4, 13,  184, 0, 3, 410760, 12113.99, 0, 0.00, 0: 8; 1: 27; 2: 29; 3: 33; 
Differentiation_of_T_lymphocytes, 713,  4, 13,  184, 0, 3, 410742, 12113.99, 175, 0.00, 0: 8; 1: 30; 2: 23; 3: 36; 
Differentiation_of_T_lymphocytes,  85,  4, 13,  184, 0, 3, 410751, 12113.99, 86, 0.00, 0: 8; 1: 27; 2: 29; 3: 33; 
Differentiation_of_T_lymphocytes, 269,  4, 14,  185, 0, 3, 439138, 12113.99, 86, 0.00, 0: 8; 1: 25; 2: 32; 3: 32; 
Differentiation_of_T_lymphocytes,   0,  5, 10,  185, 0, 3, 395675, 12113.99, 0, 0.00, 0: 8; 1: 31; 2: 20; 3: 38; 
Differentiation_of_T_lymphocytes, 370,  4, 13,  186, 0, 3, 410771, 12113.99, 0, 0.00, 0: 8; 1: 27; 2: 27; 3: 35; 
Differentiation_of_T_lymphocytes,  23,  4, 13,  186, 0, 3, 410737, 12113.99, 0, 0.00, 0: 8; 1: 27; 2: 27; 3: 35; 
Differentiation_of_T_lymphocytes, 382,  4, 14,  186, 0, 3, 439193, 12113.99, 0, 0.00, 0: 8; 1: 26; 2: 29; 3: 34; 
Differentiation_of_T_lymphocytes, 721,  4, 14,  186, 0, 3, 439166, 12113.99, 175, 0.00, 0: 8; 1: 27; 2: 27; 3: 35; 
Differentiation_of_T_lymphocytes, 902,  4, 14,  186, 0, 3, 439142, 12113.99, 0, 0.00, 0: 8; 1: 25; 2: 31; 3: 33; 
Differentiation_of_T_lymphocytes, 646,  4, 14,  187, 0, 3, 438947, 12113.99, 0, 0.00, 0: 8; 1: 26; 2: 28; 3: 35; 
Differentiation_of_T_lymphocytes,  10,  5, 11,  188, 0, 3, 432162, 12113.99, 168, 0.00, 0: 8; 1: 24; 2: 31; 3: 34; 
Differentiation_of_T_lymphocytes, 784,  4, 13,  188, 0, 3, 410736, 12113.99, 0, 0.00, 0: 8; 1: 25; 2: 29; 3: 35; 
Differentiation_of_T_lymphocytes, 939,  4, 14,  188, 0, 3, 439168, 12113.99, 49, 0.00, 0: 8; 1: 23; 2: 33; 3: 33; 
Differentiation_of_T_lymphocytes,  72,  6,  9,  189, 0, 3, 426078, 12113.99, 224, 0.00, 0: 8; 1: 25; 2: 28; 3: 36; 
Differentiation_of_T_lymphocytes, 215,  4, 14,  189, 0, 3, 439219, 12113.99, 0, 0.00, 0: 8; 1: 22; 2: 34; 3: 33; 
Differentiation_of_T_lymphocytes,  63,  4, 14,  189, 0, 3, 439218, 12113.99, 0, 0.00, 0: 8; 1: 25; 2: 28; 3: 36; 
