Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(801)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 336,  7,  7,  125, 1, 3, 383569, 12185.27, 176, 0.00, 1: 43; 2: 23; 3: 12; 
Guard_Cell_Abscisic_Acid_Signaling, 970,  4, 11,  156, 1, 3, 347182, 12185.27, 185, 0.00, 1: 26; 2: 26; 3: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 329,  4, 12,  156, 1, 3, 376946, 12185.27, 167, 0.00, 1: 27; 2: 24; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 276,  4, 12,  156, 1, 3, 377045, 12185.27, 53, 0.00, 1: 31; 2: 16; 3: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 345,  5,  9,  156, 1, 3, 355410, 12185.27, 176, 0.00, 1: 27; 2: 24; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 610,  4, 12,  156, 1, 3, 376990, 12185.27, 0, 0.00, 1: 24; 2: 30; 3: 24; 
Guard_Cell_Abscisic_Acid_Signaling,  71,  9,  5,  156, 1, 3, 355410, 12185.27, 0, 0.00, 1: 23; 2: 32; 3: 23; 
Guard_Cell_Abscisic_Acid_Signaling, 405,  9,  5,  157, 1, 3, 355410, 12185.27, 86, 0.00, 1: 26; 2: 25; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 856,  9,  5,  157, 1, 3, 355410, 12185.27, 24, 0.00, 1: 27; 2: 23; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 128,  4, 12,  157, 1, 3, 376982, 12185.27, 80, 0.00, 1: 27; 2: 23; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 755,  4, 11,  157, 1, 3, 347182, 12185.27, 0, 0.00, 1: 25; 2: 27; 3: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 199,  4, 12,  157, 1, 3, 377008, 12185.27, 0, 0.00, 1: 27; 2: 23; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 954,  5, 10,  157, 1, 3, 390813, 12185.27, 0, 0.00, 1: 27; 2: 23; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 987,  8,  6,  157, 1, 3, 376985, 12185.27, 14, 0.00, 1: 31; 2: 15; 3: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 232,  4, 12,  157, 1, 3, 377021, 12185.27, 32, 0.00, 1: 28; 2: 21; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 934,  5, 10,  157, 1, 3, 390825, 12185.27, 0, 0.00, 1: 28; 2: 21; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 134,  5,  9,  157, 1, 3, 355410, 12185.27, 0, 0.00, 1: 26; 2: 25; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 177,  8,  6,  158, 1, 3, 376957, 12185.27, 0, 0.00, 1: 27; 2: 22; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 834,  8,  6,  158, 1, 3, 376981, 12185.27, 185, 0.00, 1: 25; 2: 26; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 865,  5,  9,  158, 1, 3, 355410, 12185.27, 0, 0.00, 1: 30; 2: 16; 3: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 921,  5,  9,  158, 1, 3, 355410, 12185.27, 178, 0.00, 1: 24; 2: 28; 3: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 548,  5,  9,  158, 1, 3, 355410, 12185.27, 0, 0.00, 1: 24; 2: 28; 3: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 680,  5, 10,  158, 1, 3, 390845, 12185.27, 32, 0.00, 1: 24; 2: 28; 3: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 624,  9,  5,  158, 1, 3, 355410, 12185.27, 97, 0.00, 1: 23; 2: 30; 3: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 423,  4, 11,  158, 1, 3, 347182, 12185.27, 0, 0.00, 1: 27; 2: 22; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 541,  4, 12,  158, 1, 3, 376990, 12185.27, 86, 0.00, 1: 25; 2: 26; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 995,  4, 12,  158, 1, 3, 377003, 12185.27, 0, 0.00, 1: 25; 2: 26; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 515,  4, 12,  159, 1, 3, 376979, 12185.27, 14, 0.00, 1: 22; 2: 31; 3: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 300,  9,  5,  159, 1, 3, 355410, 12185.27, 49, 0.00, 1: 22; 2: 31; 3: 25; 
Guard_Cell_Abscisic_Acid_Signaling,  32,  6,  8,  159, 1, 3, 377003, 12185.27, 5, 0.00, 1: 26; 2: 23; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 442,  4, 12,  159, 1, 3, 376997, 12185.27, 0, 0.00, 1: 22; 2: 31; 3: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 494,  5, 10,  159, 1, 3, 390838, 12185.27, 104, 0.00, 1: 26; 2: 23; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling,  21,  4, 12,  159, 1, 3, 376982, 12185.27, 86, 0.00, 1: 25; 2: 25; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 222,  5, 10,  159, 1, 3, 390750, 12185.27, 0, 0.00, 1: 25; 2: 25; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 379,  5,  9,  159, 1, 3, 355410, 12185.27, 0, 0.00, 1: 28; 2: 19; 3: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 965,  5,  9,  159, 1, 3, 355410, 12185.27, 86, 0.00, 1: 21; 2: 33; 3: 24; 
Guard_Cell_Abscisic_Acid_Signaling, 652,  9,  5,  160, 1, 3, 355410, 12185.27, 53, 0.00, 1: 24; 2: 26; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 280,  5,  9,  160, 1, 3, 355410, 12185.27, 216, 0.00, 1: 22; 2: 30; 3: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 106,  4, 11,  160, 1, 3, 347182, 12185.27, 66, 0.00, 1: 23; 2: 28; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  66,  4, 11,  160, 1, 3, 347182, 12185.27, 185, 0.00, 1: 24; 2: 26; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 298,  5,  9,  160, 1, 3, 355410, 12185.27, 71, 0.00, 1: 23; 2: 28; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 133,  9,  5,  160, 1, 3, 355410, 12185.27, 86, 0.00, 1: 25; 2: 24; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 925,  9,  5,  161, 1, 3, 355410, 12185.27, 86, 0.00, 1: 24; 2: 25; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 105,  9,  5,  161, 1, 3, 355410, 12185.27, 65, 0.00, 1: 29; 2: 15; 3: 34; 
Guard_Cell_Abscisic_Acid_Signaling, 523,  4, 11,  161, 1, 3, 347182, 12185.27, 14, 0.00, 1: 24; 2: 25; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 237,  8,  6,  161, 1, 3, 376996, 12185.27, 99, 0.00, 1: 21; 2: 31; 3: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 952,  4, 12,  161, 1, 3, 376975, 12185.27, 0, 0.00, 1: 23; 2: 27; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 271,  5,  9,  162, 1, 3, 355410, 12185.27, 0, 0.00, 1: 24; 2: 24; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 803,  4, 12,  162, 1, 3, 376986, 12185.27, 0, 0.00, 1: 24; 2: 24; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 259,  4, 12,  162, 1, 3, 377020, 12185.27, 14, 0.00, 1: 22; 2: 28; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 771,  4, 11,  162, 1, 3, 347182, 12185.27, 0, 0.00, 1: 21; 2: 30; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 973,  5,  9,  162, 1, 3, 355410, 12185.27, 86, 0.00, 1: 22; 2: 28; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling,  95,  5,  9,  162, 1, 3, 355410, 12185.27, 0, 0.00, 1: 23; 2: 26; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 419,  9,  5,  163, 1, 3, 355410, 12185.27, 0, 0.00, 1: 22; 2: 27; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 874,  9,  5,  163, 1, 3, 355410, 12185.27, 101, 0.00, 1: 27; 2: 17; 3: 34; 
Guard_Cell_Abscisic_Acid_Signaling, 233,  9,  5,  163, 1, 3, 355410, 12185.27, 65, 0.00, 1: 20; 2: 31; 3: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 274,  4, 11,  163, 1, 3, 347182, 12185.27, 185, 0.00, 1: 21; 2: 29; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 170,  4, 12,  163, 1, 3, 376989, 12185.27, 66, 0.00, 1: 23; 2: 25; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 908,  4, 11,  163, 1, 3, 347182, 12185.27, 53, 0.00, 1: 18; 2: 35; 3: 25; 
Guard_Cell_Abscisic_Acid_Signaling, 472,  5,  9,  164, 1, 3, 355410, 12185.27, 152, 0.00, 1: 21; 2: 28; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 319,  5,  9,  164, 1, 3, 355410, 12185.27, 0, 0.00, 1: 22; 2: 26; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 396,  5, 10,  164, 1, 3, 390835, 12185.27, 53, 0.00, 1: 23; 2: 24; 3: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 595,  4, 12,  164, 1, 3, 377045, 12185.27, 14, 0.00, 1: 23; 2: 24; 3: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 182,  5,  9,  164, 1, 3, 355410, 12185.27, 0, 0.00, 1: 23; 2: 24; 3: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 180,  4, 12,  164, 1, 3, 377031, 12185.27, 0, 0.00, 1: 22; 2: 26; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 893,  5,  9,  164, 1, 3, 355410, 12185.27, 0, 0.00, 1: 22; 2: 26; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 309,  9,  5,  164, 1, 3, 355410, 12185.27, 0, 0.00, 1: 22; 2: 26; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 693,  5,  9,  165, 1, 3, 355410, 12185.27, 0, 0.00, 1: 19; 2: 31; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 818,  5,  9,  165, 1, 3, 355410, 12185.27, 0, 0.00, 1: 20; 2: 29; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 103,  4, 12,  165, 1, 3, 376869, 12185.27, 0, 0.00, 1: 19; 2: 31; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 674,  5,  9,  165, 1, 3, 355410, 12185.27, 0, 0.00, 1: 22; 2: 25; 3: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 468,  4, 12,  165, 1, 3, 376980, 12185.27, 53, 0.00, 1: 21; 2: 27; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 562,  5,  9,  165, 1, 3, 355410, 12185.27, 255, 0.00, 1: 22; 2: 25; 3: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 947,  5,  9,  165, 1, 3, 355410, 12185.27, 0, 0.00, 1: 20; 2: 29; 3: 29; 
Guard_Cell_Abscisic_Acid_Signaling, 951,  4, 11,  165, 1, 3, 347182, 12185.27, 0, 0.00, 1: 24; 2: 21; 3: 33; 
Guard_Cell_Abscisic_Acid_Signaling, 689,  5,  9,  166, 1, 3, 355410, 12185.27, 0, 0.00, 1: 21; 2: 26; 3: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 940,  5,  9,  166, 1, 3, 355410, 12185.27, 49, 0.00, 1: 18; 2: 32; 3: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 231,  5, 10,  166, 1, 3, 390820, 12185.27, 0, 0.00, 1: 21; 2: 26; 3: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 121,  5,  9,  166, 1, 3, 355410, 12185.27, 0, 0.00, 1: 24; 2: 20; 3: 34; 
Guard_Cell_Abscisic_Acid_Signaling,  58,  5, 10,  167, 1, 3, 390889, 12185.27, 0, 0.00, 1: 23; 2: 21; 3: 34; 
Guard_Cell_Abscisic_Acid_Signaling,  39,  5,  9,  167, 1, 3, 355410, 12185.27, 0, 0.00, 1: 21; 2: 25; 3: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 713,  5, 10,  167, 1, 3, 390761, 12185.27, 170, 0.00, 1: 19; 2: 29; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 285,  5, 10,  167, 1, 3, 390840, 12185.27, 86, 0.00, 1: 25; 2: 17; 3: 36; 
Guard_Cell_Abscisic_Acid_Signaling, 807,  5,  9,  168, 1, 3, 355410, 12185.27, 0, 0.00, 1: 18; 2: 30; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 787,  5, 10,  168, 1, 3, 390838, 12185.27, 0, 0.00, 1: 18; 2: 30; 3: 30; 
Guard_Cell_Abscisic_Acid_Signaling, 762,  7,  7,  168, 1, 3, 383625, 12185.27, 0, 0.00, 1: 20; 2: 26; 3: 32; 
Guard_Cell_Abscisic_Acid_Signaling,  68,  5, 10,  169, 1, 3, 390839, 12185.27, 53, 0.00, 1: 20; 2: 25; 3: 33; 
Guard_Cell_Abscisic_Acid_Signaling, 228,  4, 12,  169, 1, 3, 376970, 12185.27, 0, 0.00, 1: 20; 2: 25; 3: 33; 
Guard_Cell_Abscisic_Acid_Signaling, 157,  9,  5,  169, 1, 3, 355410, 12185.27, 86, 0.00, 1: 24; 2: 17; 3: 37; 
Guard_Cell_Abscisic_Acid_Signaling, 172,  5,  9,  169, 1, 3, 355410, 12185.27, 49, 0.00, 1: 20; 2: 25; 3: 33; 
Guard_Cell_Abscisic_Acid_Signaling,  51,  5, 10,  170, 1, 3, 390772, 12185.27, 14, 0.00, 1: 18; 2: 28; 3: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 929,  9,  5,  170, 1, 3, 355410, 12185.27, 0, 0.00, 1: 19; 2: 26; 3: 33; 
Guard_Cell_Abscisic_Acid_Signaling, 435,  9,  5,  170, 1, 3, 355410, 12185.27, 0, 0.00, 1: 17; 2: 30; 3: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 805,  4, 11,  171, 1, 3, 347182, 12185.27, 0, 0.00, 1: 17; 2: 29; 3: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 739,  5,  9,  172, 1, 3, 355410, 12185.27, 0, 0.00, 1: 16; 2: 30; 3: 32; 
Guard_Cell_Abscisic_Acid_Signaling, 224,  5, 10,  172, 1, 3, 390556, 12185.27, 7, 0.00, 1: 18; 2: 26; 3: 34; 
Guard_Cell_Abscisic_Acid_Signaling, 220,  5,  9,  172, 1, 3, 355410, 12185.27, 53, 0.00, 1: 22; 2: 18; 3: 38; 
Guard_Cell_Abscisic_Acid_Signaling, 193,  5,  9,  172, 1, 3, 355410, 12185.27, 167, 0.00, 1: 17; 2: 28; 3: 33; 
Guard_Cell_Abscisic_Acid_Signaling, 316,  9,  5,  172, 1, 3, 355410, 12185.27, 2, 0.00, 1: 20; 2: 22; 3: 36; 
Guard_Cell_Abscisic_Acid_Signaling,  63,  5,  9,  173, 1, 3, 355410, 12185.27, 0, 0.00, 1: 18; 2: 25; 3: 35; 
Guard_Cell_Abscisic_Acid_Signaling,  30,  5,  9,  173, 1, 3, 355410, 12185.27, 0, 0.00, 1: 16; 2: 29; 3: 33; 
Guard_Cell_Abscisic_Acid_Signaling,  86,  4, 12,  174, 1, 3, 377026, 12185.27, 0, 0.00, 1: 16; 2: 28; 3: 34; 
Guard_Cell_Abscisic_Acid_Signaling, 252,  9,  5,  176, 1, 3, 355410, 12185.27, 254, 0.00, 1: 15; 2: 28; 3: 35; 
Guard_Cell_Abscisic_Acid_Signaling,  36,  9,  5,  177, 1, 3, 355410, 12185.27, 0, 0.00, 1: 17; 2: 23; 3: 38; 
Guard_Cell_Abscisic_Acid_Signaling, 648,  9,  5,  177, 1, 3, 355410, 12185.27, 192, 0.00, 1: 14; 2: 29; 3: 35; 
Guard_Cell_Abscisic_Acid_Signaling, 315,  9,  5,  177, 1, 3, 355410, 12185.27, 0, 0.00, 1: 17; 2: 23; 3: 38; 
Guard_Cell_Abscisic_Acid_Signaling, 775,  9,  5,  177, 1, 3, 355410, 12185.27, 0, 0.00, 1: 14; 2: 29; 3: 35; 
Guard_Cell_Abscisic_Acid_Signaling, 998,  9,  5,  144, 1, 4, 355410, 12185.27, 0, 0.00, 1: 36; 2: 19; 3: 22; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 873,  4, 11,  146, 1, 4, 347182, 12185.27, 68, 0.00, 1: 31; 2: 27; 3: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 371,  4, 11,  150, 1, 4, 347182, 12185.27, 0, 0.00, 1: 34; 2: 17; 3: 26; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 833,  4, 12,  150, 1, 4, 376966, 12185.27, 169, 0.00, 1: 27; 2: 31; 3: 19; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 641,  4, 12,  151, 1, 4, 376989, 12185.27, 40, 0.00, 1: 27; 2: 30; 3: 20; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  27,  4, 11,  151, 1, 4, 347182, 12185.27, 14, 0.00, 1: 28; 2: 29; 3: 19; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 195,  4, 11,  152, 1, 4, 347182, 12185.27, 14, 0.00, 1: 30; 2: 23; 3: 24; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 147,  5,  9,  154, 1, 4, 355410, 12185.27, 14, 0.00, 1: 31; 2: 19; 3: 27; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 320,  4, 11,  154, 1, 4, 347182, 12185.27, 160, 0.00, 1: 30; 2: 21; 3: 26; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 981,  4, 12,  154, 1, 4, 377129, 12185.27, 86, 0.00, 1: 28; 2: 25; 3: 24; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 116,  4, 12,  154, 1, 4, 376980, 12185.27, 29, 0.00, 1: 28; 2: 25; 3: 24; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 603,  4, 12,  155, 1, 4, 376927, 12185.27, 14, 0.00, 1: 26; 2: 28; 3: 23; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 281,  4, 12,  155, 1, 4, 376971, 12185.27, 175, 0.00, 1: 26; 2: 28; 3: 23; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  24,  9,  5,  156, 1, 4, 355410, 12185.27, 160, 0.00, 1: 26; 2: 27; 3: 24; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 310,  4, 12,  157, 1, 4, 376957, 12185.27, 0, 0.00, 1: 30; 2: 18; 3: 29; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 608,  4, 12,  157, 1, 4, 376958, 12185.27, 12, 0.00, 1: 27; 2: 24; 3: 26; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 678,  4, 12,  158, 1, 4, 376962, 12185.27, 0, 0.00, 1: 24; 2: 29; 3: 24; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 469,  4, 11,  158, 1, 4, 347182, 12185.27, 86, 0.00, 1: 30; 2: 17; 3: 30; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 977,  4, 12,  158, 1, 4, 376992, 12185.27, 171, 0.00, 1: 27; 2: 23; 3: 27; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 719,  4, 11,  158, 1, 4, 347182, 12185.27, 0, 0.00, 1: 24; 2: 29; 3: 24; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  67,  4, 12,  158, 1, 4, 376939, 12185.27, 14, 0.00, 1: 23; 2: 31; 3: 23; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 303,  5, 10,  159, 1, 4, 390907, 12185.27, 0, 0.00, 1: 25; 2: 26; 3: 26; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 626,  9,  5,  159, 1, 4, 355410, 12185.27, 101, 0.00, 1: 29; 2: 18; 3: 30; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  84,  9,  5,  160, 1, 4, 355410, 12185.27, 53, 0.00, 1: 29; 2: 18; 3: 29; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 576,  4, 12,  160, 1, 4, 376996, 12185.27, 16, 0.00, 1: 26; 2: 23; 3: 28; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 604,  5,  9,  160, 1, 4, 355410, 12185.27, 53, 0.00, 1: 23; 2: 29; 3: 25; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 704,  4, 12,  160, 1, 4, 376969, 12185.27, 192, 0.00, 1: 25; 2: 25; 3: 27; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 783,  5,  9,  160, 1, 4, 355410, 12185.27, 0, 0.00, 1: 26; 2: 23; 3: 28; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 257,  4, 12,  161, 1, 4, 376978, 12185.27, 167, 0.00, 1: 22; 2: 30; 3: 25; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 354,  4, 11,  162, 1, 4, 347182, 12185.27, 0, 0.00, 1: 26; 2: 21; 3: 30; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 499,  4, 11,  162, 1, 4, 347182, 12185.27, 0, 0.00, 1: 29; 2: 16; 3: 31; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 143,  4, 12,  162, 1, 4, 377009, 12185.27, 0, 0.00, 1: 27; 2: 20; 3: 29; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 821,  4, 12,  162, 1, 4, 376991, 12185.27, 0, 0.00, 1: 25; 2: 23; 3: 29; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 694,  4, 12,  163, 1, 4, 377033, 12185.27, 0, 0.00, 1: 24; 2: 24; 3: 29; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 140,  4, 11,  164, 1, 4, 347182, 12185.27, 53, 0.00, 1: 24; 2: 23; 3: 30; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 919,  4, 11,  164, 1, 4, 347182, 12185.27, 0, 0.00, 1: 27; 2: 18; 3: 31; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 520,  5,  9,  165, 1, 4, 355410, 12185.27, 224, 0.00, 1: 21; 2: 28; 3: 28; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 757,  4, 12,  166, 1, 4, 376965, 12185.27, 0, 0.00, 1: 22; 2: 25; 3: 30; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 513,  5, 10,  167, 1, 4, 390809, 12185.27, 168, 0.00, 1: 21; 2: 26; 3: 30; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 338,  4, 12,  167, 1, 4, 377025, 12185.27, 185, 0.00, 1: 21; 2: 27; 3: 28; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 111,  5,  9,  168, 1, 4, 355410, 12185.27, 0, 0.00, 1: 24; 2: 19; 3: 34; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 360,  9,  5,  168, 1, 4, 355410, 12185.27, 32, 0.00, 1: 22; 2: 23; 3: 32; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 844,  4, 11,  168, 1, 4, 347182, 12185.27, 53, 0.00, 1: 24; 2: 19; 3: 34; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 730,  4, 11,  168, 1, 4, 347182, 12185.27, 185, 0.00, 1: 20; 2: 27; 3: 30; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 657,  4, 11,  169, 1, 4, 347182, 12185.27, 41, 0.00, 1: 23; 2: 20; 3: 34; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 450,  4, 12,  169, 1, 4, 377191, 12185.27, 185, 0.00, 1: 19; 2: 28; 3: 30; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 542,  4, 11,  169, 1, 4, 347182, 12185.27, 0, 0.00, 1: 25; 2: 16; 3: 36; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 855,  4, 12,  170, 1, 4, 377033, 12185.27, 0, 0.00, 1: 19; 2: 27; 3: 31; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 321,  4, 12,  170, 1, 4, 377000, 12185.27, 167, 0.00, 1: 16; 2: 33; 3: 28; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 510,  4, 11,  170, 1, 4, 347182, 12185.27, 0, 0.00, 1: 20; 2: 25; 3: 32; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 673,  4, 12,  171, 1, 4, 376974, 12185.27, 0, 0.00, 1: 18; 2: 28; 3: 31; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 402,  4, 12,  171, 1, 4, 377054, 12185.27, 185, 0.00, 1: 19; 2: 27; 3: 30; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 149,  4, 11,  171, 1, 4, 347182, 12185.27, 86, 0.00, 1: 16; 2: 32; 3: 29; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 464,  4, 11,  172, 1, 4, 347182, 12185.27, 160, 0.00, 1: 22; 2: 20; 3: 34; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 526,  4, 11,  173, 1, 4, 347182, 12185.27, 0, 0.00, 1: 19; 2: 24; 3: 34; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 740,  4, 12,  173, 1, 4, 377015, 12185.27, 0, 0.00, 1: 22; 2: 19; 3: 35; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 518,  4, 12,  173, 1, 4, 376982, 12185.27, 0, 0.00, 1: 17; 2: 29; 3: 30; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  64,  4, 12,  173, 1, 4, 376978, 12185.27, 192, 0.00, 1: 18; 2: 26; 3: 33; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 119,  4, 12,  174, 1, 4, 377023, 12185.27, 0, 0.00, 1: 19; 2: 23; 3: 35; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 560,  4, 11,  176, 1, 4, 347182, 12185.27, 255, 0.00, 1: 18; 2: 23; 3: 36; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 205,  4, 12,  176, 1, 4, 377009, 12185.27, 86, 0.00, 1: 17; 2: 25; 3: 35; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 327,  4, 12,  177, 1, 4, 376958, 12185.27, 0, 0.00, 1: 17; 2: 24; 3: 36; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 801,  5, 10,  178, 1, 4, 390758, 12185.27, 0, 0.00, 1: 17; 2: 23; 3: 37; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 858,  4, 11,  178, 1, 4, 347182, 12185.27, 185, 0.00, 1: 16; 2: 25; 3: 36; 4: 1; 
