Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
03(276)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,  102, 1, 3, 382042, 9216.06, 0, 0.00, 1: 35; 2: 23; 3: 7; 
Treatment_of_Castration-Resistant_Prostate_Ca, 280,  5,  9,  112, 1, 4, 355079, 9216.06, 248, 0.00, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 282,  6,  8,  112, 1, 4, 375706, 9216.06, 36, 0.00, 1: 26; 2: 32; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 363,  5, 10,  112, 1, 4, 388872, 9216.06, 68, 0.00, 1: 30; 2: 25; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 940,  5,  9,  112, 1, 4, 355052, 9216.06, 82, 0.00, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 520,  5,  9,  112, 1, 4, 355057, 9216.06, 0, 0.00, 1: 30; 2: 25; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 477,  6,  8,  112, 1, 4, 375643, 9216.06, 85, 0.00, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 532,  9,  5,  112, 1, 4, 355084, 9216.06, 0, 0.00, 1: 26; 2: 32; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 490,  7,  7,  112, 1, 4, 382137, 9216.06, 65, 0.00, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 958,  7,  7,  112, 1, 4, 381938, 9216.06, 0, 0.00, 1: 29; 2: 28; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 222,  5, 10,  112, 1, 4, 388974, 9216.06, 0, 0.00, 1: 25; 2: 34; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 953,  5, 10,  112, 1, 4, 388773, 9216.06, 0, 0.00, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 525,  5,  9,  112, 1, 4, 354999, 9216.06, 0, 0.00, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 300,  9,  5,  112, 1, 4, 355068, 9216.06, 53, 0.00, 1: 32; 2: 21; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 504,  8,  6,  112, 1, 4, 375733, 9216.06, 0, 0.00, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 926,  5, 10,  112, 1, 4, 388820, 9216.06, 0, 0.00, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 261,  9,  5,  112, 1, 4, 355056, 9216.06, 85, 0.00, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 416,  5, 10,  112, 1, 4, 388885, 9216.06, 11, 0.00, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 252,  9,  5,  112, 1, 4, 355036, 9216.06, 252, 0.00, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 552,  9,  5,  112, 1, 4, 355039, 9216.06, 32, 0.00, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 511,  7,  7,  112, 1, 4, 381959, 9216.06, 0, 0.00, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 414,  5,  9,  112, 1, 4, 354998, 9216.06, 0, 0.00, 1: 28; 2: 29; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 495,  9,  5,  112, 1, 4, 355082, 9216.06, 0, 0.00, 1: 30; 2: 25; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 452,  5, 10,  112, 1, 4, 388985, 9216.06, 92, 0.00, 1: 30; 2: 25; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 817,  5, 10,  113, 1, 4, 389022, 9216.06, 0, 0.00, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 492,  7,  7,  113, 1, 4, 382007, 9216.06, 32, 0.00, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  37,  6,  8,  113, 1, 4, 375646, 9216.06, 0, 0.00, 1: 31; 2: 23; 3: 8; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 129,  5, 10,  113, 1, 4, 388915, 9216.06, 52, 0.00, 1: 29; 2: 26; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 376,  5,  9,  113, 1, 4, 355048, 9216.06, 0, 0.00, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 892,  9,  5,  113, 1, 4, 355015, 9216.06, 0, 0.00, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 643,  9,  5,  113, 1, 4, 355025, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 856,  9,  5,  113, 1, 4, 355033, 9216.06, 56, 0.00, 1: 26; 2: 32; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 386,  9,  5,  113, 1, 4, 355045, 9216.06, 36, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 891,  5,  9,  113, 1, 4, 354979, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 220,  5,  9,  113, 1, 4, 355069, 9216.06, 92, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 448,  9,  5,  113, 1, 4, 355045, 9216.06, 0, 0.00, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 421,  5,  9,  113, 1, 4, 355017, 9216.06, 0, 0.00, 1: 28; 2: 28; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  73,  5,  9,  113, 1, 4, 355057, 9216.06, 84, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  74,  5, 10,  113, 1, 4, 388965, 9216.06, 36, 0.00, 1: 27; 2: 30; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 828,  9,  5,  113, 1, 4, 355015, 9216.06, 0, 0.00, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 717,  5, 10,  113, 1, 4, 388797, 9216.06, 85, 0.00, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  63,  5,  9,  113, 1, 4, 355073, 9216.06, 0, 0.00, 1: 30; 2: 26; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 267,  8,  6,  113, 1, 4, 375528, 9216.06, 98, 0.00, 1: 27; 2: 30; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 271,  5,  9,  113, 1, 4, 355063, 9216.06, 0, 0.00, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 441,  5, 10,  113, 1, 4, 388964, 9216.06, 0, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 984,  5,  9,  113, 1, 4, 355021, 9216.06, 184, 0.00, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  41,  5, 10,  113, 1, 4, 389004, 9216.06, 48, 0.00, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 455,  5, 10,  113, 1, 4, 388996, 9216.06, 0, 0.00, 1: 30; 2: 24; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 236,  9,  5,  113, 1, 4, 355038, 9216.06, 72, 0.00, 1: 28; 2: 28; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 669,  5, 10,  113, 1, 4, 388881, 9216.06, 85, 0.00, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 226,  5,  9,  113, 1, 4, 355049, 9216.06, 0, 0.00, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 664,  5,  9,  113, 1, 4, 355060, 9216.06, 120, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 494,  5, 10,  113, 1, 4, 388918, 9216.06, 0, 0.00, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 224,  5, 10,  113, 1, 4, 388794, 9216.06, 8, 0.00, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 658,  5, 10,  113, 1, 4, 388864, 9216.06, 0, 0.00, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 480,  5,  9,  113, 1, 4, 354988, 9216.06, 5, 0.00, 1: 30; 2: 24; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 481,  5,  9,  113, 1, 4, 355095, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 193,  5,  9,  113, 1, 4, 355003, 9216.06, 218, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 604,  5,  9,  113, 1, 4, 355032, 9216.06, 92, 0.00, 1: 27; 2: 30; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 582,  5,  9,  113, 1, 4, 355032, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 869,  5, 10,  113, 1, 4, 388935, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 998,  9,  5,  113, 1, 4, 355010, 9216.06, 0, 0.00, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 606,  5, 10,  113, 1, 4, 388817, 9216.06, 0, 0.00, 1: 30; 2: 23; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 148,  9,  5,  113, 1, 4, 355057, 9216.06, 92, 0.00, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 921,  5,  9,  113, 1, 4, 355035, 9216.06, 229, 0.00, 1: 30; 2: 24; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 360,  9,  5,  113, 1, 4, 355068, 9216.06, 32, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 860,  9,  5,  113, 1, 4, 355039, 9216.06, 92, 0.00, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 859,  9,  5,  113, 1, 4, 355051, 9216.06, 98, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 169,  5,  9,  113, 1, 4, 355017, 9216.06, 65, 0.00, 1: 24; 2: 35; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   8,  5,  9,  113, 1, 4, 354965, 9216.06, 0, 0.00, 1: 24; 2: 36; 3: 3; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 157,  9,  5,  113, 1, 4, 354984, 9216.06, 85, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 512,  9,  5,  113, 1, 4, 355068, 9216.06, 0, 0.00, 1: 27; 2: 31; 3: 4; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 619,  5,  9,  113, 1, 4, 355044, 9216.06, 77, 0.00, 1: 28; 2: 28; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 218,  9,  5,  113, 1, 4, 355021, 9216.06, 36, 0.00, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 298,  5,  9,  113, 1, 4, 355079, 9216.06, 90, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 178,  5, 10,  113, 1, 4, 388866, 9216.06, 0, 0.00, 1: 27; 2: 30; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 566,  9,  5,  113, 1, 4, 355037, 9216.06, 0, 0.00, 1: 28; 2: 28; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 965,  5,  9,  113, 1, 4, 355052, 9216.06, 85, 0.00, 1: 30; 2: 25; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca,  44,  4, 11,  114, 1, 4, 347182, 9216.06, 92, 0.00, 1: 30; 2: 24; 3: 8; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 539,  5,  9,  114, 1, 4, 355040, 9216.06, 98, 0.00, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 792,  5, 10,  114, 1, 4, 388955, 9216.06, 248, 0.00, 1: 27; 2: 28; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 390,  9,  5,  114, 1, 4, 355059, 9216.06, 0, 0.00, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  46,  5, 10,  114, 1, 4, 388918, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 737,  8,  6,  114, 1, 4, 375717, 9216.06, 0, 0.00, 1: 27; 2: 28; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 625,  5, 10,  114, 1, 4, 388804, 9216.06, 0, 0.00, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 328,  9,  5,  114, 1, 4, 355020, 9216.06, 144, 0.00, 1: 24; 2: 34; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 407,  5,  9,  114, 1, 4, 355019, 9216.06, 0, 0.00, 1: 30; 2: 22; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 991,  5,  9,  114, 1, 4, 355066, 9216.06, 0, 0.00, 1: 29; 2: 25; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 194,  8,  6,  114, 1, 4, 375663, 9216.06, 36, 0.00, 1: 25; 2: 32; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 272,  5, 10,  114, 1, 4, 388967, 9216.06, 80, 0.00, 1: 28; 2: 27; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 742,  5, 10,  114, 1, 4, 388957, 9216.06, 0, 0.00, 1: 25; 2: 34; 3: 3; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 871,  9,  5,  114, 1, 4, 355057, 9216.06, 0, 0.00, 1: 28; 2: 26; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 183,  8,  6,  114, 1, 4, 375603, 9216.06, 0, 0.00, 1: 29; 2: 24; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   6,  5,  9,  114, 1, 4, 354988, 9216.06, 0, 0.00, 1: 24; 2: 35; 3: 4; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 264,  8,  6,  114, 1, 4, 375620, 9216.06, 80, 0.00, 1: 30; 2: 23; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 174,  9,  5,  114, 1, 4, 355032, 9216.06, 32, 0.00, 1: 27; 2: 29; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 123,  5, 10,  114, 1, 4, 388925, 9216.06, 0, 0.00, 1: 28; 2: 27; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 485,  5, 10,  114, 1, 4, 388803, 9216.06, 0, 0.00, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 959,  5,  9,  114, 1, 4, 355045, 9216.06, 0, 0.00, 1: 25; 2: 33; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 315,  9,  5,  114, 1, 4, 355066, 9216.06, 0, 0.00, 1: 25; 2: 32; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 215,  5, 10,  114, 1, 4, 388779, 9216.06, 0, 0.00, 1: 25; 2: 33; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 632,  9,  5,  114, 1, 4, 355074, 9216.06, 0, 0.00, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 348,  9,  5,  114, 1, 4, 355046, 9216.06, 92, 0.00, 1: 28; 2: 28; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 513,  5, 10,  114, 1, 4, 388899, 9216.06, 0, 0.00, 1: 27; 2: 28; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 379,  5,  9,  114, 1, 4, 355034, 9216.06, 0, 0.00, 1: 27; 2: 28; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 655,  9,  5,  114, 1, 4, 355064, 9216.06, 0, 0.00, 1: 26; 2: 30; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 971,  7,  7,  115, 1, 4, 381792, 9216.06, 97, 0.00, 1: 28; 2: 25; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  89,  5,  9,  115, 1, 4, 355027, 9216.06, 226, 0.00, 1: 28; 2: 28; 3: 5; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 825,  5, 10,  115, 1, 4, 388964, 9216.06, 0, 0.00, 1: 29; 2: 25; 3: 8; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 167,  5,  9,  115, 1, 4, 355069, 9216.06, 0, 0.00, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  38,  5, 10,  115, 1, 4, 388968, 9216.06, 0, 0.00, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 548,  5,  9,  115, 1, 4, 355077, 9216.06, 0, 0.00, 1: 27; 2: 29; 3: 6; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 644,  7,  7,  115, 1, 4, 381794, 9216.06, 0, 0.00, 1: 25; 2: 31; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 969,  9,  5,  115, 1, 4, 355049, 9216.06, 52, 0.00, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 446,  5, 10,  115, 1, 4, 388845, 9216.06, 0, 0.00, 1: 25; 2: 32; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 635,  5, 10,  115, 1, 4, 388912, 9216.06, 0, 0.00, 1: 25; 2: 32; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  72,  9,  5,  115, 1, 4, 355059, 9216.06, 160, 0.00, 1: 26; 2: 30; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca,  68,  5, 10,  115, 1, 4, 388898, 9216.06, 92, 0.00, 1: 28; 2: 26; 3: 9; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 260,  5, 10,  115, 1, 4, 388688, 9216.06, 92, 0.00, 1: 24; 2: 33; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 763,  7,  7,  115, 1, 4, 382084, 9216.06, 0, 0.00, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 648,  9,  5,  115, 1, 4, 355083, 9216.06, 0, 0.00, 1: 24; 2: 33; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 952,  4, 12,  115, 1, 4, 375784, 9216.06, 0, 0.00, 1: 30; 2: 22; 3: 11; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 746,  5, 10,  115, 1, 4, 388765, 9216.06, 105, 0.00, 1: 25; 2: 32; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 317,  5,  9,  115, 1, 4, 355030, 9216.06, 0, 0.00, 1: 26; 2: 31; 3: 5; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 883,  6,  8,  115, 1, 4, 375607, 9216.06, 0, 0.00, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  10,  9,  5,  115, 1, 4, 355038, 9216.06, 38, 0.00, 1: 26; 2: 29; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 162,  6,  8,  115, 1, 4, 375755, 9216.06, 0, 0.00, 1: 26; 2: 29; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 242,  8,  6,  115, 1, 4, 375741, 9216.06, 0, 0.00, 1: 28; 2: 27; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 979,  5,  9,  115, 1, 4, 355054, 9216.06, 97, 0.00, 1: 27; 2: 27; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  39,  5,  9,  115, 1, 4, 355041, 9216.06, 0, 0.00, 1: 25; 2: 32; 3: 6; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 992,  5, 10,  115, 1, 4, 388843, 9216.06, 9, 0.00, 1: 26; 2: 30; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 534,  5,  9,  115, 1, 4, 355053, 9216.06, 0, 0.00, 1: 26; 2: 29; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  50,  9,  5,  116, 1, 4, 354993, 9216.06, 40, 0.00, 1: 26; 2: 28; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 917,  4, 11,  116, 1, 4, 347182, 9216.06, 85, 0.00, 1: 32; 2: 16; 3: 16; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 793,  5, 10,  116, 1, 4, 388988, 9216.06, 228, 0.00, 1: 25; 2: 30; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 827,  4, 12,  116, 1, 4, 375743, 9216.06, 0, 0.00, 1: 29; 2: 23; 3: 11; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 561,  9,  5,  116, 1, 4, 355075, 9216.06, 0, 0.00, 1: 24; 2: 32; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  20,  5,  9,  116, 1, 4, 355038, 9216.06, 92, 0.00, 1: 24; 2: 32; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  31,  4, 11,  116, 1, 4, 347182, 9216.06, 0, 0.00, 1: 30; 2: 24; 3: 6; 4: 5; 
Treatment_of_Castration-Resistant_Prostate_Ca, 928,  4, 12,  116, 1, 4, 375670, 9216.06, 12, 0.00, 1: 27; 2: 28; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 782,  6,  8,  116, 1, 4, 375654, 9216.06, 0, 0.00, 1: 25; 2: 30; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  43,  5, 10,  116, 1, 4, 388828, 9216.06, 0, 0.00, 1: 25; 2: 30; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 663,  9,  5,  116, 1, 4, 355031, 9216.06, 0, 0.00, 1: 25; 2: 30; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 422,  5,  9,  116, 1, 4, 355057, 9216.06, 0, 0.00, 1: 27; 2: 28; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 165,  9,  5,  116, 1, 4, 355038, 9216.06, 0, 0.00, 1: 26; 2: 29; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 111,  5,  9,  116, 1, 4, 355010, 9216.06, 0, 0.00, 1: 26; 2: 29; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 158,  5, 10,  116, 1, 4, 388960, 9216.06, 0, 0.00, 1: 25; 2: 30; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 154,  4, 11,  116, 1, 4, 347182, 9216.06, 36, 0.00, 1: 30; 2: 22; 3: 10; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 547,  4, 12,  116, 1, 4, 375593, 9216.06, 0, 0.00, 1: 28; 2: 27; 3: 6; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 440,  4, 12,  116, 1, 4, 375558, 9216.06, 0, 0.00, 1: 28; 2: 24; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 127,  5,  9,  116, 1, 4, 355018, 9216.06, 0, 0.00, 1: 23; 2: 34; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 491,  6,  8,  116, 1, 4, 375617, 9216.06, 68, 0.00, 1: 29; 2: 22; 3: 13; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 652,  9,  5,  116, 1, 4, 355064, 9216.06, 0, 0.00, 1: 27; 2: 26; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 899,  4, 11,  117, 1, 4, 347182, 9216.06, 98, 0.00, 1: 29; 2: 24; 3: 8; 4: 4; 
Treatment_of_Castration-Resistant_Prostate_Ca, 999,  4, 12,  117, 1, 4, 375666, 9216.06, 0, 0.00, 1: 27; 2: 26; 3: 10; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 229,  4, 11,  117, 1, 4, 347182, 9216.06, 0, 0.00, 1: 27; 2: 25; 3: 12; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 783,  5,  9,  117, 1, 4, 355043, 9216.06, 0, 0.00, 1: 24; 2: 32; 3: 7; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 103,  4, 12,  117, 1, 4, 375462, 9216.06, 0, 0.00, 1: 26; 2: 29; 3: 7; 4: 3; 
Treatment_of_Castration-Resistant_Prostate_Ca, 741,  4, 11,  117, 1, 4, 347182, 9216.06, 0, 0.00, 1: 25; 2: 29; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 638,  9,  5,  117, 1, 4, 355059, 9216.06, 0, 0.00, 1: 26; 2: 27; 3: 11; 4: 1; 
