Seed 1656949570
ARCH 2|F_ID 1|LIMIT 3
before: 
62(348)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 710,  7,  7,  100, 1, 2, 383575, 11290.84, 0, 0.00, 1: 56; 2: 22; 
Guard_Cell_Abscisic_Acid_Signaling, 703,  4, 12,  106, 1, 3, 377031, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 701,  4, 12,  106, 1, 3, 377066, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 930,  9,  5,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 885,  9,  5,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 864,  4, 11,  106, 1, 3, 347182, 11290.84, 9, 0.00, 1: 53; 2: 22; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 898,  6,  8,  106, 1, 3, 377027, 11290.84, 156, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 899,  4, 11,  106, 1, 3, 347182, 11290.84, 166, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 852,  7,  7,  106, 1, 3, 383458, 11290.84, 126, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 738,  5,  9,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 917,  4, 11,  106, 1, 3, 347182, 11290.84, 85, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 844,  4, 11,  106, 1, 3, 347182, 11290.84, 126, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 740,  4, 12,  106, 1, 3, 376967, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 841,  4, 12,  106, 1, 3, 376923, 11290.84, 9, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 724,  4, 11,  106, 1, 3, 347182, 11290.84, 126, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 719,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 805,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 931,  6,  8,  106, 1, 3, 377081, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 933,  4, 12,  106, 1, 3, 376980, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 936,  4, 12,  106, 1, 3, 377108, 11290.84, 32, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 938,  7,  7,  106, 1, 3, 383454, 11290.84, 82, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 821,  4, 12,  106, 1, 3, 376869, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 817,  5, 10,  106, 1, 3, 390742, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 948,  4, 12,  106, 1, 3, 376927, 11290.84, 36, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 951,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 755,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 809,  7,  7,  106, 1, 3, 383589, 11290.84, 67, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 806,  4, 12,  106, 1, 3, 377094, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 257,  4, 12,  106, 1, 3, 376956, 11290.84, 7, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 516,  7,  7,  106, 1, 3, 383455, 11290.84, 126, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 227,  7,  7,  106, 1, 3, 383681, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 521,  7,  7,  106, 1, 3, 383454, 11290.84, 8, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 139,  6,  8,  106, 1, 3, 377060, 11290.84, 167, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 233,  9,  5,  106, 1, 3, 355410, 11290.84, 65, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 421,  5,  9,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 531,  7,  7,  106, 1, 3, 383673, 11290.84, 167, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 419,  9,  5,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 118,  5,  9,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 542,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 223,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 53; 2: 22; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 116,  4, 12,  106, 1, 3, 376980, 11290.84, 29, 0.00, 1: 53; 2: 22; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 109,  6,  8,  106, 1, 3, 377055, 11290.84, 32, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 106,  4, 11,  106, 1, 3, 347182, 11290.84, 66, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 102,  7,  7,  106, 1, 3, 383574, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 370,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 561,  9,  5,  106, 1, 3, 355410, 11290.84, 255, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 566,  9,  5,  106, 1, 3, 355410, 11290.84, 255, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 570,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 347,  8,  6,  106, 1, 3, 376969, 11290.84, 167, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 491,  6,  8,  106, 1, 3, 376936, 11290.84, 114, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 468,  4, 12,  106, 1, 3, 376952, 11290.84, 126, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 462,  5,  9,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 471,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 193,  5,  9,  106, 1, 3, 355410, 11290.84, 7, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 191,  4, 12,  106, 1, 3, 376802, 11290.84, 0, 0.00, 1: 54; 2: 20; 3: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 209,  9,  5,  106, 1, 3, 355410, 11290.84, 7, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 218,  9,  5,  106, 1, 3, 355410, 11290.84, 62, 0.00, 1: 53; 2: 22; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 455,  5, 10,  106, 1, 3, 390516, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 180,  4, 12,  106, 1, 3, 377029, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 487,  9,  5,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  97,  6,  8,  106, 1, 3, 377120, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 493,  4, 12,  106, 1, 3, 376739, 11290.84, 111, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 454,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 499,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 448,  9,  5,  106, 1, 3, 355410, 11290.84, 144, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 222,  5, 10,  106, 1, 3, 390739, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 150,  6,  8,  106, 1, 3, 377012, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 443,  4, 12,  106, 1, 3, 377053, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 143,  4, 12,  106, 1, 3, 377248, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 514,  6,  8,  106, 1, 3, 376883, 11290.84, 62, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 640,  4, 11,  106, 1, 3, 347182, 11290.84, 48, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  29,  6,  8,  106, 1, 3, 376998, 11290.84, 85, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 630,  5, 10,  106, 1, 3, 390947, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 631,  4, 12,  106, 1, 3, 376678, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 634,  4, 11,  106, 1, 3, 347182, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 675,  4, 12,  106, 1, 3, 377007, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 673,  4, 12,  106, 1, 3, 376887, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  71,  9,  5,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 660,  4, 12,  106, 1, 3, 376988, 11290.84, 126, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 285,  5, 10,  106, 1, 3, 390949, 11290.84, 85, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  68,  5, 10,  106, 1, 3, 391027, 11290.84, 126, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 641,  4, 12,  106, 1, 3, 376698, 11290.84, 136, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 642,  4, 11,  106, 1, 3, 347182, 11290.84, 61, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  32,  6,  8,  106, 1, 3, 376982, 11290.84, 5, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 316,  9,  5,  106, 1, 3, 355410, 11290.84, 2, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  36,  9,  5,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 277,  5, 10,  106, 1, 3, 390979, 11290.84, 85, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 625,  5, 10,  106, 1, 3, 390817, 11290.84, 115, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 582,  5,  9,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 332,  5, 10,  106, 1, 3, 390829, 11290.84, 126, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 305,  5,  9,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 583,  9,  5,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 282,  6,  8,  106, 1, 3, 376914, 11290.84, 62, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  79,  5, 10,  106, 1, 3, 391036, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  85,  7,  7,  106, 1, 3, 383298, 11290.84, 85, 0.00, 1: 51; 2: 26; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 682,  6,  8,  106, 1, 3, 376862, 11290.84, 97, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 339,  6,  8,  106, 1, 3, 376816, 11290.84, 167, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling,   8,  5,  9,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 588,  4, 12,  106, 1, 3, 376992, 11290.84, 126, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 287,  9,  5,  106, 1, 3, 355410, 11290.84, 0, 0.00, 1: 52; 2: 24; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 232,  4, 12,  107, 1, 3, 377002, 11290.84, 32, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 807,  5,  9,  107, 1, 3, 355410, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 865,  5,  9,  107, 1, 3, 355410, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 905,  4, 12,  107, 1, 3, 376941, 11290.84, 205, 0.00, 1: 52; 2: 23; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 310,  4, 12,  107, 1, 3, 376953, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 858,  4, 11,  107, 1, 3, 347182, 11290.84, 62, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 910,  5,  9,  107, 1, 3, 355410, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 803,  4, 12,  107, 1, 3, 376897, 11290.84, 0, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 888,  5,  9,  107, 1, 3, 355410, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 266,  5,  9,  107, 1, 3, 355410, 11290.84, 62, 0.00, 1: 52; 2: 23; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 340,  7,  7,  107, 1, 3, 383669, 11290.84, 126, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 694,  4, 12,  107, 1, 3, 377001, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 373,  9,  5,  107, 1, 3, 355410, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 387,  4, 11,  107, 1, 3, 347182, 11290.84, 167, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 270,  7,  7,  107, 1, 3, 383639, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 335,  4, 11,  107, 1, 3, 347182, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 275,  4, 11,  107, 1, 3, 347182, 11290.84, 167, 0.00, 1: 52; 2: 23; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 249,  4, 12,  107, 1, 3, 376947, 11290.84, 0, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 315,  9,  5,  107, 1, 3, 355410, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 410,  8,  6,  107, 1, 3, 377074, 11290.84, 62, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 819,  5,  9,  107, 1, 3, 355410, 11290.84, 0, 0.00, 1: 52; 2: 23; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 331,  8,  6,  107, 1, 3, 377032, 11290.84, 167, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 429,  4, 12,  107, 1, 3, 377116, 11290.84, 110, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 846,  4, 11,  107, 1, 3, 347182, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 877,  4, 12,  107, 1, 3, 376858, 11290.84, 108, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 225,  4, 11,  107, 1, 3, 347182, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 322,  4, 11,  107, 1, 3, 347182, 11290.84, 62, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 103,  4, 12,  107, 1, 3, 376980, 11290.84, 0, 0.00, 1: 53; 2: 21; 3: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 133,  9,  5,  107, 1, 3, 355410, 11290.84, 85, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 765,  5, 10,  107, 1, 3, 390585, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 764,  4, 11,  107, 1, 3, 347182, 11290.84, 1, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 664,  5,  9,  107, 1, 3, 355410, 11290.84, 88, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 129,  5, 10,  107, 1, 3, 390954, 11290.84, 131, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  67,  4, 12,  107, 1, 3, 377027, 11290.84, 167, 0.00, 1: 53; 2: 21; 3: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 717,  5, 10,  107, 1, 3, 390715, 11290.84, 85, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 536,  4, 11,  107, 1, 3, 347182, 11290.84, 216, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 543,  4, 12,  107, 1, 3, 376762, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 993,  5,  9,  107, 1, 3, 355410, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 560,  4, 11,  107, 1, 3, 347182, 11290.84, 255, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 645,  4, 11,  107, 1, 3, 347182, 11290.84, 85, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  87,  7,  7,  107, 1, 3, 383724, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 595,  4, 12,  107, 1, 3, 376975, 11290.84, 167, 0.00, 1: 53; 2: 21; 3: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 604,  5,  9,  107, 1, 3, 355410, 11290.84, 126, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 968,  4, 11,  107, 1, 3, 347182, 11290.84, 176, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 969,  9,  5,  107, 1, 3, 355410, 11290.84, 11, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 619,  5,  9,  107, 1, 3, 355410, 11290.84, 50, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 520,  5,  9,  107, 1, 3, 355410, 11290.84, 224, 0.00, 1: 52; 2: 23; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 475,  5, 10,  107, 1, 3, 391059, 11290.84, 167, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 919,  4, 11,  107, 1, 3, 347182, 11290.84, 0, 0.00, 1: 53; 2: 21; 3: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 173,  4, 11,  107, 1, 3, 347182, 11290.84, 32, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 172,  5,  9,  107, 1, 3, 355410, 11290.84, 49, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 169,  5,  9,  107, 1, 3, 355410, 11290.84, 65, 0.00, 1: 52; 2: 23; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 688,  9,  5,  107, 1, 3, 355410, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 152,  7,  7,  107, 1, 3, 383590, 11290.84, 88, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 141,  4, 12,  107, 1, 3, 376955, 11290.84, 85, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 149,  4, 11,  107, 1, 3, 347182, 11290.84, 85, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 707,  5,  9,  107, 1, 3, 355410, 11290.84, 167, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 771,  4, 11,  107, 1, 3, 347182, 11290.84, 0, 0.00, 1: 51; 2: 25; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 518,  4, 12,  107, 1, 3, 377023, 11290.84, 0, 0.00, 1: 50; 2: 27; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 281,  4, 12,  108, 1, 3, 376978, 11290.84, 15, 0.00, 1: 50; 2: 26; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 199,  4, 12,  108, 1, 3, 377036, 11290.84, 0, 0.00, 1: 50; 2: 26; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 691,  4, 12,  108, 1, 3, 376795, 11290.84, 0, 0.00, 1: 50; 2: 26; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  72,  9,  5,  108, 1, 3, 355410, 11290.84, 208, 0.00, 1: 50; 2: 26; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  70,  6,  8,  108, 1, 3, 376921, 11290.84, 0, 0.00, 1: 49; 2: 28; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 872,  5, 10,  108, 1, 3, 390815, 11290.84, 32, 0.00, 1: 51; 2: 24; 3: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 868,  5, 10,  108, 1, 3, 390917, 11290.84, 0, 0.00, 1: 49; 2: 28; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 871,  9,  5,  108, 1, 3, 355410, 11290.84, 0, 0.00, 1: 49; 2: 28; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 284,  9,  5,  108, 1, 3, 355410, 11290.84, 126, 0.00, 1: 49; 2: 28; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 870,  4, 11,  108, 1, 3, 347182, 11290.84, 0, 0.00, 1: 50; 2: 26; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 977,  4, 12,  108, 1, 3, 376731, 11290.84, 11, 0.00, 1: 50; 2: 26; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  14,  4, 11,  108, 1, 3, 347182, 11290.84, 0, 0.00, 1: 50; 2: 26; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 995,  4, 12,  108, 1, 3, 377117, 11290.84, 0, 0.00, 1: 50; 2: 26; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 891,  5,  9,  108, 1, 3, 355410, 11290.84, 0, 0.00, 1: 50; 2: 26; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 185,  7,  7,  108, 1, 3, 383606, 11290.84, 0, 0.00, 1: 49; 2: 28; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 163,  8,  6,  108, 1, 3, 377020, 11290.84, 0, 0.00, 1: 50; 2: 26; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 928,  4, 12,  108, 1, 3, 376880, 11290.84, 6, 0.00, 1: 51; 2: 24; 3: 3; 
