Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(182)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network, 871,  7,  9,  137, 1, 2, 492709, 44429.70, 0, 0.00, 1: 69; 2: 34; 
MAPK_Cancer_Cell_Fate_Network, 455,  5, 11,  150, 1, 3, 435105, 44429.70, 0, 0.00, 1: 58; 2: 43; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 456,  8,  7,  150, 1, 3, 443520, 44429.70, 176, 0.00, 1: 58; 2: 43; 3: 2; 
MAPK_Cancer_Cell_Fate_Network,  14,  5, 11,  150, 1, 3, 435105, 44429.70, 0, 0.00, 1: 59; 2: 41; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 293,  5, 12,  150, 1, 3, 473490, 44429.70, 0, 0.00, 1: 59; 2: 41; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 481, 10,  6,  150, 1, 3, 473513, 44429.70, 0, 0.00, 1: 57; 2: 45; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 618,  5, 12,  150, 1, 3, 473499, 44429.70, 71, 0.00, 1: 58; 2: 43; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 657,  5, 11,  150, 1, 3, 435105, 44429.70, 163, 0.00, 1: 60; 2: 39; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 616,  5, 12,  150, 1, 3, 473522, 44429.70, 32, 0.00, 1: 59; 2: 41; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 219,  7,  8,  150, 1, 3, 443520, 44429.70, 99, 0.00, 1: 58; 2: 43; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 642,  8,  7,  150, 1, 3, 443520, 44429.70, 150, 0.00, 1: 59; 2: 41; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 901,  5, 11,  150, 1, 3, 435105, 44429.70, 86, 0.00, 1: 60; 2: 39; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 689,  4, 14,  150, 1, 3, 443520, 44429.70, 109, 0.00, 1: 62; 2: 35; 3: 6; 
MAPK_Cancer_Cell_Fate_Network,  52,  8,  7,  150, 1, 3, 443520, 44429.70, 0, 0.00, 1: 57; 2: 45; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 229,  7,  8,  150, 1, 3, 443520, 44429.70, 0, 0.00, 1: 57; 2: 45; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 488,  5, 13,  151, 1, 3, 505001, 44429.70, 32, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 489,  5, 11,  151, 1, 3, 435105, 44429.70, 68, 0.00, 1: 58; 2: 42; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 898,  7,  9,  151, 1, 3, 492860, 44429.70, 150, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 118,  7,  8,  151, 1, 3, 443520, 44429.70, 0, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 111,  5, 11,  151, 1, 3, 435105, 44429.70, 0, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 720,  7,  8,  151, 1, 3, 443520, 44429.70, 0, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 297,  5, 13,  151, 1, 3, 504840, 44429.70, 65, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 830,  5, 13,  151, 1, 3, 504978, 44429.70, 0, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 652,  5, 13,  151, 1, 3, 504992, 44429.70, 4, 0.00, 1: 59; 2: 40; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 718,  6, 10,  151, 1, 3, 473662, 44429.70, 0, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 887,  5, 12,  151, 1, 3, 473421, 44429.70, 0, 0.00, 1: 58; 2: 42; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 883,  8,  7,  151, 1, 3, 443520, 44429.70, 0, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 713,  5, 13,  151, 1, 3, 504839, 44429.70, 164, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 804,  5, 11,  151, 1, 3, 435105, 44429.70, 0, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 316,  5, 11,  151, 1, 3, 435105, 44429.70, 2, 0.00, 1: 58; 2: 42; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 425,  5, 12,  151, 1, 3, 473383, 44429.70, 67, 0.00, 1: 58; 2: 42; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 424,  5, 11,  151, 1, 3, 435105, 44429.70, 32, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 697,  5, 13,  151, 1, 3, 504695, 44429.70, 0, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 407,  5, 12,  151, 1, 3, 473673, 44429.70, 0, 0.00, 1: 59; 2: 40; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 189,  5, 11,  151, 1, 3, 435105, 44429.70, 255, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 393,  5, 13,  151, 1, 3, 504667, 44429.70, 103, 0.00, 1: 58; 2: 42; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 386,  5, 12,  151, 1, 3, 473268, 44429.70, 195, 0.00, 1: 61; 2: 36; 3: 6; 
MAPK_Cancer_Cell_Fate_Network,  90,  8,  7,  151, 1, 3, 443520, 44429.70, 150, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 824,  7,  8,  151, 1, 3, 443520, 44429.70, 0, 0.00, 1: 58; 2: 42; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 841,  5, 12,  151, 1, 3, 473539, 44429.70, 24, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network,  83,  5, 12,  151, 1, 3, 473538, 44429.70, 98, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 374,  5, 13,  151, 1, 3, 504430, 44429.70, 0, 0.00, 1: 59; 2: 40; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 731,  5, 12,  151, 1, 3, 473406, 44429.70, 99, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 242,  5, 11,  151, 1, 3, 435105, 44429.70, 0, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 358,  6, 10,  151, 1, 3, 473430, 44429.70, 0, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 857,  8,  7,  151, 1, 3, 443520, 44429.70, 175, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network,  34,  5, 11,  151, 1, 3, 435105, 44429.70, 0, 0.00, 1: 58; 2: 42; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 995,  5, 12,  151, 1, 3, 473433, 44429.70, 0, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 257,  5, 13,  151, 1, 3, 504416, 44429.70, 0, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 573,  5, 13,  151, 1, 3, 504772, 44429.70, 0, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 754,  7,  8,  151, 1, 3, 443520, 44429.70, 0, 0.00, 1: 59; 2: 40; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 528,  5, 11,  151, 1, 3, 435105, 44429.70, 0, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 131,  5, 13,  151, 1, 3, 504887, 44429.70, 98, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 132,  5, 11,  151, 1, 3, 435105, 44429.70, 4, 0.00, 1: 58; 2: 42; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 575,  8,  7,  151, 1, 3, 443520, 44429.70, 0, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  61,  5, 13,  151, 1, 3, 504476, 44429.70, 86, 0.00, 1: 56; 2: 46; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  43,  5, 11,  151, 1, 3, 435105, 44429.70, 84, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 595,  5, 12,  151, 1, 3, 473526, 44429.70, 98, 0.00, 1: 59; 2: 40; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 745,  6, 10,  151, 1, 3, 473477, 44429.70, 69, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 950,  5, 11,  151, 1, 3, 435105, 44429.70, 0, 0.00, 1: 57; 2: 44; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 735,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 420,  6, 10,  152, 1, 3, 473408, 44429.70, 0, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 412,  5, 11,  152, 1, 3, 435105, 44429.70, 4, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 223,  5, 12,  152, 1, 3, 473438, 44429.70, 0, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 497,  5, 13,  152, 1, 3, 504829, 44429.70, 103, 0.00, 1: 58; 2: 41; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 703,  4, 14,  152, 1, 3, 443520, 44429.70, 0, 0.00, 1: 60; 2: 37; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 879,  4, 14,  152, 1, 3, 443520, 44429.70, 0, 0.00, 1: 60; 2: 37; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 677,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 58; 2: 41; 3: 4; 
MAPK_Cancer_Cell_Fate_Network,  86,  5, 12,  152, 1, 3, 473367, 44429.70, 0, 0.00, 1: 55; 2: 47; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 982,  6, 10,  152, 1, 3, 473484, 44429.70, 0, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 685,  5, 12,  152, 1, 3, 473568, 44429.70, 95, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 226,  5, 12,  152, 1, 3, 473196, 44429.70, 0, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 237,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 743, 10,  6,  152, 1, 3, 473547, 44429.70, 0, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 318,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 633,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network,  44,  5, 12,  152, 1, 3, 473512, 44429.70, 32, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 505,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 212,  5, 11,  152, 1, 3, 435105, 44429.70, 4, 0.00, 1: 58; 2: 41; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 895,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 480,  5, 11,  152, 1, 3, 435105, 44429.70, 12, 0.00, 1: 55; 2: 47; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 938,  5, 12,  152, 1, 3, 473351, 44429.70, 0, 0.00, 1: 55; 2: 47; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 294,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 55; 2: 47; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 466,  5, 11,  152, 1, 3, 435105, 44429.70, 150, 0.00, 1: 55; 2: 47; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 933,  5, 12,  152, 1, 3, 473606, 44429.70, 0, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 303,  5, 11,  152, 1, 3, 435105, 44429.70, 115, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 655,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 796,  5, 13,  152, 1, 3, 505002, 44429.70, 4, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 365,  5, 13,  152, 1, 3, 504540, 44429.70, 32, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 307,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 58; 2: 41; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 310,  5, 12,  152, 1, 3, 473401, 44429.70, 0, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 259,  4, 14,  152, 1, 3, 443520, 44429.70, 0, 0.00, 1: 58; 2: 41; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 734,  5, 11,  152, 1, 3, 435105, 44429.70, 0, 0.00, 1: 57; 2: 43; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 712,  5, 12,  152, 1, 3, 473591, 44429.70, 0, 0.00, 1: 55; 2: 47; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 434,  5, 13,  152, 1, 3, 504566, 44429.70, 0, 0.00, 1: 56; 2: 45; 3: 2; 
MAPK_Cancer_Cell_Fate_Network,   1,  5, 11,  153, 1, 3, 435105, 44429.70, 210, 0.00, 1: 58; 2: 40; 3: 5; 
MAPK_Cancer_Cell_Fate_Network,  68,  5, 12,  153, 1, 3, 473444, 44429.70, 4, 0.00, 1: 55; 2: 46; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 973,  7,  8,  153, 1, 3, 443520, 44429.70, 86, 0.00, 1: 54; 2: 48; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 848,  4, 14,  153, 1, 3, 443520, 44429.70, 48, 0.00, 1: 58; 2: 40; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 908,  4, 14,  153, 1, 3, 443520, 44429.70, 4, 0.00, 1: 57; 2: 42; 3: 4; 
MAPK_Cancer_Cell_Fate_Network,  36,  7,  8,  153, 1, 3, 443520, 44429.70, 0, 0.00, 1: 54; 2: 48; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 916,  8,  7,  153, 1, 3, 443520, 44429.70, 4, 0.00, 1: 54; 2: 48; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 919,  5, 12,  153, 1, 3, 473340, 44429.70, 0, 0.00, 1: 55; 2: 46; 3: 2; 
MAPK_Cancer_Cell_Fate_Network,  75,  4, 14,  153, 1, 3, 443520, 44429.70, 98, 0.00, 1: 59; 2: 38; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 362,  5, 13,  153, 1, 3, 504766, 44429.70, 67, 0.00, 1: 56; 2: 44; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 357,  5, 11,  153, 1, 3, 435105, 44429.70, 0, 0.00, 1: 55; 2: 46; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 387,  4, 14,  153, 1, 3, 443520, 44429.70, 98, 0.00, 1: 58; 2: 40; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 333,  4, 14,  153, 1, 3, 443520, 44429.70, 86, 0.00, 1: 58; 2: 40; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 290,  4, 14,  153, 1, 3, 443520, 44429.70, 0, 0.00, 1: 57; 2: 42; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 521,  8,  7,  153, 1, 3, 443520, 44429.70, 0, 0.00, 1: 55; 2: 46; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 261,  5, 13,  153, 1, 3, 504584, 44429.70, 0, 0.00, 1: 54; 2: 48; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 564,  4, 14,  153, 1, 3, 443520, 44429.70, 18, 0.00, 1: 56; 2: 44; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 590,  5, 13,  153, 1, 3, 503363, 44429.70, 0, 0.00, 1: 55; 2: 46; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 630,  5, 11,  153, 1, 3, 435105, 44429.70, 255, 0.00, 1: 56; 2: 44; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 664,  5, 12,  153, 1, 3, 473545, 44429.70, 104, 0.00, 1: 57; 2: 42; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 669,  5, 12,  153, 1, 3, 473270, 44429.70, 86, 0.00, 1: 54; 2: 48; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 163,  5, 13,  153, 1, 3, 504584, 44429.70, 0, 0.00, 1: 54; 2: 48; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 755,  7,  8,  153, 1, 3, 443520, 44429.70, 0, 0.00, 1: 56; 2: 44; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 835,  4, 14,  153, 1, 3, 443520, 44429.70, 99, 0.00, 1: 57; 2: 42; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 825,  7,  8,  153, 1, 3, 443520, 44429.70, 0, 0.00, 1: 54; 2: 48; 3: 1; 
MAPK_Cancer_Cell_Fate_Network,  13,  4, 14,  154, 1, 3, 443520, 44429.70, 127, 0.00, 1: 56; 2: 43; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 976,  6, 10,  154, 1, 3, 473390, 44429.70, 192, 0.00, 1: 53; 2: 49; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 405,  4, 14,  154, 1, 3, 443520, 44429.70, 86, 0.00, 1: 58; 2: 39; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 312,  5, 11,  154, 1, 3, 435105, 44429.70, 0, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network,  12,  5, 11,  154, 1, 3, 435105, 44429.70, 144, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 311,  4, 14,  154, 1, 3, 443520, 44429.70, 0, 0.00, 1: 57; 2: 41; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 458,  5, 13,  154, 1, 3, 504510, 44429.70, 150, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 963,  5, 13,  154, 1, 3, 504593, 44429.70, 99, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 656,  4, 14,  154, 1, 3, 443520, 44429.70, 192, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 360,  5, 12,  154, 1, 3, 473414, 44429.70, 32, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 653,  4, 14,  154, 1, 3, 443520, 44429.70, 86, 0.00, 1: 57; 2: 41; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 288,  5, 12,  154, 1, 3, 473535, 44429.70, 11, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network,  40,  4, 14,  154, 1, 3, 443520, 44429.70, 32, 0.00, 1: 57; 2: 41; 3: 5; 
MAPK_Cancer_Cell_Fate_Network,  67,  5, 12,  154, 1, 3, 473345, 44429.70, 98, 0.00, 1: 56; 2: 43; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 103,  5, 13,  154, 1, 3, 504585, 44429.70, 0, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 615,  5, 12,  154, 1, 3, 473370, 44429.70, 0, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 536,  5, 13,  154, 1, 3, 504790, 44429.70, 232, 0.00, 1: 54; 2: 47; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 379,  5, 13,  154, 1, 3, 504579, 44429.70, 0, 0.00, 1: 54; 2: 47; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 383,  5, 11,  154, 1, 3, 435105, 44429.70, 0, 0.00, 1: 54; 2: 47; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 371,  4, 14,  154, 1, 3, 443520, 44429.70, 0, 0.00, 1: 57; 2: 41; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 990,  4, 14,  154, 1, 3, 443520, 44429.70, 0, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network,   4,  5, 11,  154, 1, 3, 435105, 44429.70, 144, 0.00, 1: 53; 2: 49; 3: 1; 
MAPK_Cancer_Cell_Fate_Network, 864,  4, 14,  154, 1, 3, 443520, 44429.70, 7, 0.00, 1: 56; 2: 43; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 717,  5, 11,  154, 1, 3, 435105, 44429.70, 86, 0.00, 1: 55; 2: 45; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 170,  5, 11,  154, 1, 3, 435105, 44429.70, 84, 0.00, 1: 54; 2: 47; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 702,  5, 11,  154, 1, 3, 435105, 44429.70, 0, 0.00, 1: 57; 2: 41; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 855,  5, 11,  155, 1, 3, 435105, 44429.70, 0, 0.00, 1: 56; 2: 42; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 759,  5, 13,  155, 1, 3, 504801, 44429.70, 0, 0.00, 1: 55; 2: 44; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 115,  4, 14,  155, 1, 3, 443520, 44429.70, 0, 0.00, 1: 56; 2: 42; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 213,  4, 14,  155, 1, 3, 443520, 44429.70, 86, 0.00, 1: 55; 2: 44; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 478,  4, 14,  155, 1, 3, 443520, 44429.70, 0, 0.00, 1: 57; 2: 40; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 940,  4, 14,  155, 1, 3, 443520, 44429.70, 0, 0.00, 1: 58; 2: 38; 3: 7; 
MAPK_Cancer_Cell_Fate_Network, 798,  5, 11,  155, 1, 3, 435105, 44429.70, 0, 0.00, 1: 54; 2: 46; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 635,  5, 13,  155, 1, 3, 504393, 44429.70, 0, 0.00, 1: 53; 2: 48; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 250,  5, 12,  155, 1, 3, 473635, 44429.70, 0, 0.00, 1: 54; 2: 46; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 104,  5, 13,  155, 1, 3, 504220, 44429.70, 32, 0.00, 1: 54; 2: 46; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 240,  4, 14,  155, 1, 3, 443520, 44429.70, 45, 0.00, 1: 55; 2: 44; 3: 4; 
MAPK_Cancer_Cell_Fate_Network,  98,  4, 14,  155, 1, 3, 443520, 44429.70, 0, 0.00, 1: 54; 2: 46; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 915,  4, 14,  155, 1, 3, 443520, 44429.70, 99, 0.00, 1: 54; 2: 46; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 418,  4, 14,  155, 1, 3, 443520, 44429.70, 0, 0.00, 1: 57; 2: 40; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 343,  4, 14,  155, 1, 3, 443520, 44429.70, 0, 0.00, 1: 55; 2: 44; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 979,  4, 14,  155, 1, 3, 443520, 44429.70, 99, 0.00, 1: 57; 2: 40; 3: 6; 
MAPK_Cancer_Cell_Fate_Network, 875,  4, 14,  155, 1, 3, 443520, 44429.70, 70, 0.00, 1: 53; 2: 48; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 681,  4, 14,  155, 1, 3, 443520, 44429.70, 69, 0.00, 1: 56; 2: 42; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 158,  5, 11,  155, 1, 3, 435105, 44429.70, 0, 0.00, 1: 53; 2: 48; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 156,  5, 13,  155, 1, 3, 504977, 44429.70, 4, 0.00, 1: 53; 2: 48; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 461,  4, 14,  155, 1, 3, 443520, 44429.70, 86, 0.00, 1: 56; 2: 42; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 296,  5, 12,  155, 1, 3, 473544, 44429.70, 32, 0.00, 1: 53; 2: 48; 3: 2; 
MAPK_Cancer_Cell_Fate_Network, 344,  5, 11,  156, 1, 3, 435105, 44429.70, 40, 0.00, 1: 54; 2: 45; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 939,  4, 14,  156, 1, 3, 443520, 44429.70, 0, 0.00, 1: 55; 2: 43; 3: 5; 
MAPK_Cancer_Cell_Fate_Network,  20,  4, 14,  156, 1, 3, 443520, 44429.70, 4, 0.00, 1: 54; 2: 45; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 416,  4, 14,  156, 1, 3, 443520, 44429.70, 6, 0.00, 1: 54; 2: 45; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 833,  4, 14,  156, 1, 3, 443520, 44429.70, 24, 0.00, 1: 58; 2: 37; 3: 8; 
MAPK_Cancer_Cell_Fate_Network, 380,  5, 11,  156, 1, 3, 435105, 44429.70, 2, 0.00, 1: 53; 2: 47; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 248,  4, 14,  156, 1, 3, 443520, 44429.70, 0, 0.00, 1: 54; 2: 45; 3: 4; 
MAPK_Cancer_Cell_Fate_Network,  25,  4, 14,  156, 1, 3, 443520, 44429.70, 171, 0.00, 1: 54; 2: 45; 3: 4; 
MAPK_Cancer_Cell_Fate_Network, 284,  4, 14,  156, 1, 3, 443520, 44429.70, 4, 0.00, 1: 55; 2: 43; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 468,  4, 14,  156, 1, 3, 443520, 44429.70, 4, 0.00, 1: 55; 2: 43; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 572,  4, 14,  156, 1, 3, 443520, 44429.70, 1, 0.00, 1: 55; 2: 43; 3: 5; 
MAPK_Cancer_Cell_Fate_Network, 583,  4, 14,  156, 1, 3, 443520, 44429.70, 0, 0.00, 1: 53; 2: 47; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 627,  4, 14,  156, 1, 3, 443520, 44429.70, 255, 0.00, 1: 53; 2: 47; 3: 3; 
