Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
3(298)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 876,  7,  8,  130, 0, 3, 439272, 9033.49, 50, 0.00, 0: 8; 1: 53; 2: 31; 3: 5; 
Differentiation_of_T_lymphocytes, 501,  7,  8,  146, 0, 4, 439183, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 38; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 909,  7,  8,  146, 0, 4, 439250, 9033.49, 85, 0.00, 0: 8; 1: 42; 2: 39; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 352,  7,  8,  146, 0, 4, 439059, 9033.49, 7, 0.00, 0: 8; 1: 46; 2: 30; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 412,  5, 11,  146, 0, 4, 432216, 9033.49, 86, 0.00, 0: 8; 1: 45; 2: 32; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 228,  6,  9,  146, 0, 4, 426087, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 35; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes,  86,  5, 12,  146, 0, 4, 463972, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 42; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 356,  6,  9,  146, 0, 4, 426130, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 38; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 853,  5, 11,  146, 0, 4, 432199, 9033.49, 85, 0.00, 0: 8; 1: 43; 2: 37; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 113,  5, 12,  146, 0, 4, 463808, 9033.49, 0, 0.00, 0: 8; 1: 47; 2: 29; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 838,  5, 12,  147, 0, 4, 463879, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 39; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 976,  5, 10,  147, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 37; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 682,  5, 12,  147, 0, 4, 463921, 9033.49, 70, 0.00, 0: 8; 1: 45; 2: 31; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 814,  5, 10,  147, 0, 4, 395675, 9033.49, 32, 0.00, 0: 8; 1: 44; 2: 34; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 816,  5, 10,  147, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 37; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 443,  5, 12,  147, 0, 4, 464003, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 36; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 591,  9,  6,  147, 0, 4, 426074, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 37; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 933,  5, 12,  147, 0, 4, 463948, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 36; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes,  14,  5, 11,  147, 0, 4, 432178, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 36; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 595,  5, 12,  147, 0, 4, 464138, 9033.49, 196, 0.00, 0: 8; 1: 43; 2: 35; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 209,  6,  9,  147, 0, 4, 426087, 9033.49, 253, 0.00, 0: 8; 1: 42; 2: 38; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 505,  5, 11,  147, 0, 4, 432151, 9033.49, 0, 0.00, 0: 8; 1: 46; 2: 32; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 767,  5, 11,  147, 0, 4, 432167, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 37; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 499,  5, 12,  147, 0, 4, 463763, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 41; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 762,  5, 10,  147, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 37; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 409,  9,  6,  147, 0, 4, 426003, 9033.49, 86, 0.00, 0: 8; 1: 40; 2: 42; 3: 5; 4: 2; 
Differentiation_of_T_lymphocytes, 986,  9,  6,  147, 0, 4, 426045, 9033.49, 15, 0.00, 0: 8; 1: 44; 2: 35; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 777,  7,  8,  147, 0, 4, 439054, 9033.49, 80, 0.00, 0: 8; 1: 40; 2: 41; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 692,  9,  6,  147, 0, 4, 426076, 9033.49, 31, 0.00, 0: 8; 1: 39; 2: 43; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 658,  5, 10,  147, 0, 4, 395675, 9033.49, 15, 0.00, 0: 8; 1: 42; 2: 37; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 481,  9,  6,  147, 0, 4, 426123, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 37; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 448,  5, 10,  147, 0, 4, 395675, 9033.49, 176, 0.00, 0: 8; 1: 44; 2: 34; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 995,  5, 12,  147, 0, 4, 464043, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 39; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 466,  5, 11,  147, 0, 4, 432263, 9033.49, 15, 0.00, 0: 8; 1: 43; 2: 35; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 288,  5, 12,  147, 0, 4, 464232, 9033.49, 7, 0.00, 0: 8; 1: 41; 2: 39; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 717,  5, 11,  147, 0, 4, 432274, 9033.49, 85, 0.00, 0: 8; 1: 42; 2: 37; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 390,  9,  6,  147, 0, 4, 426113, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 41; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 295,  5, 10,  147, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 33; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes,  91,  5, 10,  148, 0, 4, 395675, 9033.49, 196, 0.00, 0: 8; 1: 43; 2: 35; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 101,  5, 12,  148, 0, 4, 464163, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 32; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 625,  7,  8,  148, 0, 4, 439215, 9033.49, 0, 0.00, 0: 8; 1: 45; 2: 33; 3: 7; 4: 4; 
Differentiation_of_T_lymphocytes, 766,  6,  9,  148, 0, 4, 426010, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 35; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 296,  5, 12,  148, 0, 4, 463768, 9033.49, 32, 0.00, 0: 8; 1: 46; 2: 28; 3: 14; 4: 1; 
Differentiation_of_T_lymphocytes, 687,  5, 10,  148, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 32; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 368,  5, 12,  148, 0, 4, 463906, 9033.49, 17, 0.00, 0: 8; 1: 43; 2: 34; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 367,  5, 10,  148, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 36; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 358,  5, 10,  148, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 38; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 665,  5, 10,  148, 0, 4, 395675, 9033.49, 87, 0.00, 0: 8; 1: 44; 2: 33; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 242,  5, 11,  148, 0, 4, 432287, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 41; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 128,  5, 10,  148, 0, 4, 395675, 9033.49, 176, 0.00, 0: 8; 1: 43; 2: 34; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes,  96,  5, 12,  148, 0, 4, 464025, 9033.49, 5, 0.00, 0: 8; 1: 44; 2: 34; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 112,  6,  9,  148, 0, 4, 426043, 9033.49, 28, 0.00, 0: 8; 1: 42; 2: 36; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 211,  5, 10,  148, 0, 4, 395675, 9033.49, 195, 0.00, 0: 8; 1: 45; 2: 31; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 553,  5, 10,  148, 0, 4, 395675, 9033.49, 73, 0.00, 0: 8; 1: 45; 2: 30; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes,  27,  5, 11,  148, 0, 4, 432215, 9033.49, 196, 0.00, 0: 8; 1: 45; 2: 30; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 185,  5, 11,  148, 0, 4, 432185, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 32; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 423,  5, 10,  148, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 45; 2: 30; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 938,  5, 12,  148, 0, 4, 464095, 9033.49, 76, 0.00, 0: 8; 1: 43; 2: 35; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 424,  5, 11,  148, 0, 4, 432179, 9033.49, 32, 0.00, 0: 8; 1: 41; 2: 38; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 317,  5, 10,  148, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 36; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 392,  7,  8,  148, 0, 4, 439093, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 38; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 463,  5, 11,  148, 0, 4, 432287, 9033.49, 0, 0.00, 0: 8; 1: 46; 2: 29; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 540,  6,  9,  148, 0, 4, 426074, 9033.49, 86, 0.00, 0: 8; 1: 43; 2: 35; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 574,  7,  8,  148, 0, 4, 439256, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 35; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 428,  5, 10,  148, 0, 4, 395675, 9033.49, 98, 0.00, 0: 8; 1: 43; 2: 34; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 310,  5, 12,  148, 0, 4, 464274, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 38; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 606,  8,  7,  148, 0, 4, 439298, 9033.49, 0, 0.00, 0: 8; 1: 46; 2: 30; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 604,  5, 10,  148, 0, 4, 395675, 9033.49, 86, 0.00, 0: 8; 1: 45; 2: 31; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 194,  5, 12,  148, 0, 4, 463803, 9033.49, 71, 0.00, 0: 8; 1: 41; 2: 38; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 152,  5, 10,  148, 0, 4, 395675, 9033.49, 152, 0.00, 0: 8; 1: 45; 2: 30; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 207,  5, 12,  148, 0, 4, 464066, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 32; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 154,  6,  9,  148, 0, 4, 426128, 9033.49, 15, 0.00, 0: 8; 1: 41; 2: 39; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 531,  5, 12,  148, 0, 4, 464018, 9033.49, 196, 0.00, 0: 8; 1: 46; 2: 30; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 935,  4, 14,  149, 0, 4, 439208, 9033.49, 0, 0.00, 0: 8; 1: 46; 2: 30; 3: 9; 4: 4; 
Differentiation_of_T_lymphocytes, 788,  5, 12,  149, 0, 4, 463937, 9033.49, 86, 0.00, 0: 8; 1: 40; 2: 40; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 506,  8,  7,  149, 0, 4, 439220, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 38; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 530,  5, 12,  149, 0, 4, 464116, 9033.49, 15, 0.00, 0: 8; 1: 44; 2: 33; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 725,  5, 10,  149, 0, 4, 395675, 9033.49, 85, 0.00, 0: 8; 1: 40; 2: 39; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 405,  4, 14,  149, 0, 4, 439239, 9033.49, 0, 0.00, 0: 8; 1: 48; 2: 25; 3: 13; 4: 3; 
Differentiation_of_T_lymphocytes, 657,  5, 11,  149, 0, 4, 432114, 9033.49, 79, 0.00, 0: 8; 1: 42; 2: 36; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 180,  5, 10,  149, 0, 4, 395675, 9033.49, 31, 0.00, 0: 8; 1: 43; 2: 34; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 201,  8,  7,  149, 0, 4, 439308, 9033.49, 253, 0.00, 0: 8; 1: 41; 2: 38; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 780,  5, 10,  149, 0, 4, 395675, 9033.49, 86, 0.00, 0: 8; 1: 40; 2: 39; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 688,  6,  9,  149, 0, 4, 426099, 9033.49, 13, 0.00, 0: 8; 1: 41; 2: 37; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 351,  9,  6,  149, 0, 4, 425887, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 36; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 874,  5, 11,  149, 0, 4, 432204, 9033.49, 76, 0.00, 0: 8; 1: 43; 2: 33; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 944,  5, 12,  149, 0, 4, 463873, 9033.49, 2, 0.00, 0: 8; 1: 41; 2: 37; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 555,  6,  9,  149, 0, 4, 426052, 9033.49, 78, 0.00, 0: 8; 1: 40; 2: 39; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 934,  5, 12,  149, 0, 4, 464042, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 35; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes,  19,  5, 12,  149, 0, 4, 463954, 9033.49, 196, 0.00, 0: 8; 1: 42; 2: 35; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 473,  7,  8,  149, 0, 4, 439051, 9033.49, 86, 0.00, 0: 8; 1: 42; 2: 38; 3: 5; 4: 4; 
Differentiation_of_T_lymphocytes,  12,  5, 11,  149, 0, 4, 432219, 9033.49, 22, 0.00, 0: 8; 1: 42; 2: 36; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 702,  5, 11,  149, 0, 4, 432212, 9033.49, 0, 0.00, 0: 8; 1: 39; 2: 41; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 701,  9,  6,  149, 0, 4, 426132, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 36; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 740,  6,  9,  149, 0, 4, 426129, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 33; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 698,  5, 10,  149, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 47; 2: 27; 3: 12; 4: 3; 
Differentiation_of_T_lymphocytes, 245,  5, 11,  149, 0, 4, 432221, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 34; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes,  95,  5, 10,  149, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 33; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 924,  5, 12,  149, 0, 4, 463937, 9033.49, 86, 0.00, 0: 8; 1: 41; 2: 38; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 907,  9,  6,  149, 0, 4, 426094, 9033.49, 196, 0.00, 0: 8; 1: 42; 2: 35; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 487,  5, 12,  149, 0, 4, 464256, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 33; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 897,  5, 10,  149, 0, 4, 395675, 9033.49, 80, 0.00, 0: 8; 1: 43; 2: 33; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 212,  5, 11,  149, 0, 4, 432063, 9033.49, 86, 0.00, 0: 8; 1: 40; 2: 39; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 649,  5, 11,  149, 0, 4, 432259, 9033.49, 79, 0.00, 0: 8; 1: 42; 2: 36; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 508,  5, 11,  150, 0, 4, 432281, 9033.49, 2, 0.00, 0: 8; 1: 42; 2: 35; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 700,  5, 11,  150, 0, 4, 432249, 9033.49, 1, 0.00, 0: 8; 1: 43; 2: 33; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 199,  5, 10,  150, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 39; 2: 41; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 413,  5, 10,  150, 0, 4, 395675, 9033.49, 85, 0.00, 0: 8; 1: 43; 2: 32; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 350,  6,  9,  150, 0, 4, 426162, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 35; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 917,  5, 10,  150, 0, 4, 395675, 9033.49, 85, 0.00, 0: 8; 1: 42; 2: 36; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 287,  7,  8,  150, 0, 4, 439244, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 36; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 383,  5, 11,  150, 0, 4, 432302, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 34; 3: 9; 4: 3; 
Differentiation_of_T_lymphocytes, 363,  6,  9,  150, 0, 4, 426070, 9033.49, 84, 0.00, 0: 8; 1: 40; 2: 38; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 283,  5, 12,  150, 0, 4, 464122, 9033.49, 196, 0.00, 0: 8; 1: 44; 2: 30; 3: 14; 4: 1; 
Differentiation_of_T_lymphocytes, 157,  5, 10,  150, 0, 4, 395675, 9033.49, 85, 0.00, 0: 8; 1: 43; 2: 33; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 535,  9,  6,  150, 0, 4, 426109, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 38; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 729,  5, 12,  150, 0, 4, 463783, 9033.49, 87, 0.00, 0: 8; 1: 41; 2: 37; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 948,  5, 12,  150, 0, 4, 464180, 9033.49, 26, 0.00, 0: 8; 1: 40; 2: 38; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 570,  5, 12,  150, 0, 4, 463803, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 40; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 961,  5, 10,  150, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 34; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 581,  5, 10,  150, 0, 4, 395675, 9033.49, 85, 0.00, 0: 8; 1: 42; 2: 35; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes,  74,  5, 12,  150, 0, 4, 464055, 9033.49, 71, 0.00, 0: 8; 1: 44; 2: 32; 3: 10; 4: 3; 
Differentiation_of_T_lymphocytes, 732,  4, 13,  150, 0, 4, 410755, 9033.49, 86, 0.00, 0: 8; 1: 44; 2: 31; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes,  97,  4, 13,  151, 0, 4, 410762, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 33; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 565,  5, 11,  151, 0, 4, 432172, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 30; 3: 13; 4: 2; 
Differentiation_of_T_lymphocytes, 429,  5, 12,  151, 0, 4, 463914, 9033.49, 32, 0.00, 0: 8; 1: 39; 2: 39; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes,  51,  5, 11,  151, 0, 4, 432311, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 32; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 941,  5, 10,  151, 0, 4, 395675, 9033.49, 82, 0.00, 0: 8; 1: 43; 2: 31; 3: 14; 4: 1; 
Differentiation_of_T_lymphocytes, 912,  4, 13,  151, 0, 4, 410758, 9033.49, 128, 0.00, 0: 8; 1: 41; 2: 35; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 749,  5, 10,  151, 0, 4, 395675, 9033.49, 32, 0.00, 0: 8; 1: 39; 2: 39; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 868,  5, 11,  151, 0, 4, 432177, 9033.49, 0, 0.00, 0: 8; 1: 38; 2: 41; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 168,  5, 10,  151, 0, 4, 395675, 9033.49, 32, 0.00, 0: 8; 1: 38; 2: 41; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 668,  5, 12,  151, 0, 4, 463630, 9033.49, 86, 0.00, 0: 8; 1: 41; 2: 36; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 521,  8,  7,  151, 0, 4, 439282, 9033.49, 79, 0.00, 0: 8; 1: 38; 2: 42; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 371,  4, 14,  151, 0, 4, 439240, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 36; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 512,  4, 14,  151, 0, 4, 439250, 9033.49, 240, 0.00, 0: 8; 1: 42; 2: 34; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 855,  5, 11,  151, 0, 4, 432190, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 34; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 546,  5, 10,  151, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 38; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 165,  5, 10,  151, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 35; 2: 47; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 163,  4, 13,  151, 0, 4, 410713, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 34; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 130,  4, 14,  151, 0, 4, 439183, 9033.49, 72, 0.00, 0: 8; 1: 43; 2: 32; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 929,  5, 10,  151, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 41; 2: 35; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 131,  4, 13,  151, 0, 4, 410763, 9033.49, 195, 0.00, 0: 8; 1: 42; 2: 33; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 718,  5, 10,  152, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 37; 2: 43; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 321,  5, 10,  152, 0, 4, 395675, 9033.49, 77, 0.00, 0: 8; 1: 39; 2: 38; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes,  18,  5, 11,  152, 0, 4, 432206, 9033.49, 15, 0.00, 0: 8; 1: 42; 2: 33; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 333,  4, 14,  152, 0, 4, 439172, 9033.49, 85, 0.00, 0: 8; 1: 43; 2: 34; 3: 7; 4: 5; 
Differentiation_of_T_lymphocytes, 518,  9,  6,  152, 0, 4, 426120, 9033.49, 0, 0.00, 0: 8; 1: 38; 2: 42; 3: 6; 4: 3; 
Differentiation_of_T_lymphocytes, 742,  5, 10,  152, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 38; 3: 8; 4: 3; 
Differentiation_of_T_lymphocytes, 927,  5, 11,  152, 0, 4, 432165, 9033.49, 0, 0.00, 0: 8; 1: 44; 2: 31; 3: 10; 4: 4; 
Differentiation_of_T_lymphocytes, 478,  4, 14,  152, 0, 4, 438796, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 32; 3: 11; 4: 3; 
Differentiation_of_T_lymphocytes,  64,  5, 10,  152, 0, 4, 395675, 9033.49, 176, 0.00, 0: 8; 1: 39; 2: 40; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 627,  4, 14,  152, 0, 4, 439251, 9033.49, 0, 0.00, 0: 8; 1: 40; 2: 37; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 798,  5, 11,  152, 0, 4, 432179, 9033.49, 0, 0.00, 0: 8; 1: 43; 2: 32; 3: 11; 4: 3; 
Differentiation_of_T_lymphocytes, 577,  5, 12,  152, 0, 4, 463846, 9033.49, 79, 0.00, 0: 8; 1: 39; 2: 38; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 636,  5, 11,  152, 0, 4, 432215, 9033.49, 1, 0.00, 0: 8; 1: 42; 2: 33; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 557,  5, 11,  152, 0, 4, 432199, 9033.49, 82, 0.00, 0: 8; 1: 39; 2: 39; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 643,  5, 10,  152, 0, 4, 395675, 9033.49, 196, 0.00, 0: 8; 1: 40; 2: 37; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 652,  4, 13,  152, 0, 4, 410754, 9033.49, 86, 0.00, 0: 8; 1: 44; 2: 31; 3: 10; 4: 4; 
Differentiation_of_T_lymphocytes, 945,  5, 10,  152, 0, 4, 395675, 9033.49, 0, 0.00, 0: 8; 1: 38; 2: 40; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 869,  4, 13,  152, 0, 4, 410767, 9033.49, 0, 0.00, 0: 8; 1: 42; 2: 32; 3: 14; 4: 1; 
Differentiation_of_T_lymphocytes, 677,  5, 11,  152, 0, 4, 432084, 9033.49, 0, 0.00, 0: 8; 1: 39; 2: 40; 3: 7; 4: 3; 
Differentiation_of_T_lymphocytes, 769,  5, 12,  152, 0, 4, 463945, 9033.49, 79, 0.00, 0: 8; 1: 38; 2: 40; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 496,  9,  6,  152, 0, 4, 425992, 9033.49, 4, 0.00, 0: 8; 1: 42; 2: 32; 3: 14; 4: 1; 
