Seed 1656949570
ARCH 2|F_ID 0|LIMIT 4
before: 
3(242)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 208,  9,  8,  174, 1, 3, 570556, 13022.43, 13, 0.00, 1: 95; 2: 26; 3: 9; 
Bortezomib_Responses_in_U266_Human_Myelo, 199,  6, 12,  188, 1, 4, 570391, 13022.43, 0, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 750,  5, 15,  188, 1, 4, 590270, 13022.43, 0, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 455,  9,  8,  188, 1, 4, 570156, 13022.43, 0, 0.00, 1: 81; 2: 42; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 773,  5, 14,  188, 1, 4, 557136, 13022.43, 0, 0.00, 1: 85; 2: 36; 3: 5; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 777,  7, 10,  188, 1, 4, 557251, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 449,  7, 10,  188, 1, 4, 557253, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 463, 10,  7,  188, 1, 4, 557235, 13022.43, 0, 0.00, 1: 82; 2: 39; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 310,  9,  8,  188, 1, 4, 570039, 13022.43, 0, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 591,  6, 12,  188, 1, 4, 570334, 13022.43, 0, 0.00, 1: 84; 2: 36; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 592,  6, 12,  188, 1, 4, 570286, 13022.43, 39, 0.00, 1: 85; 2: 35; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 593,  6, 12,  188, 1, 4, 570477, 13022.43, 0, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 469,  5, 15,  188, 1, 4, 590916, 13022.43, 0, 0.00, 1: 81; 2: 42; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 726,  5, 16,  189, 1, 4, 622447, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 744,  5, 14,  189, 1, 4, 557266, 13022.43, 52, 0.00, 1: 80; 2: 43; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 727,  6, 12,  189, 1, 4, 570299, 13022.43, 0, 0.00, 1: 81; 2: 40; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 406, 10,  7,  189, 1, 4, 557331, 13022.43, 0, 0.00, 1: 81; 2: 40; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  95,  5, 15,  189, 1, 4, 590759, 13022.43, 0, 0.00, 1: 81; 2: 40; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 733,  5, 16,  189, 1, 4, 622611, 13022.43, 0, 0.00, 1: 82; 2: 40; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 811,  5, 16,  189, 1, 4, 622007, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 745,  7, 11,  189, 1, 4, 605148, 13022.43, 0, 0.00, 1: 80; 2: 42; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 646,  7, 10,  189, 1, 4, 557108, 13022.43, 0, 0.00, 1: 80; 2: 42; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 365,  6, 12,  189, 1, 4, 570471, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 649,  7, 10,  189, 1, 4, 557052, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 385,  5, 16,  189, 1, 4, 622903, 13022.43, 0, 0.00, 1: 90; 2: 26; 3: 9; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 652,  6, 13,  189, 1, 4, 610404, 13022.43, 51, 0.00, 1: 80; 2: 42; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 799,  6, 12,  189, 1, 4, 570706, 13022.43, 0, 0.00, 1: 81; 2: 41; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 314, 10,  7,  189, 1, 4, 557198, 13022.43, 0, 0.00, 1: 77; 2: 48; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 860,  6, 13,  189, 1, 4, 610245, 13022.43, 9, 0.00, 1: 86; 2: 31; 3: 11; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 109,  7, 10,  189, 1, 4, 557139, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 672,  7, 10,  189, 1, 4, 557281, 13022.43, 46, 0.00, 1: 81; 2: 40; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 873,  6, 13,  189, 1, 4, 610466, 13022.43, 0, 0.00, 1: 85; 2: 33; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 832,  5, 14,  189, 1, 4, 557323, 13022.43, 59, 0.00, 1: 80; 2: 42; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 780,  7, 10,  189, 1, 4, 557235, 13022.43, 40, 0.00, 1: 80; 2: 43; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 866,  6, 12,  189, 1, 4, 570691, 13022.43, 0, 0.00, 1: 85; 2: 33; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 687,  6, 12,  189, 1, 4, 570204, 13022.43, 0, 0.00, 1: 83; 2: 37; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 445,  5, 14,  189, 1, 4, 557209, 13022.43, 0, 0.00, 1: 84; 2: 35; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 951, 10,  7,  189, 1, 4, 557168, 13022.43, 0, 0.00, 1: 84; 2: 35; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 899,  7, 11,  189, 1, 4, 604575, 13022.43, 0, 0.00, 1: 81; 2: 41; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 573,  7, 10,  189, 1, 4, 557259, 13022.43, 0, 0.00, 1: 84; 2: 36; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 616,  6, 12,  189, 1, 4, 570437, 13022.43, 42, 0.00, 1: 82; 2: 39; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 613,  5, 14,  189, 1, 4, 557264, 13022.43, 0, 0.00, 1: 82; 2: 39; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 478, 10,  7,  189, 1, 4, 557037, 13022.43, 0, 0.00, 1: 79; 2: 44; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 427,  5, 16,  189, 1, 4, 622602, 13022.43, 0, 0.00, 1: 85; 2: 34; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 224,  5, 16,  189, 1, 4, 622684, 13022.43, 14, 0.00, 1: 84; 2: 35; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 179,  6, 12,  189, 1, 4, 570206, 13022.43, 0, 0.00, 1: 82; 2: 38; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 589,  7, 10,  189, 1, 4, 556880, 13022.43, 0, 0.00, 1: 77; 2: 48; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  23,  8,  9,  189, 1, 4, 570536, 13022.43, 0, 0.00, 1: 83; 2: 36; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 444,  7, 10,  189, 1, 4, 557085, 13022.43, 47, 0.00, 1: 79; 2: 45; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 148,  5, 15,  189, 1, 4, 590556, 13022.43, 48, 0.00, 1: 85; 2: 32; 3: 12; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 915,  5, 15,  189, 1, 4, 590618, 13022.43, 0, 0.00, 1: 83; 2: 37; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 557, 10,  7,  189, 1, 4, 557346, 13022.43, 0, 0.00, 1: 80; 2: 42; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 229,  6, 13,  189, 1, 4, 610223, 13022.43, 0, 0.00, 1: 85; 2: 33; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 929,  8,  9,  189, 1, 4, 570301, 13022.43, 0, 0.00, 1: 82; 2: 40; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  25,  5, 16,  190, 1, 4, 623037, 13022.43, 88, 0.00, 1: 82; 2: 38; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 587,  5, 14,  190, 1, 4, 557336, 13022.43, 0, 0.00, 1: 81; 2: 39; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 936,  5, 14,  190, 1, 4, 557289, 13022.43, 62, 0.00, 1: 85; 2: 32; 3: 11; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 146,  6, 12,  190, 1, 4, 570493, 13022.43, 0, 0.00, 1: 80; 2: 41; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 690,  5, 14,  190, 1, 4, 557164, 13022.43, 0, 0.00, 1: 85; 2: 32; 3: 11; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 246,  5, 16,  190, 1, 4, 622756, 13022.43, 0, 0.00, 1: 84; 2: 36; 3: 6; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 144,  5, 14,  190, 1, 4, 557207, 13022.43, 8, 0.00, 1: 84; 2: 35; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 917, 10,  7,  190, 1, 4, 557261, 13022.43, 0, 0.00, 1: 84; 2: 35; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 862,  5, 16,  190, 1, 4, 621680, 13022.43, 0, 0.00, 1: 81; 2: 40; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 251,  5, 15,  190, 1, 4, 590699, 13022.43, 0, 0.00, 1: 82; 2: 39; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 354,  7, 11,  190, 1, 4, 605474, 13022.43, 0, 0.00, 1: 81; 2: 39; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 856,  6, 13,  190, 1, 4, 611113, 13022.43, 60, 0.00, 1: 80; 2: 41; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 713,  7, 10,  190, 1, 4, 557283, 13022.43, 0, 0.00, 1: 82; 2: 40; 3: 4; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 482,  9,  8,  190, 1, 4, 570224, 13022.43, 0, 0.00, 1: 78; 2: 45; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 550,  6, 13,  190, 1, 4, 610144, 13022.43, 0, 0.00, 1: 79; 2: 43; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 462,  5, 15,  190, 1, 4, 591098, 13022.43, 0, 0.00, 1: 84; 2: 35; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  55,  6, 13,  190, 1, 4, 610306, 13022.43, 0, 0.00, 1: 81; 2: 40; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 477,  5, 14,  190, 1, 4, 557107, 13022.43, 0, 0.00, 1: 80; 2: 42; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 986,  5, 16,  190, 1, 4, 622215, 13022.43, 0, 0.00, 1: 85; 2: 34; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 754,  5, 15,  190, 1, 4, 591012, 13022.43, 0, 0.00, 1: 83; 2: 36; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 844,  6, 13,  190, 1, 4, 609716, 13022.43, 47, 0.00, 1: 84; 2: 34; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 802,  6, 12,  190, 1, 4, 570271, 13022.43, 0, 0.00, 1: 82; 2: 39; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 226,  5, 15,  190, 1, 4, 589107, 13022.43, 0, 0.00, 1: 83; 2: 38; 3: 5; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 240,  5, 16,  190, 1, 4, 622059, 13022.43, 15, 0.00, 1: 81; 2: 40; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  41,  6, 12,  190, 1, 4, 570412, 13022.43, 0, 0.00, 1: 84; 2: 34; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 803,  6, 12,  190, 1, 4, 570504, 13022.43, 0, 0.00, 1: 79; 2: 43; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 810,  5, 14,  190, 1, 4, 557059, 13022.43, 0, 0.00, 1: 83; 2: 36; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 438,  5, 15,  190, 1, 4, 591031, 13022.43, 0, 0.00, 1: 83; 2: 36; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 927,  8,  9,  190, 1, 4, 570313, 13022.43, 0, 0.00, 1: 81; 2: 39; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 769,  5, 15,  191, 1, 4, 590361, 13022.43, 0, 0.00, 1: 83; 2: 35; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 200,  5, 16,  191, 1, 4, 622745, 13022.43, 12, 0.00, 1: 80; 2: 41; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 159, 10,  7,  191, 1, 4, 556790, 13022.43, 0, 0.00, 1: 82; 2: 36; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 758,  5, 15,  191, 1, 4, 590958, 13022.43, 0, 0.00, 1: 81; 2: 38; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 839,  5, 16,  191, 1, 4, 623002, 13022.43, 0, 0.00, 1: 82; 2: 38; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 763, 10,  7,  191, 1, 4, 557260, 13022.43, 0, 0.00, 1: 82; 2: 37; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 358,  5, 15,  191, 1, 4, 590606, 13022.43, 0, 0.00, 1: 81; 2: 38; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 156,  9,  8,  191, 1, 4, 570408, 13022.43, 44, 0.00, 1: 80; 2: 40; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 544,  7, 11,  191, 1, 4, 605008, 13022.43, 37, 0.00, 1: 81; 2: 40; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 912,  5, 16,  191, 1, 4, 622494, 13022.43, 62, 0.00, 1: 82; 2: 39; 3: 5; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 762,  6, 13,  191, 1, 4, 610583, 13022.43, 0, 0.00, 1: 81; 2: 40; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  57,  5, 16,  191, 1, 4, 621998, 13022.43, 0, 0.00, 1: 79; 2: 44; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 352,  5, 14,  191, 1, 4, 556913, 13022.43, 23, 0.00, 1: 82; 2: 36; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 225,  5, 15,  191, 1, 4, 590168, 13022.43, 0, 0.00, 1: 83; 2: 36; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 272,  6, 12,  191, 1, 4, 570152, 13022.43, 16, 0.00, 1: 78; 2: 45; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 654,  5, 15,  191, 1, 4, 590876, 13022.43, 0, 0.00, 1: 85; 2: 30; 3: 14; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 341,  5, 15,  191, 1, 4, 590477, 13022.43, 0, 0.00, 1: 82; 2: 38; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 408,  5, 15,  191, 1, 4, 590227, 13022.43, 27, 0.00, 1: 79; 2: 43; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 676,  6, 12,  191, 1, 4, 570474, 13022.43, 34, 0.00, 1: 80; 2: 41; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 327,  5, 16,  191, 1, 4, 622049, 13022.43, 0, 0.00, 1: 79; 2: 42; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 747,  5, 15,  191, 1, 4, 590376, 13022.43, 0, 0.00, 1: 83; 2: 36; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 302,  5, 14,  191, 1, 4, 556820, 13022.43, 0, 0.00, 1: 84; 2: 35; 3: 7; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 443,  5, 14,  191, 1, 4, 557188, 13022.43, 0, 0.00, 1: 82; 2: 37; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 304,  5, 14,  191, 1, 4, 557211, 13022.43, 19, 0.00, 1: 82; 2: 37; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 281,  6, 12,  191, 1, 4, 570526, 13022.43, 0, 0.00, 1: 79; 2: 43; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 163,  5, 16,  191, 1, 4, 622244, 13022.43, 0, 0.00, 1: 79; 2: 43; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 752, 10,  7,  191, 1, 4, 557277, 13022.43, 53, 0.00, 1: 77; 2: 46; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 489,  7, 10,  191, 1, 4, 557196, 13022.43, 0, 0.00, 1: 79; 2: 42; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 197,  5, 16,  191, 1, 4, 623136, 13022.43, 0, 0.00, 1: 82; 2: 37; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 370, 10,  7,  191, 1, 4, 556861, 13022.43, 0, 0.00, 1: 81; 2: 41; 3: 4; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 206,  5, 15,  191, 1, 4, 590866, 13022.43, 0, 0.00, 1: 83; 2: 36; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 388,  5, 14,  191, 1, 4, 557048, 13022.43, 24, 0.00, 1: 82; 2: 36; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 828,  5, 15,  191, 1, 4, 590769, 13022.43, 29, 0.00, 1: 83; 2: 35; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 665,  5, 14,  191, 1, 4, 557037, 13022.43, 0, 0.00, 1: 81; 2: 40; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 128,  5, 14,  191, 1, 4, 557253, 13022.43, 7, 0.00, 1: 83; 2: 35; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 322,  5, 15,  192, 1, 4, 590977, 13022.43, 0, 0.00, 1: 84; 2: 34; 3: 8; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 187,  5, 14,  192, 1, 4, 557244, 13022.43, 0, 0.00, 1: 82; 2: 36; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 730,  5, 15,  192, 1, 4, 590531, 13022.43, 0, 0.00, 1: 81; 2: 37; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 988,  5, 14,  192, 1, 4, 557261, 13022.43, 7, 0.00, 1: 81; 2: 38; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 404,  5, 15,  192, 1, 4, 590640, 13022.43, 66, 0.00, 1: 83; 2: 35; 3: 9; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 255,  5, 14,  192, 1, 4, 557042, 13022.43, 0, 0.00, 1: 80; 2: 41; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 834,  5, 14,  192, 1, 4, 557246, 13022.43, 0, 0.00, 1: 79; 2: 44; 3: 3; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 112,  5, 14,  192, 1, 4, 557310, 13022.43, 5, 0.00, 1: 78; 2: 44; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 995,  6, 12,  192, 1, 4, 570337, 13022.43, 0, 0.00, 1: 84; 2: 33; 3: 10; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 296,  5, 16,  192, 1, 4, 621891, 13022.43, 18, 0.00, 1: 81; 2: 37; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 372,  5, 16,  192, 1, 4, 621277, 13022.43, 16, 0.00, 1: 77; 2: 46; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 791,  5, 14,  192, 1, 4, 557304, 13022.43, 0, 0.00, 1: 80; 2: 40; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 664,  6, 13,  192, 1, 4, 609984, 13022.43, 45, 0.00, 1: 81; 2: 37; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 663,  8,  9,  192, 1, 4, 570271, 13022.43, 0, 0.00, 1: 78; 2: 43; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 176,  5, 14,  192, 1, 4, 557312, 13022.43, 10, 0.00, 1: 79; 2: 42; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 610,  9,  8,  192, 1, 4, 570318, 13022.43, 0, 0.00, 1: 82; 2: 36; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 484,  7, 10,  192, 1, 4, 557182, 13022.43, 58, 0.00, 1: 82; 2: 35; 3: 12; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 143,  5, 14,  192, 1, 4, 557203, 13022.43, 0, 0.00, 1: 79; 2: 41; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 105,  6, 13,  192, 1, 4, 610397, 13022.43, 0, 0.00, 1: 80; 2: 40; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 934,  5, 14,  192, 1, 4, 557278, 13022.43, 0, 0.00, 1: 79; 2: 42; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  28,  6, 12,  192, 1, 4, 570095, 13022.43, 123, 0.00, 1: 78; 2: 44; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 149,  5, 15,  192, 1, 4, 590570, 13022.43, 0, 0.00, 1: 80; 2: 39; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 190,  5, 14,  192, 1, 4, 556895, 13022.43, 0, 0.00, 1: 78; 2: 43; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  98,  5, 16,  192, 1, 4, 622800, 13022.43, 0, 0.00, 1: 82; 2: 35; 3: 12; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 901,  5, 16,  192, 1, 4, 622116, 13022.43, 0, 0.00, 1: 85; 2: 32; 3: 9; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 964,  5, 15,  192, 1, 4, 590873, 13022.43, 23, 0.00, 1: 79; 2: 41; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  69,  5, 14,  192, 1, 4, 557174, 13022.43, 0, 0.00, 1: 81; 2: 38; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 823,  5, 14,  193, 1, 4, 557070, 13022.43, 0, 0.00, 1: 83; 2: 36; 3: 6; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 886,  5, 15,  193, 1, 4, 590599, 13022.43, 0, 0.00, 1: 83; 2: 33; 3: 12; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  85,  5, 15,  193, 1, 4, 590893, 13022.43, 0, 0.00, 1: 78; 2: 43; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 318, 10,  7,  193, 1, 4, 557222, 13022.43, 0, 0.00, 1: 77; 2: 44; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 764,  5, 15,  193, 1, 4, 590805, 13022.43, 48, 0.00, 1: 82; 2: 34; 3: 13; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 376, 10,  7,  193, 1, 4, 556937, 13022.43, 24, 0.00, 1: 80; 2: 38; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 701,  5, 16,  193, 1, 4, 622325, 13022.43, 0, 0.00, 1: 84; 2: 33; 3: 9; 4: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 710,  5, 15,  193, 1, 4, 590372, 13022.43, 0, 0.00, 1: 84; 2: 32; 3: 11; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 948,  6, 12,  193, 1, 4, 570323, 13022.43, 64, 0.00, 1: 83; 2: 33; 3: 12; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 571,  5, 16,  193, 1, 4, 622684, 13022.43, 0, 0.00, 1: 83; 2: 34; 3: 10; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 602,  5, 16,  193, 1, 4, 622233, 13022.43, 0, 0.00, 1: 80; 2: 38; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  36,  5, 15,  193, 1, 4, 590601, 13022.43, 17, 0.00, 1: 78; 2: 42; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 662,  5, 16,  193, 1, 4, 622508, 13022.43, 0, 0.00, 1: 78; 2: 42; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 743,  5, 14,  193, 1, 4, 557430, 13022.43, 0, 0.00, 1: 82; 2: 36; 3: 9; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  50,  5, 15,  193, 1, 4, 591099, 13022.43, 0, 0.00, 1: 88; 2: 27; 3: 9; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 330,  5, 15,  193, 1, 4, 590313, 13022.43, 0, 0.00, 1: 80; 2: 39; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 416,  5, 14,  193, 1, 4, 557207, 13022.43, 28, 0.00, 1: 84; 2: 33; 3: 9; 4: 4; 
