Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
3(417)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 429,  7, 10,  165, 1, 3, 557233, 11999.60, 0, 0.00, 1: 98; 2: 29; 3: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 965,  7, 11,  174, 1, 4, 604885, 11999.60, 0, 0.00, 1: 91; 2: 36; 3: 1; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 245,  6, 12,  174, 1, 4, 570551, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 514,  9,  8,  174, 1, 4, 570205, 11999.60, 0, 0.00, 1: 91; 2: 35; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 694,  6, 12,  174, 1, 4, 570547, 11999.60, 0, 0.00, 1: 95; 2: 28; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 132,  7, 11,  174, 1, 4, 604389, 11999.60, 4, 0.00, 1: 94; 2: 29; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 617, 10,  7,  175, 1, 4, 557217, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  99,  7, 11,  175, 1, 4, 605332, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 164,  6, 12,  175, 1, 4, 570589, 11999.60, 65, 0.00, 1: 91; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  72,  7, 11,  175, 1, 4, 604717, 11999.60, 3, 0.00, 1: 92; 2: 32; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 161,  7, 10,  175, 1, 4, 557170, 11999.60, 0, 0.00, 1: 93; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 802,  6, 12,  175, 1, 4, 570111, 11999.60, 0, 0.00, 1: 93; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  51,  7, 10,  175, 1, 4, 557177, 11999.60, 0, 0.00, 1: 95; 2: 27; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 140, 10,  7,  175, 1, 4, 557323, 11999.60, 6, 0.00, 1: 92; 2: 33; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 924,  9,  8,  175, 1, 4, 570279, 11999.60, 7, 0.00, 1: 93; 2: 31; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 932,  9,  8,  175, 1, 4, 570372, 11999.60, 61, 0.00, 1: 91; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 145,  6, 13,  175, 1, 4, 611016, 11999.60, 0, 0.00, 1: 94; 2: 29; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 876,  8,  9,  175, 1, 4, 570659, 11999.60, 24, 0.00, 1: 90; 2: 36; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  97,  5, 14,  175, 1, 4, 557090, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 666,  6, 12,  175, 1, 4, 570382, 11999.60, 0, 0.00, 1: 95; 2: 26; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 244,  6, 12,  175, 1, 4, 570211, 11999.60, 21, 0.00, 1: 93; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 237,  6, 12,  175, 1, 4, 570272, 11999.60, 0, 0.00, 1: 94; 2: 28; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 277,  5, 14,  175, 1, 4, 557179, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 650,  6, 13,  175, 1, 4, 610698, 11999.60, 0, 0.00, 1: 93; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 879,  9,  8,  175, 1, 4, 570673, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  77,  8,  9,  175, 1, 4, 570421, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 168,  7, 11,  175, 1, 4, 605598, 11999.60, 10, 0.00, 1: 92; 2: 32; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 217,  7, 11,  175, 1, 4, 604985, 11999.60, 0, 0.00, 1: 94; 2: 28; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 641,  7, 10,  175, 1, 4, 557259, 11999.60, 0, 0.00, 1: 93; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 864, 10,  7,  175, 1, 4, 557244, 11999.60, 61, 0.00, 1: 89; 2: 38; 3: 2; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 208,  9,  8,  175, 1, 4, 570469, 11999.60, 13, 0.00, 1: 93; 2: 30; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 185,  5, 15,  175, 1, 4, 590532, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 295,  7, 10,  175, 1, 4, 557266, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 180,  6, 12,  175, 1, 4, 570258, 11999.60, 65, 0.00, 1: 95; 2: 27; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 387,  6, 13,  175, 1, 4, 610255, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 582,  7, 11,  175, 1, 4, 604846, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 359,  7, 11,  175, 1, 4, 603934, 11999.60, 0, 0.00, 1: 94; 2: 28; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 455,  9,  8,  175, 1, 4, 570448, 11999.60, 0, 0.00, 1: 95; 2: 26; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 946,  5, 16,  175, 1, 4, 622906, 11999.60, 0, 0.00, 1: 91; 2: 35; 3: 2; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 941,  7, 10,  175, 1, 4, 556760, 11999.60, 0, 0.00, 1: 93; 2: 31; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  17,  8,  9,  175, 1, 4, 570460, 11999.60, 104, 0.00, 1: 91; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 958,  5, 15,  175, 1, 4, 590360, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  19,  7, 11,  175, 1, 4, 604602, 11999.60, 171, 0.00, 1: 94; 2: 29; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 380,  5, 15,  175, 1, 4, 589906, 11999.60, 6, 0.00, 1: 93; 2: 31; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 529,  9,  8,  175, 1, 4, 570281, 11999.60, 0, 0.00, 1: 93; 2: 31; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 596,  7, 10,  175, 1, 4, 556699, 11999.60, 14, 0.00, 1: 91; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 441,  7, 10,  175, 1, 4, 556956, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 485,  5, 14,  175, 1, 4, 557019, 11999.60, 0, 0.00, 1: 91; 2: 34; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  15,  8,  9,  176, 1, 4, 569945, 11999.60, 0, 0.00, 1: 91; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 750,  5, 15,  176, 1, 4, 590750, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 971,  6, 13,  176, 1, 4, 610410, 11999.60, 0, 0.00, 1: 91; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 116,  7, 10,  176, 1, 4, 557265, 11999.60, 6, 0.00, 1: 93; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 349,  6, 13,  176, 1, 4, 609332, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 284, 10,  7,  176, 1, 4, 557246, 11999.60, 6, 0.00, 1: 92; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 493,  9,  8,  176, 1, 4, 570335, 11999.60, 0, 0.00, 1: 92; 2: 33; 3: 2; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  82, 10,  7,  176, 1, 4, 557300, 11999.60, 0, 0.00, 1: 94; 2: 27; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 220,  5, 15,  176, 1, 4, 591193, 11999.60, 10, 0.00, 1: 96; 2: 25; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 985,  6, 12,  176, 1, 4, 570549, 11999.60, 0, 0.00, 1: 91; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 117, 10,  7,  176, 1, 4, 557305, 11999.60, 0, 0.00, 1: 90; 2: 35; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 505,  9,  8,  176, 1, 4, 570110, 11999.60, 0, 0.00, 1: 89; 2: 37; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 363,  6, 12,  176, 1, 4, 570522, 11999.60, 0, 0.00, 1: 91; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 510, 10,  7,  176, 1, 4, 557284, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 970,  6, 13,  176, 1, 4, 610776, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 512,  5, 15,  176, 1, 4, 590428, 11999.60, 34, 0.00, 1: 97; 2: 21; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 707,  5, 15,  176, 1, 4, 590367, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 522,  5, 14,  176, 1, 4, 556986, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 243,  5, 15,  176, 1, 4, 590800, 11999.60, 0, 0.00, 1: 90; 2: 35; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 959,  7, 11,  176, 1, 4, 605228, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 689,  8,  9,  176, 1, 4, 570135, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 372,  5, 16,  176, 1, 4, 622328, 11999.60, 16, 0.00, 1: 92; 2: 32; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 102, 10,  7,  176, 1, 4, 556911, 11999.60, 0, 0.00, 1: 91; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 366,  7, 11,  176, 1, 4, 605432, 11999.60, 0, 0.00, 1: 89; 2: 38; 3: 1; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 118, 10,  7,  176, 1, 4, 557170, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 811,  5, 16,  176, 1, 4, 622701, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 808,  6, 12,  176, 1, 4, 570657, 11999.60, 58, 0.00, 1: 89; 2: 37; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  64,  9,  8,  176, 1, 4, 570358, 11999.60, 1, 0.00, 1: 91; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 804, 10,  7,  176, 1, 4, 557223, 11999.60, 17, 0.00, 1: 92; 2: 33; 3: 2; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 307,  5, 15,  176, 1, 4, 590475, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 156,  9,  8,  176, 1, 4, 570533, 11999.60, 44, 0.00, 1: 91; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 126,  7, 11,  176, 1, 4, 604550, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 623,  9,  8,  176, 1, 4, 570433, 11999.60, 0, 0.00, 1: 92; 2: 32; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 604,  8,  9,  176, 1, 4, 570312, 11999.60, 27, 0.00, 1: 90; 2: 35; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 842, 10,  7,  176, 1, 4, 557259, 11999.60, 0, 0.00, 1: 91; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 467,  5, 14,  176, 1, 4, 556796, 11999.60, 0, 0.00, 1: 94; 2: 28; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 949,  6, 13,  176, 1, 4, 610032, 11999.60, 0, 0.00, 1: 91; 2: 33; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 190,  5, 14,  176, 1, 4, 556979, 11999.60, 0, 0.00, 1: 96; 2: 24; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 475,  5, 14,  176, 1, 4, 557294, 11999.60, 0, 0.00, 1: 90; 2: 36; 3: 2; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 628,  7, 10,  176, 1, 4, 557164, 11999.60, 42, 0.00, 1: 90; 2: 35; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 631,  6, 12,  176, 1, 4, 570549, 11999.60, 0, 0.00, 1: 93; 2: 30; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 320,  7, 11,  176, 1, 4, 605466, 11999.60, 21, 0.00, 1: 89; 2: 37; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 827,  5, 14,  177, 1, 4, 557280, 11999.60, 0, 0.00, 1: 90; 2: 35; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 448,  5, 15,  177, 1, 4, 590887, 11999.60, 29, 0.00, 1: 94; 2: 27; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 229,  6, 13,  177, 1, 4, 610807, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 439,  6, 13,  177, 1, 4, 610371, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 967,  6, 12,  177, 1, 4, 570233, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 101,  5, 15,  177, 1, 4, 590797, 11999.60, 0, 0.00, 1: 90; 2: 34; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 143,  5, 14,  177, 1, 4, 557319, 11999.60, 0, 0.00, 1: 93; 2: 28; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 832,  5, 14,  177, 1, 4, 557286, 11999.60, 59, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 445,  5, 14,  177, 1, 4, 557107, 11999.60, 0, 0.00, 1: 93; 2: 28; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 823,  5, 14,  177, 1, 4, 557251, 11999.60, 0, 0.00, 1: 90; 2: 34; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 830,  7, 11,  177, 1, 4, 605639, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 532, 10,  7,  177, 1, 4, 557233, 11999.60, 39, 0.00, 1: 93; 2: 29; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 131,  7, 10,  177, 1, 4, 557311, 11999.60, 0, 0.00, 1: 89; 2: 36; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 450,  5, 16,  177, 1, 4, 623087, 11999.60, 0, 0.00, 1: 89; 2: 36; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 716, 10,  7,  177, 1, 4, 557288, 11999.60, 66, 0.00, 1: 92; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 722,  7, 11,  177, 1, 4, 605190, 11999.60, 0, 0.00, 1: 93; 2: 29; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 503,  7, 11,  177, 1, 4, 604925, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 728,  7, 11,  177, 1, 4, 605458, 11999.60, 51, 0.00, 1: 92; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 975,  6, 13,  177, 1, 4, 611003, 11999.60, 0, 0.00, 1: 90; 2: 35; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 496,  7, 10,  177, 1, 4, 557165, 11999.60, 33, 0.00, 1: 90; 2: 35; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 867,  7, 11,  177, 1, 4, 605335, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 845,  6, 12,  177, 1, 4, 570407, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 749,  5, 15,  177, 1, 4, 590052, 11999.60, 0, 0.00, 1: 94; 2: 26; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 181,  9,  8,  177, 1, 4, 570399, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 472,  7, 11,  177, 1, 4, 604750, 11999.60, 31, 0.00, 1: 93; 2: 30; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 754,  5, 15,  177, 1, 4, 590574, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 191,  6, 12,  177, 1, 4, 570154, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 589,  7, 10,  177, 1, 4, 557135, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  73,  6, 13,  177, 1, 4, 610227, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 272,  6, 12,  177, 1, 4, 569802, 11999.60, 16, 0.00, 1: 92; 2: 30; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 645, 10,  7,  177, 1, 4, 557280, 11999.60, 0, 0.00, 1: 90; 2: 34; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 646,  7, 10,  177, 1, 4, 557270, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 360,  6, 13,  177, 1, 4, 611083, 11999.60, 24, 0.00, 1: 92; 2: 32; 3: 3; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  95,  5, 15,  177, 1, 4, 590708, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 901,  5, 16,  177, 1, 4, 621448, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 674, 10,  7,  177, 1, 4, 557344, 11999.60, 0, 0.00, 1: 87; 2: 40; 3: 2; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 592,  6, 12,  177, 1, 4, 570546, 11999.60, 39, 0.00, 1: 90; 2: 35; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  52,  7, 11,  177, 1, 4, 604641, 11999.60, 33, 0.00, 1: 91; 2: 32; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 550,  6, 13,  177, 1, 4, 610218, 11999.60, 0, 0.00, 1: 92; 2: 31; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 652,  6, 13,  177, 1, 4, 610212, 11999.60, 51, 0.00, 1: 93; 2: 28; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 544,  7, 11,  177, 1, 4, 605537, 11999.60, 37, 0.00, 1: 87; 2: 40; 3: 2; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 323,  6, 13,  177, 1, 4, 610847, 11999.60, 0, 0.00, 1: 88; 2: 38; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 763, 10,  7,  178, 1, 4, 557270, 11999.60, 0, 0.00, 1: 87; 2: 39; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 293,  5, 14,  178, 1, 4, 557224, 11999.60, 0, 0.00, 1: 90; 2: 33; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 197,  5, 16,  178, 1, 4, 623075, 11999.60, 0, 0.00, 1: 90; 2: 34; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 345,  7, 11,  178, 1, 4, 604986, 11999.60, 0, 0.00, 1: 89; 2: 35; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 727,  6, 12,  178, 1, 4, 570102, 11999.60, 0, 0.00, 1: 92; 2: 30; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  75,  5, 16,  178, 1, 4, 622755, 11999.60, 0, 0.00, 1: 96; 2: 22; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 976,  7, 10,  178, 1, 4, 557316, 11999.60, 64, 0.00, 1: 91; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 866,  6, 12,  178, 1, 4, 570597, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 735,  7, 11,  178, 1, 4, 605447, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 871,  6, 13,  178, 1, 4, 610261, 11999.60, 0, 0.00, 1: 89; 2: 36; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 730,  5, 15,  178, 1, 4, 590271, 11999.60, 0, 0.00, 1: 90; 2: 34; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 364,  5, 14,  178, 1, 4, 556968, 11999.60, 25, 0.00, 1: 90; 2: 34; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 458, 10,  7,  178, 1, 4, 557298, 11999.60, 0, 0.00, 1: 89; 2: 35; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 322,  5, 15,  178, 1, 4, 590750, 11999.60, 0, 0.00, 1: 91; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 438,  5, 15,  178, 1, 4, 590577, 11999.60, 0, 0.00, 1: 90; 2: 33; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 822,  5, 14,  178, 1, 4, 557417, 11999.60, 0, 0.00, 1: 91; 2: 32; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 819, 10,  7,  178, 1, 4, 557116, 11999.60, 0, 0.00, 1: 92; 2: 29; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 449,  7, 10,  178, 1, 4, 557144, 11999.60, 0, 0.00, 1: 91; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 152,  6, 13,  178, 1, 4, 610209, 11999.60, 8, 0.00, 1: 92; 2: 30; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  47,  7, 11,  178, 1, 4, 605487, 11999.60, 0, 0.00, 1: 91; 2: 31; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 157, 10,  7,  178, 1, 4, 557177, 11999.60, 0, 0.00, 1: 88; 2: 37; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 774,  5, 14,  178, 1, 4, 557160, 11999.60, 0, 0.00, 1: 89; 2: 35; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 432,  5, 14,  178, 1, 4, 557113, 11999.60, 28, 0.00, 1: 94; 2: 26; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  43,  6, 12,  178, 1, 4, 570181, 11999.60, 0, 0.00, 1: 90; 2: 34; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 462,  5, 15,  178, 1, 4, 590946, 11999.60, 0, 0.00, 1: 93; 2: 27; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 169, 10,  7,  178, 1, 4, 557226, 11999.60, 0, 0.00, 1: 87; 2: 39; 3: 3; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 339,  5, 16,  178, 1, 4, 622895, 11999.60, 0, 0.00, 1: 92; 2: 29; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 575,  7, 11,  178, 1, 4, 604897, 11999.60, 0, 0.00, 1: 90; 2: 33; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 847,  5, 16,  178, 1, 4, 623036, 11999.60, 0, 0.00, 1: 93; 2: 28; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 785,  5, 14,  178, 1, 4, 557058, 11999.60, 0, 0.00, 1: 93; 2: 28; 3: 7; 4: 2; 
