Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(993)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 326,  9,  8,  225, 0, 4, 570202, 16660.03, 0, 0.00, 0: 1; 1: 67; 2: 35; 3: 20; 4: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 479,  6, 13,  256, 0, 4, 610136, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 35; 3: 19; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 322,  5, 15,  256, 0, 4, 590629, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 30; 3: 17; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 210,  6, 13,  256, 0, 4, 610213, 16660.03, 0, 0.00, 0: 1; 1: 61; 2: 28; 3: 21; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 312,  9,  8,  256, 0, 4, 570304, 16660.03, 20, 0.00, 0: 1; 1: 56; 2: 36; 3: 20; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 269,  6, 12,  256, 0, 4, 570271, 16660.03, 0, 0.00, 0: 1; 1: 53; 2: 44; 3: 13; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 612,  6, 13,  256, 0, 4, 610142, 16660.03, 0, 0.00, 0: 1; 1: 55; 2: 37; 3: 21; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 592,  6, 12,  256, 0, 4, 570323, 16660.03, 39, 0.00, 0: 1; 1: 54; 2: 38; 3: 22; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 350,  7, 10,  256, 0, 4, 557179, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 38; 3: 22; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 281,  6, 12,  256, 0, 4, 570253, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 33; 3: 20; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 224,  5, 16,  257, 0, 4, 622507, 16660.03, 14, 0.00, 0: 1; 1: 57; 2: 34; 3: 20; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 971,  6, 13,  257, 0, 4, 610278, 16660.03, 0, 0.00, 0: 1; 1: 55; 2: 36; 3: 22; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 853,  5, 16,  257, 0, 4, 622574, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 39; 3: 19; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 650,  6, 13,  257, 0, 4, 610313, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 32; 3: 21; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 796,  6, 13,  257, 0, 4, 610312, 16660.03, 15, 0.00, 0: 1; 1: 55; 2: 33; 3: 28; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 866,  6, 12,  257, 0, 4, 570326, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 35; 3: 21; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 952,  6, 12,  257, 0, 4, 570172, 16660.03, 64, 0.00, 0: 1; 1: 59; 2: 29; 3: 24; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo,  11,  6, 12,  257, 0, 4, 570242, 16660.03, 195, 0.00, 0: 1; 1: 56; 2: 34; 3: 23; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 361,  5, 14,  257, 0, 4, 557139, 16660.03, 0, 0.00, 0: 1; 1: 53; 2: 38; 3: 24; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 365,  6, 12,  257, 0, 4, 570314, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 31; 3: 26; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 846,  5, 15,  257, 0, 4, 590613, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 32; 3: 27; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 829,  6, 13,  258, 0, 4, 610098, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 36; 3: 15; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 294,  5, 16,  258, 0, 4, 622552, 16660.03, 0, 0.00, 0: 1; 1: 53; 2: 36; 3: 27; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 731,  6, 13,  258, 0, 4, 610245, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 37; 3: 22; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 530,  6, 13,  258, 0, 4, 610073, 16660.03, 0, 0.00, 0: 1; 1: 55; 2: 36; 3: 21; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 202,  5, 16,  258, 0, 4, 622575, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 32; 3: 23; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 191,  6, 12,  258, 0, 4, 570463, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 41; 3: 20; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 727,  6, 12,  258, 0, 4, 570307, 16660.03, 0, 0.00, 0: 1; 1: 51; 2: 40; 3: 25; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 808,  6, 12,  258, 0, 4, 570282, 16660.03, 58, 0.00, 0: 1; 1: 56; 2: 32; 3: 26; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 248, 10,  7,  258, 0, 4, 557138, 16660.03, 15, 0.00, 0: 1; 1: 58; 2: 30; 3: 24; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 144,  5, 14,  258, 0, 4, 557163, 16660.03, 8, 0.00, 0: 1; 1: 59; 2: 28; 3: 25; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 772,  9,  8,  258, 0, 4, 570242, 16660.03, 12, 0.00, 0: 1; 1: 59; 2: 28; 3: 25; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 243,  5, 15,  258, 0, 4, 590556, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 32; 3: 26; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 850,  5, 16,  258, 0, 4, 622408, 16660.03, 0, 0.00, 0: 1; 1: 55; 2: 35; 3: 23; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 606,  6, 12,  258, 0, 4, 570269, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 29; 3: 26; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo,  36,  5, 15,  259, 0, 4, 590571, 16660.03, 17, 0.00, 0: 1; 1: 55; 2: 33; 3: 26; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 121,  5, 15,  259, 0, 4, 590573, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 33; 3: 23; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 249,  5, 16,  259, 0, 4, 622446, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 34; 3: 21; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 676,  6, 12,  259, 0, 4, 570297, 16660.03, 34, 0.00, 0: 1; 1: 56; 2: 31; 3: 27; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo,  71,  6, 13,  259, 0, 4, 610358, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 31; 3: 24; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 878,  6, 13,  259, 0, 4, 610277, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 31; 3: 24; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 909,  5, 16,  259, 0, 4, 622511, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 29; 3: 25; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo,  55,  6, 13,  259, 0, 4, 610258, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 34; 3: 18; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 516, 10,  7,  259, 0, 4, 557174, 16660.03, 35, 0.00, 0: 1; 1: 55; 2: 33; 3: 26; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 970,  6, 13,  259, 0, 4, 610252, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 30; 3: 23; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 569,  6, 13,  259, 0, 4, 610224, 16660.03, 0, 0.00, 0: 1; 1: 53; 2: 42; 3: 14; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 980,  6, 13,  259, 0, 4, 610286, 16660.03, 57, 0.00, 0: 1; 1: 50; 2: 44; 3: 19; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 160,  6, 12,  260, 0, 4, 570278, 16660.03, 9, 0.00, 0: 1; 1: 51; 2: 40; 3: 23; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 164,  6, 12,  260, 0, 4, 570276, 16660.03, 65, 0.00, 0: 1; 1: 54; 2: 36; 3: 22; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 128,  5, 14,  260, 0, 4, 557162, 16660.03, 7, 0.00, 0: 1; 1: 54; 2: 37; 3: 20; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 255,  5, 14,  260, 0, 4, 557171, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 42; 3: 16; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 112,  5, 14,  260, 0, 4, 557131, 16660.03, 5, 0.00, 0: 1; 1: 53; 2: 40; 3: 17; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 844,  6, 13,  260, 0, 4, 610245, 16660.03, 47, 0.00, 0: 1; 1: 54; 2: 32; 3: 30; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 841,  5, 16,  260, 0, 4, 622498, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 39; 3: 22; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 667,  6, 12,  260, 0, 4, 570297, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 29; 3: 21; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 981,  5, 16,  260, 0, 4, 622500, 16660.03, 0, 0.00, 0: 1; 1: 50; 2: 41; 3: 24; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  260, 0, 4, 610193, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 26; 3: 30; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 717,  6, 12,  260, 0, 4, 570298, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 37; 3: 20; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 986,  5, 16,  260, 0, 4, 622568, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 34; 3: 20; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 726,  5, 16,  260, 0, 4, 622374, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 33; 3: 19; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 206,  5, 15,  261, 0, 4, 590614, 16660.03, 0, 0.00, 0: 1; 1: 55; 2: 32; 3: 26; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 476,  6, 13,  261, 0, 4, 610314, 16660.03, 66, 0.00, 0: 1; 1: 52; 2: 38; 3: 23; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 207,  5, 15,  261, 0, 4, 590623, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 41; 3: 17; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 528,  5, 15,  261, 0, 4, 590623, 16660.03, 35, 0.00, 0: 1; 1: 57; 2: 30; 3: 24; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 467,  5, 14,  261, 0, 4, 557170, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 33; 3: 18; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 718,  7, 10,  261, 0, 4, 557176, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 31; 3: 22; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 246,  5, 16,  261, 0, 4, 622480, 16660.03, 0, 0.00, 0: 1; 1: 51; 2: 39; 3: 24; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 305,  6, 13,  261, 0, 4, 610281, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 33; 3: 18; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 770,  6, 12,  261, 0, 4, 570270, 16660.03, 0, 0.00, 0: 1; 1: 53; 2: 36; 3: 24; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo,   7, 10,  7,  261, 0, 4, 557154, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 28; 3: 25; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 625,  6, 12,  261, 0, 4, 570313, 16660.03, 0, 0.00, 0: 1; 1: 51; 2: 41; 3: 20; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 989,  5, 16,  261, 0, 4, 622633, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 31; 3: 22; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo,  41,  6, 12,  261, 0, 4, 570301, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 30; 3: 27; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 143,  5, 14,  261, 0, 4, 557201, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 37; 3: 25; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 439,  6, 13,  261, 0, 4, 610116, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 38; 3: 23; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 928,  6, 12,  261, 0, 4, 570315, 16660.03, 62, 0.00, 0: 1; 1: 52; 2: 37; 3: 25; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 523, 10,  7,  261, 0, 4, 557182, 16660.03, 0, 0.00, 0: 1; 1: 53; 2: 37; 3: 22; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 413,  5, 15,  262, 0, 4, 590624, 16660.03, 0, 0.00, 0: 1; 1: 55; 2: 29; 3: 31; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 912,  5, 16,  262, 0, 4, 622559, 16660.03, 62, 0.00, 0: 1; 1: 57; 2: 31; 3: 21; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 602,  5, 16,  262, 0, 4, 622539, 16660.03, 0, 0.00, 0: 1; 1: 59; 2: 24; 3: 29; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 647,  5, 15,  262, 0, 4, 590708, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 28; 3: 27; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 794,  5, 14,  262, 0, 4, 557184, 16660.03, 0, 0.00, 0: 1; 1: 55; 2: 35; 3: 19; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 114,  5, 16,  262, 0, 4, 622622, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 34; 3: 24; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 324,  5, 15,  262, 0, 4, 590613, 16660.03, 1, 0.00, 0: 1; 1: 51; 2: 39; 3: 23; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 901,  5, 16,  262, 0, 4, 622388, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 30; 3: 26; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 963,  5, 15,  262, 0, 4, 590619, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 26; 3: 28; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 886,  5, 15,  262, 0, 4, 590479, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 32; 3: 22; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 526,  6, 13,  262, 0, 4, 610230, 16660.03, 0, 0.00, 0: 1; 1: 47; 2: 45; 3: 23; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo, 754,  5, 15,  263, 0, 4, 590569, 16660.03, 0, 0.00, 0: 1; 1: 51; 2: 35; 3: 30; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 192,  6, 13,  263, 0, 4, 610148, 16660.03, 11, 0.00, 0: 1; 1: 54; 2: 32; 3: 27; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 761,  6, 13,  263, 0, 4, 610304, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 34; 3: 23; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 843,  5, 15,  263, 0, 4, 590632, 16660.03, 0, 0.00, 0: 1; 1: 45; 2: 47; 3: 24; 4: 13; 
Bortezomib_Responses_in_U266_Human_Myelo, 865,  5, 15,  263, 0, 4, 590595, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 33; 3: 19; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 571,  5, 16,  263, 0, 4, 622456, 16660.03, 0, 0.00, 0: 1; 1: 50; 2: 39; 3: 25; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 122,  6, 12,  263, 0, 4, 570295, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 36; 3: 25; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 925,  6, 13,  263, 0, 4, 610072, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 32; 3: 21; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 452,  5, 14,  264, 0, 4, 557157, 16660.03, 66, 0.00, 0: 1; 1: 55; 2: 33; 3: 21; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo,  42,  6, 12,  264, 0, 4, 570334, 16660.03, 0, 0.00, 0: 1; 1: 46; 2: 43; 3: 28; 4: 12; 
Bortezomib_Responses_in_U266_Human_Myelo,  34,  5, 15,  264, 0, 4, 590600, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 36; 3: 24; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 555,  7, 10,  264, 0, 4, 557182, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 26; 3: 26; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo,  51,  7, 10,  264, 0, 4, 557159, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 34; 3: 28; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo,  32,  5, 16,  264, 0, 4, 622241, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 38; 3: 20; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 349,  6, 13,  264, 0, 4, 610326, 16660.03, 0, 0.00, 0: 1; 1: 53; 2: 33; 3: 27; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo,  97,  5, 14,  264, 0, 4, 557188, 16660.03, 0, 0.00, 0: 1; 1: 51; 2: 37; 3: 25; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 149,  5, 15,  264, 0, 4, 590610, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 27; 3: 24; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 194,  5, 14,  264, 0, 4, 557172, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 35; 3: 14; 4: 24; 
Bortezomib_Responses_in_U266_Human_Myelo, 856,  6, 13,  264, 0, 4, 610176, 16660.03, 60, 0.00, 0: 1; 1: 52; 2: 37; 3: 22; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 251,  5, 15,  264, 0, 4, 590718, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 37; 3: 22; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 468,  6, 12,  264, 0, 4, 570246, 16660.03, 62, 0.00, 0: 1; 1: 53; 2: 34; 3: 25; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 619,  6, 13,  265, 0, 4, 610221, 16660.03, 0, 0.00, 0: 1; 1: 49; 2: 39; 3: 26; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 360,  6, 13,  265, 0, 4, 610371, 16660.03, 24, 0.00, 0: 1; 1: 54; 2: 34; 3: 21; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 624,  5, 15,  265, 0, 4, 590587, 16660.03, 43, 0.00, 0: 1; 1: 46; 2: 48; 3: 17; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 601,  5, 14,  265, 0, 4, 557152, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 27; 3: 26; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 599,  5, 15,  265, 0, 4, 590527, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 33; 3: 23; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 985,  6, 12,  265, 0, 4, 570310, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 33; 3: 23; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 404,  5, 15,  265, 0, 4, 590588, 16660.03, 66, 0.00, 0: 1; 1: 51; 2: 40; 3: 18; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 782,  5, 14,  265, 0, 4, 557130, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 29; 3: 22; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 636,  5, 14,  265, 0, 4, 557177, 16660.03, 62, 0.00, 0: 1; 1: 53; 2: 35; 3: 22; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 241,  5, 14,  265, 0, 4, 557163, 16660.03, 0, 0.00, 0: 1; 1: 57; 2: 28; 3: 24; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 323,  6, 13,  265, 0, 4, 610315, 16660.03, 0, 0.00, 0: 1; 1: 51; 2: 39; 3: 20; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 221,  5, 14,  265, 0, 4, 557165, 16660.03, 0, 0.00, 0: 1; 1: 49; 2: 39; 3: 26; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 485,  5, 14,  265, 0, 4, 557171, 16660.03, 0, 0.00, 0: 1; 1: 55; 2: 31; 3: 24; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 438,  5, 15,  265, 0, 4, 590605, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 34; 3: 27; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 946,  5, 16,  265, 0, 4, 622495, 16660.03, 0, 0.00, 0: 1; 1: 53; 2: 34; 3: 24; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo,  75,  5, 16,  265, 0, 4, 622494, 16660.03, 0, 0.00, 0: 1; 1: 53; 2: 32; 3: 28; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo,  56,  6, 13,  265, 0, 4, 610176, 16660.03, 1, 0.00, 0: 1; 1: 58; 2: 24; 3: 29; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 828,  5, 15,  265, 0, 4, 590712, 16660.03, 29, 0.00, 0: 1; 1: 60; 2: 23; 3: 25; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 581,  5, 14,  265, 0, 4, 557154, 16660.03, 0, 0.00, 0: 1; 1: 49; 2: 38; 3: 28; 4: 14; 
Bortezomib_Responses_in_U266_Human_Myelo,  67,  5, 16,  266, 0, 4, 622509, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 33; 3: 22; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 964,  5, 15,  266, 0, 4, 590670, 16660.03, 23, 0.00, 0: 1; 1: 53; 2: 38; 3: 15; 4: 23; 
Bortezomib_Responses_in_U266_Human_Myelo,  12,  5, 14,  266, 0, 4, 557164, 16660.03, 209, 0.00, 0: 1; 1: 54; 2: 34; 3: 20; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 847,  5, 16,  266, 0, 4, 622507, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 28; 3: 26; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo,   0,  5, 14,  266, 0, 4, 557157, 16660.03, 208, 0.00, 0: 1; 1: 53; 2: 32; 3: 27; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 329,  5, 14,  266, 0, 4, 557179, 16660.03, 0, 0.00, 0: 1; 1: 53; 2: 36; 3: 19; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 385,  5, 16,  266, 0, 4, 622403, 16660.03, 0, 0.00, 0: 1; 1: 50; 2: 37; 3: 26; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 995,  6, 12,  266, 0, 4, 570337, 16660.03, 0, 0.00, 0: 1; 1: 58; 2: 27; 3: 22; 4: 22; 
Bortezomib_Responses_in_U266_Human_Myelo, 607,  5, 16,  266, 0, 4, 622458, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 31; 3: 26; 4: 18; 
Bortezomib_Responses_in_U266_Human_Myelo, 742,  5, 16,  266, 0, 4, 622607, 16660.03, 0, 0.00, 0: 1; 1: 56; 2: 30; 3: 22; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 458, 10,  7,  266, 0, 4, 557165, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 37; 3: 20; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 680,  5, 14,  266, 0, 4, 557160, 16660.03, 47, 0.00, 0: 1; 1: 51; 2: 40; 3: 17; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 535,  5, 15,  266, 0, 4, 590563, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 29; 3: 30; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 810,  5, 14,  267, 0, 4, 557163, 16660.03, 0, 0.00, 0: 1; 1: 49; 2: 38; 3: 26; 4: 16; 
Bortezomib_Responses_in_U266_Human_Myelo, 477,  5, 14,  267, 0, 4, 557161, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 39; 3: 15; 4: 23; 
Bortezomib_Responses_in_U266_Human_Myelo, 494,  5, 16,  267, 0, 4, 622458, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 31; 3: 25; 4: 19; 
Bortezomib_Responses_in_U266_Human_Myelo, 793,  5, 14,  267, 0, 4, 557168, 16660.03, 0, 0.00, 0: 1; 1: 51; 2: 38; 3: 20; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 355,  5, 14,  267, 0, 4, 557163, 16660.03, 0, 0.00, 0: 1; 1: 50; 2: 35; 3: 29; 4: 15; 
Bortezomib_Responses_in_U266_Human_Myelo, 915,  5, 15,  267, 0, 4, 590632, 16660.03, 0, 0.00, 0: 1; 1: 51; 2: 38; 3: 20; 4: 20; 
Bortezomib_Responses_in_U266_Human_Myelo, 778,  5, 15,  267, 0, 4, 590531, 16660.03, 0, 0.00, 0: 1; 1: 54; 2: 33; 3: 21; 4: 21; 
Bortezomib_Responses_in_U266_Human_Myelo, 665,  5, 14,  267, 0, 4, 557137, 16660.03, 0, 0.00, 0: 1; 1: 51; 2: 35; 3: 26; 4: 17; 
Bortezomib_Responses_in_U266_Human_Myelo, 765,  5, 14,  267, 0, 4, 557160, 16660.03, 0, 0.00, 0: 1; 1: 52; 2: 38; 3: 17; 4: 22; 
Bortezomib_Responses_in_U266_Human_Myelo, 539,  5, 15,  267, 0, 4, 590619, 16660.03, 0, 0.00, 0: 1; 1: 51; 2: 37; 3: 22; 4: 19; 
