Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
3(324)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 820,  7, 11,  175, 1, 3, 605299, 16942.19, 41, 0.00, 1: 90; 2: 35; 3: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 972,  6, 12,  186, 1, 4, 570328, 16942.19, 28, 0.00, 1: 82; 2: 42; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 808,  6, 12,  186, 1, 4, 570158, 16942.19, 58, 0.00, 1: 80; 2: 45; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 891,  7, 11,  186, 1, 4, 604420, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 285,  6, 12,  186, 1, 4, 570278, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 979, 10,  7,  186, 1, 4, 557208, 16942.19, 0, 0.00, 1: 83; 2: 40; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 277,  5, 14,  186, 1, 4, 557223, 16942.19, 0, 0.00, 1: 86; 2: 34; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 643, 10,  7,  186, 1, 4, 557163, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 856,  6, 13,  186, 1, 4, 609922, 16942.19, 60, 0.00, 1: 83; 2: 39; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 320,  7, 11,  186, 1, 4, 604868, 16942.19, 21, 0.00, 1: 84; 2: 39; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 662,  5, 16,  186, 1, 4, 622417, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 146,  6, 12,  186, 1, 4, 570214, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 131,  7, 10,  186, 1, 4, 557239, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 622,  7, 10,  186, 1, 4, 557101, 16942.19, 0, 0.00, 1: 88; 2: 33; 3: 4; 4: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 242,  9,  8,  186, 1, 4, 570364, 16942.19, 0, 0.00, 1: 82; 2: 42; 3: 4; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 954,  7, 10,  186, 1, 4, 557182, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 616,  6, 12,  186, 1, 4, 570222, 16942.19, 42, 0.00, 1: 83; 2: 39; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 347,  9,  8,  186, 1, 4, 570318, 16942.19, 0, 0.00, 1: 83; 2: 40; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  38,  7, 10,  186, 1, 4, 557178, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 741,  8,  9,  186, 1, 4, 570361, 16942.19, 0, 0.00, 1: 86; 2: 34; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 752, 10,  7,  186, 1, 4, 557134, 16942.19, 53, 0.00, 1: 83; 2: 39; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 472,  7, 11,  186, 1, 4, 605010, 16942.19, 31, 0.00, 1: 87; 2: 33; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 114,  5, 16,  186, 1, 4, 622686, 16942.19, 0, 0.00, 1: 83; 2: 40; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 703,  7, 10,  186, 1, 4, 557120, 16942.19, 0, 0.00, 1: 81; 2: 43; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 415,  9,  8,  186, 1, 4, 570403, 16942.19, 0, 0.00, 1: 84; 2: 38; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 190,  5, 14,  186, 1, 4, 557206, 16942.19, 0, 0.00, 1: 87; 2: 32; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 417,  9,  8,  186, 1, 4, 570323, 16942.19, 0, 0.00, 1: 80; 2: 45; 3: 4; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 102, 10,  7,  186, 1, 4, 557182, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 419,  6, 13,  186, 1, 4, 610242, 16942.19, 0, 0.00, 1: 86; 2: 34; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 556,  7, 11,  186, 1, 4, 604967, 16942.19, 52, 0.00, 1: 84; 2: 37; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 565,  6, 13,  186, 1, 4, 610103, 16942.19, 0, 0.00, 1: 78; 2: 49; 3: 2; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 871,  6, 13,  186, 1, 4, 610087, 16942.19, 0, 0.00, 1: 85; 2: 36; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  96,  6, 12,  186, 1, 4, 570314, 16942.19, 4, 0.00, 1: 83; 2: 41; 3: 3; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 715,  6, 13,  186, 1, 4, 610316, 16942.19, 0, 0.00, 1: 86; 2: 34; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 441,  7, 10,  186, 1, 4, 557149, 16942.19, 0, 0.00, 1: 81; 2: 44; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 446,  9,  8,  186, 1, 4, 570338, 16942.19, 0, 0.00, 1: 86; 2: 35; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 527,  6, 13,  186, 1, 4, 610081, 16942.19, 0, 0.00, 1: 85; 2: 36; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 838,  8,  9,  186, 1, 4, 570443, 16942.19, 0, 0.00, 1: 85; 2: 36; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 912,  5, 16,  186, 1, 4, 622931, 16942.19, 62, 0.00, 1: 82; 2: 41; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 530,  6, 13,  186, 1, 4, 610315, 16942.19, 0, 0.00, 1: 83; 2: 40; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 531,  5, 15,  186, 1, 4, 590669, 16942.19, 0, 0.00, 1: 83; 2: 41; 3: 3; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 723,  6, 13,  186, 1, 4, 610218, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 179,  6, 12,  186, 1, 4, 570289, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 374,  7, 11,  186, 1, 4, 605161, 16942.19, 0, 0.00, 1: 81; 2: 43; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 695,  7, 10,  186, 1, 4, 557190, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 767,  7, 10,  186, 1, 4, 557198, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 128,  5, 14,  186, 1, 4, 557270, 16942.19, 7, 0.00, 1: 88; 2: 30; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 194,  5, 14,  186, 1, 4, 557117, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 479,  6, 13,  186, 1, 4, 610332, 16942.19, 0, 0.00, 1: 85; 2: 35; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 478, 10,  7,  186, 1, 4, 557156, 16942.19, 0, 0.00, 1: 83; 2: 40; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 506,  7, 10,  186, 1, 4, 557208, 16942.19, 0, 0.00, 1: 81; 2: 43; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 765,  5, 14,  186, 1, 4, 557187, 16942.19, 0, 0.00, 1: 84; 2: 38; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 986,  5, 16,  187, 1, 4, 622765, 16942.19, 0, 0.00, 1: 86; 2: 33; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 476,  6, 13,  187, 1, 4, 610155, 16942.19, 66, 0.00, 1: 86; 2: 32; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 678,  6, 12,  187, 1, 4, 570319, 16942.19, 0, 0.00, 1: 84; 2: 36; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 911, 10,  7,  187, 1, 4, 557232, 16942.19, 0, 0.00, 1: 80; 2: 45; 3: 3; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 298,  6, 13,  187, 1, 4, 610098, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 505,  9,  8,  187, 1, 4, 570267, 16942.19, 0, 0.00, 1: 81; 2: 42; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 193, 10,  7,  187, 1, 4, 557161, 16942.19, 0, 0.00, 1: 82; 2: 41; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  17,  8,  9,  187, 1, 4, 570222, 16942.19, 72, 0.00, 1: 84; 2: 36; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 997,  8,  9,  187, 1, 4, 570231, 16942.19, 0, 0.00, 1: 85; 2: 35; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 149,  5, 15,  187, 1, 4, 590442, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 921,  5, 15,  187, 1, 4, 590582, 16942.19, 0, 0.00, 1: 80; 2: 44; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 162,  7, 10,  187, 1, 4, 557182, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  65,  7, 11,  187, 1, 4, 605038, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 652,  6, 13,  187, 1, 4, 610196, 16942.19, 51, 0.00, 1: 83; 2: 39; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 976,  7, 10,  187, 1, 4, 557198, 16942.19, 64, 0.00, 1: 83; 2: 38; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 913,  6, 13,  187, 1, 4, 610132, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 191,  6, 12,  187, 1, 4, 570353, 16942.19, 0, 0.00, 1: 82; 2: 40; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 718,  7, 10,  187, 1, 4, 557253, 16942.19, 0, 0.00, 1: 83; 2: 40; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 147,  8,  9,  187, 1, 4, 570535, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 512,  5, 15,  187, 1, 4, 590684, 16942.19, 34, 0.00, 1: 86; 2: 34; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 178,  6, 12,  187, 1, 4, 570273, 16942.19, 0, 0.00, 1: 85; 2: 34; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 373,  7, 11,  187, 1, 4, 604980, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 363,  6, 12,  187, 1, 4, 570233, 16942.19, 0, 0.00, 1: 88; 2: 29; 3: 11; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 598,  6, 12,  187, 1, 4, 570272, 16942.19, 0, 0.00, 1: 86; 2: 33; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 692,  6, 12,  187, 1, 4, 570298, 16942.19, 27, 0.00, 1: 80; 2: 44; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 127,  7, 11,  187, 1, 4, 605040, 16942.19, 0, 0.00, 1: 85; 2: 34; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 215,  9,  8,  187, 1, 4, 570307, 16942.19, 0, 0.00, 1: 86; 2: 32; 3: 11; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 904,  6, 12,  187, 1, 4, 570310, 16942.19, 62, 0.00, 1: 83; 2: 39; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 353,  7, 11,  187, 1, 4, 605271, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 384,  6, 12,  187, 1, 4, 570273, 16942.19, 25, 0.00, 1: 83; 2: 39; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 126,  7, 11,  187, 1, 4, 604887, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 391,  7, 10,  187, 1, 4, 557195, 16942.19, 0, 0.00, 1: 85; 2: 35; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 395,  5, 16,  187, 1, 4, 622353, 16942.19, 0, 0.00, 1: 85; 2: 36; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  22,  7, 11,  187, 1, 4, 605003, 16942.19, 0, 0.00, 1: 82; 2: 40; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  89,  8,  9,  187, 1, 4, 570302, 16942.19, 0, 0.00, 1: 85; 2: 34; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 704,  7, 10,  187, 1, 4, 557123, 16942.19, 49, 0.00, 1: 82; 2: 40; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 307,  5, 15,  187, 1, 4, 590420, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 825,  6, 12,  187, 1, 4, 570384, 16942.19, 0, 0.00, 1: 81; 2: 42; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 736,  7, 10,  187, 1, 4, 557203, 16942.19, 51, 0.00, 1: 84; 2: 36; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 436,  6, 12,  187, 1, 4, 570333, 16942.19, 30, 0.00, 1: 84; 2: 38; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 429,  7, 10,  187, 1, 4, 557245, 16942.19, 0, 0.00, 1: 86; 2: 34; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  92,  5, 14,  187, 1, 4, 557178, 16942.19, 37, 0.00, 1: 85; 2: 35; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 561, 10,  7,  187, 1, 4, 557171, 16942.19, 0, 0.00, 1: 85; 2: 34; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 404,  5, 15,  187, 1, 4, 590535, 16942.19, 66, 0.00, 1: 86; 2: 33; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 164,  6, 12,  188, 1, 4, 570182, 16942.19, 65, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 761,  6, 13,  188, 1, 4, 610237, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 724, 10,  7,  188, 1, 4, 557190, 16942.19, 21, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 734,  5, 16,  188, 1, 4, 622368, 16942.19, 0, 0.00, 1: 82; 2: 39; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 781,  5, 16,  188, 1, 4, 622747, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 709,  6, 13,  188, 1, 4, 609975, 16942.19, 0, 0.00, 1: 83; 2: 37; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 686,  8,  9,  188, 1, 4, 570396, 16942.19, 0, 0.00, 1: 86; 2: 33; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  51,  7, 10,  188, 1, 4, 557136, 16942.19, 0, 0.00, 1: 82; 2: 39; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 807,  8,  9,  188, 1, 4, 570437, 16942.19, 0, 0.00, 1: 85; 2: 35; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 787,  5, 16,  188, 1, 4, 622578, 16942.19, 0, 0.00, 1: 86; 2: 33; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 771,  5, 15,  188, 1, 4, 590543, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 846,  5, 15,  188, 1, 4, 590437, 16942.19, 0, 0.00, 1: 83; 2: 39; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 507,  7, 10,  188, 1, 4, 557113, 16942.19, 0, 0.00, 1: 86; 2: 32; 3: 10; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 281,  6, 12,  188, 1, 4, 570367, 16942.19, 0, 0.00, 1: 82; 2: 40; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 908,  8,  9,  188, 1, 4, 570313, 16942.19, 57, 0.00, 1: 82; 2: 39; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 290,  9,  8,  188, 1, 4, 570179, 16942.19, 0, 0.00, 1: 81; 2: 42; 3: 5; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 909,  5, 16,  188, 1, 4, 622678, 16942.19, 0, 0.00, 1: 84; 2: 36; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 910,  8,  9,  188, 1, 4, 570266, 16942.19, 0, 0.00, 1: 85; 2: 34; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 536,  6, 13,  188, 1, 4, 610248, 16942.19, 36, 0.00, 1: 82; 2: 40; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 966,  5, 16,  188, 1, 4, 622235, 16942.19, 0, 0.00, 1: 82; 2: 40; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 965,  7, 11,  188, 1, 4, 605100, 16942.19, 0, 0.00, 1: 83; 2: 37; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 301, 10,  7,  188, 1, 4, 557140, 16942.19, 0, 0.00, 1: 88; 2: 29; 3: 10; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 303,  6, 12,  188, 1, 4, 570362, 16942.19, 0, 0.00, 1: 80; 2: 43; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 294,  5, 16,  188, 1, 4, 622101, 16942.19, 0, 0.00, 1: 84; 2: 36; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  18,  8,  9,  188, 1, 4, 570248, 16942.19, 219, 0.00, 1: 84; 2: 36; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 952,  6, 12,  188, 1, 4, 570321, 16942.19, 64, 0.00, 1: 84; 2: 37; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 107,  6, 13,  188, 1, 4, 610369, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 376, 10,  7,  188, 1, 4, 557174, 16942.19, 24, 0.00, 1: 84; 2: 36; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 113,  7, 10,  188, 1, 4, 557152, 16942.19, 0, 0.00, 1: 82; 2: 39; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 462,  5, 15,  188, 1, 4, 590672, 16942.19, 0, 0.00, 1: 84; 2: 36; 3: 8; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 402,  5, 16,  188, 1, 4, 622066, 16942.19, 0, 0.00, 1: 85; 2: 34; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 403,  5, 14,  188, 1, 4, 557131, 16942.19, 0, 0.00, 1: 82; 2: 40; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 122,  6, 12,  188, 1, 4, 570282, 16942.19, 0, 0.00, 1: 84; 2: 35; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 651,  5, 14,  188, 1, 4, 557188, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 197,  5, 16,  188, 1, 4, 623190, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 609,  5, 15,  188, 1, 4, 590603, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 203,  6, 12,  188, 1, 4, 570236, 16942.19, 0, 0.00, 1: 85; 2: 35; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 893,  8,  9,  188, 1, 4, 570212, 16942.19, 0, 0.00, 1: 79; 2: 45; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 608,  6, 12,  188, 1, 4, 570356, 16942.19, 42, 0.00, 1: 83; 2: 38; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 226,  5, 15,  188, 1, 4, 590125, 16942.19, 0, 0.00, 1: 84; 2: 37; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 591,  6, 12,  188, 1, 4, 570310, 16942.19, 0, 0.00, 1: 85; 2: 35; 3: 7; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 186, 10,  7,  188, 1, 4, 557178, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 172,  7, 11,  188, 1, 4, 604920, 16942.19, 60, 0.00, 1: 81; 2: 41; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 981,  5, 16,  188, 1, 4, 622332, 16942.19, 0, 0.00, 1: 82; 2: 39; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 977,  5, 16,  188, 1, 4, 622743, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 249,  5, 16,  188, 1, 4, 622492, 16942.19, 0, 0.00, 1: 85; 2: 34; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 256,  7, 10,  188, 1, 4, 557193, 16942.19, 15, 0.00, 1: 82; 2: 39; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 405,  6, 13,  189, 1, 4, 610097, 16942.19, 0, 0.00, 1: 81; 2: 40; 3: 8; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 963,  5, 15,  189, 1, 4, 590401, 16942.19, 0, 0.00, 1: 80; 2: 42; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 866,  6, 12,  189, 1, 4, 570382, 16942.19, 0, 0.00, 1: 83; 2: 38; 3: 6; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 407, 10,  7,  189, 1, 4, 557120, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 192,  6, 13,  189, 1, 4, 610348, 16942.19, 11, 0.00, 1: 80; 2: 42; 3: 7; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  55,  6, 13,  189, 1, 4, 610054, 16942.19, 0, 0.00, 1: 84; 2: 35; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 123,  7, 10,  189, 1, 4, 557201, 16942.19, 0, 0.00, 1: 82; 2: 40; 3: 5; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 884,  5, 16,  189, 1, 4, 622737, 16942.19, 60, 0.00, 1: 81; 2: 42; 3: 4; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 414,  7, 11,  189, 1, 4, 605081, 16942.19, 0, 0.00, 1: 79; 2: 44; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 852,  7, 11,  189, 1, 4, 604785, 16942.19, 10, 0.00, 1: 79; 2: 44; 3: 6; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 869,  5, 14,  189, 1, 4, 557150, 16942.19, 0, 0.00, 1: 82; 2: 38; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 847,  5, 16,  189, 1, 4, 622790, 16942.19, 0, 0.00, 1: 85; 2: 34; 3: 8; 4: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 355,  5, 14,  189, 1, 4, 557211, 16942.19, 0, 0.00, 1: 78; 2: 46; 3: 5; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 339,  5, 16,  189, 1, 4, 622664, 16942.19, 0, 0.00, 1: 83; 2: 36; 3: 10; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 258,  5, 16,  189, 1, 4, 622638, 16942.19, 0, 0.00, 1: 82; 2: 39; 3: 7; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 306,  5, 15,  189, 1, 4, 590662, 16942.19, 0, 0.00, 1: 82; 2: 38; 3: 9; 4: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  50,  5, 15,  189, 1, 4, 590416, 16942.19, 0, 0.00, 1: 84; 2: 35; 3: 9; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 862,  5, 16,  189, 1, 4, 622630, 16942.19, 0, 0.00, 1: 81; 2: 41; 3: 6; 4: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 302,  5, 14,  189, 1, 4, 557001, 16942.19, 0, 0.00, 1: 82; 2: 40; 3: 5; 4: 3; 
