Seed 1656949570
ARCH 1|F_ID 1|LIMIT 4
before: 
103(216)
Melhor resultado nxn: CD4_T_cell_signaling, 432, 14, 14,  500, 1, 3, 1583856, 33154.60, 29, 0.00, 1: 210; 2: 118; 3: 18; 
CD4_T_cell_signaling, 186, 12, 17,  525, 1, 4, 1626535, 33154.60, 0, 0.00, 1: 190; 2: 135; 3: 19; 4: 2; 
CD4_T_cell_signaling, 950,  8, 26,  525, 1, 4, 1664451, 33154.60, 0, 0.00, 1: 199; 2: 118; 3: 26; 4: 3; 
CD4_T_cell_signaling, 175,  8, 25,  525, 1, 4, 1606631, 33154.60, 0, 0.00, 1: 198; 2: 119; 3: 27; 4: 2; 
CD4_T_cell_signaling, 817,  9, 21,  525, 1, 4, 1527876, 33154.60, 0, 0.00, 1: 192; 2: 131; 3: 21; 4: 2; 
CD4_T_cell_signaling, 324,  8, 25,  525, 1, 4, 1606570, 33154.60, 20, 0.00, 1: 192; 2: 131; 3: 21; 4: 2; 
CD4_T_cell_signaling, 439, 15, 13,  525, 1, 4, 1568040, 33154.60, 0, 0.00, 1: 194; 2: 127; 3: 23; 4: 2; 
CD4_T_cell_signaling, 442,  8, 25,  525, 1, 4, 1606561, 33154.60, 0, 0.00, 1: 196; 2: 124; 3: 23; 4: 3; 
CD4_T_cell_signaling,  76,  8, 26,  525, 1, 4, 1663893, 33154.60, 121, 0.00, 1: 196; 2: 123; 3: 25; 4: 2; 
CD4_T_cell_signaling, 443,  8, 24,  525, 1, 4, 1539720, 33154.60, 0, 0.00, 1: 191; 2: 132; 3: 22; 4: 1; 
CD4_T_cell_signaling,  81, 14, 14,  525, 1, 4, 1583810, 33154.60, 0, 0.00, 1: 196; 2: 125; 3: 21; 4: 4; 
CD4_T_cell_signaling, 556,  8, 26,  525, 1, 4, 1663730, 33154.60, 168, 0.00, 1: 194; 2: 126; 3: 25; 4: 1; 
CD4_T_cell_signaling, 787,  8, 26,  525, 1, 4, 1664142, 33154.60, 0, 0.00, 1: 198; 2: 118; 3: 29; 4: 1; 
CD4_T_cell_signaling, 783,  9, 21,  525, 1, 4, 1527876, 33154.60, 0, 0.00, 1: 198; 2: 118; 3: 29; 4: 1; 
CD4_T_cell_signaling,  88, 12, 16,  525, 1, 4, 1539744, 33154.60, 9, 0.00, 1: 196; 2: 123; 3: 25; 4: 2; 
CD4_T_cell_signaling, 295,  8, 25,  525, 1, 4, 1606612, 33154.60, 0, 0.00, 1: 196; 2: 123; 3: 25; 4: 2; 
CD4_T_cell_signaling, 451,  8, 26,  525, 1, 4, 1664319, 33154.60, 0, 0.00, 1: 198; 2: 119; 3: 27; 4: 2; 
CD4_T_cell_signaling, 577,  9, 21,  525, 1, 4, 1527876, 33154.60, 0, 0.00, 1: 197; 2: 123; 3: 22; 4: 4; 
CD4_T_cell_signaling, 446, 11, 18,  526, 1, 4, 1595558, 33154.60, 0, 0.00, 1: 193; 2: 127; 3: 25; 4: 1; 
CD4_T_cell_signaling, 230, 16, 12,  526, 1, 4, 1539703, 33154.60, 0, 0.00, 1: 197; 2: 119; 3: 29; 4: 1; 
CD4_T_cell_signaling, 595, 11, 18,  526, 1, 4, 1595497, 33154.60, 0, 0.00, 1: 191; 2: 131; 3: 23; 4: 1; 
CD4_T_cell_signaling, 776, 11, 18,  526, 1, 4, 1595655, 33154.60, 54, 0.00, 1: 193; 2: 129; 3: 21; 4: 3; 
CD4_T_cell_signaling, 997,  8, 24,  526, 1, 4, 1539705, 33154.60, 0, 0.00, 1: 194; 2: 126; 3: 24; 4: 2; 
CD4_T_cell_signaling, 250,  9, 21,  526, 1, 4, 1527876, 33154.60, 0, 0.00, 1: 196; 2: 122; 3: 26; 4: 2; 
CD4_T_cell_signaling, 253,  8, 25,  526, 1, 4, 1606609, 33154.60, 0, 0.00, 1: 193; 2: 128; 3: 23; 4: 2; 
CD4_T_cell_signaling,  53, 12, 16,  526, 1, 4, 1539766, 33154.60, 0, 0.00, 1: 191; 2: 131; 3: 23; 4: 1; 
CD4_T_cell_signaling, 625, 12, 17,  526, 1, 4, 1626264, 33154.60, 0, 0.00, 1: 194; 2: 127; 3: 22; 4: 3; 
CD4_T_cell_signaling, 499, 16, 12,  526, 1, 4, 1539723, 33154.60, 0, 0.00, 1: 195; 2: 126; 3: 21; 4: 4; 
CD4_T_cell_signaling, 905, 14, 14,  526, 1, 4, 1583932, 33154.60, 0, 0.00, 1: 194; 2: 126; 3: 24; 4: 2; 
CD4_T_cell_signaling, 897, 10, 19,  526, 1, 4, 1526108, 33154.60, 0, 0.00, 1: 189; 2: 135; 3: 21; 4: 1; 
CD4_T_cell_signaling, 733, 12, 16,  526, 1, 4, 1539720, 33154.60, 0, 0.00, 1: 197; 2: 121; 3: 25; 4: 3; 
CD4_T_cell_signaling, 887, 16, 12,  526, 1, 4, 1539692, 33154.60, 0, 0.00, 1: 192; 2: 129; 3: 24; 4: 1; 
CD4_T_cell_signaling, 685, 16, 12,  526, 1, 4, 1539675, 33154.60, 0, 0.00, 1: 194; 2: 127; 3: 22; 4: 3; 
CD4_T_cell_signaling, 371, 14, 14,  526, 1, 4, 1583798, 33154.60, 0, 0.00, 1: 196; 2: 122; 3: 26; 4: 2; 
CD4_T_cell_signaling, 952,  9, 22,  526, 1, 4, 1595489, 33154.60, 71, 0.00, 1: 193; 2: 129; 3: 21; 4: 3; 
CD4_T_cell_signaling, 627, 10, 20,  526, 1, 4, 1606687, 33154.60, 0, 0.00, 1: 195; 2: 124; 3: 25; 4: 2; 
CD4_T_cell_signaling, 973, 10, 20,  526, 1, 4, 1606599, 33154.60, 0, 0.00, 1: 190; 2: 133; 3: 22; 4: 1; 
CD4_T_cell_signaling, 544,  9, 21,  527, 1, 4, 1527876, 33154.60, 33, 0.00, 1: 191; 2: 132; 3: 20; 4: 3; 
CD4_T_cell_signaling, 519, 14, 14,  527, 1, 4, 1583811, 33154.60, 0, 0.00, 1: 195; 2: 124; 3: 24; 4: 3; 
CD4_T_cell_signaling, 309, 12, 16,  527, 1, 4, 1539684, 33154.60, 0, 0.00, 1: 188; 2: 136; 3: 21; 4: 1; 
CD4_T_cell_signaling, 342, 13, 15,  527, 1, 4, 1568191, 33154.60, 0, 0.00, 1: 192; 2: 130; 3: 21; 4: 3; 
CD4_T_cell_signaling, 962, 16, 12,  527, 1, 4, 1539756, 33154.60, 0, 0.00, 1: 187; 2: 139; 3: 18; 4: 2; 
CD4_T_cell_signaling, 329,  8, 24,  527, 1, 4, 1539736, 33154.60, 0, 0.00, 1: 197; 2: 121; 3: 24; 4: 4; 
CD4_T_cell_signaling, 322,  8, 25,  527, 1, 4, 1606553, 33154.60, 0, 0.00, 1: 194; 2: 125; 3: 25; 4: 2; 
CD4_T_cell_signaling, 204, 11, 18,  527, 1, 4, 1595403, 33154.60, 138, 0.00, 1: 198; 2: 117; 3: 29; 4: 2; 
CD4_T_cell_signaling,  23, 10, 19,  527, 1, 4, 1526090, 33154.60, 0, 0.00, 1: 196; 2: 122; 3: 25; 4: 3; 
CD4_T_cell_signaling,  19,  9, 21,  527, 1, 4, 1527876, 33154.60, 71, 0.00, 1: 197; 2: 121; 3: 24; 4: 4; 
CD4_T_cell_signaling, 383, 14, 14,  527, 1, 4, 1583690, 33154.60, 0, 0.00, 1: 188; 2: 136; 3: 21; 4: 1; 
CD4_T_cell_signaling, 522,  8, 24,  527, 1, 4, 1539758, 33154.60, 0, 0.00, 1: 191; 2: 132; 3: 20; 4: 3; 
CD4_T_cell_signaling, 251,  8, 25,  527, 1, 4, 1606607, 33154.60, 0, 0.00, 1: 190; 2: 134; 3: 19; 4: 3; 
CD4_T_cell_signaling, 869, 10, 19,  527, 1, 4, 1526107, 33154.60, 0, 0.00, 1: 190; 2: 133; 3: 21; 4: 2; 
CD4_T_cell_signaling, 995, 16, 12,  527, 1, 4, 1539725, 33154.60, 0, 0.00, 1: 191; 2: 132; 3: 20; 4: 3; 
CD4_T_cell_signaling, 157,  9, 22,  527, 1, 4, 1595504, 33154.60, 0, 0.00, 1: 190; 2: 132; 3: 23; 4: 1; 
CD4_T_cell_signaling, 902,  9, 23,  527, 1, 4, 1649555, 33154.60, 0, 0.00, 1: 196; 2: 121; 3: 27; 4: 2; 
CD4_T_cell_signaling,   2, 10, 19,  527, 1, 4, 1526105, 33154.60, 81, 0.00, 1: 193; 2: 128; 3: 22; 4: 3; 
CD4_T_cell_signaling, 426, 11, 18,  527, 1, 4, 1595439, 33154.60, 0, 0.00, 1: 194; 2: 125; 3: 25; 4: 2; 
CD4_T_cell_signaling, 898, 13, 15,  527, 1, 4, 1568219, 33154.60, 0, 0.00, 1: 193; 2: 127; 3: 24; 4: 2; 
CD4_T_cell_signaling, 777, 10, 20,  527, 1, 4, 1606267, 33154.60, 0, 0.00, 1: 194; 2: 124; 3: 27; 4: 1; 
CD4_T_cell_signaling, 881,  8, 25,  527, 1, 4, 1606525, 33154.60, 0, 0.00, 1: 193; 2: 126; 3: 26; 4: 1; 
CD4_T_cell_signaling, 713,  8, 25,  527, 1, 4, 1606603, 33154.60, 0, 0.00, 1: 197; 2: 120; 3: 26; 4: 3; 
CD4_T_cell_signaling,   9, 12, 16,  527, 1, 4, 1539684, 33154.60, 161, 0.00, 1: 193; 2: 126; 3: 26; 4: 1; 
CD4_T_cell_signaling, 483, 14, 14,  527, 1, 4, 1583783, 33154.60, 0, 0.00, 1: 193; 2: 127; 3: 24; 4: 2; 
CD4_T_cell_signaling, 740,  8, 24,  527, 1, 4, 1539758, 33154.60, 48, 0.00, 1: 187; 2: 140; 3: 16; 4: 3; 
CD4_T_cell_signaling,  55, 15, 13,  528, 1, 4, 1568217, 33154.60, 0, 0.00, 1: 196; 2: 119; 3: 30; 4: 1; 
CD4_T_cell_signaling, 579, 15, 13,  528, 1, 4, 1568240, 33154.60, 0, 0.00, 1: 191; 2: 129; 3: 25; 4: 1; 
CD4_T_cell_signaling, 822,  8, 24,  528, 1, 4, 1539666, 33154.60, 0, 0.00, 1: 193; 2: 126; 3: 25; 4: 2; 
CD4_T_cell_signaling, 852,  9, 21,  528, 1, 4, 1527876, 33154.60, 62, 0.00, 1: 188; 2: 138; 3: 16; 4: 4; 
CD4_T_cell_signaling, 506,  8, 25,  528, 1, 4, 1606610, 33154.60, 0, 0.00, 1: 191; 2: 131; 3: 21; 4: 3; 
CD4_T_cell_signaling, 837,  9, 22,  528, 1, 4, 1595406, 33154.60, 0, 0.00, 1: 189; 2: 133; 3: 23; 4: 1; 
CD4_T_cell_signaling, 498, 13, 15,  528, 1, 4, 1568146, 33154.60, 0, 0.00, 1: 194; 2: 123; 3: 28; 4: 1; 
CD4_T_cell_signaling, 560,  9, 21,  528, 1, 4, 1527876, 33154.60, 36, 0.00, 1: 193; 2: 125; 3: 27; 4: 1; 
CD4_T_cell_signaling, 424,  8, 26,  528, 1, 4, 1664269, 33154.60, 28, 0.00, 1: 194; 2: 125; 3: 24; 4: 3; 
CD4_T_cell_signaling, 366,  9, 21,  528, 1, 4, 1527876, 33154.60, 0, 0.00, 1: 190; 2: 133; 3: 20; 4: 3; 
CD4_T_cell_signaling, 313, 14, 14,  528, 1, 4, 1583824, 33154.60, 0, 0.00, 1: 194; 2: 123; 3: 28; 4: 1; 
CD4_T_cell_signaling, 790, 15, 13,  528, 1, 4, 1568272, 33154.60, 0, 0.00, 1: 190; 2: 131; 3: 24; 4: 1; 
CD4_T_cell_signaling, 781,  8, 26,  529, 1, 4, 1664043, 33154.60, 0, 0.00, 1: 197; 2: 120; 3: 24; 4: 5; 
CD4_T_cell_signaling,  91,  9, 22,  529, 1, 4, 1595612, 33154.60, 0, 0.00, 1: 192; 2: 127; 3: 25; 4: 2; 
CD4_T_cell_signaling, 297,  8, 25,  529, 1, 4, 1606587, 33154.60, 0, 0.00, 1: 194; 2: 123; 3: 27; 4: 2; 
CD4_T_cell_signaling, 299, 12, 16,  529, 1, 4, 1539634, 33154.60, 0, 0.00, 1: 185; 2: 142; 3: 16; 4: 3; 
CD4_T_cell_signaling, 221, 10, 19,  529, 1, 4, 1526084, 33154.60, 0, 0.00, 1: 191; 2: 132; 3: 18; 4: 5; 
CD4_T_cell_signaling, 914,  9, 23,  529, 1, 4, 1649588, 33154.60, 0, 0.00, 1: 192; 2: 127; 3: 25; 4: 2; 
CD4_T_cell_signaling, 535, 13, 15,  529, 1, 4, 1567981, 33154.60, 0, 0.00, 1: 197; 2: 116; 3: 32; 4: 1; 
CD4_T_cell_signaling, 725, 15, 13,  529, 1, 4, 1568235, 33154.60, 0, 0.00, 1: 192; 2: 127; 3: 25; 4: 2; 
CD4_T_cell_signaling, 705, 15, 13,  529, 1, 4, 1567991, 33154.60, 0, 0.00, 1: 190; 2: 132; 3: 21; 4: 3; 
CD4_T_cell_signaling, 616, 16, 12,  529, 1, 4, 1539770, 33154.60, 39, 0.00, 1: 192; 2: 130; 3: 19; 4: 5; 
CD4_T_cell_signaling, 932, 11, 18,  529, 1, 4, 1595464, 33154.60, 115, 0.00, 1: 187; 2: 138; 3: 18; 4: 3; 
CD4_T_cell_signaling,  11, 16, 12,  529, 1, 4, 1539685, 33154.60, 53, 0.00, 1: 187; 2: 139; 3: 16; 4: 4; 
CD4_T_cell_signaling, 935,  8, 26,  529, 1, 4, 1664158, 33154.60, 0, 0.00, 1: 194; 2: 123; 3: 27; 4: 2; 
CD4_T_cell_signaling, 693,  8, 25,  529, 1, 4, 1606385, 33154.60, 0, 0.00, 1: 195; 2: 122; 3: 26; 4: 3; 
CD4_T_cell_signaling, 413,  8, 25,  529, 1, 4, 1606459, 33154.60, 0, 0.00, 1: 194; 2: 122; 3: 29; 4: 1; 
CD4_T_cell_signaling, 765, 10, 19,  529, 1, 4, 1526088, 33154.60, 0, 0.00, 1: 188; 2: 137; 3: 17; 4: 4; 
CD4_T_cell_signaling, 768,  8, 25,  529, 1, 4, 1606530, 33154.60, 53, 0.00, 1: 195; 2: 120; 3: 30; 4: 1; 
CD4_T_cell_signaling, 184,  9, 21,  529, 1, 4, 1527876, 33154.60, 13, 0.00, 1: 192; 2: 127; 3: 25; 4: 2; 
CD4_T_cell_signaling, 803, 16, 12,  530, 1, 4, 1539761, 33154.60, 0, 0.00, 1: 187; 2: 135; 3: 23; 4: 1; 
CD4_T_cell_signaling, 600,  8, 24,  530, 1, 4, 1539708, 33154.60, 39, 0.00, 1: 196; 2: 118; 3: 30; 4: 2; 
CD4_T_cell_signaling, 394, 11, 18,  530, 1, 4, 1595484, 33154.60, 0, 0.00, 1: 189; 2: 132; 3: 23; 4: 2; 
CD4_T_cell_signaling, 918, 16, 12,  530, 1, 4, 1539717, 33154.60, 0, 0.00, 1: 192; 2: 125; 3: 28; 4: 1; 
CD4_T_cell_signaling, 659,  8, 24,  530, 1, 4, 1539555, 33154.60, 0, 0.00, 1: 191; 2: 127; 3: 27; 4: 1; 
CD4_T_cell_signaling, 337,  9, 21,  530, 1, 4, 1527876, 33154.60, 0, 0.00, 1: 190; 2: 130; 3: 24; 4: 2; 
CD4_T_cell_signaling, 545,  8, 24,  530, 1, 4, 1539630, 33154.60, 0, 0.00, 1: 186; 2: 138; 3: 20; 4: 2; 
CD4_T_cell_signaling, 686,  8, 24,  530, 1, 4, 1539734, 33154.60, 0, 0.00, 1: 194; 2: 122; 3: 28; 4: 2; 
CD4_T_cell_signaling, 539,  8, 25,  530, 1, 4, 1606423, 33154.60, 0, 0.00, 1: 192; 2: 126; 3: 26; 4: 2; 
CD4_T_cell_signaling, 527, 11, 18,  530, 1, 4, 1595604, 33154.60, 0, 0.00, 1: 195; 2: 120; 3: 29; 4: 2; 
CD4_T_cell_signaling, 195, 14, 14,  530, 1, 4, 1583816, 33154.60, 0, 0.00, 1: 187; 2: 136; 3: 21; 4: 2; 
CD4_T_cell_signaling, 827,  8, 24,  530, 1, 4, 1539730, 33154.60, 0, 0.00, 1: 196; 2: 119; 3: 28; 4: 3; 
CD4_T_cell_signaling, 610,  9, 23,  530, 1, 4, 1649868, 33154.60, 0, 0.00, 1: 187; 2: 136; 3: 21; 4: 2; 
CD4_T_cell_signaling, 841,  9, 21,  531, 1, 4, 1527876, 33154.60, 0, 0.00, 1: 190; 2: 128; 3: 27; 4: 1; 
CD4_T_cell_signaling, 832, 14, 14,  531, 1, 4, 1583792, 33154.60, 61, 0.00, 1: 187; 2: 134; 3: 24; 4: 1; 
CD4_T_cell_signaling, 490, 14, 14,  531, 1, 4, 1583643, 33154.60, 0, 0.00, 1: 193; 2: 122; 3: 30; 4: 1; 
CD4_T_cell_signaling, 865,  8, 25,  531, 1, 4, 1606496, 33154.60, 0, 0.00, 1: 197; 2: 117; 3: 28; 4: 4; 
CD4_T_cell_signaling, 390,  8, 24,  531, 1, 4, 1539619, 33154.60, 0, 0.00, 1: 190; 2: 129; 3: 25; 4: 2; 
CD4_T_cell_signaling, 220, 10, 20,  531, 1, 4, 1606347, 33154.60, 173, 0.00, 1: 193; 2: 124; 3: 26; 4: 3; 
CD4_T_cell_signaling, 923, 15, 13,  531, 1, 4, 1568192, 33154.60, 0, 0.00, 1: 194; 2: 123; 3: 25; 4: 4; 
CD4_T_cell_signaling, 549, 14, 14,  531, 1, 4, 1583768, 33154.60, 0, 0.00, 1: 190; 2: 128; 3: 27; 4: 1; 
CD4_T_cell_signaling,  25,  8, 26,  531, 1, 4, 1664325, 33154.60, 26, 0.00, 1: 194; 2: 123; 3: 25; 4: 4; 
CD4_T_cell_signaling, 798,  8, 26,  531, 1, 4, 1664324, 33154.60, 0, 0.00, 1: 191; 2: 127; 3: 26; 4: 2; 
CD4_T_cell_signaling, 773, 14, 14,  531, 1, 4, 1583729, 33154.60, 0, 0.00, 1: 188; 2: 133; 3: 23; 4: 2; 
CD4_T_cell_signaling, 345, 12, 16,  531, 1, 4, 1539653, 33154.60, 0, 0.00, 1: 190; 2: 129; 3: 25; 4: 2; 
CD4_T_cell_signaling, 949, 15, 13,  531, 1, 4, 1568301, 33154.60, 0, 0.00, 1: 189; 2: 134; 3: 18; 4: 5; 
CD4_T_cell_signaling, 536, 15, 13,  531, 1, 4, 1568178, 33154.60, 33, 0.00, 1: 191; 2: 128; 3: 24; 4: 3; 
CD4_T_cell_signaling, 845, 16, 12,  531, 1, 4, 1539711, 33154.60, 0, 0.00, 1: 191; 2: 128; 3: 24; 4: 3; 
CD4_T_cell_signaling, 151, 10, 19,  531, 1, 4, 1526101, 33154.60, 0, 0.00, 1: 192; 2: 127; 3: 23; 4: 4; 
CD4_T_cell_signaling,  13, 14, 14,  532, 1, 4, 1583714, 33154.60, 127, 0.00, 1: 192; 2: 126; 3: 24; 4: 4; 
CD4_T_cell_signaling, 104, 15, 13,  532, 1, 4, 1568252, 33154.60, 9, 0.00, 1: 191; 2: 125; 3: 29; 4: 1; 
CD4_T_cell_signaling, 738,  9, 21,  532, 1, 4, 1527876, 33154.60, 0, 0.00, 1: 191; 2: 127; 3: 25; 4: 3; 
CD4_T_cell_signaling, 640,  8, 26,  532, 1, 4, 1664543, 33154.60, 39, 0.00, 1: 185; 2: 137; 3: 23; 4: 1; 
CD4_T_cell_signaling, 870,  9, 23,  532, 1, 4, 1649675, 33154.60, 0, 0.00, 1: 197; 2: 116; 3: 29; 4: 4; 
CD4_T_cell_signaling,  96, 16, 12,  532, 1, 4, 1539722, 33154.60, 9, 0.00, 1: 196; 2: 118; 3: 28; 4: 4; 
CD4_T_cell_signaling, 676, 16, 12,  532, 1, 4, 1539680, 33154.60, 80, 0.00, 1: 187; 2: 135; 3: 21; 4: 3; 
CD4_T_cell_signaling, 494,  8, 26,  532, 1, 4, 1664370, 33154.60, 0, 0.00, 1: 191; 2: 127; 3: 25; 4: 3; 
CD4_T_cell_signaling, 496, 13, 15,  532, 1, 4, 1568253, 33154.60, 33, 0.00, 1: 183; 2: 141; 3: 21; 4: 1; 
CD4_T_cell_signaling, 960, 16, 12,  532, 1, 4, 1539719, 33154.60, 71, 0.00, 1: 186; 2: 136; 3: 22; 4: 2; 
CD4_T_cell_signaling, 710,  8, 25,  532, 1, 4, 1606583, 33154.60, 0, 0.00, 1: 192; 2: 126; 3: 24; 4: 4; 
CD4_T_cell_signaling, 367, 15, 13,  532, 1, 4, 1568215, 33154.60, 0, 0.00, 1: 188; 2: 131; 3: 26; 4: 1; 
CD4_T_cell_signaling, 503,  8, 26,  532, 1, 4, 1663864, 33154.60, 0, 0.00, 1: 189; 2: 130; 3: 25; 4: 2; 
CD4_T_cell_signaling,  52, 12, 16,  532, 1, 4, 1539762, 33154.60, 35, 0.00, 1: 198; 2: 112; 3: 34; 4: 2; 
CD4_T_cell_signaling, 526, 15, 13,  533, 1, 4, 1568237, 33154.60, 0, 0.00, 1: 196; 2: 116; 3: 31; 4: 3; 
CD4_T_cell_signaling, 395, 12, 16,  533, 1, 4, 1539611, 33154.60, 0, 0.00, 1: 193; 2: 120; 3: 32; 4: 1; 
CD4_T_cell_signaling, 406, 16, 12,  533, 1, 4, 1539688, 33154.60, 0, 0.00, 1: 184; 2: 138; 3: 23; 4: 1; 
CD4_T_cell_signaling, 744,  8, 24,  533, 1, 4, 1539697, 33154.60, 50, 0.00, 1: 192; 2: 124; 3: 27; 4: 3; 
CD4_T_cell_signaling, 349, 15, 13,  534, 1, 4, 1568218, 33154.60, 0, 0.00, 1: 190; 2: 129; 3: 22; 4: 5; 
CD4_T_cell_signaling, 277,  8, 24,  534, 1, 4, 1539745, 33154.60, 0, 0.00, 1: 189; 2: 128; 3: 27; 4: 2; 
CD4_T_cell_signaling, 667, 16, 12,  534, 1, 4, 1539717, 33154.60, 0, 0.00, 1: 186; 2: 134; 3: 24; 4: 2; 
CD4_T_cell_signaling, 636, 14, 14,  534, 1, 4, 1583792, 33154.60, 64, 0.00, 1: 189; 2: 130; 3: 23; 4: 4; 
CD4_T_cell_signaling, 927, 14, 14,  534, 1, 4, 1583803, 33154.60, 0, 0.00, 1: 187; 2: 133; 3: 23; 4: 3; 
CD4_T_cell_signaling, 183, 13, 15,  534, 1, 4, 1568273, 33154.60, 0, 0.00, 1: 181; 2: 143; 3: 21; 4: 1; 
CD4_T_cell_signaling, 330, 13, 15,  535, 1, 4, 1568163, 33154.60, 0, 0.00, 1: 187; 2: 131; 3: 26; 4: 2; 
CD4_T_cell_signaling, 428,  8, 25,  535, 1, 4, 1606463, 33154.60, 152, 0.00, 1: 192; 2: 121; 3: 31; 4: 2; 
CD4_T_cell_signaling, 224,  8, 26,  535, 1, 4, 1664464, 33154.60, 15, 0.00, 1: 190; 2: 126; 3: 27; 4: 3; 
CD4_T_cell_signaling, 141, 11, 18,  535, 1, 4, 1595518, 33154.60, 0, 0.00, 1: 192; 2: 123; 3: 27; 4: 4; 
CD4_T_cell_signaling,  32,  8, 26,  535, 1, 4, 1664264, 33154.60, 2, 0.00, 1: 192; 2: 121; 3: 31; 4: 2; 
CD4_T_cell_signaling, 675, 16, 12,  535, 1, 4, 1539702, 33154.60, 0, 0.00, 1: 182; 2: 142; 3: 19; 4: 3; 
CD4_T_cell_signaling, 201, 15, 13,  536, 1, 4, 1568260, 33154.60, 0, 0.00, 1: 184; 2: 135; 3: 26; 4: 1; 
CD4_T_cell_signaling, 873, 15, 13,  536, 1, 4, 1568219, 33154.60, 0, 0.00, 1: 181; 2: 143; 3: 19; 4: 3; 
CD4_T_cell_signaling, 100,  8, 26,  536, 1, 4, 1664291, 33154.60, 13, 0.00, 1: 191; 2: 122; 3: 31; 4: 2; 
CD4_T_cell_signaling, 445,  8, 24,  536, 1, 4, 1539794, 33154.60, 0, 0.00, 1: 192; 2: 122; 3: 28; 4: 4; 
CD4_T_cell_signaling, 662,  8, 26,  536, 1, 4, 1664376, 33154.60, 0, 0.00, 1: 186; 2: 131; 3: 28; 4: 1; 
CD4_T_cell_signaling, 858,  9, 21,  536, 1, 4, 1527876, 33154.60, 0, 0.00, 1: 195; 2: 115; 3: 33; 4: 3; 
CD4_T_cell_signaling, 597, 15, 13,  536, 1, 4, 1568240, 33154.60, 0, 0.00, 1: 181; 2: 142; 3: 21; 4: 2; 
CD4_T_cell_signaling,   6,  8, 24,  536, 1, 4, 1539710, 33154.60, 0, 0.00, 1: 187; 2: 130; 3: 27; 4: 2; 
CD4_T_cell_signaling, 166,  8, 24,  536, 1, 4, 1539641, 33154.60, 0, 0.00, 1: 191; 2: 123; 3: 29; 4: 3; 
CD4_T_cell_signaling, 974, 13, 15,  537, 1, 4, 1568060, 33154.60, 0, 0.00, 1: 192; 2: 119; 3: 33; 4: 2; 
CD4_T_cell_signaling,  69, 10, 19,  538, 1, 4, 1526096, 33154.60, 0, 0.00, 1: 190; 2: 122; 3: 32; 4: 2; 
CD4_T_cell_signaling, 364, 14, 14,  538, 1, 4, 1583888, 33154.60, 152, 0.00, 1: 183; 2: 135; 3: 27; 4: 1; 
CD4_T_cell_signaling, 998, 16, 12,  538, 1, 4, 1539753, 33154.60, 0, 0.00, 1: 180; 2: 141; 3: 24; 4: 1; 
CD4_T_cell_signaling, 683, 15, 13,  539, 1, 4, 1568016, 33154.60, 0, 0.00, 1: 182; 2: 137; 3: 25; 4: 2; 
CD4_T_cell_signaling, 848, 14, 14,  539, 1, 4, 1583803, 33154.60, 63, 0.00, 1: 184; 2: 135; 3: 23; 4: 4; 
CD4_T_cell_signaling, 487, 16, 12,  539, 1, 4, 1539709, 33154.60, 0, 0.00, 1: 188; 2: 125; 3: 31; 4: 2; 
CD4_T_cell_signaling, 975, 15, 13,  539, 1, 4, 1568304, 33154.60, 0, 0.00, 1: 184; 2: 135; 3: 23; 4: 4; 
CD4_T_cell_signaling, 281, 16, 12,  539, 1, 4, 1539762, 33154.60, 0, 0.00, 1: 188; 2: 126; 3: 29; 4: 3; 
CD4_T_cell_signaling, 378, 16, 12,  539, 1, 4, 1539762, 33154.60, 0, 0.00, 1: 183; 2: 134; 3: 28; 4: 1; 
CD4_T_cell_signaling, 310, 11, 18,  539, 1, 4, 1595467, 33154.60, 0, 0.00, 1: 190; 2: 124; 3: 27; 4: 5; 
CD4_T_cell_signaling, 150, 16, 12,  539, 1, 4, 1539668, 33154.60, 0, 0.00, 1: 184; 2: 134; 3: 25; 4: 3; 
CD4_T_cell_signaling, 823, 14, 14,  539, 1, 4, 1583901, 33154.60, 0, 0.00, 1: 187; 2: 126; 3: 32; 4: 1; 
CD4_T_cell_signaling, 628,  8, 25,  539, 1, 4, 1606578, 33154.60, 96, 0.00, 1: 184; 2: 133; 3: 27; 4: 2; 
CD4_T_cell_signaling, 152, 15, 13,  540, 1, 4, 1568116, 33154.60, 12, 0.00, 1: 184; 2: 131; 3: 30; 4: 1; 
CD4_T_cell_signaling, 602,  8, 26,  540, 1, 4, 1664522, 33154.60, 0, 0.00, 1: 180; 2: 141; 3: 22; 4: 3; 
CD4_T_cell_signaling, 314, 16, 12,  540, 1, 4, 1539745, 33154.60, 0, 0.00, 1: 191; 2: 118; 3: 35; 4: 2; 
CD4_T_cell_signaling, 260,  8, 25,  540, 1, 4, 1606562, 33154.60, 181, 0.00, 1: 189; 2: 124; 3: 29; 4: 4; 
CD4_T_cell_signaling, 415, 15, 13,  540, 1, 4, 1568175, 33154.60, 0, 0.00, 1: 188; 2: 129; 3: 22; 4: 7; 
CD4_T_cell_signaling, 775, 16, 12,  541, 1, 4, 1539781, 33154.60, 0, 0.00, 1: 184; 2: 133; 3: 25; 4: 4; 
CD4_T_cell_signaling, 511, 14, 14,  541, 1, 4, 1583847, 33154.60, 0, 0.00, 1: 185; 2: 129; 3: 30; 4: 2; 
CD4_T_cell_signaling, 263, 13, 15,  541, 1, 4, 1568121, 33154.60, 0, 0.00, 1: 187; 2: 126; 3: 30; 4: 3; 
