Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
23(611)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 559,  9,  9,  170, 1, 3, 639198, 17907.34, 0, 0.00, 1: 55; 2: 38; 3: 13; 
Glucose_Repression_Signaling_2009, 634,  5, 15,  197, 1, 4, 596410, 17907.34, 0, 0.00, 1: 40; 2: 43; 3: 21; 4: 2; 
Glucose_Repression_Signaling_2009, 327,  5, 16,  198, 1, 4, 634063, 17907.34, 0, 0.00, 1: 40; 2: 41; 3: 24; 4: 1; 
Glucose_Repression_Signaling_2009, 865,  5, 15,  198, 1, 4, 596426, 17907.34, 0, 0.00, 1: 44; 2: 34; 3: 26; 4: 2; 
Glucose_Repression_Signaling_2009, 702, 10,  8,  198, 1, 4, 634043, 17907.34, 0, 0.00, 1: 43; 2: 35; 3: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 566,  7, 11,  198, 1, 4, 613169, 17907.34, 0, 0.00, 1: 45; 2: 32; 3: 27; 4: 2; 
Glucose_Repression_Signaling_2009, 980,  6, 13,  198, 1, 4, 619544, 17907.34, 211, 0.00, 1: 47; 2: 27; 3: 31; 4: 1; 
Glucose_Repression_Signaling_2009, 454,  6, 13,  199, 1, 4, 619569, 17907.34, 0, 0.00, 1: 46; 2: 29; 3: 29; 4: 2; 
Glucose_Repression_Signaling_2009, 296,  5, 16,  199, 1, 4, 634033, 17907.34, 32, 0.00, 1: 40; 2: 40; 3: 25; 4: 1; 
Glucose_Repression_Signaling_2009, 149,  5, 15,  200, 1, 4, 596403, 17907.34, 85, 0.00, 1: 42; 2: 35; 3: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 768,  5, 15,  200, 1, 4, 596407, 17907.34, 0, 0.00, 1: 44; 2: 31; 3: 30; 4: 1; 
Glucose_Repression_Signaling_2009, 858,  7, 11,  201, 1, 4, 613199, 17907.34, 97, 0.00, 1: 41; 2: 36; 3: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 293,  6, 14,  201, 1, 4, 658719, 17907.34, 0, 0.00, 1: 41; 2: 36; 3: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 161,  8, 10,  201, 1, 4, 634059, 17907.34, 0, 0.00, 1: 43; 2: 32; 3: 30; 4: 1; 
Glucose_Repression_Signaling_2009, 138,  5, 15,  201, 1, 4, 596374, 17907.34, 133, 0.00, 1: 43; 2: 32; 3: 30; 4: 1; 
Glucose_Repression_Signaling_2009, 211,  5, 15,  202, 1, 4, 596396, 17907.34, 196, 0.00, 1: 43; 2: 31; 3: 31; 4: 1; 
Glucose_Repression_Signaling_2009, 679,  6, 14,  202, 1, 4, 658761, 17907.34, 0, 0.00, 1: 40; 2: 37; 3: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 727,  7, 12,  202, 1, 4, 658816, 17907.34, 0, 0.00, 1: 38; 2: 42; 3: 24; 4: 2; 
Glucose_Repression_Signaling_2009, 212,  6, 14,  202, 1, 4, 658743, 17907.34, 211, 0.00, 1: 40; 2: 37; 3: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 580,  7, 11,  202, 1, 4, 613214, 17907.34, 211, 0.00, 1: 39; 2: 39; 3: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 412,  6, 13,  203, 1, 4, 619513, 17907.34, 211, 0.00, 1: 41; 2: 34; 3: 30; 4: 1; 
Glucose_Repression_Signaling_2009, 397,  7, 12,  203, 1, 4, 658359, 17907.34, 0, 0.00, 1: 46; 2: 26; 3: 31; 4: 3; 
Glucose_Repression_Signaling_2009, 280,  5, 15,  203, 1, 4, 596404, 17907.34, 8, 0.00, 1: 38; 2: 40; 3: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 954,  8, 10,  203, 1, 4, 634031, 17907.34, 0, 0.00, 1: 42; 2: 32; 3: 31; 4: 1; 
Glucose_Repression_Signaling_2009, 258,  5, 16,  204, 1, 4, 634048, 17907.34, 0, 0.00, 1: 37; 2: 41; 3: 27; 4: 1; 
Glucose_Repression_Signaling_2009, 120,  7, 11,  204, 1, 4, 613183, 17907.34, 0, 0.00, 1: 43; 2: 29; 3: 33; 4: 1; 
Glucose_Repression_Signaling_2009, 707,  5, 15,  204, 1, 4, 596418, 17907.34, 0, 0.00, 1: 43; 2: 29; 3: 33; 4: 1; 
Glucose_Repression_Signaling_2009, 780,  8, 10,  204, 1, 4, 634053, 17907.34, 0, 0.00, 1: 41; 2: 34; 3: 29; 4: 2; 
Glucose_Repression_Signaling_2009, 462,  5, 15,  204, 1, 4, 596409, 17907.34, 0, 0.00, 1: 40; 2: 35; 3: 30; 4: 1; 
Glucose_Repression_Signaling_2009, 294,  5, 16,  205, 1, 4, 634085, 17907.34, 0, 0.00, 1: 38; 2: 38; 3: 29; 4: 1; 
Glucose_Repression_Signaling_2009,  84,  5, 15,  205, 1, 4, 596407, 17907.34, 0, 0.00, 1: 40; 2: 34; 3: 31; 4: 1; 
Glucose_Repression_Signaling_2009, 690,  6, 14,  206, 1, 4, 658871, 17907.34, 0, 0.00, 1: 40; 2: 34; 3: 30; 4: 2; 
Glucose_Repression_Signaling_2009,  20,  6, 13,  206, 1, 4, 619505, 17907.34, 211, 0.00, 1: 41; 2: 32; 3: 31; 4: 2; 
Glucose_Repression_Signaling_2009, 993,  7, 11,  206, 1, 4, 613196, 17907.34, 0, 0.00, 1: 38; 2: 37; 3: 30; 4: 1; 
Glucose_Repression_Signaling_2009, 428,  5, 15,  206, 1, 4, 596396, 17907.34, 49, 0.00, 1: 39; 2: 36; 3: 29; 4: 2; 
Glucose_Repression_Signaling_2009, 964,  5, 15,  206, 1, 4, 596400, 17907.34, 211, 0.00, 1: 39; 2: 35; 3: 31; 4: 1; 
Glucose_Repression_Signaling_2009, 519,  6, 14,  207, 1, 4, 658674, 17907.34, 0, 0.00, 1: 41; 2: 31; 3: 32; 4: 2; 
Glucose_Repression_Signaling_2009, 176,  6, 14,  207, 1, 4, 658776, 17907.34, 44, 0.00, 1: 35; 2: 42; 3: 28; 4: 1; 
Glucose_Repression_Signaling_2009, 750,  5, 15,  207, 1, 4, 596405, 17907.34, 0, 0.00, 1: 38; 2: 37; 3: 29; 4: 2; 
Glucose_Repression_Signaling_2009,  50,  5, 15,  209, 1, 4, 596404, 17907.34, 104, 0.00, 1: 38; 2: 34; 3: 33; 4: 1; 
Glucose_Repression_Signaling_2009, 791,  6, 14,  209, 1, 4, 658795, 17907.34, 0, 0.00, 1: 39; 2: 32; 3: 34; 4: 1; 
Glucose_Repression_Signaling_2009, 811,  5, 16,  209, 1, 4, 634079, 17907.34, 76, 0.00, 1: 41; 2: 28; 3: 36; 4: 1; 
Glucose_Repression_Signaling_2009, 910,  9,  9,  209, 1, 4, 639132, 17907.34, 0, 0.00, 1: 38; 2: 34; 3: 33; 4: 1; 
Glucose_Repression_Signaling_2009, 127,  7, 11,  209, 1, 4, 613201, 17907.34, 0, 0.00, 1: 40; 2: 30; 3: 35; 4: 1; 
Glucose_Repression_Signaling_2009, 607,  5, 16,  210, 1, 4, 634025, 17907.34, 0, 0.00, 1: 40; 2: 30; 3: 34; 4: 2; 
Glucose_Repression_Signaling_2009, 624,  5, 15,  210, 1, 4, 596406, 17907.34, 0, 0.00, 1: 37; 2: 35; 3: 33; 4: 1; 
Glucose_Repression_Signaling_2009, 911, 11,  7,  210, 1, 4, 613293, 17907.34, 0, 0.00, 1: 39; 2: 32; 3: 33; 4: 2; 
Glucose_Repression_Signaling_2009, 803,  7, 12,  210, 1, 4, 658724, 17907.34, 0, 0.00, 1: 38; 2: 34; 3: 32; 4: 2; 
Glucose_Repression_Signaling_2009, 977,  5, 16,  210, 1, 4, 634043, 17907.34, 160, 0.00, 1: 36; 2: 37; 3: 32; 4: 1; 
Glucose_Repression_Signaling_2009, 404,  5, 15,  211, 1, 4, 596413, 17907.34, 0, 0.00, 1: 39; 2: 31; 3: 34; 4: 2; 
Glucose_Repression_Signaling_2009, 160,  7, 12,  211, 1, 4, 658745, 17907.34, 6, 0.00, 1: 37; 2: 34; 3: 34; 4: 1; 
Glucose_Repression_Signaling_2009,  16, 11,  7,  212, 1, 4, 613183, 17907.34, 208, 0.00, 1: 37; 2: 33; 3: 35; 4: 1; 
Glucose_Repression_Signaling_2009, 270,  7, 11,  212, 1, 4, 613178, 17907.34, 0, 0.00, 1: 37; 2: 33; 3: 35; 4: 1; 
Glucose_Repression_Signaling_2009, 835,  5, 15,  213, 1, 4, 596425, 17907.34, 197, 0.00, 1: 37; 2: 33; 3: 34; 4: 2; 
Glucose_Repression_Signaling_2009, 656,  5, 16,  214, 1, 4, 634045, 17907.34, 128, 0.00, 1: 37; 2: 32; 3: 35; 4: 2; 
Glucose_Repression_Signaling_2009, 532, 11,  7,  214, 1, 4, 613169, 17907.34, 211, 0.00, 1: 33; 2: 39; 3: 33; 4: 1; 
Glucose_Repression_Signaling_2009, 380,  5, 15,  214, 1, 4, 596419, 17907.34, 2, 0.00, 1: 38; 2: 29; 3: 38; 4: 1; 
Glucose_Repression_Signaling_2009, 604,  9,  9,  214, 1, 4, 639202, 17907.34, 211, 0.00, 1: 33; 2: 39; 3: 33; 4: 1; 
Glucose_Repression_Signaling_2009, 266,  7, 11,  215, 1, 4, 613193, 17907.34, 0, 0.00, 1: 35; 2: 34; 3: 36; 4: 1; 
Glucose_Repression_Signaling_2009, 794,  6, 14,  215, 1, 4, 658715, 17907.34, 97, 0.00, 1: 34; 2: 36; 3: 35; 4: 1; 
Glucose_Repression_Signaling_2009, 346,  6, 13,  216, 1, 4, 619526, 17907.34, 97, 0.00, 1: 36; 2: 32; 3: 36; 4: 2; 
Glucose_Repression_Signaling_2009, 591,  7, 12,  216, 1, 4, 658774, 17907.34, 0, 0.00, 1: 31; 2: 42; 3: 31; 4: 2; 
Glucose_Repression_Signaling_2009, 852,  7, 11,  216, 1, 4, 613187, 17907.34, 211, 0.00, 1: 37; 2: 29; 3: 39; 4: 1; 
Glucose_Repression_Signaling_2009, 466, 11,  7,  217, 1, 4, 613200, 17907.34, 133, 0.00, 1: 34; 2: 34; 3: 37; 4: 1; 
Glucose_Repression_Signaling_2009, 430,  5, 15,  218, 1, 4, 596406, 17907.34, 32, 0.00, 1: 33; 2: 35; 3: 37; 4: 1; 
Glucose_Repression_Signaling_2009, 503,  7, 11,  218, 1, 4, 613196, 17907.34, 0, 0.00, 1: 35; 2: 31; 3: 39; 4: 1; 
Glucose_Repression_Signaling_2009, 926,  6, 14,  218, 1, 4, 658884, 17907.34, 0, 0.00, 1: 35; 2: 31; 3: 39; 4: 1; 
Glucose_Repression_Signaling_2009, 844,  6, 13,  218, 1, 4, 619542, 17907.34, 211, 0.00, 1: 35; 2: 32; 3: 37; 4: 2; 
Glucose_Repression_Signaling_2009, 341,  5, 15,  218, 1, 4, 596416, 17907.34, 85, 0.00, 1: 35; 2: 31; 3: 39; 4: 1; 
Glucose_Repression_Signaling_2009, 358,  5, 15,  219, 1, 4, 596385, 17907.34, 0, 0.00, 1: 37; 2: 26; 3: 42; 4: 1; 
Glucose_Repression_Signaling_2009, 277,  6, 14,  220, 1, 4, 658662, 17907.34, 0, 0.00, 1: 36; 2: 27; 3: 42; 4: 1; 
Glucose_Repression_Signaling_2009, 370, 11,  7,  220, 1, 4, 613175, 17907.34, 0, 0.00, 1: 29; 2: 41; 3: 35; 4: 1; 
Glucose_Repression_Signaling_2009,  56,  6, 13,  220, 1, 4, 619540, 17907.34, 0, 0.00, 1: 34; 2: 31; 3: 40; 4: 1; 
Glucose_Repression_Signaling_2009, 329,  6, 14,  220, 1, 4, 658625, 17907.34, 78, 0.00, 1: 27; 2: 45; 3: 33; 4: 1; 
Glucose_Repression_Signaling_2009, 434, 10,  8,  221, 1, 4, 634059, 17907.34, 0, 0.00, 1: 32; 2: 35; 3: 37; 4: 2; 
Glucose_Repression_Signaling_2009, 395,  5, 16,  222, 1, 4, 634186, 17907.34, 0, 0.00, 1: 34; 2: 30; 3: 40; 4: 2; 
Glucose_Repression_Signaling_2009, 720,  5, 16,  222, 1, 4, 634071, 17907.34, 0, 0.00, 1: 36; 2: 27; 3: 40; 4: 3; 
Glucose_Repression_Signaling_2009, 880,  7, 12,  223, 1, 4, 658627, 17907.34, 52, 0.00, 1: 35; 2: 26; 3: 44; 4: 1; 
Glucose_Repression_Signaling_2009, 651,  6, 14,  225, 1, 4, 658868, 17907.34, 197, 0.00, 1: 30; 2: 35; 3: 39; 4: 2; 
Glucose_Repression_Signaling_2009, 298,  6, 13,  227, 1, 4, 619560, 17907.34, 66, 0.00, 1: 35; 2: 23; 3: 46; 4: 2; 
Glucose_Repression_Signaling_2009, 396,  7, 12,  230, 1, 4, 658715, 17907.34, 0, 0.00, 1: 27; 2: 36; 3: 41; 4: 2; 
Glucose_Repression_Signaling_2009, 278,  6, 13,  231, 1, 4, 619655, 17907.34, 0, 0.00, 1: 29; 2: 31; 3: 44; 4: 2; 
Glucose_Repression_Signaling_2009, 168,  7, 11,  232, 1, 4, 613179, 17907.34, 32, 0.00, 1: 27; 2: 35; 3: 41; 4: 3; 
Glucose_Repression_Signaling_2009, 495,  6, 13,  233, 1, 4, 619553, 17907.34, 0, 0.00, 1: 27; 2: 33; 3: 44; 4: 2; 
Glucose_Repression_Signaling_2009, 308,  8, 10,  236, 1, 4, 634001, 17907.34, 255, 0.00, 1: 25; 2: 33; 3: 47; 4: 1; 
Glucose_Repression_Signaling_2009, 388,  6, 14,  243, 1, 4, 658724, 17907.34, 0, 0.00, 1: 19; 2: 39; 3: 46; 4: 2; 
Glucose_Repression_Signaling_2009, 355,  6, 14,  183, 1, 5, 658686, 17907.34, 0, 0.00, 1: 51; 2: 35; 3: 19; 5: 1; 
Glucose_Repression_Signaling_2009, 191,  7, 12,  185, 1, 5, 658737, 17907.34, 0, 0.00, 1: 50; 2: 37; 3: 17; 5: 2; 
Glucose_Repression_Signaling_2009, 502,  6, 14,  188, 1, 5, 658733, 17907.34, 0, 0.00, 1: 50; 2: 32; 3: 23; 5: 1; 
Glucose_Repression_Signaling_2009, 112,  6, 14,  188, 1, 5, 658726, 17907.34, 28, 0.00, 1: 51; 2: 30; 3: 24; 5: 1; 
Glucose_Repression_Signaling_2009, 332,  5, 16,  190, 1, 5, 633984, 17907.34, 211, 0.00, 1: 49; 2: 33; 3: 22; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 859,  6, 13,  190, 1, 5, 619564, 17907.34, 197, 0.00, 1: 51; 2: 28; 3: 26; 5: 1; 
Glucose_Repression_Signaling_2009,  28,  7, 12,  191, 1, 5, 658702, 17907.34, 211, 0.00, 1: 51; 2: 27; 3: 27; 5: 1; 
Glucose_Repression_Signaling_2009, 710,  5, 15,  192, 1, 5, 596404, 17907.34, 0, 0.00, 1: 51; 2: 30; 3: 22; 5: 3; 
Glucose_Repression_Signaling_2009, 467,  6, 14,  193, 1, 5, 658806, 17907.34, 196, 0.00, 1: 50; 2: 27; 3: 28; 5: 1; 
Glucose_Repression_Signaling_2009, 192,  6, 13,  193, 1, 5, 619571, 17907.34, 48, 0.00, 1: 47; 2: 33; 3: 25; 5: 1; 
Glucose_Repression_Signaling_2009, 742,  5, 16,  195, 1, 5, 634099, 17907.34, 0, 0.00, 1: 48; 2: 29; 3: 28; 5: 1; 
Glucose_Repression_Signaling_2009, 440,  5, 16,  195, 1, 5, 633970, 17907.34, 0, 0.00, 1: 49; 2: 29; 3: 26; 5: 2; 
Glucose_Repression_Signaling_2009, 411,  6, 14,  195, 1, 5, 658660, 17907.34, 197, 0.00, 1: 46; 2: 34; 3: 24; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  34,  5, 15,  196, 1, 5, 596388, 17907.34, 0, 0.00, 1: 43; 2: 38; 3: 24; 5: 1; 
Glucose_Repression_Signaling_2009, 523, 11,  7,  197, 1, 5, 613179, 17907.34, 197, 0.00, 1: 44; 2: 35; 3: 26; 5: 1; 
Glucose_Repression_Signaling_2009,  85,  5, 15,  197, 1, 5, 596415, 17907.34, 0, 0.00, 1: 43; 2: 38; 3: 23; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,   1,  5, 16,  197, 1, 5, 634029, 17907.34, 242, 0.00, 1: 47; 2: 31; 3: 26; 5: 2; 
Glucose_Repression_Signaling_2009, 224,  5, 16,  198, 1, 5, 634048, 17907.34, 7, 0.00, 1: 45; 2: 32; 3: 28; 5: 1; 
Glucose_Repression_Signaling_2009, 606,  7, 12,  198, 1, 5, 658662, 17907.34, 0, 0.00, 1: 47; 2: 28; 3: 30; 5: 1; 
Glucose_Repression_Signaling_2009, 236,  5, 15,  199, 1, 5, 596392, 17907.34, 56, 0.00, 1: 46; 2: 29; 3: 30; 5: 1; 
Glucose_Repression_Signaling_2009, 958,  5, 15,  199, 1, 5, 596416, 17907.34, 0, 0.00, 1: 44; 2: 33; 3: 28; 5: 1; 
Glucose_Repression_Signaling_2009, 862,  5, 16,  200, 1, 5, 634097, 17907.34, 0, 0.00, 1: 43; 2: 35; 3: 26; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 216,  6, 13,  200, 1, 5, 619483, 17907.34, 200, 0.00, 1: 42; 2: 36; 3: 27; 5: 1; 
Glucose_Repression_Signaling_2009, 716, 11,  7,  200, 1, 5, 613183, 17907.34, 0, 0.00, 1: 43; 2: 34; 3: 28; 5: 1; 
Glucose_Repression_Signaling_2009,  32,  5, 16,  201, 1, 5, 633980, 17907.34, 7, 0.00, 1: 43; 2: 33; 3: 29; 5: 1; 
Glucose_Repression_Signaling_2009, 229,  6, 13,  202, 1, 5, 619506, 17907.34, 0, 0.00, 1: 46; 2: 26; 3: 33; 5: 1; 
Glucose_Repression_Signaling_2009, 599,  5, 15,  202, 1, 5, 596415, 17907.34, 0, 0.00, 1: 41; 2: 37; 3: 26; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 108,  5, 15,  202, 1, 5, 596389, 17907.34, 49, 0.00, 1: 42; 2: 34; 3: 29; 5: 1; 
Glucose_Repression_Signaling_2009,  67,  5, 16,  203, 1, 5, 634038, 17907.34, 0, 0.00, 1: 40; 2: 37; 3: 28; 5: 1; 
Glucose_Repression_Signaling_2009, 202,  5, 16,  203, 1, 5, 634047, 17907.34, 133, 0.00, 1: 41; 2: 35; 3: 29; 5: 1; 
Glucose_Repression_Signaling_2009, 572,  6, 14,  204, 1, 5, 658719, 17907.34, 1, 0.00, 1: 39; 2: 38; 3: 28; 5: 1; 
Glucose_Repression_Signaling_2009, 473,  6, 13,  204, 1, 5, 619559, 17907.34, 185, 0.00, 1: 40; 2: 36; 3: 29; 5: 1; 
Glucose_Repression_Signaling_2009, 609,  5, 15,  204, 1, 5, 596397, 17907.34, 0, 0.00, 1: 39; 2: 39; 3: 26; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 571,  5, 16,  204, 1, 5, 634064, 17907.34, 0, 0.00, 1: 39; 2: 40; 3: 24; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 959,  7, 11,  204, 1, 5, 613193, 17907.34, 0, 0.00, 1: 41; 2: 34; 3: 30; 5: 1; 
Glucose_Repression_Signaling_2009, 598,  7, 12,  204, 1, 5, 658674, 17907.34, 0, 0.00, 1: 39; 2: 38; 3: 28; 5: 1; 
Glucose_Repression_Signaling_2009, 234,  6, 13,  204, 1, 5, 619533, 17907.34, 97, 0.00, 1: 41; 2: 36; 3: 26; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 121,  5, 15,  205, 1, 5, 596405, 17907.34, 0, 0.00, 1: 43; 2: 29; 3: 33; 5: 1; 
Glucose_Repression_Signaling_2009, 456,  7, 11,  206, 1, 5, 613171, 17907.34, 64, 0.00, 1: 41; 2: 33; 3: 30; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  76,  5, 16,  206, 1, 5, 634066, 17907.34, 0, 0.00, 1: 36; 2: 43; 3: 25; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 567,  7, 11,  207, 1, 5, 613152, 17907.34, 0, 0.00, 1: 39; 2: 35; 3: 31; 5: 1; 
Glucose_Repression_Signaling_2009, 537,  6, 14,  207, 1, 5, 658613, 17907.34, 186, 0.00, 1: 40; 2: 33; 3: 32; 5: 1; 
Glucose_Repression_Signaling_2009, 782,  6, 14,  210, 1, 5, 658647, 17907.34, 0, 0.00, 1: 40; 2: 30; 3: 35; 5: 1; 
Glucose_Repression_Signaling_2009, 126,  7, 11,  210, 1, 5, 613159, 17907.34, 0, 0.00, 1: 41; 2: 28; 3: 36; 5: 1; 
Glucose_Repression_Signaling_2009, 185,  5, 15,  211, 1, 5, 596409, 17907.34, 0, 0.00, 1: 40; 2: 30; 3: 34; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 970,  6, 13,  211, 1, 5, 619538, 17907.34, 97, 0.00, 1: 40; 2: 30; 3: 34; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 872,  5, 16,  212, 1, 5, 634062, 17907.34, 32, 0.00, 1: 38; 2: 35; 3: 30; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 902, 10,  8,  213, 1, 5, 633994, 17907.34, 0, 0.00, 1: 37; 2: 33; 3: 35; 5: 1; 
Glucose_Repression_Signaling_2009, 271,  5, 15,  213, 1, 5, 596413, 17907.34, 0, 0.00, 1: 38; 2: 34; 3: 31; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 125,  5, 15,  214, 1, 5, 596384, 17907.34, 0, 0.00, 1: 36; 2: 35; 3: 33; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 888,  6, 13,  214, 1, 5, 619523, 17907.34, 0, 0.00, 1: 34; 2: 39; 3: 31; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 640,  7, 11,  215, 1, 5, 613190, 17907.34, 64, 0.00, 1: 36; 2: 33; 3: 36; 5: 1; 
Glucose_Repression_Signaling_2009,  39, 11,  7,  216, 1, 5, 613180, 17907.34, 0, 0.00, 1: 37; 2: 30; 3: 38; 5: 1; 
Glucose_Repression_Signaling_2009, 351,  5, 15,  217, 1, 5, 596419, 17907.34, 0, 0.00, 1: 35; 2: 36; 3: 31; 4: 3; 5: 1; 
Glucose_Repression_Signaling_2009,   6,  9,  9,  217, 1, 5, 639104, 17907.34, 0, 0.00, 1: 36; 2: 31; 3: 38; 5: 1; 
Glucose_Repression_Signaling_2009,  19,  7, 11,  219, 1, 5, 613172, 17907.34, 197, 0.00, 1: 36; 2: 29; 3: 40; 5: 1; 
Glucose_Repression_Signaling_2009, 709,  6, 13,  220, 1, 5, 619544, 17907.34, 0, 0.00, 1: 33; 2: 35; 3: 36; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  92,  6, 14,  221, 1, 5, 658778, 17907.34, 211, 0.00, 1: 32; 2: 35; 3: 38; 5: 1; 
Glucose_Repression_Signaling_2009, 497,  5, 16,  221, 1, 5, 634061, 17907.34, 0, 0.00, 1: 34; 2: 34; 3: 35; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009, 419,  6, 13,  221, 1, 5, 619591, 17907.34, 0, 0.00, 1: 34; 2: 32; 3: 38; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 870,  6, 13,  221, 1, 5, 619524, 17907.34, 0, 0.00, 1: 26; 2: 47; 3: 32; 5: 1; 
Glucose_Repression_Signaling_2009, 731,  6, 13,  221, 1, 5, 619556, 17907.34, 197, 0.00, 1: 33; 2: 34; 3: 37; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 882,  7, 11,  222, 1, 5, 613221, 17907.34, 0, 0.00, 1: 38; 2: 23; 3: 43; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 408,  5, 15,  222, 1, 5, 596414, 17907.34, 136, 0.00, 1: 31; 2: 39; 3: 33; 4: 1; 5: 2; 
Glucose_Repression_Signaling_2009,   3,  6, 13,  222, 1, 5, 619542, 17907.34, 164, 0.00, 1: 34; 2: 31; 3: 39; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009,  88,  5, 16,  223, 1, 5, 634140, 17907.34, 72, 0.00, 1: 37; 2: 28; 3: 37; 4: 1; 5: 3; 
Glucose_Repression_Signaling_2009, 769,  5, 15,  224, 1, 5, 596411, 17907.34, 0, 0.00, 1: 31; 2: 39; 3: 31; 4: 3; 5: 2; 
Glucose_Repression_Signaling_2009,  14,  7, 11,  227, 1, 5, 613092, 17907.34, 0, 0.00, 1: 29; 2: 35; 3: 41; 5: 1; 
Glucose_Repression_Signaling_2009, 417, 10,  8,  230, 1, 5, 633993, 17907.34, 0, 0.00, 1: 29; 2: 32; 3: 44; 5: 1; 
Glucose_Repression_Signaling_2009, 217,  7, 11,  231, 1, 5, 613112, 17907.34, 184, 0.00, 1: 29; 2: 32; 3: 43; 4: 1; 5: 1; 
Glucose_Repression_Signaling_2009, 291,  6, 13,  234, 1, 5, 619544, 17907.34, 0, 0.00, 1: 29; 2: 30; 3: 44; 4: 2; 5: 1; 
Glucose_Repression_Signaling_2009, 491,  6, 14,  238, 1, 5, 658719, 17907.34, 76, 0.00, 1: 27; 2: 28; 3: 50; 5: 1; 
Glucose_Repression_Signaling_2009, 197,  5, 16,  183, 1, 6, 634089, 17907.34, 85, 0.00, 1: 52; 2: 36; 3: 16; 5: 1; 6: 1; 
Glucose_Repression_Signaling_2009, 935,  5, 16,  185, 1, 6, 633968, 17907.34, 0, 0.00, 1: 56; 2: 27; 3: 21; 6: 2; 
Glucose_Repression_Signaling_2009, 577,  5, 16,  191, 1, 6, 634062, 17907.34, 159, 0.00, 1: 51; 2: 29; 3: 24; 4: 1; 6: 1; 
Glucose_Repression_Signaling_2009, 921,  5, 15,  192, 1, 6, 596422, 17907.34, 187, 0.00, 1: 47; 2: 37; 3: 20; 5: 1; 6: 1; 
Glucose_Repression_Signaling_2009, 399,  6, 14,  193, 1, 6, 658682, 17907.34, 0, 0.00, 1: 49; 2: 32; 3: 22; 4: 2; 6: 1; 
Glucose_Repression_Signaling_2009,  25,  5, 16,  196, 1, 6, 634086, 17907.34, 183, 0.00, 1: 48; 2: 29; 3: 28; 6: 1; 
Glucose_Repression_Signaling_2009, 307,  5, 15,  196, 1, 6, 596399, 17907.34, 0, 0.00, 1: 44; 2: 37; 3: 24; 6: 1; 
Glucose_Repression_Signaling_2009, 521,  5, 15,  196, 1, 6, 596408, 17907.34, 159, 0.00, 1: 44; 2: 37; 3: 24; 6: 1; 
Glucose_Repression_Signaling_2009, 433,  5, 16,  197, 1, 6, 634053, 17907.34, 0, 0.00, 1: 47; 2: 33; 3: 24; 6: 2; 
Glucose_Repression_Signaling_2009, 757,  5, 16,  197, 1, 6, 634048, 17907.34, 0, 0.00, 1: 47; 2: 33; 3: 24; 6: 2; 
Glucose_Repression_Signaling_2009, 884,  5, 16,  197, 1, 6, 634025, 17907.34, 255, 0.00, 1: 48; 2: 32; 3: 22; 4: 2; 5: 1; 6: 1; 
Glucose_Repression_Signaling_2009, 946,  5, 16,  198, 1, 6, 634119, 17907.34, 0, 0.00, 1: 46; 2: 34; 3: 23; 4: 1; 5: 1; 6: 1; 
Glucose_Repression_Signaling_2009, 114,  5, 16,  198, 1, 6, 634078, 17907.34, 0, 0.00, 1: 46; 2: 33; 3: 24; 4: 2; 6: 1; 
Glucose_Repression_Signaling_2009, 501,  6, 14,  198, 1, 6, 658726, 17907.34, 0, 0.00, 1: 43; 2: 39; 3: 22; 5: 1; 6: 1; 
Glucose_Repression_Signaling_2009, 841,  5, 16,  198, 1, 6, 634046, 17907.34, 160, 0.00, 1: 45; 2: 34; 3: 25; 4: 1; 6: 1; 
