Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
2(499)
Melhor resultado nxn: HGF_Signaling_in_Keratinocytes, 745,  7, 11,  127, 1, 2, 607250, 42480.03, 67, 0.00, 1: 79; 2: 24; 
HGF_Signaling_in_Keratinocytes, 462,  5, 15,  135, 1, 3, 592060, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 224,  5, 16,  135, 1, 3, 624749, 42480.03, 5, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 839,  5, 16,  135, 1, 3, 625232, 42480.03, 0, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 836,  8,  9,  135, 1, 3, 571326, 42480.03, 252, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 378,  6, 12,  135, 1, 3, 571320, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 245,  6, 12,  135, 1, 3, 571377, 42480.03, 0, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 847,  5, 16,  135, 1, 3, 624705, 42480.03, 0, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 238,  9,  8,  135, 1, 3, 571228, 42480.03, 0, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 227, 10,  7,  135, 1, 3, 557678, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 414,  7, 11,  135, 1, 3, 607086, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 226,  5, 15,  135, 1, 3, 591733, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 899,  7, 11,  135, 1, 3, 606791, 42480.03, 0, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 833,  5, 16,  135, 1, 3, 625034, 42480.03, 216, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 208,  9,  8,  135, 1, 3, 571289, 42480.03, 80, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 730,  5, 15,  135, 1, 3, 592099, 42480.03, 91, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 428,  5, 15,  135, 1, 3, 592309, 42480.03, 50, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 822,  5, 14,  135, 1, 3, 557674, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 727,  6, 12,  135, 1, 3, 571206, 42480.03, 0, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 433,  5, 16,  135, 1, 3, 625106, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 814,  6, 12,  135, 1, 3, 571274, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 287,  6, 13,  135, 1, 3, 612659, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 917, 10,  7,  135, 1, 3, 557596, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 624,  5, 15,  135, 1, 3, 592160, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 104,  6, 13,  135, 1, 3, 612384, 42480.03, 32, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 654,  5, 15,  135, 1, 3, 592178, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes,  19,  7, 11,  135, 1, 3, 606500, 42480.03, 103, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 987,  9,  8,  135, 1, 3, 571253, 42480.03, 103, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 537,  5, 14,  135, 1, 3, 557566, 42480.03, 197, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 940, 10,  7,  135, 1, 3, 557640, 42480.03, 108, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 494,  5, 16,  135, 1, 3, 625043, 42480.03, 65, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes,   5,  7, 11,  135, 1, 3, 606737, 42480.03, 127, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 631,  6, 12,  135, 1, 3, 571206, 42480.03, 0, 0.00, 1: 73; 2: 28; 3: 2; 
HGF_Signaling_in_Keratinocytes, 543,  9,  8,  135, 1, 3, 571019, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 489,  7, 10,  135, 1, 3, 557668, 42480.03, 67, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes,  69,  5, 14,  135, 1, 3, 557648, 42480.03, 85, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 678,  6, 12,  135, 1, 3, 571155, 42480.03, 0, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 968,  7, 11,  135, 1, 3, 607253, 42480.03, 224, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 963,  5, 15,  135, 1, 3, 592049, 42480.03, 102, 0.00, 1: 72; 2: 30; 3: 1; 
HGF_Signaling_in_Keratinocytes, 423, 10,  7,  136, 1, 3, 557660, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 248, 10,  7,  136, 1, 3, 557598, 42480.03, 0, 0.00, 1: 73; 2: 27; 3: 3; 
HGF_Signaling_in_Keratinocytes, 870,  6, 13,  136, 1, 3, 612384, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 220,  5, 15,  136, 1, 3, 592128, 42480.03, 252, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 213,  5, 15,  136, 1, 3, 592299, 42480.03, 85, 0.00, 1: 72; 2: 29; 3: 2; 
HGF_Signaling_in_Keratinocytes, 835,  5, 15,  136, 1, 3, 592506, 42480.03, 102, 0.00, 1: 72; 2: 29; 3: 2; 
HGF_Signaling_in_Keratinocytes, 279,  9,  8,  136, 1, 3, 571214, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 648,  8,  9,  136, 1, 3, 571235, 42480.03, 96, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 768,  5, 15,  136, 1, 3, 592055, 42480.03, 176, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 733,  5, 16,  136, 1, 3, 624736, 42480.03, 85, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 349,  6, 13,  136, 1, 3, 612435, 42480.03, 85, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 529,  9,  8,  136, 1, 3, 571276, 42480.03, 172, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 634,  5, 15,  136, 1, 3, 591995, 42480.03, 0, 0.00, 1: 72; 2: 29; 3: 2; 
HGF_Signaling_in_Keratinocytes, 632,  5, 15,  136, 1, 3, 592168, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 585,  5, 15,  136, 1, 3, 592273, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 539,  5, 15,  136, 1, 3, 592092, 42480.03, 103, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 865,  5, 15,  136, 1, 3, 591880, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 411,  5, 14,  136, 1, 3, 557582, 42480.03, 103, 0.00, 1: 72; 2: 29; 3: 2; 
HGF_Signaling_in_Keratinocytes, 954,  7, 10,  136, 1, 3, 557638, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 961,  6, 13,  136, 1, 3, 612254, 42480.03, 44, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 406, 10,  7,  136, 1, 3, 557670, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 776,  9,  8,  136, 1, 3, 571230, 42480.03, 192, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes,  38,  7, 10,  136, 1, 3, 557498, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 234,  6, 13,  136, 1, 3, 612381, 42480.03, 107, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 237,  6, 12,  136, 1, 3, 571067, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 752, 10,  7,  136, 1, 3, 557637, 42480.03, 12, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 396,  6, 12,  136, 1, 3, 571130, 42480.03, 252, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes,  79,  6, 12,  136, 1, 3, 571172, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 846,  5, 15,  136, 1, 3, 591902, 42480.03, 0, 0.00, 1: 72; 2: 29; 3: 2; 
HGF_Signaling_in_Keratinocytes, 726,  5, 16,  136, 1, 3, 625074, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 926,  5, 14,  136, 1, 3, 557592, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 927,  8,  9,  136, 1, 3, 571058, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 149,  5, 15,  136, 1, 3, 592063, 42480.03, 85, 0.00, 1: 72; 2: 29; 3: 2; 
HGF_Signaling_in_Keratinocytes, 679,  5, 14,  136, 1, 3, 557655, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 690,  5, 14,  136, 1, 3, 557631, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 307,  5, 15,  136, 1, 3, 592357, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 135, 10,  7,  136, 1, 3, 557583, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 793,  5, 14,  136, 1, 3, 557613, 42480.03, 198, 0.00, 1: 73; 2: 27; 3: 3; 
HGF_Signaling_in_Keratinocytes, 466, 10,  7,  136, 1, 3, 557657, 42480.03, 91, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 465, 10,  7,  136, 1, 3, 557678, 42480.03, 171, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 493,  9,  8,  136, 1, 3, 571290, 42480.03, 49, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes,   7, 10,  7,  136, 1, 3, 557648, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 672,  7, 10,  136, 1, 3, 557680, 42480.03, 6, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 338,  5, 14,  136, 1, 3, 557660, 42480.03, 133, 0.00, 1: 72; 2: 29; 3: 2; 
HGF_Signaling_in_Keratinocytes, 937,  5, 16,  136, 1, 3, 625002, 42480.03, 67, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 456,  7, 11,  136, 1, 3, 606899, 42480.03, 192, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 497,  5, 16,  136, 1, 3, 624995, 42480.03, 0, 0.00, 1: 72; 2: 29; 3: 2; 
HGF_Signaling_in_Keratinocytes, 663,  8,  9,  136, 1, 3, 571277, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 111,  6, 13,  136, 1, 3, 612686, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 939,  5, 16,  136, 1, 3, 624885, 42480.03, 108, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 109,  7, 10,  136, 1, 3, 557650, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 729,  5, 16,  136, 1, 3, 625432, 42480.03, 198, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 894,  9,  8,  136, 1, 3, 571270, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 202,  5, 16,  136, 1, 3, 624565, 42480.03, 134, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 783,  7, 11,  136, 1, 3, 607079, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 522,  5, 14,  136, 1, 3, 557684, 42480.03, 91, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 886,  5, 15,  136, 1, 3, 592101, 42480.03, 0, 0.00, 1: 71; 2: 31; 3: 1; 
HGF_Signaling_in_Keratinocytes, 304,  5, 14,  137, 1, 3, 557630, 42480.03, 0, 0.00, 1: 72; 2: 28; 3: 3; 
HGF_Signaling_in_Keratinocytes, 309,  7, 11,  137, 1, 3, 606683, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 284, 10,  7,  137, 1, 3, 557667, 42480.03, 252, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes,  29,  5, 16,  137, 1, 3, 625142, 42480.03, 85, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes,   4,  9,  8,  137, 1, 3, 571242, 42480.03, 136, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 988,  5, 14,  137, 1, 3, 557646, 42480.03, 252, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 997,  8,  9,  137, 1, 3, 571178, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 611,  5, 16,  137, 1, 3, 625141, 42480.03, 0, 0.00, 1: 72; 2: 28; 3: 3; 
HGF_Signaling_in_Keratinocytes, 265,  8,  9,  137, 1, 3, 571115, 42480.03, 30, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 267,  9,  8,  137, 1, 3, 571149, 42480.03, 102, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 294,  5, 16,  137, 1, 3, 625112, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 975,  6, 13,  137, 1, 3, 612346, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 200,  5, 16,  137, 1, 3, 624850, 42480.03, 80, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 143,  5, 14,  137, 1, 3, 557683, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 915,  5, 15,  137, 1, 3, 592230, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 151,  8,  9,  137, 1, 3, 571299, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 158,  9,  8,  137, 1, 3, 571006, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 909,  5, 16,  137, 1, 3, 624873, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 133, 10,  7,  137, 1, 3, 557622, 42480.03, 85, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 160,  6, 12,  137, 1, 3, 571291, 42480.03, 6, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 162,  7, 10,  137, 1, 3, 557671, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 130, 10,  7,  137, 1, 3, 557677, 42480.03, 133, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 126,  7, 11,  137, 1, 3, 606891, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 184,  7, 11,  137, 1, 3, 606402, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 108,  5, 15,  137, 1, 3, 592058, 42480.03, 32, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 197,  5, 16,  137, 1, 3, 624942, 42480.03, 85, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 198,  5, 15,  137, 1, 3, 592061, 42480.03, 0, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 249,  5, 16,  137, 1, 3, 625031, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 205,  9,  8,  137, 1, 3, 571313, 42480.03, 85, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes,  98,  5, 16,  137, 1, 3, 624976, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 206,  5, 15,  137, 1, 3, 592230, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 879,  9,  8,  137, 1, 3, 571290, 42480.03, 82, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 212,  5, 14,  137, 1, 3, 557636, 42480.03, 252, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes,  94,  8,  9,  137, 1, 3, 571069, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 228,  5, 16,  137, 1, 3, 625133, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 232,  5, 16,  137, 1, 3, 625140, 42480.03, 32, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 235,  9,  8,  137, 1, 3, 571327, 42480.03, 116, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 955,  6, 13,  137, 1, 3, 612104, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 850,  5, 16,  137, 1, 3, 625089, 42480.03, 133, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 243,  5, 15,  137, 1, 3, 592048, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes,  88,  5, 16,  137, 1, 3, 625157, 42480.03, 56, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 487, 10,  7,  137, 1, 3, 557651, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 621,  7, 10,  137, 1, 3, 557639, 42480.03, 32, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 483,  5, 14,  137, 1, 3, 557659, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 580,  7, 11,  137, 1, 3, 606881, 42480.03, 0, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 484,  7, 10,  137, 1, 3, 557557, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 435,  5, 15,  137, 1, 3, 592051, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 430,  5, 15,  137, 1, 3, 591988, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 427,  5, 16,  137, 1, 3, 624741, 42480.03, 75, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 770,  6, 12,  137, 1, 3, 571048, 42480.03, 91, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 363,  6, 12,  137, 1, 3, 571300, 42480.03, 76, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 418, 10,  7,  137, 1, 3, 557678, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 571,  5, 16,  137, 1, 3, 624944, 42480.03, 0, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 491,  5, 14,  137, 1, 3, 557679, 42480.03, 75, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 412,  6, 13,  137, 1, 3, 612741, 42480.03, 252, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 756,  6, 13,  137, 1, 3, 612485, 42480.03, 66, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 747,  5, 15,  137, 1, 3, 592114, 42480.03, 71, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 647,  5, 15,  137, 1, 3, 592179, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 651,  5, 14,  137, 1, 3, 557638, 42480.03, 102, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 523, 10,  7,  137, 1, 3, 557652, 42480.03, 103, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 399,  5, 14,  137, 1, 3, 557671, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 750,  5, 15,  137, 1, 3, 592184, 42480.03, 0, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 712, 10,  7,  137, 1, 3, 557641, 42480.03, 128, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 603,  9,  8,  137, 1, 3, 571221, 42480.03, 103, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 602,  5, 16,  137, 1, 3, 625017, 42480.03, 91, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 599,  5, 15,  137, 1, 3, 592165, 42480.03, 0, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 792,  9,  8,  137, 1, 3, 570937, 42480.03, 248, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 791,  5, 14,  137, 1, 3, 557639, 42480.03, 0, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 336,  7, 11,  137, 1, 3, 606736, 42480.03, 80, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 711,  5, 14,  137, 1, 3, 557599, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 693,  5, 15,  137, 1, 3, 592218, 42480.03, 0, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 784,  7, 10,  137, 1, 3, 557608, 42480.03, 192, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 594,  9,  8,  137, 1, 3, 571273, 42480.03, 0, 0.00, 1: 70; 2: 32; 3: 1; 
HGF_Signaling_in_Keratinocytes, 347,  9,  8,  137, 1, 3, 571252, 42480.03, 103, 0.00, 1: 71; 2: 30; 3: 2; 
HGF_Signaling_in_Keratinocytes, 938, 10,  7,  138, 1, 3, 557656, 42480.03, 101, 0.00, 1: 70; 2: 31; 3: 2; 
HGF_Signaling_in_Keratinocytes, 190,  5, 14,  138, 1, 3, 557645, 42480.03, 0, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 688,  5, 15,  138, 1, 3, 592132, 42480.03, 0, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 457,  5, 14,  138, 1, 3, 557678, 42480.03, 171, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 464, 10,  7,  138, 1, 3, 557652, 42480.03, 192, 0.00, 1: 70; 2: 31; 3: 2; 
HGF_Signaling_in_Keratinocytes, 946,  5, 16,  138, 1, 3, 624963, 42480.03, 116, 0.00, 1: 70; 2: 31; 3: 2; 
HGF_Signaling_in_Keratinocytes, 945,  7, 10,  138, 1, 3, 557620, 42480.03, 97, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 887,  6, 12,  138, 1, 3, 571219, 42480.03, 0, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 660,  7, 10,  138, 1, 3, 557580, 42480.03, 252, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 662,  5, 16,  138, 1, 3, 625337, 42480.03, 0, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 864, 10,  7,  138, 1, 3, 557610, 42480.03, 12, 0.00, 1: 71; 2: 29; 3: 3; 
HGF_Signaling_in_Keratinocytes, 919, 10,  7,  138, 1, 3, 557725, 42480.03, 0, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 665,  5, 14,  138, 1, 3, 557634, 42480.03, 198, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 485,  5, 14,  138, 1, 3, 557559, 42480.03, 0, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 934,  5, 14,  138, 1, 3, 557638, 42480.03, 0, 0.00, 1: 69; 2: 33; 3: 1; 
HGF_Signaling_in_Keratinocytes, 738,  7, 11,  138, 1, 3, 606963, 42480.03, 0, 0.00, 1: 70; 2: 31; 3: 2; 
