Seed 1656949570
ARCH 0|F_ID 1|LIMIT 4
before: 
4(202)
Melhor resultado nxn: Bortezomib_Responses_in_U266_Human_Myelo, 267,  9,  8,  228, 0, 4, 570342, 12440.03, 0, 0.00, 0: 1; 1: 62; 2: 41; 3: 20; 4: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 946,  5, 16,  259, 0, 5, 622532, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 46; 3: 20; 4: 12; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 402,  5, 16,  259, 0, 5, 622609, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 42; 3: 24; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 252,  5, 15,  259, 0, 5, 590629, 12440.03, 50, 0.00, 0: 1; 1: 45; 2: 48; 3: 27; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 732,  5, 16,  259, 0, 5, 622590, 12440.03, 45, 0.00, 0: 1; 1: 49; 2: 46; 3: 21; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 121,  5, 15,  259, 0, 5, 590590, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 42; 3: 25; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 827,  5, 14,  259, 0, 5, 557157, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 46; 3: 30; 4: 4; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 380,  5, 15,  259, 0, 5, 590612, 12440.03, 6, 0.00, 0: 1; 1: 49; 2: 42; 3: 30; 4: 4; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 977,  5, 16,  259, 0, 5, 622774, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 39; 3: 28; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 299,  5, 16,  259, 0, 5, 622421, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 47; 3: 18; 4: 13; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 629,  5, 16,  260, 0, 5, 622823, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 45; 3: 30; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 307,  5, 15,  260, 0, 5, 590636, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 47; 3: 22; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 832,  5, 14,  260, 0, 5, 557213, 12440.03, 59, 0.00, 0: 1; 1: 52; 2: 38; 3: 28; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 388,  5, 14,  260, 0, 5, 557149, 12440.03, 24, 0.00, 0: 1; 1: 54; 2: 36; 3: 26; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 679,  5, 14,  260, 0, 5, 557159, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 53; 3: 22; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 587,  5, 14,  260, 0, 5, 557131, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 50; 3: 17; 4: 13; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 497,  5, 16,  260, 0, 5, 622547, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 50; 3: 25; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 268,  5, 14,  260, 0, 5, 557191, 12440.03, 1, 0.00, 0: 1; 1: 48; 2: 50; 3: 16; 4: 11; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 225,  5, 15,  260, 0, 5, 590636, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 41; 3: 24; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 362,  5, 14,  261, 0, 5, 557152, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 51; 3: 20; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 774,  5, 14,  261, 0, 5, 557146, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 36; 3: 25; 4: 6; 5: 7; 
Bortezomib_Responses_in_U266_Human_Myelo, 828,  5, 15,  261, 0, 5, 590425, 12440.03, 29, 0.00, 0: 1; 1: 49; 2: 44; 3: 23; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 744,  5, 14,  261, 0, 5, 557196, 12440.03, 52, 0.00, 0: 1; 1: 47; 2: 46; 3: 26; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo,   2,  5, 14,  261, 0, 5, 557152, 12440.03, 166, 0.00, 0: 1; 1: 48; 2: 43; 3: 28; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 720,  5, 16,  261, 0, 5, 622511, 12440.03, 51, 0.00, 0: 1; 1: 46; 2: 50; 3: 22; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 114,  5, 16,  261, 0, 5, 622649, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 54; 3: 18; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 399,  5, 14,  261, 0, 5, 557191, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 38; 3: 27; 4: 12; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  40,  5, 14,  261, 0, 5, 557202, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 42; 3: 27; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 921,  5, 15,  261, 0, 5, 590632, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 47; 3: 31; 4: 5; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 734,  5, 16,  261, 0, 5, 622488, 12440.03, 0, 0.00, 0: 1; 1: 43; 2: 50; 3: 28; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 280,  5, 15,  261, 0, 5, 590575, 12440.03, 16, 0.00, 0: 1; 1: 45; 2: 51; 3: 21; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 531,  5, 15,  261, 0, 5, 590704, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 53; 3: 18; 4: 9; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 430,  5, 15,  261, 0, 5, 590645, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 47; 3: 21; 4: 13; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 296,  5, 16,  261, 0, 5, 622544, 12440.03, 18, 0.00, 0: 1; 1: 50; 2: 43; 3: 24; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 618, 10,  7,  261, 0, 5, 557005, 12440.03, 0, 0.00, 0: 1; 1: 43; 2: 55; 3: 19; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  25,  5, 16,  262, 0, 5, 622659, 12440.03, 136, 0.00, 0: 1; 1: 48; 2: 46; 3: 23; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 327,  5, 16,  262, 0, 5, 622622, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 48; 3: 28; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 907,  5, 16,  262, 0, 5, 622717, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 45; 3: 26; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  76,  5, 16,  262, 0, 5, 622445, 12440.03, 5, 0.00, 0: 1; 1: 56; 2: 34; 3: 24; 4: 9; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 602,  5, 16,  262, 0, 5, 622482, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 44; 3: 20; 4: 11; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 822,  5, 14,  262, 0, 5, 557167, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 48; 3: 20; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo,  97,  5, 14,  262, 0, 5, 557192, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 44; 3: 22; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 385,  5, 16,  262, 0, 5, 622572, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 45; 3: 21; 4: 10; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 865,  5, 15,  262, 0, 5, 590782, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 44; 3: 18; 4: 11; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 512,  5, 15,  262, 0, 5, 590602, 12440.03, 34, 0.00, 0: 1; 1: 47; 2: 41; 3: 32; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 226,  5, 15,  262, 0, 5, 590237, 12440.03, 0, 0.00, 0: 1; 1: 49; 2: 45; 3: 18; 4: 16; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  46,  5, 16,  262, 0, 5, 622600, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 39; 3: 26; 4: 10; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 847,  5, 16,  262, 0, 5, 622544, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 40; 3: 34; 4: 7; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 613,  5, 14,  262, 0, 5, 557111, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 45; 3: 25; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 539,  5, 15,  262, 0, 5, 590588, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 40; 3: 25; 4: 13; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 881,  5, 15,  262, 0, 5, 590617, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 48; 3: 23; 4: 9; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 448,  5, 15,  263, 0, 5, 590656, 12440.03, 29, 0.00, 0: 1; 1: 45; 2: 48; 3: 25; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 187,  5, 14,  263, 0, 5, 557166, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 47; 3: 26; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 338,  5, 14,  263, 0, 5, 557189, 12440.03, 0, 0.00, 0: 1; 1: 38; 2: 59; 3: 23; 4: 7; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 221,  5, 14,  263, 0, 5, 557213, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 45; 3: 29; 4: 9; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 445,  5, 14,  263, 0, 5, 557135, 12440.03, 0, 0.00, 0: 1; 1: 43; 2: 48; 3: 29; 4: 8; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 853,  5, 16,  263, 0, 5, 622598, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 52; 3: 17; 4: 12; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 521,  5, 15,  264, 0, 5, 590624, 12440.03, 0, 0.00, 0: 1; 1: 41; 2: 53; 3: 25; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 528,  5, 15,  264, 0, 5, 590562, 12440.03, 35, 0.00, 0: 1; 1: 40; 2: 55; 3: 25; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 833,  5, 16,  264, 0, 5, 622427, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 44; 3: 28; 4: 9; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 525,  5, 15,  264, 0, 5, 590485, 12440.03, 0, 0.00, 0: 1; 1: 42; 2: 52; 3: 25; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 750,  5, 15,  264, 0, 5, 590586, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 41; 3: 28; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 128,  5, 14,  264, 0, 5, 557153, 12440.03, 7, 0.00, 0: 1; 1: 46; 2: 47; 3: 24; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 848,  5, 14,  264, 0, 5, 557172, 12440.03, 60, 0.00, 0: 1; 1: 43; 2: 49; 3: 27; 4: 8; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 966,  5, 16,  264, 0, 5, 622372, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 42; 3: 28; 4: 7; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 726,  5, 16,  265, 0, 5, 622672, 12440.03, 0, 0.00, 0: 1; 1: 40; 2: 54; 3: 26; 4: 6; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 869,  5, 14,  265, 0, 5, 557172, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 46; 3: 26; 4: 6; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 232,  5, 16,  265, 0, 5, 622418, 12440.03, 15, 0.00, 0: 1; 1: 45; 2: 49; 3: 23; 4: 7; 5: 5; 
Bortezomib_Responses_in_U266_Human_Myelo, 136,  5, 15,  266, 0, 5, 590643, 12440.03, 7, 0.00, 0: 1; 1: 51; 2: 36; 3: 28; 4: 11; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 200,  5, 16,  266, 0, 5, 622462, 12440.03, 12, 0.00, 0: 1; 1: 42; 2: 51; 3: 25; 4: 8; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 144,  5, 14,  266, 0, 5, 557162, 12440.03, 8, 0.00, 0: 1; 1: 41; 2: 51; 3: 26; 4: 10; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 654,  5, 15,  266, 0, 5, 590586, 12440.03, 0, 0.00, 0: 1; 1: 43; 2: 51; 3: 23; 4: 8; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 202,  5, 16,  267, 0, 5, 622381, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 43; 3: 23; 4: 11; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 185,  5, 15,  267, 0, 5, 590555, 12440.03, 0, 0.00, 0: 1; 1: 43; 2: 48; 3: 26; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 197,  5, 16,  268, 0, 5, 622410, 12440.03, 0, 0.00, 0: 1; 1: 42; 2: 45; 3: 34; 4: 6; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo,  32,  5, 16,  268, 0, 5, 622525, 12440.03, 0, 0.00, 0: 1; 1: 40; 2: 53; 3: 24; 4: 10; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 834,  5, 14,  268, 0, 5, 557200, 12440.03, 0, 0.00, 0: 1; 1: 45; 2: 47; 3: 25; 4: 6; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 404,  5, 15,  269, 0, 5, 590613, 12440.03, 66, 0.00, 0: 1; 1: 40; 2: 51; 3: 28; 4: 7; 5: 3; 
Bortezomib_Responses_in_U266_Human_Myelo, 294,  5, 16,  269, 0, 5, 622373, 12440.03, 0, 0.00, 0: 1; 1: 37; 2: 59; 3: 20; 4: 11; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 862,  5, 16,  270, 0, 5, 622325, 12440.03, 0, 0.00, 0: 1; 1: 42; 2: 47; 3: 27; 4: 12; 5: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 886,  5, 15,  270, 0, 5, 590647, 12440.03, 0, 0.00, 0: 1; 1: 38; 2: 55; 3: 26; 4: 6; 5: 4; 
Bortezomib_Responses_in_U266_Human_Myelo, 302,  5, 14,  272, 0, 5, 557160, 12440.03, 0, 0.00, 0: 1; 1: 44; 2: 46; 3: 26; 4: 7; 5: 6; 
Bortezomib_Responses_in_U266_Human_Myelo, 148,  5, 15,  272, 0, 5, 590406, 12440.03, 48, 0.00, 0: 1; 1: 43; 2: 47; 3: 23; 4: 14; 5: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 578,  9,  8,  229, 0, 6, 570385, 12440.03, 0, 0.00, 0: 1; 1: 61; 2: 49; 3: 9; 4: 8; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 640,  7, 11,  229, 0, 6, 604751, 12440.03, 44, 0.00, 0: 1; 1: 65; 2: 42; 3: 14; 4: 3; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 265,  8,  9,  232, 0, 6, 570253, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 54; 3: 14; 4: 4; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 262,  7, 11,  232, 0, 6, 605064, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 50; 3: 19; 4: 2; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 481,  8,  9,  232, 0, 6, 570279, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 52; 3: 17; 4: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 455,  9,  8,  233, 0, 6, 570174, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 49; 3: 19; 4: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 218, 10,  7,  235, 0, 6, 557169, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 47; 3: 15; 4: 8; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 916,  8,  9,  237, 0, 6, 570278, 12440.03, 43, 0.00, 0: 1; 1: 56; 2: 46; 3: 21; 4: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 575,  7, 11,  237, 0, 6, 604922, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 49; 3: 17; 4: 4; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 310,  9,  8,  237, 0, 6, 570356, 12440.03, 0, 0.00, 0: 1; 1: 59; 2: 42; 3: 20; 4: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  38,  7, 10,  237, 0, 6, 557033, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 49; 3: 18; 4: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 474,  7, 11,  238, 0, 6, 604969, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 46; 3: 21; 4: 4; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 962,  6, 12,  238, 0, 6, 570289, 12440.03, 0, 0.00, 0: 1; 1: 61; 2: 40; 3: 18; 4: 8; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 515,  7, 10,  239, 0, 6, 557179, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 46; 3: 20; 4: 5; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 788,  6, 13,  239, 0, 6, 610114, 12440.03, 64, 0.00, 0: 1; 1: 55; 2: 51; 3: 15; 4: 4; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 269,  6, 12,  239, 0, 6, 570294, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 46; 3: 17; 4: 7; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 985,  6, 12,  239, 0, 6, 570292, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 51; 3: 22; 4: 2; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 520,  6, 13,  239, 0, 6, 610354, 12440.03, 34, 0.00, 0: 1; 1: 57; 2: 45; 3: 18; 4: 8; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 619,  6, 13,  240, 0, 6, 610393, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 45; 3: 19; 4: 5; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  91, 10,  7,  240, 0, 6, 557172, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 46; 3: 24; 4: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 527,  6, 13,  240, 0, 6, 610150, 12440.03, 0, 0.00, 0: 1; 1: 59; 2: 39; 3: 23; 4: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 808,  6, 12,  240, 0, 6, 570317, 12440.03, 58, 0.00, 0: 1; 1: 55; 2: 47; 3: 21; 4: 3; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 564,  6, 12,  241, 0, 6, 570365, 12440.03, 31, 0.00, 0: 1; 1: 48; 2: 59; 3: 16; 4: 4; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 414,  7, 11,  241, 0, 6, 605036, 12440.03, 0, 0.00, 0: 1; 1: 55; 2: 46; 3: 21; 4: 5; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 186, 10,  7,  241, 0, 6, 557199, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 49; 3: 17; 4: 8; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 237,  6, 12,  241, 0, 6, 570342, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 53; 3: 16; 4: 6; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 116,  7, 10,  242, 0, 6, 557174, 12440.03, 6, 0.00, 0: 1; 1: 58; 2: 41; 3: 21; 4: 7; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 895,  6, 13,  242, 0, 6, 610223, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 47; 3: 17; 4: 6; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 247,  7, 10,  242, 0, 6, 557202, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 47; 3: 20; 4: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 384,  6, 12,  242, 0, 6, 570276, 12440.03, 25, 0.00, 0: 1; 1: 55; 2: 49; 3: 15; 4: 7; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 668,  7, 10,  242, 0, 6, 557210, 12440.03, 36, 0.00, 0: 1; 1: 51; 2: 51; 3: 22; 4: 3; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 687,  6, 12,  242, 0, 6, 570355, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 57; 3: 13; 4: 7; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 270,  7, 11,  243, 0, 6, 604809, 12440.03, 0, 0.00, 0: 1; 1: 57; 2: 40; 3: 25; 4: 5; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 489,  7, 10,  243, 0, 6, 557110, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 49; 3: 19; 4: 6; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 878,  6, 13,  243, 0, 6, 610327, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 45; 3: 23; 4: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 608,  6, 12,  244, 0, 6, 570262, 12440.03, 42, 0.00, 0: 1; 1: 51; 2: 51; 3: 21; 4: 3; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo,  47,  7, 11,  244, 0, 6, 604798, 12440.03, 0, 0.00, 0: 1; 1: 48; 2: 53; 3: 25; 4: 1; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 312,  9,  8,  244, 0, 6, 570344, 12440.03, 20, 0.00, 0: 1; 1: 58; 2: 39; 3: 22; 4: 9; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 904,  6, 12,  244, 0, 6, 570392, 12440.03, 62, 0.00, 0: 1; 1: 52; 2: 46; 3: 26; 4: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 604,  8,  9,  245, 0, 6, 570327, 12440.03, 27, 0.00, 0: 1; 1: 50; 2: 51; 3: 22; 4: 4; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 471,  6, 13,  245, 0, 6, 610052, 12440.03, 0, 0.00, 0: 1; 1: 58; 2: 40; 3: 22; 4: 6; 5: 1; 6: 2; 
Bortezomib_Responses_in_U266_Human_Myelo, 378,  6, 12,  245, 0, 6, 570298, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 48; 3: 21; 4: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 120,  7, 11,  245, 0, 6, 604940, 12440.03, 6, 0.00, 0: 1; 1: 55; 2: 46; 3: 19; 4: 5; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 949,  6, 13,  245, 0, 6, 610161, 12440.03, 0, 0.00, 0: 1; 1: 52; 2: 47; 3: 25; 4: 2; 5: 2; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 565,  6, 13,  245, 0, 6, 610127, 12440.03, 0, 0.00, 0: 1; 1: 56; 2: 45; 3: 19; 4: 4; 5: 4; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 664,  6, 13,  246, 0, 6, 610236, 12440.03, 45, 0.00, 0: 1; 1: 53; 2: 45; 3: 24; 4: 5; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 583,  6, 13,  246, 0, 6, 610202, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 51; 3: 20; 4: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 799,  6, 12,  246, 0, 6, 570320, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 45; 3: 21; 4: 7; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 975,  6, 13,  247, 0, 6, 610252, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 49; 3: 24; 4: 4; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 387,  6, 13,  247, 0, 6, 610370, 12440.03, 0, 0.00, 0: 1; 1: 50; 2: 50; 3: 21; 4: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 409,  6, 12,  247, 0, 6, 570300, 12440.03, 0, 0.00, 0: 1; 1: 47; 2: 55; 3: 20; 4: 6; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 885,  6, 13,  247, 0, 6, 610152, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 49; 3: 21; 4: 6; 5: 1; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 955,  6, 13,  247, 0, 6, 610355, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 48; 3: 16; 4: 7; 5: 3; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 305,  6, 13,  247, 0, 6, 610253, 12440.03, 0, 0.00, 0: 1; 1: 53; 2: 44; 3: 24; 4: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 930,  6, 13,  247, 0, 6, 610377, 12440.03, 0, 0.00, 0: 1; 1: 51; 2: 48; 3: 22; 4: 7; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 683,  6, 13,  247, 0, 6, 610022, 12440.03, 0, 0.00, 0: 1; 1: 54; 2: 49; 3: 16; 4: 4; 5: 5; 6: 1; 
Bortezomib_Responses_in_U266_Human_Myelo, 323,  6, 13,  248, 0, 6, 610273, 12440.03, 0, 0.00, 0: 1; 1: 46; 2: 57; 3: 19; 4: 5; 5: 1; 6: 1; 
