Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
3(591)
Melhor resultado nxn: Differentiation_of_T_lymphocytes, 549,  7,  8,  130, 0, 3, 439086, 30005.01, 0, 0.00, 0: 8; 1: 52; 2: 33; 3: 4; 
Differentiation_of_T_lymphocytes, 506,  8,  7,  139, 0, 4, 439299, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 37; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 551,  7,  8,  139, 0, 4, 439170, 30005.01, 0, 0.00, 0: 8; 1: 49; 2: 31; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 243,  7,  8,  139, 0, 4, 439213, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 41; 3: 3; 4: 1; 
Differentiation_of_T_lymphocytes, 352,  7,  8,  139, 0, 4, 439146, 30005.01, 7, 0.00, 0: 8; 1: 47; 2: 35; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 334,  7,  8,  139, 0, 4, 439296, 30005.01, 0, 0.00, 0: 8; 1: 48; 2: 33; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 183,  5, 12,  140, 0, 4, 464069, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 36; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 138,  7,  8,  140, 0, 4, 439231, 30005.01, 59, 0.00, 0: 8; 1: 44; 2: 40; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 863,  5, 10,  140, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 47; 2: 35; 3: 5; 4: 2; 
Differentiation_of_T_lymphocytes, 346,  7,  8,  140, 0, 4, 439216, 30005.01, 2, 0.00, 0: 8; 1: 47; 2: 34; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 350,  6,  9,  140, 0, 4, 426001, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 36; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 928,  7,  8,  140, 0, 4, 439192, 30005.01, 7, 0.00, 0: 8; 1: 45; 2: 38; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes,  60,  6,  9,  141, 0, 4, 426028, 30005.01, 221, 0.00, 0: 8; 1: 46; 2: 35; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 694,  7,  8,  141, 0, 4, 439243, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 35; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 296,  5, 12,  141, 0, 4, 464069, 30005.01, 32, 0.00, 0: 8; 1: 46; 2: 35; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes,  44,  5, 12,  141, 0, 4, 464107, 30005.01, 32, 0.00, 0: 8; 1: 49; 2: 29; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 798,  5, 11,  142, 0, 4, 432249, 30005.01, 0, 0.00, 0: 8; 1: 48; 2: 30; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 743,  9,  6,  142, 0, 4, 426055, 30005.01, 0, 0.00, 0: 8; 1: 48; 2: 30; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 360,  5, 12,  143, 0, 4, 464126, 30005.01, 32, 0.00, 0: 8; 1: 46; 2: 35; 3: 5; 4: 3; 
Differentiation_of_T_lymphocytes, 741,  5, 10,  143, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 40; 3: 4; 4: 2; 
Differentiation_of_T_lymphocytes, 386,  5, 12,  143, 0, 4, 463863, 30005.01, 0, 0.00, 0: 8; 1: 48; 2: 29; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 411,  6,  9,  143, 0, 4, 425996, 30005.01, 60, 0.00, 0: 8; 1: 46; 2: 34; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 768,  8,  7,  143, 0, 4, 439184, 30005.01, 240, 0.00, 0: 8; 1: 44; 2: 37; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 310,  5, 12,  143, 0, 4, 464193, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 179,  8,  7,  143, 0, 4, 439127, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 39; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 412,  5, 11,  143, 0, 4, 432188, 30005.01, 221, 0.00, 0: 8; 1: 45; 2: 35; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes,   5,  6,  9,  143, 0, 4, 426061, 30005.01, 127, 0.00, 0: 8; 1: 45; 2: 35; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes,  32,  5, 11,  143, 0, 4, 432137, 30005.01, 5, 0.00, 0: 8; 1: 45; 2: 35; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 925,  9,  6,  143, 0, 4, 426019, 30005.01, 85, 0.00, 0: 8; 1: 45; 2: 35; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 496,  9,  6,  143, 0, 4, 425982, 30005.01, 4, 0.00, 0: 8; 1: 43; 2: 39; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes,  26,  5, 10,  143, 0, 4, 395675, 30005.01, 2, 0.00, 0: 8; 1: 43; 2: 40; 3: 4; 4: 2; 
Differentiation_of_T_lymphocytes,  53,  8,  7,  143, 0, 4, 439173, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 35; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 473,  7,  8,  144, 0, 4, 439132, 30005.01, 118, 0.00, 0: 8; 1: 39; 2: 46; 3: 3; 4: 1; 
Differentiation_of_T_lymphocytes, 651,  6,  9,  144, 0, 4, 426041, 30005.01, 60, 0.00, 0: 8; 1: 40; 2: 44; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 746,  9,  6,  144, 0, 4, 426005, 30005.01, 76, 0.00, 0: 8; 1: 43; 2: 38; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 639,  9,  6,  144, 0, 4, 426041, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 44; 3: 4; 4: 1; 
Differentiation_of_T_lymphocytes, 218,  5, 11,  144, 0, 4, 432253, 30005.01, 2, 0.00, 0: 8; 1: 45; 2: 34; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 150,  6,  9,  144, 0, 4, 426126, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 38; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes,  88,  8,  7,  144, 0, 4, 439180, 30005.01, 88, 0.00, 0: 8; 1: 44; 2: 36; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 691,  9,  6,  144, 0, 4, 426039, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 34; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 728,  6,  9,  144, 0, 4, 426132, 30005.01, 216, 0.00, 0: 8; 1: 44; 2: 36; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 380,  5, 11,  144, 0, 4, 432230, 30005.01, 221, 0.00, 0: 8; 1: 46; 2: 32; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 197,  5, 12,  144, 0, 4, 464193, 30005.01, 85, 0.00, 0: 8; 1: 41; 2: 42; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 476,  8,  7,  145, 0, 4, 439182, 30005.01, 221, 0.00, 0: 8; 1: 41; 2: 41; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 570,  5, 12,  145, 0, 4, 463966, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 36; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 838,  5, 12,  145, 0, 4, 464092, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 37; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 399,  6,  9,  145, 0, 4, 426161, 30005.01, 0, 0.00, 0: 8; 1: 46; 2: 31; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 264,  9,  6,  145, 0, 4, 426031, 30005.01, 64, 0.00, 0: 8; 1: 43; 2: 37; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 463,  5, 11,  145, 0, 4, 432216, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 40; 3: 5; 4: 2; 
Differentiation_of_T_lymphocytes, 724,  8,  7,  146, 0, 4, 439125, 30005.01, 221, 0.00, 0: 8; 1: 43; 2: 36; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 203,  8,  7,  146, 0, 4, 439166, 30005.01, 59, 0.00, 0: 8; 1: 40; 2: 42; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 649,  5, 11,  146, 0, 4, 432212, 30005.01, 111, 0.00, 0: 8; 1: 42; 2: 39; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 718,  5, 10,  146, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 38; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 291,  5, 11,  146, 0, 4, 432175, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 32; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 560,  6,  9,  146, 0, 4, 426147, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 38; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 762,  5, 10,  146, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 41; 3: 5; 4: 2; 
Differentiation_of_T_lymphocytes, 126,  8,  7,  146, 0, 4, 439295, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 35; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 930,  9,  6,  147, 0, 4, 426112, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 40; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 235,  7,  8,  147, 0, 4, 439199, 30005.01, 109, 0.00, 0: 8; 1: 40; 2: 41; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 318,  5, 11,  147, 0, 4, 432127, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 32; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes,  51,  5, 11,  147, 0, 4, 432244, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 36; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 544,  6,  9,  147, 0, 4, 426148, 30005.01, 7, 0.00, 0: 8; 1: 42; 2: 37; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 372,  8,  7,  147, 0, 4, 439292, 30005.01, 9, 0.00, 0: 8; 1: 38; 2: 45; 3: 5; 4: 1; 
Differentiation_of_T_lymphocytes, 336,  5, 11,  147, 0, 4, 432255, 30005.01, 32, 0.00, 0: 8; 1: 43; 2: 35; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 403,  8,  7,  147, 0, 4, 439183, 30005.01, 0, 0.00, 0: 8; 1: 45; 2: 31; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 829,  6,  9,  147, 0, 4, 425961, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 41; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 167,  5, 11,  147, 0, 4, 432202, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 37; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 301,  5, 11,  147, 0, 4, 432380, 30005.01, 51, 0.00, 0: 8; 1: 41; 2: 39; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 903,  6,  9,  147, 0, 4, 426096, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 33; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 842,  7,  8,  147, 0, 4, 439356, 30005.01, 2, 0.00, 0: 8; 1: 42; 2: 37; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 194,  5, 12,  147, 0, 4, 463975, 30005.01, 59, 0.00, 0: 8; 1: 41; 2: 39; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 406,  5, 12,  147, 0, 4, 464060, 30005.01, 0, 0.00, 0: 8; 1: 44; 2: 34; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 735,  5, 11,  147, 0, 4, 432274, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 35; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes,  83,  5, 12,  147, 0, 4, 463826, 30005.01, 59, 0.00, 0: 8; 1: 43; 2: 35; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 812,  5, 10,  147, 0, 4, 395675, 30005.01, 48, 0.00, 0: 8; 1: 43; 2: 35; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 722,  5, 10,  148, 0, 4, 395675, 30005.01, 2, 0.00, 0: 8; 1: 42; 2: 36; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 195,  7,  8,  148, 0, 4, 439244, 30005.01, 59, 0.00, 0: 8; 1: 40; 2: 40; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 846,  7,  8,  148, 0, 4, 439067, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 40; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 351,  9,  6,  148, 0, 4, 426160, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 34; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 237,  5, 11,  148, 0, 4, 432245, 30005.01, 115, 0.00, 0: 8; 1: 42; 2: 36; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 764,  9,  6,  148, 0, 4, 426111, 30005.01, 1, 0.00, 0: 8; 1: 44; 2: 33; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 228,  6,  9,  148, 0, 4, 426118, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 40; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 440,  6,  9,  148, 0, 4, 426073, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 40; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 367,  5, 10,  148, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 36; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 510,  5, 11,  148, 0, 4, 432204, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 38; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes,  14,  5, 11,  148, 0, 4, 432034, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 38; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 453,  5, 12,  148, 0, 4, 464046, 30005.01, 85, 0.00, 0: 8; 1: 44; 2: 32; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 171,  5, 11,  149, 0, 4, 432230, 30005.01, 108, 0.00, 0: 8; 1: 39; 2: 41; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 856,  5, 11,  149, 0, 4, 432141, 30005.01, 88, 0.00, 0: 8; 1: 42; 2: 36; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 555,  6,  9,  149, 0, 4, 425989, 30005.01, 78, 0.00, 0: 8; 1: 42; 2: 35; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 420,  5, 10,  149, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 35; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 750,  5, 12,  149, 0, 4, 464054, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 41; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 134,  5, 11,  149, 0, 4, 432168, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 37; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 212,  5, 11,  149, 0, 4, 432142, 30005.01, 221, 0.00, 0: 8; 1: 42; 2: 35; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 948,  5, 12,  149, 0, 4, 464041, 30005.01, 26, 0.00, 0: 8; 1: 41; 2: 37; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 695,  5, 10,  149, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 40; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 667,  9,  6,  149, 0, 4, 426011, 30005.01, 60, 0.00, 0: 8; 1: 39; 2: 41; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 423,  5, 10,  149, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 34; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 709,  9,  6,  149, 0, 4, 426091, 30005.01, 85, 0.00, 0: 8; 1: 39; 2: 41; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes,   4,  5, 11,  149, 0, 4, 432118, 30005.01, 61, 0.00, 0: 8; 1: 41; 2: 37; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 584,  9,  6,  149, 0, 4, 426096, 30005.01, 64, 0.00, 0: 8; 1: 39; 2: 41; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 989,  5, 10,  149, 0, 4, 395675, 30005.01, 85, 0.00, 0: 8; 1: 41; 2: 38; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 972,  5, 10,  149, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 36; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes,  12,  5, 11,  149, 0, 4, 432181, 30005.01, 61, 0.00, 0: 8; 1: 39; 2: 42; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 577,  5, 12,  149, 0, 4, 464056, 30005.01, 111, 0.00, 0: 8; 1: 40; 2: 39; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes,  18,  5, 11,  150, 0, 4, 432100, 30005.01, 2, 0.00, 0: 8; 1: 40; 2: 38; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 725,  5, 10,  150, 0, 4, 395675, 30005.01, 85, 0.00, 0: 8; 1: 39; 2: 41; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 481,  9,  6,  150, 0, 4, 426043, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 44; 3: 7; 4: 1; 
Differentiation_of_T_lymphocytes, 140,  8,  7,  150, 0, 4, 439272, 30005.01, 221, 0.00, 0: 8; 1: 38; 2: 42; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 422,  5, 12,  150, 0, 4, 463866, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 39; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 613,  5, 10,  150, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 40; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 428,  5, 10,  150, 0, 4, 395675, 30005.01, 98, 0.00, 0: 8; 1: 40; 2: 38; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 885,  5, 12,  150, 0, 4, 464107, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 36; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 729,  5, 12,  150, 0, 4, 463870, 30005.01, 119, 0.00, 0: 8; 1: 36; 2: 46; 3: 6; 4: 1; 
Differentiation_of_T_lymphocytes, 100,  5, 11,  150, 0, 4, 432120, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 34; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 181,  5, 10,  150, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 40; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 595,  5, 12,  150, 0, 4, 464189, 30005.01, 60, 0.00, 0: 8; 1: 41; 2: 36; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 592,  5, 12,  150, 0, 4, 463983, 30005.01, 64, 0.00, 0: 8; 1: 40; 2: 38; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes,  82,  5, 11,  150, 0, 4, 432245, 30005.01, 59, 0.00, 0: 8; 1: 42; 2: 34; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 913,  5, 10,  150, 0, 4, 395675, 30005.01, 112, 0.00, 0: 8; 1: 39; 2: 40; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 357,  5, 11,  150, 0, 4, 432206, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 40; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes,  62,  8,  7,  150, 0, 4, 439177, 30005.01, 0, 0.00, 0: 8; 1: 43; 2: 32; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 933,  5, 12,  150, 0, 4, 464107, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 42; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 565,  5, 11,  150, 0, 4, 432197, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 40; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 250,  5, 12,  150, 0, 4, 463955, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 34; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 949,  5, 10,  150, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 35; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 957,  5, 10,  150, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 38; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 734,  5, 11,  151, 0, 4, 432234, 30005.01, 0, 0.00, 0: 8; 1: 42; 2: 34; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 226,  5, 12,  151, 0, 4, 464018, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 37; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 911,  4, 13,  151, 0, 4, 410763, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 36; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 216,  5, 10,  151, 0, 4, 395675, 30005.01, 216, 0.00, 0: 8; 1: 38; 2: 41; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 101,  5, 12,  151, 0, 4, 464052, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 40; 3: 8; 4: 2; 
Differentiation_of_T_lymphocytes, 840,  9,  6,  151, 0, 4, 426151, 30005.01, 64, 0.00, 0: 8; 1: 40; 2: 37; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 528,  5, 11,  151, 0, 4, 432111, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 39; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 339,  6,  9,  151, 0, 4, 426050, 30005.01, 60, 0.00, 0: 8; 1: 42; 2: 33; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 487,  5, 12,  151, 0, 4, 464083, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 39; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 441,  5, 10,  151, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 39; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 636,  5, 11,  151, 0, 4, 432192, 30005.01, 1, 0.00, 0: 8; 1: 41; 2: 36; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 541,  5, 12,  152, 0, 4, 464093, 30005.01, 85, 0.00, 0: 8; 1: 37; 2: 43; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 111,  5, 11,  152, 0, 4, 432105, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 34; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes,  21,  5, 10,  152, 0, 4, 395675, 30005.01, 85, 0.00, 0: 8; 1: 38; 2: 40; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 143,  5, 10,  152, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 38; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 971,  5, 10,  152, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 36; 2: 45; 3: 6; 4: 2; 
Differentiation_of_T_lymphocytes, 853,  5, 11,  152, 0, 4, 432161, 30005.01, 85, 0.00, 0: 8; 1: 39; 2: 38; 3: 11; 4: 1; 
Differentiation_of_T_lymphocytes, 444,  5, 12,  152, 0, 4, 464045, 30005.01, 2, 0.00, 0: 8; 1: 41; 2: 35; 3: 11; 4: 2; 
Differentiation_of_T_lymphocytes, 769,  5, 12,  152, 0, 4, 464201, 30005.01, 111, 0.00, 0: 8; 1: 38; 2: 40; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 770,  5, 11,  152, 0, 4, 432184, 30005.01, 2, 0.00, 0: 8; 1: 42; 2: 33; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 572,  4, 14,  152, 0, 4, 439248, 30005.01, 1, 0.00, 0: 8; 1: 43; 2: 30; 3: 15; 4: 1; 
Differentiation_of_T_lymphocytes, 665,  5, 10,  152, 0, 4, 395675, 30005.01, 119, 0.00, 0: 8; 1: 42; 2: 32; 3: 14; 4: 1; 
Differentiation_of_T_lymphocytes, 938,  5, 12,  152, 0, 4, 464056, 30005.01, 76, 0.00, 0: 8; 1: 38; 2: 40; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 939,  4, 14,  152, 0, 4, 439316, 30005.01, 49, 0.00, 0: 8; 1: 41; 2: 34; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 788,  5, 12,  152, 0, 4, 464284, 30005.01, 221, 0.00, 0: 8; 1: 40; 2: 36; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 877,  5, 12,  152, 0, 4, 464071, 30005.01, 32, 0.00, 0: 8; 1: 39; 2: 39; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 113,  5, 12,  152, 0, 4, 464102, 30005.01, 0, 0.00, 0: 8; 1: 37; 2: 43; 3: 7; 4: 2; 
Differentiation_of_T_lymphocytes, 433,  6,  9,  152, 0, 4, 426074, 30005.01, 0, 0.00, 0: 8; 1: 39; 2: 39; 3: 9; 4: 2; 
Differentiation_of_T_lymphocytes, 114,  6,  9,  152, 0, 4, 426090, 30005.01, 0, 0.00, 0: 8; 1: 38; 2: 40; 3: 10; 4: 1; 
Differentiation_of_T_lymphocytes, 892,  4, 14,  152, 0, 4, 439268, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 36; 3: 12; 4: 1; 
Differentiation_of_T_lymphocytes, 995,  5, 12,  152, 0, 4, 464000, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 37; 3: 10; 4: 2; 
Differentiation_of_T_lymphocytes, 302,  6,  9,  152, 0, 4, 426045, 30005.01, 32, 0.00, 0: 8; 1: 37; 2: 42; 3: 9; 4: 1; 
Differentiation_of_T_lymphocytes, 873,  5, 10,  152, 0, 4, 395675, 30005.01, 73, 0.00, 0: 8; 1: 36; 2: 44; 3: 8; 4: 1; 
Differentiation_of_T_lymphocytes, 530,  5, 12,  153, 0, 4, 464184, 30005.01, 2, 0.00, 0: 8; 1: 40; 2: 35; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 945,  5, 10,  153, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 35; 3: 13; 4: 1; 
Differentiation_of_T_lymphocytes, 485,  5, 10,  153, 0, 4, 395675, 30005.01, 0, 0.00, 0: 8; 1: 41; 2: 34; 3: 12; 4: 2; 
Differentiation_of_T_lymphocytes, 382,  4, 14,  153, 0, 4, 439200, 30005.01, 0, 0.00, 0: 8; 1: 40; 2: 37; 3: 9; 4: 3; 
