Seed 1656949570
ARCH 0|F_ID 3|LIMIT 4
before: 
04(519)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 974, 10, 10,  236, 0, 4, 795976, 55407.78, 0, 0.00, 0: 25; 1: 48; 2: 48; 3: 24; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 927,  7, 13,  270, 0, 4, 728910, 55407.78, 0, 0.00, 0: 25; 1: 34; 2: 47; 3: 34; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 750,  7, 15,  270, 0, 4, 826790, 55407.78, 0, 0.00, 0: 25; 1: 34; 2: 47; 3: 34; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 753,  6, 17,  270, 0, 4, 805116, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 43; 3: 33; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 357,  7, 15,  270, 0, 4, 826817, 55407.78, 0, 0.00, 0: 25; 1: 28; 2: 59; 3: 28; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 206, 10, 10,  270, 0, 4, 795871, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 47; 3: 31; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 204,  7, 13,  270, 0, 4, 728910, 55407.78, 25, 0.00, 0: 25; 1: 29; 2: 57; 3: 29; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 304,  7, 14,  270, 0, 4, 780754, 55407.78, 33, 0.00, 0: 25; 1: 32; 2: 55; 3: 24; 4: 14; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 268,  7, 13,  271, 0, 4, 728910, 55407.78, 77, 0.00, 0: 25; 1: 32; 2: 48; 3: 37; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 973, 12,  8,  271, 0, 4, 764398, 55407.78, 0, 0.00, 0: 25; 1: 33; 2: 46; 3: 38; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 208, 11,  9,  271, 0, 4, 786092, 55407.78, 26, 0.00, 0: 25; 1: 28; 2: 56; 3: 33; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 695,  6, 16,  271, 0, 4, 764441, 55407.78, 0, 0.00, 0: 25; 1: 36; 2: 44; 3: 33; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 346,  7, 13,  272, 0, 4, 728910, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 39; 3: 30; 4: 16; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 252,  7, 13,  272, 0, 4, 728910, 55407.78, 72, 0.00, 0: 25; 1: 30; 2: 47; 3: 44; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 141,  7, 14,  272, 0, 4, 780828, 55407.78, 0, 0.00, 0: 25; 1: 36; 2: 43; 3: 34; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 483,  7, 13,  272, 0, 4, 728910, 55407.78, 0, 0.00, 0: 25; 1: 31; 2: 49; 3: 37; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 811,  6, 18,  273, 0, 4, 846332, 55407.78, 0, 0.00, 0: 25; 1: 34; 2: 46; 3: 33; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 136,  6, 16,  273, 0, 4, 764380, 55407.78, 21, 0.00, 0: 25; 1: 32; 2: 49; 3: 33; 4: 11; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 857,  6, 18,  273, 0, 4, 846461, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 40; 3: 36; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 516,  7, 15,  273, 0, 4, 826637, 55407.78, 0, 0.00, 0: 25; 1: 32; 2: 46; 3: 39; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 880,  6, 18,  275, 0, 4, 846428, 55407.78, 83, 0.00, 0: 25; 1: 30; 2: 52; 3: 31; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 971,  6, 16,  275, 0, 4, 764354, 55407.78, 0, 0.00, 0: 25; 1: 31; 2: 50; 3: 32; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 368,  6, 17,  275, 0, 4, 805138, 55407.78, 37, 0.00, 0: 25; 1: 32; 2: 49; 3: 31; 4: 13; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  23,  6, 16,  275, 0, 4, 764411, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 43; 3: 34; 4: 13; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 340,  6, 17,  276, 0, 4, 804921, 55407.78, 49, 0.00, 0: 25; 1: 34; 2: 47; 3: 28; 4: 16; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 336,  7, 13,  277, 0, 4, 728910, 55407.78, 34, 0.00, 0: 25; 1: 29; 2: 49; 3: 38; 4: 9; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  31,  7, 13,  277, 0, 4, 728910, 55407.78, 0, 0.00, 0: 25; 1: 33; 2: 40; 3: 44; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 108,  8, 12,  278, 0, 4, 764483, 55407.78, 49, 0.00, 0: 25; 1: 25; 2: 55; 3: 37; 4: 8; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 688,  6, 17,  278, 0, 4, 805064, 55407.78, 57, 0.00, 0: 25; 1: 32; 2: 46; 3: 34; 4: 13; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 592,  6, 16,  278, 0, 4, 764426, 55407.78, 49, 0.00, 0: 25; 1: 30; 2: 50; 3: 32; 4: 13; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 716,  6, 18,  279, 0, 4, 846140, 55407.78, 83, 0.00, 0: 25; 1: 28; 2: 52; 3: 33; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 393,  6, 17,  279, 0, 4, 805170, 55407.78, 0, 0.00, 0: 25; 1: 32; 2: 46; 3: 33; 4: 14; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 910,  6, 18,  279, 0, 4, 846281, 55407.78, 0, 0.00, 0: 25; 1: 33; 2: 41; 3: 40; 4: 11; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 561,  6, 17,  280, 0, 4, 805222, 55407.78, 0, 0.00, 0: 25; 1: 32; 2: 43; 3: 38; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 477,  6, 18,  280, 0, 4, 846301, 55407.78, 0, 0.00, 0: 25; 1: 33; 2: 41; 3: 39; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 332,  7, 13,  281, 0, 4, 728910, 55407.78, 77, 0.00, 0: 25; 1: 32; 2: 40; 3: 43; 4: 10; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 645,  6, 16,  282, 0, 4, 764437, 55407.78, 0, 0.00, 0: 25; 1: 34; 2: 40; 3: 36; 4: 15; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 283,  7, 14,  285, 0, 4, 780718, 55407.78, 0, 0.00, 0: 25; 1: 29; 2: 44; 3: 40; 4: 12; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 124,  8, 12,  240, 0, 5, 764382, 55407.78, 3, 0.00, 0: 25; 1: 50; 2: 40; 3: 31; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 129, 11,  9,  240, 0, 5, 786106, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 52; 3: 25; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 996, 11,  9,  242, 0, 5, 786078, 55407.78, 6, 0.00, 0: 25; 1: 44; 2: 49; 3: 29; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 654,  9, 11,  242, 0, 5, 786184, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 50; 3: 27; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 493, 10, 10,  242, 0, 5, 796165, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 51; 3: 25; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  15,  8, 12,  243, 0, 5, 764345, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 49; 3: 28; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 714, 10, 10,  243, 0, 5, 795979, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 49; 3: 28; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 421, 10, 10,  243, 0, 5, 796003, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 54; 3: 21; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 745,  8, 12,  243, 0, 5, 764476, 55407.78, 0, 0.00, 0: 25; 1: 48; 2: 45; 3: 24; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 790,  9, 11,  243, 0, 5, 786088, 55407.78, 0, 0.00, 0: 25; 1: 46; 2: 48; 3: 24; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 205, 11,  9,  244, 0, 5, 786199, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 58; 3: 24; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  46,  9, 11,  244, 0, 5, 786177, 55407.78, 0, 0.00, 0: 25; 1: 48; 2: 41; 3: 31; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 503,  9, 11,  244, 0, 5, 786031, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 57; 3: 26; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 947,  8, 12,  245, 0, 5, 764295, 55407.78, 0, 0.00, 0: 25; 1: 45; 2: 48; 3: 25; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 510, 10, 10,  245, 0, 5, 796163, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 52; 3: 26; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 353, 11,  9,  246, 0, 5, 786109, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 52; 3: 28; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 485,  8, 12,  246, 0, 5, 764449, 55407.78, 0, 0.00, 0: 25; 1: 45; 2: 43; 3: 34; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 420, 11,  9,  246, 0, 5, 786093, 55407.78, 10, 0.00, 0: 25; 1: 47; 2: 46; 3: 22; 4: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 869, 11,  9,  246, 0, 5, 786133, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 48; 3: 27; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 479,  9, 11,  247, 0, 5, 786012, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 50; 3: 28; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 539,  9, 11,  247, 0, 5, 786072, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 57; 3: 23; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 943,  8, 12,  248, 0, 5, 764342, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 49; 3: 29; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 307,  9, 11,  248, 0, 5, 786152, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 54; 3: 26; 4: 3; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 788,  8, 12,  248, 0, 5, 764388, 55407.78, 73, 0.00, 0: 25; 1: 43; 2: 48; 3: 28; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 182,  8, 12,  248, 0, 5, 764354, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 45; 3: 34; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 386,  8, 12,  248, 0, 5, 764377, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 52; 3: 26; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  13, 11,  9,  249, 0, 5, 786210, 55407.78, 127, 0.00, 0: 25; 1: 42; 2: 50; 3: 26; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 209, 11,  9,  249, 0, 5, 786033, 55407.78, 0, 0.00, 0: 25; 1: 46; 2: 40; 3: 34; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 751, 12,  8,  249, 0, 5, 764390, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 53; 3: 26; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 253,  9, 11,  249, 0, 5, 786191, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 50; 3: 29; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 462,  9, 11,  249, 0, 5, 786128, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 44; 3: 32; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 848, 11,  9,  249, 0, 5, 786093, 55407.78, 78, 0.00, 0: 25; 1: 38; 2: 55; 3: 28; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 818,  8, 12,  250, 0, 5, 764326, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 53; 3: 31; 4: 2; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 937,  9, 11,  250, 0, 5, 786064, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 48; 3: 23; 4: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 526,  8, 12,  250, 0, 5, 764334, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 50; 3: 29; 4: 3; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  69,  9, 11,  250, 0, 5, 786029, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 55; 3: 27; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 849,  8, 12,  250, 0, 5, 764379, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 50; 3: 28; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   7, 10, 10,  250, 0, 5, 795906, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 51; 3: 29; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 180,  9, 11,  250, 0, 5, 786125, 55407.78, 19, 0.00, 0: 25; 1: 38; 2: 56; 3: 25; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 372,  8, 12,  250, 0, 5, 764371, 55407.78, 37, 0.00, 0: 25; 1: 45; 2: 46; 3: 25; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 210, 12,  8,  250, 0, 5, 764390, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 52; 3: 27; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 143,  8, 12,  251, 0, 5, 764323, 55407.78, 0, 0.00, 0: 25; 1: 36; 2: 59; 3: 24; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 371,  7, 15,  251, 0, 5, 826736, 55407.78, 0, 0.00, 0: 25; 1: 45; 2: 43; 3: 29; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 139, 10, 10,  251, 0, 5, 796021, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 55; 3: 29; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 672,  8, 12,  251, 0, 5, 764411, 55407.78, 55, 0.00, 0: 25; 1: 42; 2: 48; 3: 28; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 684,  9, 11,  251, 0, 5, 786264, 55407.78, 57, 0.00, 0: 25; 1: 38; 2: 54; 3: 28; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 400,  7, 15,  251, 0, 5, 826814, 55407.78, 39, 0.00, 0: 25; 1: 40; 2: 51; 3: 28; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 433,  8, 12,  251, 0, 5, 764313, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 55; 3: 26; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 956,  8, 12,  251, 0, 5, 764372, 55407.78, 77, 0.00, 0: 25; 1: 42; 2: 47; 3: 30; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 358,  7, 14,  252, 0, 5, 780842, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 50; 3: 24; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  20, 11,  9,  252, 0, 5, 786247, 55407.78, 99, 0.00, 0: 25; 1: 43; 2: 43; 3: 34; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  75,  9, 11,  252, 0, 5, 785851, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 43; 3: 31; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 347,  7, 15,  252, 0, 5, 826743, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 45; 3: 30; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 540,  7, 15,  252, 0, 5, 826819, 55407.78, 10, 0.00, 0: 25; 1: 45; 2: 42; 3: 30; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 544,  7, 14,  252, 0, 5, 780746, 55407.78, 48, 0.00, 0: 25; 1: 42; 2: 49; 3: 27; 4: 4; 5: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 686, 12,  8,  252, 0, 5, 764343, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 48; 3: 27; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 119, 12,  8,  252, 0, 5, 764443, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 48; 3: 30; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 265,  7, 14,  252, 0, 5, 780574, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 47; 3: 23; 4: 10; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  94, 12,  8,  252, 0, 5, 764303, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 46; 3: 31; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 697,  7, 14,  253, 0, 5, 780841, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 56; 3: 23; 4: 6; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 356, 11,  9,  253, 0, 5, 786015, 55407.78, 81, 0.00, 0: 25; 1: 40; 2: 51; 3: 26; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  17,  8, 12,  253, 0, 5, 764398, 55407.78, 71, 0.00, 0: 25; 1: 38; 2: 52; 3: 30; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 391,  7, 15,  253, 0, 5, 826957, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 44; 3: 31; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 727, 10, 10,  253, 0, 5, 796009, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 44; 3: 31; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  62,  7, 14,  253, 0, 5, 780823, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 44; 3: 31; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 440, 12,  8,  253, 0, 5, 764406, 55407.78, 41, 0.00, 0: 25; 1: 40; 2: 49; 3: 31; 4: 3; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 102,  7, 15,  253, 0, 5, 826662, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 47; 3: 31; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 500, 11,  9,  254, 0, 5, 785981, 55407.78, 72, 0.00, 0: 25; 1: 45; 2: 39; 3: 34; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 655,  7, 13,  254, 0, 5, 728910, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 45; 3: 29; 4: 6; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 844, 11,  9,  254, 0, 5, 786115, 55407.78, 72, 0.00, 0: 25; 1: 35; 2: 56; 3: 30; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 952,  7, 13,  254, 0, 5, 728910, 55407.78, 87, 0.00, 0: 25; 1: 39; 2: 51; 3: 28; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 603,  8, 12,  254, 0, 5, 764428, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 49; 3: 32; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  27, 12,  8,  254, 0, 5, 764427, 55407.78, 152, 0.00, 0: 25; 1: 38; 2: 53; 3: 27; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 511, 11,  9,  254, 0, 5, 786067, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 56; 3: 30; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 439, 12,  8,  254, 0, 5, 764405, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 44; 3: 27; 4: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 426,  7, 13,  254, 0, 5, 728910, 55407.78, 0, 0.00, 0: 25; 1: 44; 2: 44; 3: 28; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 311,  7, 15,  254, 0, 5, 826983, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 48; 3: 28; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 280, 11,  9,  254, 0, 5, 786155, 55407.78, 30, 0.00, 0: 25; 1: 39; 2: 50; 3: 30; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 647,  7, 15,  255, 0, 5, 826819, 55407.78, 0, 0.00, 0: 25; 1: 50; 2: 33; 3: 30; 4: 11; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 764,  9, 11,  255, 0, 5, 786105, 55407.78, 56, 0.00, 0: 25; 1: 38; 2: 49; 3: 34; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 680,  7, 13,  255, 0, 5, 728910, 55407.78, 57, 0.00, 0: 25; 1: 39; 2: 49; 3: 31; 4: 5; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  21, 12,  8,  255, 0, 5, 764396, 55407.78, 85, 0.00, 0: 25; 1: 40; 2: 50; 3: 26; 4: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 670,  7, 14,  255, 0, 5, 780812, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 48; 3: 31; 4: 4; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 435,  8, 12,  255, 0, 5, 764400, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 50; 3: 29; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 658,  7, 13,  255, 0, 5, 728910, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 51; 3: 24; 4: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 823,  7, 15,  255, 0, 5, 826670, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 45; 3: 27; 4: 9; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 826,  8, 12,  255, 0, 5, 764404, 55407.78, 0, 0.00, 0: 25; 1: 43; 2: 44; 3: 29; 4: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 251,  7, 15,  255, 0, 5, 826681, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 47; 3: 27; 4: 7; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 903,  7, 14,  256, 0, 5, 780811, 55407.78, 0, 0.00, 0: 25; 1: 40; 2: 47; 3: 32; 4: 4; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 628,  7, 15,  256, 0, 5, 826715, 55407.78, 54, 0.00, 0: 25; 1: 40; 2: 46; 3: 34; 4: 3; 5: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 626,  7, 14,  256, 0, 5, 780789, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 55; 3: 30; 4: 4; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 625, 12,  8,  256, 0, 5, 764368, 55407.78, 0, 0.00, 0: 25; 1: 41; 2: 46; 3: 30; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  65,  7, 14,  256, 0, 5, 780759, 55407.78, 0, 0.00, 0: 25; 1: 42; 2: 45; 3: 29; 4: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 938,  7, 15,  256, 0, 5, 826794, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 54; 3: 26; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 461, 12,  8,  256, 0, 5, 764381, 55407.78, 0, 0.00, 0: 25; 1: 38; 2: 48; 3: 35; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 156,  8, 12,  256, 0, 5, 764384, 55407.78, 3, 0.00, 0: 25; 1: 38; 2: 51; 3: 29; 4: 6; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 905,  8, 12,  256, 0, 5, 764381, 55407.78, 0, 0.00, 0: 25; 1: 36; 2: 52; 3: 33; 4: 3; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 930,  7, 14,  256, 0, 5, 780737, 55407.78, 0, 0.00, 0: 25; 1: 37; 2: 55; 3: 24; 4: 8; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 992,  7, 14,  256, 0, 5, 780770, 55407.78, 87, 0.00, 0: 25; 1: 42; 2: 44; 3: 31; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 309,  8, 12,  256, 0, 5, 764455, 55407.78, 0, 0.00, 0: 25; 1: 39; 2: 50; 3: 28; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 909, 11,  9,  256, 0, 5, 786069, 55407.78, 0, 0.00, 0: 25; 1: 36; 2: 56; 3: 25; 4: 7; 5: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 566,  7, 14,  256, 0, 5, 780879, 55407.78, 0, 0.00, 0: 25; 1: 35; 2: 56; 3: 28; 4: 5; 5: 1; 
