Seed 1656949570
ARCH 2|F_ID 2|LIMIT 3
before: 
3(1000)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 726,  6, 10,  188, 1, 3, 470520, 16882.14, 0, 0.00, 1: 86; 2: 45; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 640,  5, 11,  198, 1, 3, 434818, 16882.14, 27, 0.00, 1: 84; 2: 39; 3: 12; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 103,  5, 13,  198, 1, 3, 499496, 16882.14, 0, 0.00, 1: 77; 2: 53; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 637,  7,  8,  198, 1, 3, 442694, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 636,  5, 11,  198, 1, 3, 434793, 16882.14, 14, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 178,  9,  6,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 166,  9,  6,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  90,  8,  7,  198, 1, 3, 442603, 16882.14, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 911,  5, 13,  198, 1, 3, 499419, 16882.14, 0, 0.00, 1: 83; 2: 41; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 312,  5, 11,  198, 1, 3, 434792, 16882.14, 9, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 707,  9,  6,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 175,  8,  7,  198, 1, 3, 442679, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 712,  5, 12,  198, 1, 3, 470473, 16882.14, 31, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 156,  5, 13,  198, 1, 3, 499339, 16882.14, 1, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 344,  5, 11,  198, 1, 3, 434800, 16882.14, 13, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 132,  5, 11,  198, 1, 3, 434800, 16882.14, 9, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 687,  6, 10,  198, 1, 3, 470673, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 294,  5, 11,  198, 1, 3, 434833, 16882.14, 0, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 123,  5, 13,  198, 1, 3, 499658, 16882.14, 0, 0.00, 1: 83; 2: 41; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 122,  5, 12,  198, 1, 3, 470604, 16882.14, 0, 0.00, 1: 83; 2: 41; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 120,  9,  6,  198, 1, 3, 427869, 16882.14, 5, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 853,  5, 11,  198, 1, 3, 434815, 16882.14, 0, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 830,  5, 13,  198, 1, 3, 499382, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 672,  6,  9,  198, 1, 3, 427869, 16882.14, 29, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 924,  5, 12,  198, 1, 3, 470528, 16882.14, 20, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 110,  8,  7,  198, 1, 3, 442654, 16882.14, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 109,  9,  6,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 281,  6,  9,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 75; 2: 57; 3: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 366,  9,  6,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 288,  5, 12,  198, 1, 3, 470441, 16882.14, 8, 0.00, 1: 83; 2: 41; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 370,  5, 13,  198, 1, 3, 499485, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 729,  5, 12,  198, 1, 3, 470483, 16882.14, 0, 0.00, 1: 77; 2: 53; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 890,  5, 13,  198, 1, 3, 499385, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 374,  5, 13,  198, 1, 3, 499316, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 158,  5, 11,  198, 1, 3, 434765, 16882.14, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 717,  5, 11,  198, 1, 3, 434786, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 859,  8,  7,  198, 1, 3, 442630, 16882.14, 0, 0.00, 1: 76; 2: 55; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 895,  5, 11,  198, 1, 3, 434811, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 379,  5, 13,  198, 1, 3, 499459, 16882.14, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 897,  6, 10,  198, 1, 3, 470521, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 898,  6,  9,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 959,  8,  7,  198, 1, 3, 442637, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 482,  6,  9,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 769,  5, 12,  198, 1, 3, 470353, 16882.14, 0, 0.00, 1: 83; 2: 41; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 768,  8,  7,  198, 1, 3, 442660, 16882.14, 33, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 565,  5, 11,  198, 1, 3, 434825, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 809,  5, 11,  198, 1, 3, 434822, 16882.14, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 570,  5, 12,  198, 1, 3, 470483, 16882.14, 0, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 963,  5, 13,  198, 1, 3, 499531, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 761,  6,  9,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 969,  7,  8,  198, 1, 3, 442682, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 760,  7,  8,  198, 1, 3, 442568, 16882.14, 33, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 958,  5, 12,  198, 1, 3, 470589, 16882.14, 0, 0.00, 1: 83; 2: 41; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 957,  6, 10,  198, 1, 3, 470333, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 455,  5, 11,  198, 1, 3, 434829, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  35,  8,  7,  198, 1, 3, 442662, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  41,  5, 13,  198, 1, 3, 499558, 16882.14, 0, 0.00, 1: 83; 2: 41; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  43,  5, 11,  198, 1, 3, 434820, 16882.14, 0, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  15,  9,  6,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   2,  5, 13,  198, 1, 3, 499597, 16882.14, 169, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 223,  5, 12,  198, 1, 3, 470534, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 528,  5, 11,  198, 1, 3, 434804, 16882.14, 21, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   3,  7,  8,  198, 1, 3, 442689, 16882.14, 205, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 784,  5, 13,  198, 1, 3, 499420, 16882.14, 34, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  10,  5, 11,  198, 1, 3, 434825, 16882.14, 169, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 537,  6, 10,  198, 1, 3, 470650, 16882.14, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 235,  7,  8,  198, 1, 3, 442692, 16882.14, 0, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 406,  5, 12,  198, 1, 3, 470601, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 544,  6,  9,  198, 1, 3, 427869, 16882.14, 22, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 545,  6,  9,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 546,  6, 10,  198, 1, 3, 470386, 16882.14, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  22,  7,  8,  198, 1, 3, 442690, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 488,  5, 13,  198, 1, 3, 499415, 16882.14, 20, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 242,  5, 11,  198, 1, 3, 434818, 16882.14, 0, 0.00, 1: 75; 2: 57; 3: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 770,  5, 11,  198, 1, 3, 434838, 16882.14, 0, 0.00, 1: 84; 2: 39; 3: 12; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 189,  5, 11,  198, 1, 3, 434835, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  66,  5, 13,  198, 1, 3, 499463, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  69,  5, 13,  198, 1, 3, 499425, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 262,  9,  6,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 419,  5, 13,  198, 1, 3, 499371, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 932,  9,  6,  198, 1, 3, 427869, 16882.14, 11, 0.00, 1: 77; 2: 53; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 261,  5, 13,  198, 1, 3, 499369, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 251,  5, 13,  198, 1, 3, 499553, 16882.14, 0, 0.00, 1: 83; 2: 41; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 429,  5, 12,  198, 1, 3, 470532, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 431,  5, 12,  198, 1, 3, 470425, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 933,  5, 12,  198, 1, 3, 470653, 16882.14, 0, 0.00, 1: 82; 2: 43; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  58,  5, 11,  198, 1, 3, 434815, 16882.14, 0, 0.00, 1: 81; 2: 45; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 938,  5, 12,  198, 1, 3, 470647, 16882.14, 0, 0.00, 1: 76; 2: 55; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 439,  5, 13,  198, 1, 3, 499166, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 450,  7,  8,  198, 1, 3, 442671, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  53,  8,  7,  198, 1, 3, 442640, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  54,  6,  9,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 410,  5, 11,  198, 1, 3, 434792, 16882.14, 0, 0.00, 1: 79; 2: 49; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 255,  5, 13,  198, 1, 3, 499446, 16882.14, 0, 0.00, 1: 80; 2: 47; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 409,  9,  6,  198, 1, 3, 427869, 16882.14, 0, 0.00, 1: 78; 2: 51; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 790,  5, 13,  199, 1, 3, 499056, 16882.14, 0, 0.00, 1: 77; 2: 52; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 798,  5, 11,  199, 1, 3, 434840, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 823,  7,  8,  199, 1, 3, 442667, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 744,  9,  6,  199, 1, 3, 427869, 16882.14, 32, 0.00, 1: 76; 2: 54; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 749,  6, 10,  199, 1, 3, 470458, 16882.14, 0, 0.00, 1: 79; 2: 48; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 177,  7,  8,  199, 1, 3, 442635, 16882.14, 0, 0.00, 1: 82; 2: 42; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 265,  9,  6,  199, 1, 3, 427869, 16882.14, 0, 0.00, 1: 79; 2: 48; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 184,  6,  9,  199, 1, 3, 427869, 16882.14, 5, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 797,  5, 13,  199, 1, 3, 499524, 16882.14, 0, 0.00, 1: 77; 2: 52; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 233,  8,  7,  199, 1, 3, 442667, 16882.14, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 245,  5, 11,  199, 1, 3, 434798, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 657,  5, 11,  199, 1, 3, 434828, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 203,  8,  7,  199, 1, 3, 442681, 16882.14, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 199,  6, 10,  199, 1, 3, 470461, 16882.14, 0, 0.00, 1: 83; 2: 40; 3: 12; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 297,  5, 13,  199, 1, 3, 499369, 16882.14, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 191,  9,  6,  199, 1, 3, 427869, 16882.14, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 296,  5, 12,  199, 1, 3, 470666, 16882.14, 8, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 723,  9,  6,  199, 1, 3, 427869, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 826,  9,  6,  199, 1, 3, 427869, 16882.14, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 735,  5, 11,  199, 1, 3, 434809, 16882.14, 0, 0.00, 1: 77; 2: 52; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 291,  5, 11,  199, 1, 3, 434818, 16882.14, 0, 0.00, 1: 82; 2: 42; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 763,  5, 13,  199, 1, 3, 499472, 16882.14, 0, 0.00, 1: 74; 2: 58; 3: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 524,  7,  8,  199, 1, 3, 442657, 16882.14, 43, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 827,  9,  6,  199, 1, 3, 427869, 16882.14, 0, 0.00, 1: 75; 2: 56; 3: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 733,  5, 13,  199, 1, 3, 499435, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 253,  5, 13,  199, 1, 3, 499513, 16882.14, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 828,  5, 13,  199, 1, 3, 499239, 16882.14, 33, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 759,  5, 13,  199, 1, 3, 499405, 16882.14, 0, 0.00, 1: 82; 2: 42; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 473,  7,  8,  199, 1, 3, 442649, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 407,  5, 12,  199, 1, 3, 470517, 16882.14, 0, 0.00, 1: 79; 2: 48; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 412,  5, 11,  199, 1, 3, 434816, 16882.14, 17, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 619,  6,  9,  199, 1, 3, 427869, 16882.14, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 414,  4, 14,  199, 1, 3, 442656, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 615,  5, 12,  199, 1, 3, 470522, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 711,  6, 10,  199, 1, 3, 470540, 16882.14, 0, 0.00, 1: 77; 2: 52; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 936,  9,  6,  199, 1, 3, 427869, 16882.14, 41, 0.00, 1: 77; 2: 52; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 597,  8,  7,  199, 1, 3, 442664, 16882.14, 0, 0.00, 1: 77; 2: 52; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 595,  5, 12,  199, 1, 3, 470664, 16882.14, 0, 0.00, 1: 77; 2: 52; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 443,  5, 12,  199, 1, 3, 470484, 16882.14, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 947,  4, 14,  199, 1, 3, 442637, 16882.14, 0, 0.00, 1: 82; 2: 42; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 950,  5, 11,  199, 1, 3, 434819, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 463,  5, 11,  199, 1, 3, 434753, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 961,  6, 10,  199, 1, 3, 470519, 16882.14, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 425,  5, 12,  199, 1, 3, 470587, 16882.14, 0, 0.00, 1: 82; 2: 42; 3: 11; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 562,  7,  8,  199, 1, 3, 442624, 16882.14, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  24,  9,  6,  199, 1, 3, 427869, 16882.14, 128, 0.00, 1: 77; 2: 52; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 486,  9,  6,  199, 1, 3, 427869, 16882.14, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 487,  5, 12,  199, 1, 3, 470534, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 975,  8,  7,  199, 1, 3, 442621, 16882.14, 0, 0.00, 1: 79; 2: 48; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  19,  5, 12,  199, 1, 3, 470421, 16882.14, 156, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 507,  8,  7,  199, 1, 3, 442655, 16882.14, 0, 0.00, 1: 77; 2: 52; 3: 6; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 538,  8,  7,  199, 1, 3, 442607, 16882.14, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 988,  7,  8,  199, 1, 3, 442656, 16882.14, 16, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 514,  7,  8,  199, 1, 3, 442660, 16882.14, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 520,  4, 14,  199, 1, 3, 442600, 16882.14, 21, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 995,  5, 12,  199, 1, 3, 470503, 16882.14, 0, 0.00, 1: 86; 2: 34; 3: 15; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 527,  9,  6,  199, 1, 3, 427869, 16882.14, 0, 0.00, 1: 79; 2: 48; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   1,  5, 11,  199, 1, 3, 434823, 16882.14, 255, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 697,  5, 13,  199, 1, 3, 499385, 16882.14, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 131,  5, 13,  199, 1, 3, 499395, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 868,  5, 11,  199, 1, 3, 434827, 16882.14, 48, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 869,  5, 13,  199, 1, 3, 499435, 16882.14, 0, 0.00, 1: 79; 2: 48; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 356,  6,  9,  199, 1, 3, 427869, 16882.14, 22, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 683,  5, 13,  199, 1, 3, 499499, 16882.14, 0, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 666,  5, 13,  199, 1, 3, 499398, 16882.14, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  92,  9,  6,  199, 1, 3, 427869, 16882.14, 28, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 150,  6,  9,  199, 1, 3, 427869, 16882.14, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 368,  5, 12,  199, 1, 3, 470499, 16882.14, 15, 0.00, 1: 81; 2: 44; 3: 10; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 154,  6,  9,  199, 1, 3, 427869, 16882.14, 0, 0.00, 1: 79; 2: 48; 3: 8; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 662,  7,  8,  199, 1, 3, 442674, 16882.14, 0, 0.00, 1: 78; 2: 50; 3: 7; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 104,  5, 13,  199, 1, 3, 499552, 16882.14, 4, 0.00, 1: 83; 2: 40; 3: 12; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 162,  5, 13,  199, 1, 3, 499281, 16882.14, 0, 0.00, 1: 80; 2: 46; 3: 9; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 101,  5, 12,  199, 1, 3, 470486, 16882.14, 0, 0.00, 1: 80; 2: 46; 3: 9; 
