Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
3(148)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 775, 12,  9,  336, 1, 3, 865794, 26664.03, 0, 0.00, 1: 133; 2: 79; 3: 15; 
EGFR_&_ErbB_Signaling, 597,  8, 13,  349, 1, 4, 830180, 26664.03, 0, 0.00, 1: 128; 2: 78; 3: 19; 4: 2; 
EGFR_&_ErbB_Signaling,  75,  6, 20,  349, 1, 4, 947770, 26664.03, 0, 0.00, 1: 132; 2: 71; 3: 21; 4: 3; 
EGFR_&_ErbB_Signaling, 604,  8, 13,  349, 1, 4, 830180, 26664.03, 100, 0.00, 1: 122; 2: 89; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling,  58,  8, 14,  349, 1, 4, 891124, 26664.03, 0, 0.00, 1: 130; 2: 75; 3: 19; 4: 3; 
EGFR_&_ErbB_Signaling, 477,  6, 20,  350, 1, 4, 947832, 26664.03, 0, 0.00, 1: 126; 2: 82; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 473, 10, 11,  350, 1, 4, 878991, 26664.03, 0, 0.00, 1: 130; 2: 73; 3: 22; 4: 2; 
EGFR_&_ErbB_Signaling, 472,  8, 13,  350, 1, 4, 830180, 26664.03, 23, 0.00, 1: 125; 2: 83; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 750, 12,  9,  350, 1, 4, 865787, 26664.03, 0, 0.00, 1: 128; 2: 77; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 812, 11, 10,  350, 1, 4, 878979, 26664.03, 68, 0.00, 1: 128; 2: 77; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 260, 11, 10,  350, 1, 4, 879050, 26664.03, 21, 0.00, 1: 126; 2: 81; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 230,  6, 18,  350, 1, 4, 865755, 26664.03, 0, 0.00, 1: 122; 2: 89; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 358,  6, 19,  350, 1, 4, 908482, 26664.03, 0, 0.00, 1: 131; 2: 71; 3: 23; 4: 2; 
EGFR_&_ErbB_Signaling, 491,  6, 20,  350, 1, 4, 947116, 26664.03, 0, 0.00, 1: 129; 2: 75; 3: 21; 4: 2; 
EGFR_&_ErbB_Signaling, 369,  6, 20,  350, 1, 4, 947363, 26664.03, 0, 0.00, 1: 125; 2: 83; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 740,  9, 12,  350, 1, 4, 865749, 26664.03, 10, 0.00, 1: 128; 2: 77; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 824,  8, 14,  350, 1, 4, 891163, 26664.03, 36, 0.00, 1: 127; 2: 81; 3: 15; 4: 4; 
EGFR_&_ErbB_Signaling, 797,  7, 16,  350, 1, 4, 891010, 26664.03, 0, 0.00, 1: 126; 2: 82; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 390, 12,  9,  350, 1, 4, 865768, 26664.03, 0, 0.00, 1: 123; 2: 87; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 408,  7, 15,  350, 1, 4, 840840, 26664.03, 21, 0.00, 1: 129; 2: 76; 3: 19; 4: 3; 
EGFR_&_ErbB_Signaling, 799,  6, 18,  350, 1, 4, 865823, 26664.03, 0, 0.00, 1: 132; 2: 70; 3: 22; 4: 3; 
EGFR_&_ErbB_Signaling, 421,  7, 17,  350, 1, 4, 940358, 26664.03, 0, 0.00, 1: 125; 2: 82; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 336, 10, 11,  350, 1, 4, 879095, 26664.03, 20, 0.00, 1: 121; 2: 90; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 377,  7, 15,  350, 1, 4, 840840, 26664.03, 0, 0.00, 1: 128; 2: 77; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 776,  6, 18,  350, 1, 4, 865676, 26664.03, 34, 0.00, 1: 126; 2: 81; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 296,  6, 18,  350, 1, 4, 865729, 26664.03, 19, 0.00, 1: 124; 2: 85; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 463, 10, 11,  350, 1, 4, 879055, 26664.03, 0, 0.00, 1: 126; 2: 81; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 448,  8, 13,  350, 1, 4, 830180, 26664.03, 21, 0.00, 1: 128; 2: 77; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 373,  7, 17,  350, 1, 4, 940623, 26664.03, 0, 0.00, 1: 125; 2: 83; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 454,  6, 19,  350, 1, 4, 908214, 26664.03, 0, 0.00, 1: 127; 2: 80; 3: 17; 4: 3; 
EGFR_&_ErbB_Signaling, 457,  7, 16,  350, 1, 4, 891089, 26664.03, 0, 0.00, 1: 129; 2: 77; 3: 17; 4: 4; 
EGFR_&_ErbB_Signaling, 852,  7, 15,  350, 1, 4, 840840, 26664.03, 21, 0.00, 1: 124; 2: 85; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 462, 12,  9,  350, 1, 4, 865766, 26664.03, 0, 0.00, 1: 127; 2: 80; 3: 17; 4: 3; 
EGFR_&_ErbB_Signaling, 763,  6, 19,  350, 1, 4, 908436, 26664.03, 0, 0.00, 1: 130; 2: 73; 3: 22; 4: 2; 
EGFR_&_ErbB_Signaling, 859,  8, 13,  350, 1, 4, 830180, 26664.03, 0, 0.00, 1: 122; 2: 89; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 370,  6, 19,  350, 1, 4, 908302, 26664.03, 0, 0.00, 1: 128; 2: 77; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 702,  6, 20,  350, 1, 4, 947535, 26664.03, 0, 0.00, 1: 127; 2: 81; 3: 15; 4: 4; 
EGFR_&_ErbB_Signaling, 186, 10, 11,  350, 1, 4, 878953, 26664.03, 0, 0.00, 1: 124; 2: 84; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling,  35,  6, 19,  350, 1, 4, 908356, 26664.03, 0, 0.00, 1: 131; 2: 75; 3: 15; 4: 6; 
EGFR_&_ErbB_Signaling, 911,  8, 13,  350, 1, 4, 830180, 26664.03, 0, 0.00, 1: 128; 2: 76; 3: 22; 4: 1; 
EGFR_&_ErbB_Signaling, 668,  6, 18,  350, 1, 4, 865916, 26664.03, 29, 0.00, 1: 128; 2: 79; 3: 16; 4: 4; 
EGFR_&_ErbB_Signaling, 710,  6, 19,  350, 1, 4, 908171, 26664.03, 0, 0.00, 1: 126; 2: 81; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 924,  6, 18,  350, 1, 4, 865791, 26664.03, 47, 0.00, 1: 124; 2: 86; 3: 14; 4: 3; 
EGFR_&_ErbB_Signaling, 707, 12,  9,  350, 1, 4, 865762, 26664.03, 0, 0.00, 1: 129; 2: 74; 3: 23; 4: 1; 
EGFR_&_ErbB_Signaling,  50,  8, 13,  350, 1, 4, 830180, 26664.03, 0, 0.00, 1: 122; 2: 88; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling,  60,  6, 18,  350, 1, 4, 865798, 26664.03, 78, 0.00, 1: 127; 2: 80; 3: 17; 4: 3; 
EGFR_&_ErbB_Signaling, 932,  6, 18,  350, 1, 4, 865821, 26664.03, 47, 0.00, 1: 130; 2: 76; 3: 16; 4: 5; 
EGFR_&_ErbB_Signaling, 895, 10, 11,  350, 1, 4, 878931, 26664.03, 0, 0.00, 1: 124; 2: 84; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 699,  7, 16,  350, 1, 4, 891031, 26664.03, 0, 0.00, 1: 128; 2: 80; 3: 14; 4: 5; 
EGFR_&_ErbB_Signaling, 135,  7, 15,  350, 1, 4, 840840, 26664.03, 0, 0.00, 1: 124; 2: 85; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling,  84,  8, 13,  350, 1, 4, 830180, 26664.03, 22, 0.00, 1: 127; 2: 78; 3: 21; 4: 1; 
EGFR_&_ErbB_Signaling, 589,  6, 20,  350, 1, 4, 947729, 26664.03, 0, 0.00, 1: 127; 2: 79; 3: 19; 4: 2; 
EGFR_&_ErbB_Signaling, 692,  9, 12,  350, 1, 4, 865805, 26664.03, 24, 0.00, 1: 127; 2: 78; 3: 21; 4: 1; 
EGFR_&_ErbB_Signaling,  92,  6, 18,  350, 1, 4, 865816, 26664.03, 21, 0.00, 1: 125; 2: 83; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 955,  8, 13,  350, 1, 4, 830180, 26664.03, 0, 0.00, 1: 126; 2: 82; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 687, 11, 10,  350, 1, 4, 879149, 26664.03, 0, 0.00, 1: 125; 2: 83; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 582,  8, 13,  350, 1, 4, 830180, 26664.03, 0, 0.00, 1: 125; 2: 83; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 953, 11, 10,  350, 1, 4, 879007, 26664.03, 0, 0.00, 1: 126; 2: 81; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 545,  7, 15,  350, 1, 4, 840840, 26664.03, 0, 0.00, 1: 124; 2: 84; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 218,  7, 17,  350, 1, 4, 940333, 26664.03, 0, 0.00, 1: 126; 2: 80; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 499,  7, 15,  350, 1, 4, 840840, 26664.03, 0, 0.00, 1: 131; 2: 73; 3: 19; 4: 4; 
EGFR_&_ErbB_Signaling, 500,  6, 19,  350, 1, 4, 908221, 26664.03, 55, 0.00, 1: 128; 2: 77; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 897,  7, 16,  350, 1, 4, 891013, 26664.03, 0, 0.00, 1: 123; 2: 87; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 732, 11, 10,  350, 1, 4, 879078, 26664.03, 64, 0.00, 1: 129; 2: 76; 3: 19; 4: 3; 
EGFR_&_ErbB_Signaling, 647,  8, 13,  350, 1, 4, 830180, 26664.03, 0, 0.00, 1: 122; 2: 89; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 511, 10, 11,  350, 1, 4, 878957, 26664.03, 0, 0.00, 1: 122; 2: 88; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 514,  6, 20,  350, 1, 4, 947613, 26664.03, 0, 0.00, 1: 132; 2: 71; 3: 20; 4: 4; 
EGFR_&_ErbB_Signaling, 204,  9, 12,  350, 1, 4, 865737, 26664.03, 99, 0.00, 1: 129; 2: 77; 3: 17; 4: 4; 
EGFR_&_ErbB_Signaling, 727,  9, 12,  350, 1, 4, 865891, 26664.03, 0, 0.00, 1: 128; 2: 76; 3: 22; 4: 1; 
EGFR_&_ErbB_Signaling,  25,  6, 20,  350, 1, 4, 947444, 26664.03, 181, 0.00, 1: 131; 2: 72; 3: 21; 4: 3; 
EGFR_&_ErbB_Signaling, 531,  7, 15,  350, 1, 4, 840840, 26664.03, 0, 0.00, 1: 131; 2: 71; 3: 23; 4: 2; 
EGFR_&_ErbB_Signaling, 549, 10, 11,  350, 1, 4, 879049, 26664.03, 0, 0.00, 1: 126; 2: 83; 3: 14; 4: 4; 
EGFR_&_ErbB_Signaling, 722,  6, 19,  350, 1, 4, 908164, 26664.03, 0, 0.00, 1: 125; 2: 83; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 664, 12,  9,  350, 1, 4, 865755, 26664.03, 30, 0.00, 1: 127; 2: 79; 3: 19; 4: 2; 
EGFR_&_ErbB_Signaling, 540,  9, 12,  350, 1, 4, 865758, 26664.03, 24, 0.00, 1: 127; 2: 79; 3: 19; 4: 2; 
EGFR_&_ErbB_Signaling, 194,  6, 18,  350, 1, 4, 865830, 26664.03, 0, 0.00, 1: 126; 2: 81; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 834,  8, 14,  351, 1, 4, 891054, 26664.03, 0, 0.00, 1: 130; 2: 73; 3: 21; 4: 3; 
EGFR_&_ErbB_Signaling,  33, 11, 10,  351, 1, 4, 878969, 26664.03, 0, 0.00, 1: 124; 2: 85; 3: 15; 4: 3; 
EGFR_&_ErbB_Signaling, 332,  6, 18,  351, 1, 4, 865834, 26664.03, 24, 0.00, 1: 124; 2: 84; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling,  24, 12,  9,  351, 1, 4, 865822, 26664.03, 64, 0.00, 1: 128; 2: 76; 3: 21; 4: 2; 
EGFR_&_ErbB_Signaling, 329,  9, 12,  351, 1, 4, 865804, 26664.03, 0, 0.00, 1: 126; 2: 81; 3: 17; 4: 3; 
EGFR_&_ErbB_Signaling, 976, 11, 10,  351, 1, 4, 879107, 26664.03, 48, 0.00, 1: 125; 2: 82; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 957,  6, 19,  351, 1, 4, 908343, 26664.03, 0, 0.00, 1: 127; 2: 80; 3: 16; 4: 4; 
EGFR_&_ErbB_Signaling, 822,  9, 12,  351, 1, 4, 865769, 26664.03, 0, 0.00, 1: 127; 2: 78; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 651,  6, 18,  351, 1, 4, 865825, 26664.03, 0, 0.00, 1: 126; 2: 79; 3: 21; 4: 1; 
EGFR_&_ErbB_Signaling,  77,  7, 15,  351, 1, 4, 840840, 26664.03, 0, 0.00, 1: 124; 2: 83; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling,  47,  6, 19,  351, 1, 4, 908327, 26664.03, 0, 0.00, 1: 124; 2: 83; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 983,  8, 14,  351, 1, 4, 891091, 26664.03, 0, 0.00, 1: 128; 2: 76; 3: 21; 4: 2; 
EGFR_&_ErbB_Signaling, 922,  7, 15,  351, 1, 4, 840840, 26664.03, 0, 0.00, 1: 125; 2: 83; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 220,  7, 17,  351, 1, 4, 940499, 26664.03, 74, 0.00, 1: 127; 2: 78; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling, 229, 10, 11,  351, 1, 4, 878935, 26664.03, 0, 0.00, 1: 128; 2: 75; 3: 23; 4: 1; 
EGFR_&_ErbB_Signaling, 889,  8, 14,  351, 1, 4, 891085, 26664.03, 0, 0.00, 1: 128; 2: 76; 3: 21; 4: 2; 
EGFR_&_ErbB_Signaling, 882,  6, 19,  351, 1, 4, 907878, 26664.03, 0, 0.00, 1: 121; 2: 90; 3: 14; 4: 2; 
EGFR_&_ErbB_Signaling, 879,  6, 20,  351, 1, 4, 947650, 26664.03, 0, 0.00, 1: 130; 2: 73; 3: 21; 4: 3; 
EGFR_&_ErbB_Signaling, 875,  6, 20,  351, 1, 4, 947620, 26664.03, 0, 0.00, 1: 123; 2: 85; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 192,  6, 19,  351, 1, 4, 908110, 26664.03, 14, 0.00, 1: 127; 2: 81; 3: 14; 4: 5; 
EGFR_&_ErbB_Signaling, 857,  8, 13,  351, 1, 4, 830180, 26664.03, 0, 0.00, 1: 125; 2: 81; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 182,  8, 13,  351, 1, 4, 830180, 26664.03, 0, 0.00, 1: 125; 2: 83; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 853,  6, 20,  351, 1, 4, 947622, 26664.03, 0, 0.00, 1: 129; 2: 75; 3: 20; 4: 3; 
EGFR_&_ErbB_Signaling, 165,  8, 13,  351, 1, 4, 830180, 26664.03, 0, 0.00, 1: 127; 2: 78; 3: 20; 4: 2; 
EGFR_&_ErbB_Signaling,  87,  7, 15,  351, 1, 4, 840840, 26664.03, 0, 0.00, 1: 128; 2: 76; 3: 21; 4: 2; 
EGFR_&_ErbB_Signaling, 155, 11, 10,  351, 1, 4, 879047, 26664.03, 0, 0.00, 1: 125; 2: 83; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 152,  6, 19,  351, 1, 4, 908220, 26664.03, 8, 0.00, 1: 126; 2: 80; 3: 19; 4: 2; 
EGFR_&_ErbB_Signaling, 846, 10, 11,  351, 1, 4, 879003, 26664.03, 0, 0.00, 1: 128; 2: 77; 3: 19; 4: 3; 
EGFR_&_ErbB_Signaling, 120, 12,  9,  351, 1, 4, 865811, 26664.03, 7, 0.00, 1: 126; 2: 81; 3: 17; 4: 3; 
EGFR_&_ErbB_Signaling, 103,  7, 16,  351, 1, 4, 890990, 26664.03, 0, 0.00, 1: 127; 2: 79; 3: 18; 4: 3; 
EGFR_&_ErbB_Signaling, 101,  7, 15,  351, 1, 4, 840840, 26664.03, 0, 0.00, 1: 125; 2: 81; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling,  96,  6, 18,  351, 1, 4, 865728, 26664.03, 6, 0.00, 1: 129; 2: 74; 3: 22; 4: 2; 
EGFR_&_ErbB_Signaling, 840,  9, 12,  351, 1, 4, 865781, 26664.03, 37, 0.00, 1: 130; 2: 74; 3: 19; 4: 4; 
EGFR_&_ErbB_Signaling, 309,  8, 13,  351, 1, 4, 830180, 26664.03, 0, 0.00, 1: 124; 2: 84; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 310,  9, 12,  351, 1, 4, 865802, 26664.03, 0, 0.00, 1: 127; 2: 77; 3: 22; 4: 1; 
EGFR_&_ErbB_Signaling, 317,  8, 13,  351, 1, 4, 830180, 26664.03, 0, 0.00, 1: 122; 2: 87; 3: 17; 4: 1; 
EGFR_&_ErbB_Signaling, 654, 10, 11,  351, 1, 4, 879021, 26664.03, 0, 0.00, 1: 126; 2: 81; 3: 17; 4: 3; 
EGFR_&_ErbB_Signaling, 758,  6, 19,  351, 1, 4, 908350, 26664.03, 0, 0.00, 1: 129; 2: 74; 3: 22; 4: 2; 
EGFR_&_ErbB_Signaling, 471,  7, 15,  351, 1, 4, 840840, 26664.03, 0, 0.00, 1: 119; 2: 93; 3: 14; 4: 1; 
EGFR_&_ErbB_Signaling, 747,  7, 15,  351, 1, 4, 840840, 26664.03, 0, 0.00, 1: 123; 2: 85; 3: 18; 4: 1; 
EGFR_&_ErbB_Signaling, 764,  7, 15,  351, 1, 4, 840840, 26664.03, 96, 0.00, 1: 129; 2: 74; 3: 22; 4: 2; 
EGFR_&_ErbB_Signaling, 453,  9, 12,  351, 1, 4, 865774, 26664.03, 0, 0.00, 1: 122; 2: 88; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 438,  7, 17,  351, 1, 4, 940533, 26664.03, 0, 0.00, 1: 126; 2: 81; 3: 17; 4: 3; 
EGFR_&_ErbB_Signaling, 437,  6, 20,  351, 1, 4, 947207, 26664.03, 0, 0.00, 1: 121; 2: 89; 3: 16; 4: 1; 
EGFR_&_ErbB_Signaling, 779,  6, 20,  351, 1, 4, 947637, 26664.03, 0, 0.00, 1: 128; 2: 77; 3: 19; 4: 3; 
EGFR_&_ErbB_Signaling, 569, 10, 11,  351, 1, 4, 879021, 26664.03, 0, 0.00, 1: 125; 2: 81; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 579,  7, 16,  351, 1, 4, 891036, 26664.03, 0, 0.00, 1: 124; 2: 86; 3: 13; 4: 4; 
EGFR_&_ErbB_Signaling, 403, 11, 10,  351, 1, 4, 879065, 26664.03, 0, 0.00, 1: 128; 2: 75; 3: 23; 4: 1; 
EGFR_&_ErbB_Signaling, 685,  6, 18,  351, 1, 4, 865703, 26664.03, 0, 0.00, 1: 129; 2: 76; 3: 18; 4: 4; 
EGFR_&_ErbB_Signaling, 681,  7, 17,  351, 1, 4, 940746, 26664.03, 0, 0.00, 1: 122; 2: 89; 3: 13; 4: 3; 
EGFR_&_ErbB_Signaling, 600,  7, 15,  351, 1, 4, 840840, 26664.03, 27, 0.00, 1: 125; 2: 82; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 648,  7, 17,  351, 1, 4, 940464, 26664.03, 29, 0.00, 1: 126; 2: 80; 3: 19; 4: 2; 
EGFR_&_ErbB_Signaling, 619, 12,  9,  351, 1, 4, 865772, 26664.03, 0, 0.00, 1: 130; 2: 72; 3: 23; 4: 2; 
EGFR_&_ErbB_Signaling, 646,  6, 20,  351, 1, 4, 947755, 26664.03, 0, 0.00, 1: 127; 2: 77; 3: 22; 4: 1; 
EGFR_&_ErbB_Signaling, 633,  8, 14,  351, 1, 4, 890965, 26664.03, 0, 0.00, 1: 126; 2: 79; 3: 21; 4: 1; 
EGFR_&_ErbB_Signaling, 382,  6, 20,  351, 1, 4, 947739, 26664.03, 0, 0.00, 1: 123; 2: 86; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 213, 10, 11,  352, 1, 4, 879134, 26664.03, 0, 0.00, 1: 124; 2: 82; 3: 20; 4: 1; 
EGFR_&_ErbB_Signaling, 172,  8, 13,  352, 1, 4, 830180, 26664.03, 3, 0.00, 1: 121; 2: 89; 3: 15; 4: 2; 
EGFR_&_ErbB_Signaling, 915, 10, 11,  352, 1, 4, 878942, 26664.03, 0, 0.00, 1: 120; 2: 92; 3: 12; 4: 3; 
EGFR_&_ErbB_Signaling, 187,  6, 20,  352, 1, 4, 947854, 26664.03, 0, 0.00, 1: 124; 2: 84; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 538, 11, 10,  352, 1, 4, 878972, 26664.03, 0, 0.00, 1: 126; 2: 78; 3: 22; 4: 1; 
EGFR_&_ErbB_Signaling, 992,  6, 18,  352, 1, 4, 865818, 26664.03, 50, 0.00, 1: 129; 2: 76; 3: 17; 4: 5; 
EGFR_&_ErbB_Signaling, 728,  7, 15,  352, 1, 4, 840840, 26664.03, 32, 0.00, 1: 125; 2: 82; 3: 17; 4: 3; 
EGFR_&_ErbB_Signaling, 558, 11, 10,  352, 1, 4, 879096, 26664.03, 0, 0.00, 1: 123; 2: 85; 3: 17; 4: 2; 
EGFR_&_ErbB_Signaling, 493,  9, 12,  352, 1, 4, 865896, 26664.03, 0, 0.00, 1: 126; 2: 78; 3: 22; 4: 1; 
EGFR_&_ErbB_Signaling, 649,  8, 14,  352, 1, 4, 891073, 26664.03, 0, 0.00, 1: 131; 2: 71; 3: 21; 4: 4; 
EGFR_&_ErbB_Signaling, 886,  6, 19,  352, 1, 4, 908227, 26664.03, 0, 0.00, 1: 131; 2: 71; 3: 21; 4: 4; 
EGFR_&_ErbB_Signaling, 238,  6, 18,  352, 1, 4, 865871, 26664.03, 0, 0.00, 1: 125; 2: 81; 3: 19; 4: 2; 
EGFR_&_ErbB_Signaling, 753,  6, 19,  352, 1, 4, 908024, 26664.03, 0, 0.00, 1: 130; 2: 70; 3: 26; 4: 1; 
EGFR_&_ErbB_Signaling,   9,  8, 13,  352, 1, 4, 830180, 26664.03, 160, 0.00, 1: 124; 2: 84; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 188,  6, 19,  352, 1, 4, 908183, 26664.03, 98, 0.00, 1: 129; 2: 75; 3: 19; 4: 4; 
EGFR_&_ErbB_Signaling, 870, 10, 11,  352, 1, 4, 878998, 26664.03, 0, 0.00, 1: 131; 2: 68; 3: 27; 4: 1; 
EGFR_&_ErbB_Signaling, 554,  7, 15,  352, 1, 4, 840840, 26664.03, 0, 0.00, 1: 122; 2: 87; 3: 16; 4: 2; 
EGFR_&_ErbB_Signaling, 706,  7, 15,  352, 1, 4, 840840, 26664.03, 0, 0.00, 1: 119; 2: 92; 3: 15; 4: 1; 
EGFR_&_ErbB_Signaling, 602,  6, 20,  352, 1, 4, 947839, 26664.03, 0, 0.00, 1: 129; 2: 73; 3: 23; 4: 2; 
EGFR_&_ErbB_Signaling, 151,  8, 13,  352, 1, 4, 830180, 26664.03, 0, 0.00, 1: 133; 2: 65; 3: 27; 4: 2; 
EGFR_&_ErbB_Signaling, 645,  7, 15,  352, 1, 4, 840840, 26664.03, 0, 0.00, 1: 127; 2: 77; 3: 21; 4: 2; 
EGFR_&_ErbB_Signaling, 146, 11, 10,  352, 1, 4, 879116, 26664.03, 0, 0.00, 1: 125; 2: 82; 3: 17; 4: 3; 
EGFR_&_ErbB_Signaling, 564,  6, 20,  352, 1, 4, 947366, 26664.03, 26, 0.00, 1: 127; 2: 76; 3: 23; 4: 1; 
EGFR_&_ErbB_Signaling, 665, 11, 10,  352, 1, 4, 879097, 26664.03, 0, 0.00, 1: 123; 2: 84; 3: 19; 4: 1; 
EGFR_&_ErbB_Signaling, 580,  8, 13,  352, 1, 4, 830180, 26664.03, 89, 0.00, 1: 124; 2: 84; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 584,  6, 18,  352, 1, 4, 865848, 26664.03, 26, 0.00, 1: 127; 2: 79; 3: 17; 4: 4; 
EGFR_&_ErbB_Signaling, 981,  6, 20,  352, 1, 4, 947841, 26664.03, 0, 0.00, 1: 128; 2: 75; 3: 22; 4: 2; 
EGFR_&_ErbB_Signaling, 621,  6, 20,  352, 1, 4, 947613, 26664.03, 0, 0.00, 1: 132; 2: 68; 3: 24; 4: 3; 
EGFR_&_ErbB_Signaling,  85,  6, 19,  352, 1, 4, 908132, 26664.03, 0, 0.00, 1: 125; 2: 81; 3: 19; 4: 2; 
EGFR_&_ErbB_Signaling,  82, 10, 11,  352, 1, 4, 879094, 26664.03, 0, 0.00, 1: 121; 2: 91; 3: 11; 4: 4; 
EGFR_&_ErbB_Signaling, 611,  6, 20,  352, 1, 4, 947562, 26664.03, 0, 0.00, 1: 131; 2: 70; 3: 23; 4: 3; 
EGFR_&_ErbB_Signaling,  76,  6, 20,  352, 1, 4, 947611, 26664.03, 27, 0.00, 1: 128; 2: 75; 3: 22; 4: 2; 
EGFR_&_ErbB_Signaling, 399,  6, 18,  352, 1, 4, 865850, 26664.03, 0, 0.00, 1: 127; 2: 77; 3: 21; 4: 2; 
EGFR_&_ErbB_Signaling, 386, 12,  9,  352, 1, 4, 865828, 26664.03, 0, 0.00, 1: 126; 2: 78; 3: 22; 4: 1; 
EGFR_&_ErbB_Signaling, 828,  8, 13,  352, 1, 4, 830180, 26664.03, 12, 0.00, 1: 124; 2: 84; 3: 16; 4: 3; 
EGFR_&_ErbB_Signaling, 279,  9, 12,  352, 1, 4, 865988, 26664.03, 0, 0.00, 1: 127; 2: 76; 3: 23; 4: 1; 
EGFR_&_ErbB_Signaling, 788,  7, 15,  352, 1, 4, 840840, 26664.03, 71, 0.00, 1: 124; 2: 83; 3: 18; 4: 2; 
EGFR_&_ErbB_Signaling, 864, 10, 11,  352, 1, 4, 878999, 26664.03, 40, 0.00, 1: 121; 2: 88; 3: 17; 4: 1; 
EGFR_&_ErbB_Signaling, 768,  6, 19,  352, 1, 4, 908051, 26664.03, 33, 0.00, 1: 129; 2: 75; 3: 19; 4: 4; 
EGFR_&_ErbB_Signaling, 277,  6, 18,  352, 1, 4, 865764, 26664.03, 0, 0.00, 1: 126; 2: 78; 3: 22; 4: 1; 
EGFR_&_ErbB_Signaling, 397,  6, 18,  352, 1, 4, 865735, 26664.03, 0, 0.00, 1: 127; 2: 76; 3: 23; 4: 1; 
EGFR_&_ErbB_Signaling, 855,  6, 20,  352, 1, 4, 947787, 26664.03, 0, 0.00, 1: 122; 2: 88; 3: 14; 4: 3; 
EGFR_&_ErbB_Signaling, 374,  8, 13,  352, 1, 4, 830180, 26664.03, 0, 0.00, 1: 126; 2: 82; 3: 14; 4: 5; 
EGFR_&_ErbB_Signaling, 324,  6, 19,  352, 1, 4, 908318, 26664.03, 27, 0.00, 1: 123; 2: 85; 3: 17; 4: 2; 
