Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(300)
Melhor resultado nxn: EGFR_&_ErbB_Signaling,  12,  8, 14,  495, 1, 4, 891073, 27200.04, 161, 0.00, 1: 77; 2: 66; 3: 50; 4: 34; 
EGFR_&_ErbB_Signaling, 108,  7, 15,  649, 1, 8, 840840, 27200.04, 31, 0.00, 1: 38; 2: 58; 3: 52; 4: 71; 5: 1; 7: 6; 8: 1; 
EGFR_&_ErbB_Signaling, 538, 11, 10,  650, 1, 8, 879045, 27200.04, 0, 0.00, 1: 38; 2: 47; 3: 62; 4: 75; 5: 1; 6: 2; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 636,  6, 20,  650, 1, 8, 947507, 27200.04, 26, 0.00, 1: 45; 2: 47; 3: 51; 4: 72; 5: 6; 6: 4; 8: 2; 
EGFR_&_ErbB_Signaling, 912, 11, 10,  653, 1, 8, 879047, 27200.04, 43, 0.00, 1: 31; 2: 52; 3: 68; 4: 72; 5: 2; 8: 2; 
EGFR_&_ErbB_Signaling, 685,  6, 18,  653, 1, 8, 865780, 27200.04, 0, 0.00, 1: 41; 2: 54; 3: 53; 4: 68; 5: 3; 6: 1; 7: 4; 8: 3; 
EGFR_&_ErbB_Signaling, 910, 12,  9,  653, 1, 8, 865757, 27200.04, 0, 0.00, 1: 28; 2: 56; 3: 68; 4: 70; 5: 3; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 852,  7, 15,  655, 1, 8, 840840, 27200.04, 21, 0.00, 1: 35; 2: 50; 3: 56; 4: 82; 5: 2; 6: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 309,  8, 13,  655, 1, 8, 830180, 27200.04, 0, 0.00, 1: 45; 2: 39; 3: 56; 4: 79; 5: 4; 6: 1; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 780,  7, 16,  656, 1, 8, 890999, 27200.04, 94, 0.00, 1: 38; 2: 44; 3: 62; 4: 79; 5: 1; 7: 1; 8: 2; 
EGFR_&_ErbB_Signaling, 750, 12,  9,  659, 1, 8, 865765, 27200.04, 0, 0.00, 1: 35; 2: 51; 3: 61; 4: 71; 5: 4; 6: 1; 7: 3; 8: 1; 
EGFR_&_ErbB_Signaling,  54,  9, 12,  660, 1, 8, 865754, 27200.04, 0, 0.00, 1: 33; 2: 49; 3: 64; 4: 75; 5: 2; 6: 2; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 808,  7, 16,  664, 1, 8, 891046, 27200.04, 35, 0.00, 1: 31; 2: 57; 3: 62; 4: 69; 5: 1; 6: 1; 7: 2; 8: 4; 
EGFR_&_ErbB_Signaling, 524,  8, 14,  665, 1, 8, 891035, 27200.04, 29, 0.00, 1: 34; 2: 49; 3: 62; 4: 75; 5: 1; 6: 2; 7: 2; 8: 2; 
EGFR_&_ErbB_Signaling, 228,  9, 12,  667, 1, 8, 865891, 27200.04, 27, 0.00, 1: 31; 2: 56; 3: 54; 4: 79; 5: 2; 6: 1; 7: 2; 8: 2; 
EGFR_&_ErbB_Signaling,   3,  7, 17,  667, 1, 8, 940521, 27200.04, 131, 0.00, 1: 35; 2: 46; 3: 64; 4: 74; 5: 3; 7: 3; 8: 2; 
EGFR_&_ErbB_Signaling, 174,  8, 13,  668, 1, 8, 830180, 27200.04, 0, 0.00, 1: 42; 2: 40; 3: 57; 4: 77; 5: 6; 6: 1; 7: 1; 8: 3; 
EGFR_&_ErbB_Signaling, 351,  7, 15,  672, 1, 8, 840840, 27200.04, 0, 0.00, 1: 38; 2: 45; 3: 58; 4: 76; 5: 1; 6: 3; 7: 5; 8: 1; 
EGFR_&_ErbB_Signaling, 716, 10, 11,  672, 1, 8, 879008, 27200.04, 35, 0.00, 1: 32; 2: 52; 3: 49; 4: 86; 5: 5; 6: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 436,  8, 14,  672, 1, 8, 890965, 27200.04, 99, 0.00, 1: 31; 2: 54; 3: 56; 4: 77; 5: 1; 6: 5; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 895, 10, 11,  672, 1, 8, 879032, 27200.04, 0, 0.00, 1: 35; 2: 42; 3: 57; 4: 88; 5: 2; 6: 2; 8: 1; 
EGFR_&_ErbB_Signaling, 448,  8, 13,  679, 1, 8, 830180, 27200.04, 21, 0.00, 1: 34; 2: 45; 3: 55; 4: 85; 5: 4; 7: 2; 8: 2; 
EGFR_&_ErbB_Signaling, 990,  8, 14,  682, 1, 8, 891067, 27200.04, 0, 0.00, 1: 33; 2: 42; 3: 60; 4: 83; 5: 4; 6: 3; 7: 1; 8: 1; 
EGFR_&_ErbB_Signaling, 586,  6, 19,  684, 1, 8, 908229, 27200.04, 0, 0.00, 1: 37; 2: 49; 3: 52; 4: 73; 5: 5; 6: 4; 7: 4; 8: 3; 
EGFR_&_ErbB_Signaling, 906,  7, 17,  685, 1, 8, 940574, 27200.04, 0, 0.00, 1: 32; 2: 47; 3: 63; 4: 73; 5: 1; 6: 6; 7: 3; 8: 2; 
EGFR_&_ErbB_Signaling, 622, 11, 10,  685, 1, 8, 879068, 27200.04, 0, 0.00, 1: 29; 2: 52; 3: 50; 4: 88; 5: 2; 6: 3; 7: 2; 8: 1; 
EGFR_&_ErbB_Signaling,  50,  8, 13,  687, 1, 8, 830180, 27200.04, 0, 0.00, 1: 31; 2: 48; 3: 63; 4: 73; 5: 4; 6: 2; 7: 1; 8: 5; 
EGFR_&_ErbB_Signaling, 167,  7, 17,  714, 1, 8, 940450, 27200.04, 0, 0.00, 1: 26; 2: 41; 3: 60; 4: 88; 5: 4; 6: 4; 7: 2; 8: 2; 
EGFR_&_ErbB_Signaling, 109,  9, 12,  565, 1, 9, 865798, 27200.04, 0, 0.00, 1: 63; 2: 62; 3: 47; 4: 48; 5: 3; 6: 1; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 669,  6, 18,  570, 1, 9, 865800, 27200.04, 0, 0.00, 1: 57; 2: 62; 3: 54; 4: 49; 5: 2; 6: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 361,  6, 20,  574, 1, 9, 947747, 27200.04, 0, 0.00, 1: 63; 2: 58; 3: 50; 4: 49; 5: 2; 7: 3; 9: 2; 
EGFR_&_ErbB_Signaling,  69,  7, 16,  575, 1, 9, 891024, 27200.04, 0, 0.00, 1: 51; 2: 64; 3: 57; 4: 54; 9: 1; 
EGFR_&_ErbB_Signaling,  46,  6, 18,  577, 1, 9, 865766, 27200.04, 0, 0.00, 1: 55; 2: 64; 3: 53; 4: 48; 5: 3; 6: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 644,  7, 15,  582, 1, 9, 840840, 27200.04, 71, 0.00, 1: 52; 2: 59; 3: 61; 4: 53; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 433,  6, 18,  584, 1, 9, 865844, 27200.04, 0, 0.00, 1: 56; 2: 51; 3: 62; 4: 56; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 745,  8, 13,  589, 1, 9, 830180, 27200.04, 0, 0.00, 1: 62; 2: 49; 3: 48; 4: 62; 5: 3; 6: 1; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 194,  6, 18,  592, 1, 9, 865794, 27200.04, 0, 0.00, 1: 58; 2: 52; 3: 55; 4: 56; 5: 2; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 982,  6, 19,  596, 1, 9, 908139, 27200.04, 0, 0.00, 1: 48; 2: 61; 3: 56; 4: 57; 5: 3; 6: 1; 9: 1; 
EGFR_&_ErbB_Signaling,  61, 11, 10,  599, 1, 9, 879050, 27200.04, 0, 0.00, 1: 47; 2: 58; 3: 60; 4: 59; 5: 1; 6: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 282,  6, 20,  603, 1, 9, 947683, 27200.04, 0, 0.00, 1: 52; 2: 57; 3: 51; 4: 63; 5: 1; 9: 3; 
EGFR_&_ErbB_Signaling,  48,  8, 14,  607, 1, 9, 890938, 27200.04, 4, 0.00, 1: 49; 2: 56; 3: 59; 4: 57; 5: 1; 6: 2; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 332,  6, 18,  609, 1, 9, 865770, 27200.04, 24, 0.00, 1: 53; 2: 49; 3: 60; 4: 60; 6: 2; 8: 1; 9: 2; 
EGFR_&_ErbB_Signaling, 565,  7, 17,  612, 1, 9, 940479, 27200.04, 0, 0.00, 1: 47; 2: 60; 3: 56; 4: 56; 5: 2; 6: 2; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 831, 10, 11,  613, 1, 9, 879035, 27200.04, 0, 0.00, 1: 54; 2: 44; 3: 55; 4: 71; 5: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 882,  6, 19,  614, 1, 9, 908289, 27200.04, 0, 0.00, 1: 50; 2: 54; 3: 59; 4: 58; 6: 1; 8: 4; 9: 1; 
EGFR_&_ErbB_Signaling, 479,  7, 15,  614, 1, 9, 840840, 27200.04, 0, 0.00, 1: 44; 2: 56; 3: 66; 4: 56; 5: 1; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 760,  8, 14,  616, 1, 9, 891027, 27200.04, 33, 0.00, 1: 47; 2: 50; 3: 62; 4: 65; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 753,  6, 19,  616, 1, 9, 908310, 27200.04, 0, 0.00, 1: 51; 2: 54; 3: 52; 4: 64; 6: 2; 7: 1; 8: 1; 9: 2; 
EGFR_&_ErbB_Signaling, 614,  7, 17,  617, 1, 9, 940426, 27200.04, 0, 0.00, 1: 50; 2: 54; 3: 59; 4: 56; 6: 2; 7: 3; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 605,  7, 15,  618, 1, 9, 840840, 27200.04, 0, 0.00, 1: 42; 2: 54; 3: 61; 4: 69; 9: 1; 
EGFR_&_ErbB_Signaling, 968,  6, 19,  619, 1, 9, 908246, 27200.04, 47, 0.00, 1: 53; 2: 52; 3: 50; 4: 61; 5: 5; 6: 2; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 546,  7, 16,  621, 1, 9, 891047, 27200.04, 0, 0.00, 1: 48; 2: 52; 3: 59; 4: 61; 5: 2; 6: 1; 7: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 894,  8, 14,  621, 1, 9, 891107, 27200.04, 0, 0.00, 1: 46; 2: 58; 3: 53; 4: 64; 5: 1; 6: 2; 9: 3; 
EGFR_&_ErbB_Signaling, 591,  6, 18,  622, 1, 9, 865780, 27200.04, 0, 0.00, 1: 48; 2: 55; 3: 55; 4: 62; 5: 1; 7: 3; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 218,  7, 17,  626, 1, 9, 940443, 27200.04, 0, 0.00, 1: 48; 2: 50; 3: 67; 4: 53; 5: 1; 6: 1; 7: 3; 8: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 178,  6, 18,  626, 1, 9, 865781, 27200.04, 0, 0.00, 1: 47; 2: 49; 3: 66; 4: 56; 5: 3; 6: 2; 7: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 172,  8, 13,  626, 1, 9, 830180, 27200.04, 3, 0.00, 1: 43; 2: 55; 3: 57; 4: 66; 5: 1; 6: 4; 9: 1; 
EGFR_&_ErbB_Signaling,  68,  6, 18,  627, 1, 9, 865750, 27200.04, 31, 0.00, 1: 47; 2: 50; 3: 64; 4: 58; 5: 1; 6: 3; 8: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 752,  8, 13,  630, 1, 9, 830180, 27200.04, 32, 0.00, 1: 42; 2: 57; 3: 53; 4: 68; 5: 3; 6: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 942, 11, 10,  630, 1, 9, 879001, 27200.04, 0, 0.00, 1: 40; 2: 53; 3: 66; 4: 62; 5: 3; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 315,  7, 17,  630, 1, 9, 940334, 27200.04, 0, 0.00, 1: 51; 2: 47; 3: 51; 4: 72; 5: 1; 7: 2; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 799,  6, 18,  631, 1, 9, 865788, 27200.04, 0, 0.00, 1: 42; 2: 54; 3: 64; 4: 60; 5: 1; 6: 3; 8: 1; 9: 2; 
EGFR_&_ErbB_Signaling,  19,  7, 15,  631, 1, 9, 840840, 27200.04, 12, 0.00, 1: 48; 2: 48; 3: 58; 4: 65; 5: 1; 6: 4; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 325,  6, 18,  633, 1, 9, 865759, 27200.04, 0, 0.00, 1: 42; 2: 60; 3: 48; 4: 71; 5: 1; 6: 1; 7: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 821,  7, 16,  635, 1, 9, 891116, 27200.04, 0, 0.00, 1: 48; 2: 48; 3: 50; 4: 73; 5: 5; 6: 1; 9: 2; 
EGFR_&_ErbB_Signaling,  37,  7, 16,  635, 1, 9, 891064, 27200.04, 0, 0.00, 1: 45; 2: 53; 3: 49; 4: 73; 5: 2; 6: 2; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 210,  7, 15,  636, 1, 9, 840840, 27200.04, 0, 0.00, 1: 43; 2: 57; 3: 56; 4: 63; 5: 1; 7: 3; 8: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 872,  6, 18,  637, 1, 9, 865787, 27200.04, 40, 0.00, 1: 40; 2: 52; 3: 61; 4: 68; 5: 2; 6: 2; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling,  87,  7, 15,  639, 1, 9, 840840, 27200.04, 0, 0.00, 1: 45; 2: 47; 3: 56; 4: 70; 5: 6; 6: 1; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 121,  7, 17,  639, 1, 9, 940401, 27200.04, 0, 0.00, 1: 41; 2: 56; 3: 55; 4: 67; 5: 2; 6: 2; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 987,  6, 18,  640, 1, 9, 865783, 27200.04, 0, 0.00, 1: 40; 2: 56; 3: 66; 4: 55; 5: 4; 7: 1; 8: 2; 9: 3; 
EGFR_&_ErbB_Signaling, 437,  6, 20,  642, 1, 9, 947651, 27200.04, 0, 0.00, 1: 45; 2: 46; 3: 57; 4: 71; 5: 3; 6: 2; 7: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 944,  6, 18,  642, 1, 9, 865767, 27200.04, 45, 0.00, 1: 47; 2: 44; 3: 60; 4: 68; 5: 2; 6: 1; 7: 2; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 478,  7, 17,  642, 1, 9, 940647, 27200.04, 0, 0.00, 1: 43; 2: 51; 3: 57; 4: 68; 5: 2; 6: 2; 7: 1; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling,  35,  6, 19,  642, 1, 9, 908138, 27200.04, 0, 0.00, 1: 36; 2: 58; 3: 61; 4: 64; 5: 3; 6: 2; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 897,  7, 16,  644, 1, 9, 891080, 27200.04, 0, 0.00, 1: 39; 2: 59; 3: 52; 4: 67; 5: 3; 6: 3; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 497,  7, 16,  645, 1, 9, 891050, 27200.04, 0, 0.00, 1: 39; 2: 47; 3: 66; 4: 70; 5: 2; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 756,  8, 13,  646, 1, 9, 830180, 27200.04, 67, 0.00, 1: 40; 2: 49; 3: 60; 4: 72; 5: 1; 6: 3; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 728,  7, 15,  646, 1, 9, 840840, 27200.04, 32, 0.00, 1: 33; 2: 55; 3: 70; 4: 63; 6: 4; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 212,  8, 14,  647, 1, 9, 891060, 27200.04, 83, 0.00, 1: 48; 2: 51; 3: 46; 4: 71; 5: 3; 6: 2; 7: 2; 8: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 979,  7, 17,  648, 1, 9, 940570, 27200.04, 0, 0.00, 1: 39; 2: 49; 3: 63; 4: 70; 5: 1; 6: 1; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 985,  7, 16,  648, 1, 9, 891060, 27200.04, 0, 0.00, 1: 38; 2: 52; 3: 59; 4: 72; 5: 1; 6: 2; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 625,  8, 14,  649, 1, 9, 891084, 27200.04, 0, 0.00, 1: 39; 2: 48; 3: 67; 4: 64; 5: 4; 6: 2; 7: 1; 9: 2; 
EGFR_&_ErbB_Signaling, 550,  7, 15,  650, 1, 9, 840840, 27200.04, 0, 0.00, 1: 40; 2: 47; 3: 61; 4: 72; 5: 3; 6: 1; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 257,  7, 16,  653, 1, 9, 890983, 27200.04, 0, 0.00, 1: 41; 2: 50; 3: 62; 4: 65; 5: 1; 6: 2; 7: 1; 8: 3; 9: 2; 
EGFR_&_ErbB_Signaling, 608,  7, 16,  653, 1, 9, 891093, 27200.04, 27, 0.00, 1: 39; 2: 46; 3: 63; 4: 72; 5: 3; 6: 1; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 426,  6, 18,  653, 1, 9, 865770, 27200.04, 0, 0.00, 1: 41; 2: 46; 3: 57; 4: 73; 5: 6; 6: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 970,  7, 15,  653, 1, 9, 840840, 27200.04, 0, 0.00, 1: 42; 2: 44; 3: 67; 4: 65; 5: 2; 6: 1; 7: 3; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 983,  8, 14,  654, 1, 9, 891034, 27200.04, 0, 0.00, 1: 38; 2: 52; 3: 50; 4: 80; 5: 4; 6: 1; 7: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 598,  8, 14,  658, 1, 9, 891016, 27200.04, 0, 0.00, 1: 42; 2: 44; 3: 59; 4: 71; 5: 6; 6: 1; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 643,  8, 13,  660, 1, 9, 830180, 27200.04, 0, 0.00, 1: 40; 2: 42; 3: 61; 4: 78; 5: 2; 7: 2; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 476,  6, 19,  663, 1, 9, 908255, 27200.04, 71, 0.00, 1: 42; 2: 47; 3: 65; 4: 63; 6: 2; 8: 4; 9: 4; 
EGFR_&_ErbB_Signaling, 536,  6, 19,  663, 1, 9, 908209, 27200.04, 25, 0.00, 1: 33; 2: 45; 3: 75; 4: 68; 5: 2; 7: 1; 8: 1; 9: 2; 
EGFR_&_ErbB_Signaling,  10,  7, 17,  663, 1, 9, 940370, 27200.04, 61, 0.00, 1: 38; 2: 45; 3: 62; 4: 73; 5: 3; 6: 3; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 859,  8, 13,  664, 1, 9, 830180, 27200.04, 0, 0.00, 1: 33; 2: 54; 3: 56; 4: 78; 5: 1; 6: 1; 7: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 699,  7, 16,  666, 1, 9, 890962, 27200.04, 0, 0.00, 1: 32; 2: 54; 3: 60; 4: 72; 5: 2; 6: 3; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling,  88,  7, 16,  666, 1, 9, 890955, 27200.04, 6, 0.00, 1: 39; 2: 57; 3: 54; 4: 62; 5: 3; 6: 3; 7: 3; 8: 5; 9: 1; 
EGFR_&_ErbB_Signaling, 265,  7, 15,  667, 1, 9, 840840, 27200.04, 0, 0.00, 1: 38; 2: 50; 3: 59; 4: 70; 5: 2; 6: 1; 7: 2; 8: 3; 9: 2; 
EGFR_&_ErbB_Signaling, 134,  7, 17,  668, 1, 9, 940363, 27200.04, 0, 0.00, 1: 32; 2: 58; 3: 62; 4: 64; 5: 1; 6: 4; 7: 2; 8: 1; 9: 3; 
EGFR_&_ErbB_Signaling, 971,  6, 19,  669, 1, 9, 908191, 27200.04, 0, 0.00, 1: 35; 2: 58; 3: 61; 4: 61; 6: 1; 7: 5; 8: 4; 9: 2; 
EGFR_&_ErbB_Signaling, 535,  7, 15,  673, 1, 9, 840840, 27200.04, 0, 0.00, 1: 33; 2: 51; 3: 62; 4: 69; 5: 4; 6: 3; 7: 3; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 940,  7, 17,  676, 1, 9, 940692, 27200.04, 13, 0.00, 1: 32; 2: 51; 3: 56; 4: 79; 5: 4; 6: 1; 7: 1; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 145, 12,  9,  677, 1, 9, 865779, 27200.04, 0, 0.00, 1: 35; 2: 50; 3: 52; 4: 80; 5: 2; 6: 3; 7: 3; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 801,  8, 14,  677, 1, 9, 891047, 27200.04, 0, 0.00, 1: 35; 2: 46; 3: 64; 4: 72; 5: 3; 6: 1; 7: 2; 8: 1; 9: 3; 
EGFR_&_ErbB_Signaling, 874,  7, 17,  681, 1, 9, 940464, 27200.04, 0, 0.00, 1: 36; 2: 47; 3: 62; 4: 68; 5: 2; 6: 4; 7: 6; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 923,  7, 16,  684, 1, 9, 891027, 27200.04, 0, 0.00, 1: 36; 2: 43; 3: 62; 4: 74; 5: 4; 6: 2; 7: 2; 8: 2; 9: 2; 
EGFR_&_ErbB_Signaling, 828,  8, 13,  686, 1, 9, 830180, 27200.04, 12, 0.00, 1: 35; 2: 48; 3: 50; 4: 84; 5: 1; 6: 3; 7: 4; 9: 2; 
EGFR_&_ErbB_Signaling, 238,  6, 18,  687, 1, 9, 865795, 27200.04, 0, 0.00, 1: 45; 2: 46; 3: 54; 4: 66; 5: 1; 6: 3; 7: 1; 8: 5; 9: 6; 
EGFR_&_ErbB_Signaling, 470,  7, 16,  694, 1, 9, 891075, 27200.04, 0, 0.00, 1: 29; 2: 44; 3: 63; 4: 81; 5: 2; 6: 4; 7: 3; 9: 1; 
EGFR_&_ErbB_Signaling, 647,  8, 13,  694, 1, 9, 830180, 27200.04, 0, 0.00, 1: 24; 2: 45; 3: 75; 4: 72; 5: 5; 6: 3; 7: 1; 8: 1; 9: 1; 
EGFR_&_ErbB_Signaling, 105, 12,  9,  696, 1, 9, 865811, 27200.04, 0, 0.00, 1: 27; 2: 48; 3: 57; 4: 88; 6: 3; 7: 1; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 800,  7, 15,  705, 1, 9, 840840, 27200.04, 35, 0.00, 1: 34; 2: 42; 3: 55; 4: 82; 5: 3; 6: 2; 7: 6; 8: 2; 9: 1; 
EGFR_&_ErbB_Signaling, 920,  7, 16,  706, 1, 9, 891031, 27200.04, 43, 0.00, 1: 33; 2: 46; 3: 66; 4: 66; 5: 1; 6: 4; 7: 2; 8: 5; 9: 4; 
EGFR_&_ErbB_Signaling, 609,  7, 15,  717, 1, 9, 840840, 27200.04, 0, 0.00, 1: 28; 2: 42; 3: 64; 4: 79; 5: 2; 6: 4; 7: 2; 8: 5; 9: 1; 
EGFR_&_ErbB_Signaling, 559,  6, 19,  575, 1, 10, 908243, 27200.04, 0, 0.00, 1: 63; 2: 51; 3: 59; 4: 48; 5: 2; 6: 1; 7: 1; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 365, 11, 10,  577, 1, 10, 879042, 27200.04, 0, 0.00, 1: 56; 2: 58; 3: 58; 4: 52; 6: 1; 7: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 449,  6, 18,  584, 1, 10, 865836, 27200.04, 0, 0.00, 1: 54; 2: 58; 3: 56; 4: 57; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 306,  8, 13,  591, 1, 10, 830180, 27200.04, 0, 0.00, 1: 59; 2: 47; 3: 60; 4: 58; 7: 1; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling,  99,  6, 19,  594, 1, 10, 908241, 27200.04, 0, 0.00, 1: 59; 2: 52; 3: 56; 4: 52; 5: 2; 6: 3; 8: 1; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 965,  8, 13,  596, 1, 10, 830180, 27200.04, 0, 0.00, 1: 46; 2: 65; 3: 56; 4: 56; 5: 1; 6: 1; 7: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 949,  6, 19,  598, 1, 10, 908205, 27200.04, 0, 0.00, 1: 57; 2: 50; 3: 53; 4: 63; 5: 1; 6: 1; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 564,  6, 20,  598, 1, 10, 947655, 27200.04, 26, 0.00, 1: 55; 2: 56; 3: 56; 4: 54; 6: 1; 7: 2; 8: 1; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling,  11,  6, 18,  606, 1, 10, 865782, 27200.04, 131, 0.00, 1: 47; 2: 61; 3: 57; 4: 56; 5: 1; 6: 2; 7: 1; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 129,  6, 18,  608, 1, 10, 865794, 27200.04, 0, 0.00, 1: 45; 2: 60; 3: 55; 4: 63; 5: 2; 6: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 443,  9, 12,  609, 1, 10, 865799, 27200.04, 0, 0.00, 1: 51; 2: 51; 3: 58; 4: 63; 6: 1; 7: 2; 10: 1; 
EGFR_&_ErbB_Signaling, 230,  6, 18,  614, 1, 10, 865803, 27200.04, 0, 0.00, 1: 52; 2: 51; 3: 55; 4: 62; 5: 3; 6: 2; 10: 2; 
EGFR_&_ErbB_Signaling, 633,  8, 14,  620, 1, 10, 891015, 27200.04, 0, 0.00, 1: 45; 2: 57; 3: 55; 4: 65; 5: 1; 6: 1; 7: 1; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 269,  8, 14,  625, 1, 10, 891079, 27200.04, 0, 0.00, 1: 40; 2: 52; 3: 70; 4: 62; 5: 1; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 322,  6, 19,  629, 1, 10, 908302, 27200.04, 0, 0.00, 1: 44; 2: 52; 3: 59; 4: 65; 5: 4; 7: 2; 10: 1; 
EGFR_&_ErbB_Signaling, 159,  7, 15,  632, 1, 10, 840840, 27200.04, 0, 0.00, 1: 42; 2: 53; 3: 70; 4: 55; 6: 1; 7: 3; 8: 1; 9: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 132,  7, 17,  635, 1, 10, 940486, 27200.04, 22, 0.00, 1: 40; 2: 53; 3: 62; 4: 66; 5: 3; 6: 1; 8: 1; 10: 1; 
EGFR_&_ErbB_Signaling,  24, 12,  9,  635, 1, 10, 865795, 27200.04, 64, 0.00, 1: 47; 2: 46; 3: 58; 4: 71; 5: 1; 7: 1; 8: 2; 10: 1; 
EGFR_&_ErbB_Signaling, 668,  6, 18,  636, 1, 10, 865788, 27200.04, 29, 0.00, 1: 37; 2: 64; 3: 59; 4: 61; 6: 1; 7: 1; 9: 3; 10: 1; 
EGFR_&_ErbB_Signaling, 749,  6, 19,  643, 1, 10, 908212, 27200.04, 0, 0.00, 1: 39; 2: 56; 3: 61; 4: 64; 5: 1; 6: 1; 7: 2; 8: 1; 10: 2; 
EGFR_&_ErbB_Signaling, 458,  6, 19,  644, 1, 10, 908299, 27200.04, 0, 0.00, 1: 40; 2: 47; 3: 63; 4: 71; 5: 4; 7: 1; 10: 1; 
EGFR_&_ErbB_Signaling, 958,  7, 15,  648, 1, 10, 840840, 27200.04, 0, 0.00, 1: 40; 2: 59; 3: 55; 4: 64; 5: 1; 6: 2; 7: 1; 8: 1; 9: 3; 10: 1; 
