Seed 1656949570
ARCH 1|F_ID 3|LIMIT 4
before: 
3(992)
Melhor resultado nxn: EGFR_&_ErbB_Signaling, 682,  9, 12,  339, 1, 3, 865815, 74000.52, 0, 0.00, 1: 123; 2: 96; 3: 8; 
EGFR_&_ErbB_Signaling, 576,  7, 16,  352, 1, 3, 891094, 74000.52, 26, 0.00, 1: 113; 2: 103; 3: 11; 
EGFR_&_ErbB_Signaling, 491,  6, 20,  352, 1, 3, 947791, 74000.52, 0, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling,  49,  9, 12,  352, 1, 3, 865786, 74000.52, 0, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 353, 12,  9,  352, 1, 3, 865810, 74000.52, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 571,  6, 20,  352, 1, 3, 947884, 74000.52, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 849,  7, 15,  352, 1, 3, 840840, 74000.52, 0, 0.00, 1: 111; 2: 107; 3: 9; 
EGFR_&_ErbB_Signaling, 568,  7, 16,  352, 1, 3, 890918, 74000.52, 26, 0.00, 1: 119; 2: 91; 3: 17; 
EGFR_&_ErbB_Signaling, 851,  6, 20,  352, 1, 3, 947884, 74000.52, 0, 0.00, 1: 117; 2: 95; 3: 15; 
EGFR_&_ErbB_Signaling,  51,  8, 14,  352, 1, 3, 891066, 74000.52, 0, 0.00, 1: 114; 2: 101; 3: 12; 
EGFR_&_ErbB_Signaling, 104,  6, 19,  352, 1, 3, 908143, 74000.52, 7, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling, 359,  7, 15,  352, 1, 3, 840840, 74000.52, 0, 0.00, 1: 116; 2: 97; 3: 14; 
EGFR_&_ErbB_Signaling, 860,  8, 13,  352, 1, 3, 830180, 74000.52, 8, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling, 498,  9, 12,  352, 1, 3, 865779, 74000.52, 0, 0.00, 1: 115; 2: 99; 3: 13; 
EGFR_&_ErbB_Signaling, 206, 10, 11,  353, 1, 3, 879055, 74000.52, 0, 0.00, 1: 110; 2: 108; 3: 9; 
EGFR_&_ErbB_Signaling,  41, 11, 10,  353, 1, 3, 879240, 74000.52, 0, 0.00, 1: 110; 2: 108; 3: 9; 
EGFR_&_ErbB_Signaling, 900,  7, 17,  353, 1, 3, 940479, 74000.52, 32, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 960,  9, 12,  353, 1, 3, 865868, 74000.52, 47, 0.00, 1: 110; 2: 108; 3: 9; 
EGFR_&_ErbB_Signaling, 968,  6, 19,  353, 1, 3, 908242, 74000.52, 47, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 969,  7, 17,  353, 1, 3, 940266, 74000.52, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 970,  7, 15,  353, 1, 3, 840840, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling,  11,  6, 18,  353, 1, 3, 865776, 74000.52, 236, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling,  10,  7, 17,  353, 1, 3, 940359, 74000.52, 32, 0.00, 1: 109; 2: 110; 3: 8; 
EGFR_&_ErbB_Signaling, 986,  6, 18,  353, 1, 3, 865717, 74000.52, 0, 0.00, 1: 110; 2: 108; 3: 9; 
EGFR_&_ErbB_Signaling,   8,  8, 13,  353, 1, 3, 830180, 74000.52, 144, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling,   7, 10, 11,  353, 1, 3, 879231, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 997,  7, 15,  353, 1, 3, 840840, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling,   1,  6, 20,  353, 1, 3, 947858, 74000.52, 112, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 863, 11, 10,  353, 1, 3, 879051, 74000.52, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 810,  9, 12,  353, 1, 3, 865782, 74000.52, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 819, 12,  9,  353, 1, 3, 865861, 74000.52, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 122,  9, 12,  353, 1, 3, 865830, 74000.52, 0, 0.00, 1: 110; 2: 108; 3: 9; 
EGFR_&_ErbB_Signaling, 798, 10, 11,  353, 1, 3, 879088, 74000.52, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 107,  6, 19,  353, 1, 3, 908326, 74000.52, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 844,  6, 19,  353, 1, 3, 908173, 74000.52, 22, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 155, 11, 10,  353, 1, 3, 879079, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 852,  7, 15,  353, 1, 3, 840840, 74000.52, 21, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 161,  6, 20,  353, 1, 3, 947709, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 778,  7, 15,  353, 1, 3, 840840, 74000.52, 0, 0.00, 1: 109; 2: 110; 3: 8; 
EGFR_&_ErbB_Signaling, 168,  6, 19,  353, 1, 3, 908192, 74000.52, 10, 0.00, 1: 110; 2: 108; 3: 9; 
EGFR_&_ErbB_Signaling, 731, 12,  9,  353, 1, 3, 865797, 74000.52, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 186, 10, 11,  353, 1, 3, 879171, 74000.52, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling,  79,  8, 14,  353, 1, 3, 891075, 74000.52, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 758,  6, 19,  353, 1, 3, 908403, 74000.52, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 897,  7, 16,  353, 1, 3, 890970, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 898,  9, 12,  353, 1, 3, 865685, 74000.52, 0, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling, 750, 12,  9,  353, 1, 3, 865805, 74000.52, 0, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling,  70,  7, 16,  353, 1, 3, 890897, 74000.52, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling,  68,  6, 18,  353, 1, 3, 865788, 74000.52, 31, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling,  63,  7, 17,  353, 1, 3, 940241, 74000.52, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 917,  6, 19,  353, 1, 3, 908264, 74000.52, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 928,  6, 20,  353, 1, 3, 947227, 74000.52, 44, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 591,  6, 18,  353, 1, 3, 865770, 74000.52, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 674,  7, 17,  353, 1, 3, 940478, 74000.52, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 673,  6, 20,  353, 1, 3, 948105, 74000.52, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 467,  9, 12,  353, 1, 3, 865748, 74000.52, 0, 0.00, 1: 107; 2: 114; 3: 6; 
EGFR_&_ErbB_Signaling, 468,  6, 20,  353, 1, 3, 947510, 74000.52, 35, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 291, 10, 11,  353, 1, 3, 878966, 74000.52, 0, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling, 472,  8, 13,  353, 1, 3, 830180, 74000.52, 23, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 637,  7, 17,  353, 1, 3, 940400, 74000.52, 0, 0.00, 1: 109; 2: 110; 3: 8; 
EGFR_&_ErbB_Signaling, 636,  6, 20,  353, 1, 3, 947305, 74000.52, 26, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 623,  8, 14,  353, 1, 3, 891145, 74000.52, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 322,  6, 19,  353, 1, 3, 908422, 74000.52, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 618,  7, 15,  353, 1, 3, 840840, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 425,  6, 18,  353, 1, 3, 865793, 74000.52, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 604,  8, 13,  353, 1, 3, 830180, 74000.52, 100, 0.00, 1: 109; 2: 110; 3: 8; 
EGFR_&_ErbB_Signaling, 701,  9, 12,  353, 1, 3, 865817, 74000.52, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 345,  8, 13,  353, 1, 3, 830180, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 419,  8, 13,  353, 1, 3, 830180, 74000.52, 0, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling, 578, 11, 10,  353, 1, 3, 878997, 74000.52, 0, 0.00, 1: 117; 2: 94; 3: 16; 
EGFR_&_ErbB_Signaling, 354,  6, 19,  353, 1, 3, 908387, 74000.52, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 554,  7, 15,  353, 1, 3, 840840, 74000.52, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 369,  6, 20,  353, 1, 3, 947719, 74000.52, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 545,  7, 15,  353, 1, 3, 840840, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 540,  9, 12,  353, 1, 3, 865648, 74000.52, 24, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 496,  9, 12,  353, 1, 3, 865841, 74000.52, 24, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling, 386, 12,  9,  353, 1, 3, 865753, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 516,  6, 19,  353, 1, 3, 908578, 74000.52, 35, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 511, 10, 11,  353, 1, 3, 879122, 74000.52, 0, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling, 402,  6, 20,  353, 1, 3, 947715, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 694,  6, 20,  353, 1, 3, 947637, 74000.52, 0, 0.00, 1: 116; 2: 96; 3: 15; 
EGFR_&_ErbB_Signaling, 698,  6, 19,  353, 1, 3, 907884, 74000.52, 0, 0.00, 1: 112; 2: 104; 3: 11; 
EGFR_&_ErbB_Signaling, 458,  6, 19,  353, 1, 3, 908210, 74000.52, 0, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 688, 12,  9,  353, 1, 3, 865783, 74000.52, 30, 0.00, 1: 111; 2: 106; 3: 10; 
EGFR_&_ErbB_Signaling, 460,  6, 19,  353, 1, 3, 908455, 74000.52, 89, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 261,  8, 13,  353, 1, 3, 830180, 74000.52, 0, 0.00, 1: 113; 2: 102; 3: 12; 
EGFR_&_ErbB_Signaling, 464,  7, 15,  353, 1, 3, 840840, 74000.52, 22, 0.00, 1: 115; 2: 98; 3: 14; 
EGFR_&_ErbB_Signaling, 462, 12,  9,  353, 1, 3, 865865, 74000.52, 0, 0.00, 1: 114; 2: 100; 3: 13; 
EGFR_&_ErbB_Signaling, 341, 10, 11,  354, 1, 3, 879073, 74000.52, 0, 0.00, 1: 114; 2: 99; 3: 14; 
EGFR_&_ErbB_Signaling, 829, 12,  9,  354, 1, 3, 865759, 74000.52, 0, 0.00, 1: 110; 2: 107; 3: 10; 
EGFR_&_ErbB_Signaling, 603,  9, 12,  354, 1, 3, 865802, 74000.52, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 452,  6, 18,  354, 1, 3, 865656, 74000.52, 92, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling, 944,  6, 18,  354, 1, 3, 865741, 74000.52, 45, 0.00, 1: 111; 2: 105; 3: 11; 
EGFR_&_ErbB_Signaling, 444,  6, 18,  354, 1, 3, 865841, 74000.52, 35, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling, 137, 10, 11,  354, 1, 3, 879086, 74000.52, 0, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling, 961,  6, 19,  354, 1, 3, 908327, 74000.52, 0, 0.00, 1: 116; 2: 95; 3: 16; 
EGFR_&_ErbB_Signaling, 149, 10, 11,  354, 1, 3, 879211, 74000.52, 0, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling, 219, 10, 11,  354, 1, 3, 879126, 74000.52, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 626, 12,  9,  354, 1, 3, 865811, 74000.52, 0, 0.00, 1: 107; 2: 113; 3: 7; 
EGFR_&_ErbB_Signaling, 786, 10, 11,  354, 1, 3, 878977, 74000.52, 0, 0.00, 1: 110; 2: 107; 3: 10; 
EGFR_&_ErbB_Signaling, 308,  6, 18,  354, 1, 3, 865754, 74000.52, 21, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling,  27, 10, 11,  354, 1, 3, 878953, 74000.52, 130, 0.00, 1: 110; 2: 107; 3: 10; 
EGFR_&_ErbB_Signaling, 686,  7, 15,  354, 1, 3, 840840, 74000.52, 0, 0.00, 1: 110; 2: 107; 3: 10; 
EGFR_&_ErbB_Signaling, 476,  6, 19,  354, 1, 3, 908041, 74000.52, 71, 0.00, 1: 110; 2: 107; 3: 10; 
EGFR_&_ErbB_Signaling, 361,  6, 20,  354, 1, 3, 947517, 74000.52, 0, 0.00, 1: 114; 2: 99; 3: 14; 
EGFR_&_ErbB_Signaling, 585, 10, 11,  354, 1, 3, 879091, 74000.52, 0, 0.00, 1: 111; 2: 105; 3: 11; 
EGFR_&_ErbB_Signaling, 136,  8, 13,  354, 1, 3, 830180, 74000.52, 7, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 836, 10, 11,  354, 1, 3, 878924, 74000.52, 27, 0.00, 1: 109; 2: 109; 3: 9; 
EGFR_&_ErbB_Signaling, 837, 11, 10,  354, 1, 3, 878973, 74000.52, 0, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling, 110,  7, 16,  354, 1, 3, 890894, 74000.52, 0, 0.00, 1: 110; 2: 107; 3: 10; 
EGFR_&_ErbB_Signaling, 951,  6, 19,  354, 1, 3, 908330, 74000.52, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 417, 11, 10,  354, 1, 3, 879126, 74000.52, 0, 0.00, 1: 111; 2: 105; 3: 11; 
EGFR_&_ErbB_Signaling, 574, 10, 11,  354, 1, 3, 878834, 74000.52, 0, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 368, 12,  9,  354, 1, 3, 865737, 74000.52, 21, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 230,  6, 18,  354, 1, 3, 865911, 74000.52, 0, 0.00, 1: 114; 2: 99; 3: 14; 
EGFR_&_ErbB_Signaling, 847,  9, 12,  354, 1, 3, 865756, 74000.52, 0, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling, 848,  8, 14,  354, 1, 3, 891111, 74000.52, 37, 0.00, 1: 109; 2: 109; 3: 9; 
EGFR_&_ErbB_Signaling, 932,  6, 18,  354, 1, 3, 865758, 74000.52, 47, 0.00, 1: 115; 2: 97; 3: 15; 
EGFR_&_ErbB_Signaling, 489,  8, 14,  354, 1, 3, 891112, 74000.52, 0, 0.00, 1: 111; 2: 105; 3: 11; 
EGFR_&_ErbB_Signaling, 356,  6, 18,  354, 1, 3, 865860, 74000.52, 21, 0.00, 1: 111; 2: 105; 3: 11; 
EGFR_&_ErbB_Signaling, 193, 12,  9,  354, 1, 3, 865805, 74000.52, 0, 0.00, 1: 114; 2: 99; 3: 14; 
EGFR_&_ErbB_Signaling, 735,  7, 17,  354, 1, 3, 940503, 74000.52, 0, 0.00, 1: 110; 2: 107; 3: 10; 
EGFR_&_ErbB_Signaling, 676,  6, 18,  354, 1, 3, 865734, 74000.52, 31, 0.00, 1: 112; 2: 103; 3: 12; 
EGFR_&_ErbB_Signaling, 285, 11, 10,  354, 1, 3, 879046, 74000.52, 0, 0.00, 1: 114; 2: 99; 3: 14; 
EGFR_&_ErbB_Signaling, 471,  7, 15,  354, 1, 3, 840840, 74000.52, 0, 0.00, 1: 113; 2: 101; 3: 13; 
EGFR_&_ErbB_Signaling, 976, 11, 10,  354, 1, 3, 879015, 74000.52, 48, 0.00, 1: 111; 2: 105; 3: 11; 
EGFR_&_ErbB_Signaling, 292,  6, 19,  354, 1, 3, 908040, 74000.52, 23, 0.00, 1: 110; 2: 107; 3: 10; 
EGFR_&_ErbB_Signaling, 651,  6, 18,  354, 1, 3, 865742, 74000.52, 0, 0.00, 1: 108; 2: 111; 3: 8; 
EGFR_&_ErbB_Signaling, 275,  7, 15,  354, 1, 3, 840840, 74000.52, 0, 0.00, 1: 111; 2: 105; 3: 11; 
EGFR_&_ErbB_Signaling, 981,  6, 20,  354, 1, 3, 947903, 74000.52, 0, 0.00, 1: 117; 2: 93; 3: 17; 
EGFR_&_ErbB_Signaling, 666, 11, 10,  354, 1, 3, 878932, 74000.52, 0, 0.00, 1: 114; 2: 99; 3: 14; 
EGFR_&_ErbB_Signaling, 597,  8, 13,  355, 1, 3, 830180, 74000.52, 0, 0.00, 1: 114; 2: 98; 3: 15; 
EGFR_&_ErbB_Signaling, 945, 11, 10,  355, 1, 3, 878969, 74000.52, 0, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 716, 10, 11,  355, 1, 3, 879010, 74000.52, 35, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 706,  7, 15,  355, 1, 3, 840840, 74000.52, 0, 0.00, 1: 109; 2: 108; 3: 10; 
EGFR_&_ErbB_Signaling, 190,  8, 14,  355, 1, 3, 891137, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 340, 10, 11,  355, 1, 3, 879038, 74000.52, 23, 0.00, 1: 109; 2: 108; 3: 10; 
EGFR_&_ErbB_Signaling, 865,  8, 13,  355, 1, 3, 830180, 74000.52, 0, 0.00, 1: 114; 2: 98; 3: 15; 
EGFR_&_ErbB_Signaling, 433,  6, 18,  355, 1, 3, 865762, 74000.52, 0, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 653, 10, 11,  355, 1, 3, 879205, 74000.52, 0, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 411,  9, 12,  355, 1, 3, 865807, 74000.52, 0, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 866, 11, 10,  355, 1, 3, 878834, 74000.52, 0, 0.00, 1: 108; 2: 110; 3: 9; 
EGFR_&_ErbB_Signaling, 328,  8, 13,  355, 1, 3, 830180, 74000.52, 20, 0.00, 1: 116; 2: 94; 3: 17; 
EGFR_&_ErbB_Signaling, 959,  8, 13,  355, 1, 3, 830180, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 113,  6, 18,  355, 1, 3, 865724, 74000.52, 0, 0.00, 1: 110; 2: 106; 3: 11; 
EGFR_&_ErbB_Signaling, 200,  8, 14,  355, 1, 3, 891149, 74000.52, 14, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 742, 11, 10,  355, 1, 3, 879066, 74000.52, 0, 0.00, 1: 108; 2: 110; 3: 9; 
EGFR_&_ErbB_Signaling, 854,  6, 19,  355, 1, 3, 908194, 74000.52, 0, 0.00, 1: 114; 2: 98; 3: 15; 
EGFR_&_ErbB_Signaling, 106,  7, 15,  355, 1, 3, 840840, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 282,  6, 20,  355, 1, 3, 947554, 74000.52, 0, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 737,  6, 18,  355, 1, 3, 865663, 74000.52, 0, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 839, 11, 10,  355, 1, 3, 879220, 74000.52, 0, 0.00, 1: 109; 2: 108; 3: 10; 
EGFR_&_ErbB_Signaling, 358,  6, 19,  355, 1, 3, 908142, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 929,  8, 13,  355, 1, 3, 830180, 74000.52, 0, 0.00, 1: 109; 2: 108; 3: 10; 
EGFR_&_ErbB_Signaling, 916,  6, 19,  355, 1, 3, 908303, 74000.52, 42, 0.00, 1: 114; 2: 98; 3: 15; 
EGFR_&_ErbB_Signaling, 556, 10, 11,  355, 1, 3, 879124, 74000.52, 22, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling,  74,  6, 18,  355, 1, 3, 865847, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 484,  9, 12,  355, 1, 3, 865780, 74000.52, 89, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 235,  6, 20,  355, 1, 3, 947840, 74000.52, 0, 0.00, 1: 110; 2: 106; 3: 11; 
EGFR_&_ErbB_Signaling,  29,  6, 20,  355, 1, 3, 947843, 74000.52, 85, 0.00, 1: 115; 2: 96; 3: 16; 
EGFR_&_ErbB_Signaling, 711, 11, 10,  355, 1, 3, 879148, 74000.52, 0, 0.00, 1: 110; 2: 106; 3: 11; 
EGFR_&_ErbB_Signaling,  47,  6, 19,  355, 1, 3, 908027, 74000.52, 0, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 763,  6, 19,  355, 1, 3, 908286, 74000.52, 0, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 879,  6, 20,  355, 1, 3, 947663, 74000.52, 0, 0.00, 1: 114; 2: 98; 3: 15; 
EGFR_&_ErbB_Signaling,  46,  6, 18,  355, 1, 3, 865858, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 887,  6, 18,  355, 1, 3, 865821, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 183,  6, 18,  355, 1, 3, 865865, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 785,  6, 20,  355, 1, 3, 947593, 74000.52, 0, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 784, 11, 10,  355, 1, 3, 878996, 74000.52, 34, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 174,  8, 13,  355, 1, 3, 830180, 74000.52, 0, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 964,  7, 15,  355, 1, 3, 840840, 74000.52, 63, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 537,  7, 16,  355, 1, 3, 891178, 74000.52, 0, 0.00, 1: 106; 2: 114; 3: 7; 
EGFR_&_ErbB_Signaling, 300, 12,  9,  355, 1, 3, 865830, 74000.52, 22, 0.00, 1: 115; 2: 96; 3: 16; 
EGFR_&_ErbB_Signaling, 884, 11, 10,  355, 1, 3, 879058, 74000.52, 11, 0.00, 1: 115; 2: 96; 3: 16; 
EGFR_&_ErbB_Signaling, 685,  6, 18,  355, 1, 3, 865736, 74000.52, 0, 0.00, 1: 116; 2: 94; 3: 17; 
EGFR_&_ErbB_Signaling, 410,  8, 14,  355, 1, 3, 891077, 74000.52, 0, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 768,  6, 19,  355, 1, 3, 908096, 74000.52, 33, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 426,  6, 18,  355, 1, 3, 865884, 74000.52, 0, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 428,  6, 19,  355, 1, 3, 908363, 74000.52, 34, 0.00, 1: 115; 2: 96; 3: 16; 
EGFR_&_ErbB_Signaling, 439,  8, 13,  355, 1, 3, 830180, 74000.52, 0, 0.00, 1: 115; 2: 96; 3: 16; 
EGFR_&_ErbB_Signaling, 890, 11, 10,  355, 1, 3, 879005, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling,  50,  8, 13,  355, 1, 3, 830180, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 325,  6, 18,  355, 1, 3, 865740, 74000.52, 0, 0.00, 1: 112; 2: 102; 3: 13; 
EGFR_&_ErbB_Signaling, 871, 12,  9,  355, 1, 3, 865720, 74000.52, 0, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 324,  6, 19,  355, 1, 3, 908223, 74000.52, 27, 0.00, 1: 109; 2: 108; 3: 10; 
EGFR_&_ErbB_Signaling, 536,  6, 19,  355, 1, 3, 908258, 74000.52, 25, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 453,  9, 12,  355, 1, 3, 865790, 74000.52, 0, 0.00, 1: 111; 2: 104; 3: 12; 
EGFR_&_ErbB_Signaling, 963,  8, 13,  355, 1, 3, 830180, 74000.52, 0, 0.00, 1: 114; 2: 98; 3: 15; 
EGFR_&_ErbB_Signaling, 620, 11, 10,  355, 1, 3, 878981, 74000.52, 29, 0.00, 1: 113; 2: 100; 3: 14; 
EGFR_&_ErbB_Signaling, 543,  6, 20,  355, 1, 3, 947830, 74000.52, 0, 0.00, 1: 110; 2: 106; 3: 11; 
EGFR_&_ErbB_Signaling, 294,  6, 20,  355, 1, 3, 947758, 74000.52, 0, 0.00, 1: 108; 2: 110; 3: 9; 
