Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
3(418)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network,  88,  8,  7,  137, 1, 3, 443520, 17788.86, 40, 0.00, 1: 72; 2: 28; 3: 3; 
MAPK_Cancer_Cell_Fate_Network, 670,  5, 13,  146, 1, 4, 504637, 17788.86, 0, 0.00, 1: 69; 2: 26; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 628,  8,  7,  146, 1, 4, 443520, 17788.86, 255, 0.00, 1: 66; 2: 32; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 576,  8,  7,  146, 1, 4, 443520, 17788.86, 176, 0.00, 1: 64; 2: 36; 3: 2; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 606,  8,  7,  146, 1, 4, 443520, 17788.86, 0, 0.00, 1: 64; 2: 36; 3: 2; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 251,  5, 13,  146, 1, 4, 504586, 17788.86, 0, 0.00, 1: 64; 2: 36; 3: 2; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 639, 10,  6,  146, 1, 4, 473532, 17788.86, 0, 0.00, 1: 69; 2: 27; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 615,  5, 12,  146, 1, 4, 473404, 17788.86, 0, 0.00, 1: 69; 2: 27; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 568,  5, 13,  146, 1, 4, 504954, 17788.86, 0, 0.00, 1: 68; 2: 28; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 280,  5, 13,  146, 1, 4, 504736, 17788.86, 232, 0.00, 1: 67; 2: 30; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 123,  5, 13,  147, 1, 4, 504514, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 505,  5, 11,  147, 1, 4, 435105, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 798,  5, 11,  147, 1, 4, 435105, 17788.86, 0, 0.00, 1: 68; 2: 27; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 641,  5, 13,  147, 1, 4, 504290, 17788.86, 147, 0.00, 1: 65; 2: 33; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 795, 10,  6,  147, 1, 4, 473407, 17788.86, 89, 0.00, 1: 65; 2: 33; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 657,  5, 11,  147, 1, 4, 435105, 17788.86, 147, 0.00, 1: 65; 2: 33; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 959,  8,  7,  147, 1, 4, 443520, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 790,  5, 13,  147, 1, 4, 504641, 17788.86, 0, 0.00, 1: 67; 2: 30; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 502,  5, 13,  147, 1, 4, 504723, 17788.86, 0, 0.00, 1: 69; 2: 25; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 592,  5, 12,  147, 1, 4, 473188, 17788.86, 208, 0.00, 1: 66; 2: 32; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 150,  7,  9,  147, 1, 4, 492748, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 307,  5, 11,  147, 1, 4, 435105, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 524,  7,  8,  147, 1, 4, 443520, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 526,  8,  7,  147, 1, 4, 443520, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 158,  5, 11,  147, 1, 4, 435105, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 162,  5, 13,  147, 1, 4, 504947, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 305,  5, 12,  147, 1, 4, 473276, 17788.86, 115, 0.00, 1: 66; 2: 32; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 302,  7,  9,  147, 1, 4, 492758, 17788.86, 111, 0.00, 1: 68; 2: 28; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 300,  5, 12,  147, 1, 4, 473534, 17788.86, 112, 0.00, 1: 63; 2: 37; 3: 2; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 593,  5, 13,  147, 1, 4, 504736, 17788.86, 192, 0.00, 1: 67; 2: 31; 3: 2; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 296,  5, 12,  147, 1, 4, 473391, 17788.86, 32, 0.00, 1: 69; 2: 26; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 131,  5, 13,  147, 1, 4, 504916, 17788.86, 88, 0.00, 1: 66; 2: 32; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 856,  5, 11,  147, 1, 4, 435105, 17788.86, 40, 0.00, 1: 68; 2: 27; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 912,  5, 13,  147, 1, 4, 504687, 17788.86, 128, 0.00, 1: 67; 2: 29; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  51,  5, 11,  147, 1, 4, 435105, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 919,  5, 12,  147, 1, 4, 473538, 17788.86, 0, 0.00, 1: 64; 2: 35; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 448,  6, 10,  147, 1, 4, 473417, 17788.86, 160, 0.00, 1: 65; 2: 34; 3: 2; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 368,  5, 12,  147, 1, 4, 473545, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 255,  5, 13,  147, 1, 4, 504860, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  69,  5, 13,  147, 1, 4, 504867, 17788.86, 85, 0.00, 1: 67; 2: 29; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 249,  5, 12,  147, 1, 4, 473335, 17788.86, 0, 0.00, 1: 68; 2: 28; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  80,  5, 13,  147, 1, 4, 504764, 17788.86, 16, 0.00, 1: 70; 2: 24; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  89,  7,  8,  147, 1, 4, 443520, 17788.86, 156, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 938,  5, 12,  147, 1, 4, 473459, 17788.86, 0, 0.00, 1: 69; 2: 26; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  34,  5, 11,  147, 1, 4, 435105, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 944,  5, 12,  147, 1, 4, 473502, 17788.86, 51, 0.00, 1: 67; 2: 29; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 389, 10,  6,  147, 1, 4, 473516, 17788.86, 85, 0.00, 1: 66; 2: 32; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 100,  5, 11,  147, 1, 4, 435105, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 106,  5, 12,  147, 1, 4, 473444, 17788.86, 80, 0.00, 1: 64; 2: 35; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 633,  5, 11,  147, 1, 4, 435105, 17788.86, 0, 0.00, 1: 69; 2: 26; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 830,  5, 13,  147, 1, 4, 504835, 17788.86, 0, 0.00, 1: 63; 2: 37; 3: 2; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 951,  5, 13,  147, 1, 4, 504888, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 570,  5, 12,  147, 1, 4, 473400, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 953,  8,  7,  147, 1, 4, 443520, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 496, 10,  6,  147, 1, 4, 473335, 17788.86, 97, 0.00, 1: 67; 2: 31; 3: 2; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 323,  5, 13,  147, 1, 4, 504507, 17788.86, 88, 0.00, 1: 67; 2: 30; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 985,  5, 13,  147, 1, 4, 504587, 17788.86, 159, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 718,  6, 10,  147, 1, 4, 473388, 17788.86, 0, 0.00, 1: 66; 2: 32; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 712,  5, 12,  147, 1, 4, 473394, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 559,  5, 13,  147, 1, 4, 504608, 17788.86, 0, 0.00, 1: 68; 2: 28; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 594, 10,  6,  147, 1, 4, 473526, 17788.86, 104, 0.00, 1: 68; 2: 27; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 192,  5, 13,  147, 1, 4, 504295, 17788.86, 112, 0.00, 1: 64; 2: 35; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 700,  5, 11,  147, 1, 4, 435105, 17788.86, 1, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 984,  8,  7,  147, 1, 4, 443520, 17788.86, 168, 0.00, 1: 69; 2: 25; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 722,  6, 10,  147, 1, 4, 473502, 17788.86, 60, 0.00, 1: 64; 2: 35; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  12,  5, 11,  147, 1, 4, 435105, 17788.86, 106, 0.00, 1: 67; 2: 30; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 991, 10,  6,  147, 1, 4, 473400, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 268,  5, 11,  147, 1, 4, 435105, 17788.86, 0, 0.00, 1: 67; 2: 30; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 782,  7,  8,  148, 1, 4, 443520, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  44,  5, 12,  148, 1, 4, 473477, 17788.86, 32, 0.00, 1: 64; 2: 34; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 580,  5, 13,  148, 1, 4, 504700, 17788.86, 198, 0.00, 1: 64; 2: 34; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 562,  7,  8,  148, 1, 4, 443520, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 310,  5, 12,  148, 1, 4, 473430, 17788.86, 0, 0.00, 1: 67; 2: 28; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 144,  4, 14,  148, 1, 4, 443520, 17788.86, 80, 0.00, 1: 69; 2: 25; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 134,  5, 11,  148, 1, 4, 435105, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 668,  5, 12,  148, 1, 4, 473398, 17788.86, 198, 0.00, 1: 67; 2: 29; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 145,  5, 12,  148, 1, 4, 473506, 17788.86, 4, 0.00, 1: 63; 2: 36; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,   4,  5, 11,  148, 1, 4, 435105, 17788.86, 106, 0.00, 1: 67; 2: 28; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 791,  5, 12,  148, 1, 4, 473417, 17788.86, 0, 0.00, 1: 69; 2: 25; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 710,  8,  7,  148, 1, 4, 443520, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  83,  5, 12,  148, 1, 4, 473281, 17788.86, 88, 0.00, 1: 64; 2: 35; 3: 2; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 384,  5, 11,  148, 1, 4, 435105, 17788.86, 144, 0.00, 1: 65; 2: 32; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  97,  5, 13,  148, 1, 4, 504583, 17788.86, 0, 0.00, 1: 66; 2: 31; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 242,  5, 11,  148, 1, 4, 435105, 17788.86, 0, 0.00, 1: 69; 2: 24; 3: 9; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 630,  5, 11,  148, 1, 4, 435105, 17788.86, 255, 0.00, 1: 63; 2: 36; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 664,  5, 12,  148, 1, 4, 473473, 17788.86, 104, 0.00, 1: 65; 2: 33; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 485,  6, 10,  148, 1, 4, 473429, 17788.86, 0, 0.00, 1: 68; 2: 28; 3: 4; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 697,  5, 13,  148, 1, 4, 504775, 17788.86, 0, 0.00, 1: 67; 2: 28; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 488,  5, 13,  148, 1, 4, 504533, 17788.86, 32, 0.00, 1: 69; 2: 25; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 330,  5, 12,  148, 1, 4, 473408, 17788.86, 104, 0.00, 1: 67; 2: 29; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 823,  7,  8,  148, 1, 4, 443520, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 492,  5, 11,  148, 1, 4, 435105, 17788.86, 95, 0.00, 1: 66; 2: 30; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  32,  5, 11,  148, 1, 4, 435105, 17788.86, 5, 0.00, 1: 64; 2: 34; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 590,  5, 13,  148, 1, 4, 504723, 17788.86, 0, 0.00, 1: 68; 2: 27; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 472,  5, 13,  148, 1, 4, 504805, 17788.86, 168, 0.00, 1: 69; 2: 24; 3: 9; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 855,  5, 11,  148, 1, 4, 435105, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 689,  4, 14,  148, 1, 4, 443520, 17788.86, 109, 0.00, 1: 70; 2: 24; 3: 6; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 809,  5, 11,  148, 1, 4, 435105, 17788.86, 69, 0.00, 1: 66; 2: 30; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 554,  5, 12,  148, 1, 4, 473450, 17788.86, 85, 0.00, 1: 65; 2: 32; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 661,  8,  7,  148, 1, 4, 443520, 17788.86, 85, 0.00, 1: 66; 2: 30; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 355,  8,  7,  148, 1, 4, 443520, 17788.86, 0, 0.00, 1: 66; 2: 30; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 446,  5, 12,  148, 1, 4, 473418, 17788.86, 0, 0.00, 1: 66; 2: 30; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 910,  5, 12,  148, 1, 4, 473301, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 263, 10,  6,  148, 1, 4, 473397, 17788.86, 0, 0.00, 1: 64; 2: 34; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 652,  5, 13,  148, 1, 4, 504389, 17788.86, 198, 0.00, 1: 67; 2: 28; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 299,  8,  7,  148, 1, 4, 443520, 17788.86, 111, 0.00, 1: 63; 2: 36; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 907, 10,  6,  148, 1, 4, 473564, 17788.86, 89, 0.00, 1: 66; 2: 30; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 733,  5, 13,  148, 1, 4, 504819, 17788.86, 85, 0.00, 1: 65; 2: 33; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 297,  5, 13,  148, 1, 4, 504872, 17788.86, 65, 0.00, 1: 70; 2: 23; 3: 8; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 655,  5, 11,  148, 1, 4, 435105, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 647,  5, 13,  148, 1, 4, 504524, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 178, 10,  6,  148, 1, 4, 473431, 17788.86, 255, 0.00, 1: 67; 2: 29; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 163,  5, 13,  148, 1, 4, 504627, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 729,  5, 12,  148, 1, 4, 473425, 17788.86, 158, 0.00, 1: 69; 2: 25; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 545,  7,  9,  148, 1, 4, 492786, 17788.86, 0, 0.00, 1: 66; 2: 30; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 767,  5, 11,  148, 1, 4, 435105, 17788.86, 0, 0.00, 1: 68; 2: 28; 3: 4; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 585,  7,  8,  148, 1, 4, 443520, 17788.86, 192, 0.00, 1: 64; 2: 35; 3: 2; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 393,  5, 13,  148, 1, 4, 504649, 17788.86, 87, 0.00, 1: 71; 2: 23; 3: 5; 4: 4; 
MAPK_Cancer_Cell_Fate_Network, 294,  5, 11,  148, 1, 4, 435105, 17788.86, 0, 0.00, 1: 66; 2: 30; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 531,  5, 12,  148, 1, 4, 473488, 17788.86, 0, 0.00, 1: 67; 2: 30; 3: 3; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 735,  5, 11,  149, 1, 4, 435105, 17788.86, 0, 0.00, 1: 63; 2: 36; 3: 2; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  55,  8,  7,  149, 1, 4, 443520, 17788.86, 0, 0.00, 1: 64; 2: 34; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 702,  5, 11,  149, 1, 4, 435105, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 4; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 121,  7,  8,  149, 1, 4, 443520, 17788.86, 0, 0.00, 1: 64; 2: 34; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 636,  5, 11,  149, 1, 4, 435105, 17788.86, 1, 0.00, 1: 64; 2: 34; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 194,  5, 12,  149, 1, 4, 473324, 17788.86, 105, 0.00, 1: 67; 2: 29; 3: 4; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 327,  5, 11,  149, 1, 4, 435105, 17788.86, 0, 0.00, 1: 63; 2: 37; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 291,  5, 11,  149, 1, 4, 435105, 17788.86, 0, 0.00, 1: 64; 2: 34; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 425,  5, 12,  149, 1, 4, 473401, 17788.86, 67, 0.00, 1: 67; 2: 28; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 948,  5, 12,  149, 1, 4, 473288, 17788.86, 23, 0.00, 1: 66; 2: 29; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 730,  7,  8,  149, 1, 4, 443520, 17788.86, 60, 0.00, 1: 62; 2: 37; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 845,  5, 12,  149, 1, 4, 473343, 17788.86, 85, 0.00, 1: 66; 2: 30; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 484,  5, 12,  149, 1, 4, 473438, 17788.86, 0, 0.00, 1: 66; 2: 29; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 218,  5, 11,  149, 1, 4, 435105, 17788.86, 60, 0.00, 1: 64; 2: 33; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 391,  5, 13,  149, 1, 4, 504616, 17788.86, 0, 0.00, 1: 64; 2: 33; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 841,  5, 12,  149, 1, 4, 473339, 17788.86, 8, 0.00, 1: 68; 2: 26; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 561,  5, 12,  149, 1, 4, 473269, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 4; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 890,  5, 13,  149, 1, 4, 504120, 17788.86, 0, 0.00, 1: 65; 2: 33; 3: 2; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 210,  5, 12,  149, 1, 4, 473379, 17788.86, 105, 0.00, 1: 63; 2: 36; 3: 2; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 226,  5, 12,  149, 1, 4, 473462, 17788.86, 0, 0.00, 1: 68; 2: 26; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 970,  5, 12,  149, 1, 4, 473454, 17788.86, 60, 0.00, 1: 62; 2: 37; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  11,  5, 12,  149, 1, 4, 473403, 17788.86, 241, 0.00, 1: 67; 2: 27; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 522,  5, 12,  149, 1, 4, 473297, 17788.86, 0, 0.00, 1: 66; 2: 30; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 137,  7,  8,  149, 1, 4, 443520, 17788.86, 4, 0.00, 1: 67; 2: 28; 3: 6; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 679,  7,  8,  149, 1, 4, 443520, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 272,  8,  7,  149, 1, 4, 443520, 17788.86, 0, 0.00, 1: 62; 2: 37; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 923,  5, 13,  149, 1, 4, 504833, 17788.86, 88, 0.00, 1: 66; 2: 29; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 588,  5, 12,  149, 1, 4, 473395, 17788.86, 198, 0.00, 1: 64; 2: 33; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 759,  5, 13,  149, 1, 4, 504466, 17788.86, 0, 0.00, 1: 68; 2: 26; 3: 7; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 922,  5, 12,  149, 1, 4, 473452, 17788.86, 104, 0.00, 1: 66; 2: 29; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 212,  5, 11,  149, 1, 4, 435105, 17788.86, 198, 0.00, 1: 66; 2: 29; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 125,  4, 14,  149, 1, 4, 443520, 17788.86, 0, 0.00, 1: 67; 2: 27; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 874,  5, 11,  149, 1, 4, 435105, 17788.86, 71, 0.00, 1: 65; 2: 31; 3: 6; 4: 1; 
MAPK_Cancer_Cell_Fate_Network,  81,  5, 11,  149, 1, 4, 435105, 17788.86, 82, 0.00, 1: 66; 2: 30; 3: 5; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 750,  5, 12,  149, 1, 4, 473640, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 530,  5, 12,  149, 1, 4, 473464, 17788.86, 0, 0.00, 1: 67; 2: 29; 3: 4; 4: 3; 
MAPK_Cancer_Cell_Fate_Network, 754,  7,  8,  149, 1, 4, 443520, 17788.86, 0, 0.00, 1: 64; 2: 33; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 407,  5, 12,  149, 1, 4, 473520, 17788.86, 0, 0.00, 1: 65; 2: 32; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  82,  5, 11,  149, 1, 4, 435105, 17788.86, 104, 0.00, 1: 65; 2: 32; 3: 4; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 557,  5, 11,  149, 1, 4, 435105, 17788.86, 49, 0.00, 1: 63; 2: 35; 3: 4; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 200,  4, 14,  150, 1, 4, 443520, 17788.86, 144, 0.00, 1: 66; 2: 28; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 656,  4, 14,  150, 1, 4, 443520, 17788.86, 192, 0.00, 1: 66; 2: 28; 3: 8; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 207,  5, 12,  150, 1, 4, 473479, 17788.86, 0, 0.00, 1: 63; 2: 35; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network, 573,  5, 13,  150, 1, 4, 504801, 17788.86, 0, 0.00, 1: 63; 2: 34; 3: 5; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 868,  5, 11,  150, 1, 4, 435105, 17788.86, 0, 0.00, 1: 65; 2: 30; 3: 7; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 674,  5, 11,  150, 1, 4, 435105, 17788.86, 0, 0.00, 1: 61; 2: 38; 3: 3; 4: 1; 
MAPK_Cancer_Cell_Fate_Network, 410,  5, 11,  150, 1, 4, 435105, 17788.86, 60, 0.00, 1: 63; 2: 35; 3: 3; 4: 2; 
MAPK_Cancer_Cell_Fate_Network,  39,  8,  7,  150, 1, 4, 443520, 17788.86, 0, 0.00, 1: 68; 2: 25; 3: 8; 4: 2; 
