Seed 1656949570
ARCH 0|F_ID 2|LIMIT 4
before: 
4(987)
Melhor resultado nxn: MAPK_Cancer_Cell_Fate_Network,  73,  7,  9,  178, 1, 4, 492805, 18288.16, 162, 0.00, 1: 54; 2: 28; 3: 16; 4: 5; 
MAPK_Cancer_Cell_Fate_Network, 466,  5, 11,  199, 1, 4, 435105, 18288.16, 75, 0.00, 1: 49; 2: 27; 3: 12; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 473,  7,  8,  199, 1, 4, 443520, 18288.16, 237, 0.00, 1: 46; 2: 27; 3: 21; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 792,  7,  8,  199, 1, 4, 443520, 18288.16, 232, 0.00, 1: 44; 2: 29; 3: 23; 4: 7; 
MAPK_Cancer_Cell_Fate_Network,  22,  7,  8,  199, 1, 4, 443520, 18288.16, 0, 0.00, 1: 46; 2: 29; 3: 17; 4: 11; 
MAPK_Cancer_Cell_Fate_Network,  24, 10,  6,  199, 1, 4, 473452, 18288.16, 176, 0.00, 1: 48; 2: 27; 3: 15; 4: 13; 
MAPK_Cancer_Cell_Fate_Network,  94,  8,  7,  199, 1, 4, 443520, 18288.16, 0, 0.00, 1: 45; 2: 27; 3: 24; 4: 7; 
MAPK_Cancer_Cell_Fate_Network, 763,  5, 13,  200, 1, 4, 504600, 18288.16, 0, 0.00, 1: 45; 2: 31; 3: 15; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 868,  5, 11,  200, 1, 4, 435105, 18288.16, 0, 0.00, 1: 45; 2: 31; 3: 15; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 855,  5, 11,  200, 1, 4, 435105, 18288.16, 0, 0.00, 1: 47; 2: 29; 3: 13; 4: 14; 
MAPK_Cancer_Cell_Fate_Network,  57,  5, 11,  200, 1, 4, 435105, 18288.16, 0, 0.00, 1: 46; 2: 27; 3: 20; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 522,  5, 12,  200, 1, 4, 473453, 18288.16, 0, 0.00, 1: 45; 2: 31; 3: 15; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 307,  5, 11,  200, 1, 4, 435105, 18288.16, 0, 0.00, 1: 43; 2: 32; 3: 19; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 362,  5, 13,  200, 1, 4, 504548, 18288.16, 67, 0.00, 1: 45; 2: 32; 3: 13; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 379,  5, 13,  200, 1, 4, 504908, 18288.16, 0, 0.00, 1: 45; 2: 30; 3: 17; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 502,  5, 13,  200, 1, 4, 504750, 18288.16, 0, 0.00, 1: 47; 2: 27; 3: 17; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 156,  5, 13,  200, 1, 4, 504740, 18288.16, 237, 0.00, 1: 46; 2: 27; 3: 20; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 723, 10,  6,  200, 1, 4, 473431, 18288.16, 86, 0.00, 1: 44; 2: 31; 3: 18; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 412,  5, 11,  200, 1, 4, 435105, 18288.16, 237, 0.00, 1: 43; 2: 33; 3: 17; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 593,  5, 13,  200, 1, 4, 504728, 18288.16, 16, 0.00, 1: 42; 2: 33; 3: 20; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 427,  7,  8,  200, 1, 4, 443520, 18288.16, 69, 0.00, 1: 43; 2: 32; 3: 19; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 981,  7,  8,  200, 1, 4, 443520, 18288.16, 85, 0.00, 1: 41; 2: 35; 3: 19; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 741,  6, 10,  200, 1, 4, 473401, 18288.16, 0, 0.00, 1: 47; 2: 25; 3: 21; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 815, 10,  6,  200, 1, 4, 473348, 18288.16, 0, 0.00, 1: 44; 2: 30; 3: 20; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 406,  5, 12,  200, 1, 4, 473387, 18288.16, 0, 0.00, 1: 44; 2: 28; 3: 24; 4: 7; 
MAPK_Cancer_Cell_Fate_Network, 168,  6, 10,  200, 1, 4, 473449, 18288.16, 32, 0.00, 1: 42; 2: 35; 3: 16; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 437,  7,  8,  200, 1, 4, 443520, 18288.16, 0, 0.00, 1: 44; 2: 29; 3: 22; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 448,  6, 10,  200, 1, 4, 473412, 18288.16, 160, 0.00, 1: 47; 2: 28; 3: 15; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 322,  5, 13,  201, 1, 4, 504482, 18288.16, 120, 0.00, 1: 46; 2: 29; 3: 15; 4: 13; 
MAPK_Cancer_Cell_Fate_Network,  58,  5, 11,  201, 1, 4, 435105, 18288.16, 0, 0.00, 1: 44; 2: 30; 3: 19; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 987, 10,  6,  201, 1, 4, 473389, 18288.16, 86, 0.00, 1: 42; 2: 34; 3: 17; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 514,  7,  8,  201, 1, 4, 443520, 18288.16, 0, 0.00, 1: 43; 2: 32; 3: 18; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 408,  5, 12,  201, 1, 4, 473421, 18288.16, 104, 0.00, 1: 44; 2: 30; 3: 19; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 814,  6, 10,  201, 1, 4, 473423, 18288.16, 0, 0.00, 1: 42; 2: 32; 3: 21; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 260,  5, 13,  201, 1, 4, 504567, 18288.16, 0, 0.00, 1: 46; 2: 29; 3: 15; 4: 13; 
MAPK_Cancer_Cell_Fate_Network,  89,  7,  8,  201, 1, 4, 443520, 18288.16, 236, 0.00, 1: 49; 2: 22; 3: 20; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 912,  5, 13,  201, 1, 4, 504742, 18288.16, 128, 0.00, 1: 49; 2: 24; 3: 16; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 592,  5, 12,  201, 1, 4, 473379, 18288.16, 208, 0.00, 1: 44; 2: 33; 3: 13; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 111,  5, 11,  201, 1, 4, 435105, 18288.16, 0, 0.00, 1: 45; 2: 29; 3: 18; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 340,  7,  8,  201, 1, 4, 443520, 18288.16, 237, 0.00, 1: 45; 2: 30; 3: 16; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 759,  5, 13,  201, 1, 4, 504672, 18288.16, 0, 0.00, 1: 43; 2: 31; 3: 20; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 305,  5, 12,  201, 1, 4, 473398, 18288.16, 115, 0.00, 1: 43; 2: 32; 3: 18; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 353, 10,  6,  201, 1, 4, 473411, 18288.16, 0, 0.00, 1: 46; 2: 26; 3: 21; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 761,  7,  9,  201, 1, 4, 492811, 18288.16, 0, 0.00, 1: 44; 2: 29; 3: 21; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 300,  5, 12,  202, 1, 4, 473394, 18288.16, 112, 0.00, 1: 42; 2: 35; 3: 14; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 278,  5, 12,  202, 1, 4, 473513, 18288.16, 0, 0.00, 1: 44; 2: 30; 3: 18; 4: 11; 
MAPK_Cancer_Cell_Fate_Network,  95,  6, 10,  202, 1, 4, 473438, 18288.16, 0, 0.00, 1: 44; 2: 32; 3: 14; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 998,  5, 12,  202, 1, 4, 473361, 18288.16, 0, 0.00, 1: 40; 2: 33; 3: 24; 4: 6; 
MAPK_Cancer_Cell_Fate_Network,  67,  5, 12,  202, 1, 4, 473461, 18288.16, 85, 0.00, 1: 46; 2: 27; 3: 18; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 930, 10,  6,  202, 1, 4, 473488, 18288.16, 0, 0.00, 1: 45; 2: 28; 3: 19; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 985,  5, 13,  202, 1, 4, 504617, 18288.16, 239, 0.00, 1: 42; 2: 32; 3: 20; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 257,  5, 13,  202, 1, 4, 504708, 18288.16, 0, 0.00, 1: 49; 2: 24; 3: 15; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 628,  8,  7,  202, 1, 4, 443520, 18288.16, 255, 0.00, 1: 44; 2: 30; 3: 18; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 189,  5, 11,  202, 1, 4, 435105, 18288.16, 255, 0.00, 1: 47; 2: 27; 3: 15; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 798,  5, 11,  202, 1, 4, 435105, 18288.16, 0, 0.00, 1: 44; 2: 30; 3: 18; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 212,  5, 11,  202, 1, 4, 435105, 18288.16, 237, 0.00, 1: 46; 2: 27; 3: 18; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 605, 10,  6,  202, 1, 4, 473444, 18288.16, 85, 0.00, 1: 46; 2: 25; 3: 22; 4: 10; 
MAPK_Cancer_Cell_Fate_Network,  19,  5, 12,  202, 1, 4, 473487, 18288.16, 86, 0.00, 1: 43; 2: 32; 3: 17; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 595,  5, 12,  202, 1, 4, 473409, 18288.16, 85, 0.00, 1: 46; 2: 27; 3: 18; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 223,  5, 12,  202, 1, 4, 473394, 18288.16, 0, 0.00, 1: 46; 2: 29; 3: 14; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 432,  5, 11,  202, 1, 4, 435105, 18288.16, 0, 0.00, 1: 45; 2: 28; 3: 19; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 570,  5, 12,  202, 1, 4, 473392, 18288.16, 0, 0.00, 1: 43; 2: 32; 3: 17; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 149,  7,  8,  202, 1, 4, 443520, 18288.16, 85, 0.00, 1: 42; 2: 33; 3: 18; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 455,  5, 11,  202, 1, 4, 435105, 18288.16, 0, 0.00, 1: 42; 2: 31; 3: 22; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 901,  5, 11,  202, 1, 4, 435105, 18288.16, 85, 0.00, 1: 45; 2: 30; 3: 15; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 245,  5, 11,  202, 1, 4, 435105, 18288.16, 0, 0.00, 1: 45; 2: 29; 3: 17; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 138,  7,  8,  202, 1, 4, 443520, 18288.16, 120, 0.00, 1: 41; 2: 36; 3: 15; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 123,  5, 13,  202, 1, 4, 504643, 18288.16, 0, 0.00, 1: 47; 2: 25; 3: 19; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 238,  5, 12,  203, 1, 4, 473404, 18288.16, 0, 0.00, 1: 47; 2: 26; 3: 16; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 922,  5, 12,  203, 1, 4, 473413, 18288.16, 119, 0.00, 1: 47; 2: 26; 3: 16; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 508,  5, 11,  203, 1, 4, 435105, 18288.16, 0, 0.00, 1: 42; 2: 33; 3: 17; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 176,  5, 12,  203, 1, 4, 473420, 18288.16, 255, 0.00, 1: 41; 2: 35; 3: 16; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 104,  5, 13,  203, 1, 4, 504665, 18288.16, 32, 0.00, 1: 45; 2: 27; 3: 20; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 198,  5, 11,  203, 1, 4, 435105, 18288.16, 0, 0.00, 1: 40; 2: 37; 3: 15; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 732,  5, 13,  203, 1, 4, 504566, 18288.16, 237, 0.00, 1: 41; 2: 36; 3: 14; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 674,  5, 11,  203, 1, 4, 435105, 18288.16, 0, 0.00, 1: 41; 2: 32; 3: 22; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 492,  5, 11,  203, 1, 4, 435105, 18288.16, 95, 0.00, 1: 45; 2: 24; 3: 26; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 528,  5, 11,  203, 1, 4, 435105, 18288.16, 0, 0.00, 1: 42; 2: 30; 3: 23; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 685,  5, 12,  203, 1, 4, 473404, 18288.16, 95, 0.00, 1: 43; 2: 30; 3: 20; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 992,  5, 12,  203, 1, 4, 473344, 18288.16, 5, 0.00, 1: 48; 2: 21; 3: 23; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 695,  6, 10,  203, 1, 4, 473397, 18288.16, 0, 0.00, 1: 46; 2: 28; 3: 15; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 318,  5, 11,  203, 1, 4, 435105, 18288.16, 0, 0.00, 1: 45; 2: 29; 3: 16; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 315,  5, 11,  203, 1, 4, 435105, 18288.16, 0, 0.00, 1: 43; 2: 32; 3: 16; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 487,  5, 12,  203, 1, 4, 473448, 18288.16, 0, 0.00, 1: 42; 2: 34; 3: 15; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 495,  5, 12,  203, 1, 4, 473644, 18288.16, 109, 0.00, 1: 42; 2: 30; 3: 23; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 344,  5, 11,  203, 1, 4, 435105, 18288.16, 40, 0.00, 1: 45; 2: 28; 3: 18; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 474,  5, 13,  203, 1, 4, 504620, 18288.16, 75, 0.00, 1: 44; 2: 30; 3: 17; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 580,  5, 13,  203, 1, 4, 504731, 18288.16, 237, 0.00, 1: 43; 2: 29; 3: 22; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 731,  5, 12,  203, 1, 4, 473373, 18288.16, 86, 0.00, 1: 39; 2: 36; 3: 20; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 657,  5, 11,  203, 1, 4, 435105, 18288.16, 227, 0.00, 1: 42; 2: 34; 3: 15; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 557,  5, 11,  203, 1, 4, 435105, 18288.16, 49, 0.00, 1: 44; 2: 30; 3: 17; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 647,  5, 13,  204, 1, 4, 504577, 18288.16, 0, 0.00, 1: 44; 2: 30; 3: 16; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 349,  5, 13,  204, 1, 4, 504574, 18288.16, 85, 0.00, 1: 42; 2: 33; 3: 16; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 218,  5, 11,  204, 1, 4, 435105, 18288.16, 75, 0.00, 1: 49; 2: 24; 3: 13; 4: 17; 
MAPK_Cancer_Cell_Fate_Network, 497,  5, 13,  204, 1, 4, 504572, 18288.16, 103, 0.00, 1: 46; 2: 28; 3: 14; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 911,  5, 13,  204, 1, 4, 504714, 18288.16, 0, 0.00, 1: 48; 2: 21; 3: 22; 4: 12; 
MAPK_Cancer_Cell_Fate_Network,  44,  5, 12,  204, 1, 4, 473440, 18288.16, 32, 0.00, 1: 44; 2: 27; 3: 22; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 788,  5, 12,  204, 1, 4, 473443, 18288.16, 237, 0.00, 1: 42; 2: 30; 3: 22; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 381,  5, 11,  204, 1, 4, 435105, 18288.16, 0, 0.00, 1: 39; 2: 37; 3: 17; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 384,  5, 11,  204, 1, 4, 435105, 18288.16, 144, 0.00, 1: 40; 2: 36; 3: 16; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 386,  5, 12,  204, 1, 4, 473428, 18288.16, 120, 0.00, 1: 45; 2: 25; 3: 23; 4: 10; 
MAPK_Cancer_Cell_Fate_Network,   4,  5, 11,  204, 1, 4, 435105, 18288.16, 140, 0.00, 1: 43; 2: 28; 3: 23; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 618,  5, 12,  204, 1, 4, 473476, 18288.16, 71, 0.00, 1: 43; 2: 31; 3: 17; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 483,  5, 11,  204, 1, 4, 435105, 18288.16, 0, 0.00, 1: 40; 2: 34; 3: 20; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 824,  7,  8,  204, 1, 4, 443520, 18288.16, 0, 0.00, 1: 38; 2: 37; 3: 20; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 588,  5, 12,  204, 1, 4, 473487, 18288.16, 237, 0.00, 1: 39; 2: 36; 3: 19; 4: 9; 
MAPK_Cancer_Cell_Fate_Network,  12,  5, 11,  204, 1, 4, 435105, 18288.16, 140, 0.00, 1: 43; 2: 31; 3: 17; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 439,  5, 13,  204, 1, 4, 504637, 18288.16, 0, 0.00, 1: 44; 2: 26; 3: 24; 4: 9; 
MAPK_Cancer_Cell_Fate_Network, 838,  5, 12,  204, 1, 4, 473487, 18288.16, 0, 0.00, 1: 47; 2: 25; 3: 17; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 568,  5, 13,  204, 1, 4, 504764, 18288.16, 0, 0.00, 1: 45; 2: 29; 3: 15; 4: 14; 
MAPK_Cancer_Cell_Fate_Network,  86,  5, 12,  204, 1, 4, 473481, 18288.16, 0, 0.00, 1: 40; 2: 36; 3: 16; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 893,  5, 12,  204, 1, 4, 473395, 18288.16, 0, 0.00, 1: 49; 2: 21; 3: 19; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 288,  5, 12,  204, 1, 4, 473465, 18288.16, 11, 0.00, 1: 44; 2: 29; 3: 18; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 294,  5, 11,  204, 1, 4, 435105, 18288.16, 0, 0.00, 1: 44; 2: 27; 3: 22; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 310,  5, 12,  204, 1, 4, 473378, 18288.16, 0, 0.00, 1: 41; 2: 34; 3: 17; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 669,  5, 12,  204, 1, 4, 473462, 18288.16, 85, 0.00, 1: 43; 2: 33; 3: 13; 4: 14; 
MAPK_Cancer_Cell_Fate_Network,  59,  5, 13,  204, 1, 4, 504714, 18288.16, 0, 0.00, 1: 45; 2: 29; 3: 15; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 237,  5, 11,  204, 1, 4, 435105, 18288.16, 0, 0.00, 1: 45; 2: 32; 3: 9; 4: 17; 
MAPK_Cancer_Cell_Fate_Network, 103,  5, 13,  204, 1, 4, 504607, 18288.16, 0, 0.00, 1: 42; 2: 33; 3: 16; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 887,  5, 12,  204, 1, 4, 473419, 18288.16, 0, 0.00, 1: 45; 2: 30; 3: 13; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 790,  5, 13,  205, 1, 4, 504682, 18288.16, 0, 0.00, 1: 43; 2: 30; 3: 18; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 809,  5, 11,  205, 1, 4, 435105, 18288.16, 69, 0.00, 1: 48; 2: 23; 3: 17; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 923,  5, 13,  205, 1, 4, 504652, 18288.16, 85, 0.00, 1: 41; 2: 32; 3: 20; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 210,  5, 12,  205, 1, 4, 473470, 18288.16, 120, 0.00, 1: 40; 2: 36; 3: 15; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 797,  5, 13,  205, 1, 4, 504631, 18288.16, 85, 0.00, 1: 43; 2: 31; 3: 16; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 410,  5, 11,  205, 1, 4, 435105, 18288.16, 75, 0.00, 1: 46; 2: 25; 3: 19; 4: 13; 
MAPK_Cancer_Cell_Fate_Network,  18,  5, 11,  205, 1, 4, 435105, 18288.16, 75, 0.00, 1: 46; 2: 24; 3: 21; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 131,  5, 13,  205, 1, 4, 504698, 18288.16, 85, 0.00, 1: 44; 2: 28; 3: 19; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 301,  5, 11,  205, 1, 4, 435105, 18288.16, 116, 0.00, 1: 44; 2: 30; 3: 15; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 573,  5, 13,  205, 1, 4, 504599, 18288.16, 0, 0.00, 1: 40; 2: 34; 3: 19; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 567,  5, 11,  205, 1, 4, 435105, 18288.16, 0, 0.00, 1: 45; 2: 28; 3: 16; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 554,  5, 12,  205, 1, 4, 473399, 18288.16, 85, 0.00, 1: 42; 2: 32; 3: 17; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 948,  5, 12,  205, 1, 4, 473414, 18288.16, 23, 0.00, 1: 43; 2: 30; 3: 18; 4: 12; 
MAPK_Cancer_Cell_Fate_Network,  49,  5, 12,  205, 1, 4, 473471, 18288.16, 0, 0.00, 1: 42; 2: 34; 3: 13; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 499,  5, 12,  205, 1, 4, 473396, 18288.16, 32, 0.00, 1: 44; 2: 27; 3: 21; 4: 11; 
MAPK_Cancer_Cell_Fate_Network,  83,  5, 12,  206, 1, 4, 473476, 18288.16, 85, 0.00, 1: 42; 2: 29; 3: 22; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 970,  5, 12,  206, 1, 4, 473467, 18288.16, 75, 0.00, 1: 44; 2: 27; 3: 20; 4: 12; 
MAPK_Cancer_Cell_Fate_Network,   9,  5, 13,  206, 1, 4, 504551, 18288.16, 178, 0.00, 1: 43; 2: 29; 3: 19; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 885,  5, 12,  206, 1, 4, 473414, 18288.16, 0, 0.00, 1: 39; 2: 35; 3: 19; 4: 10; 
MAPK_Cancer_Cell_Fate_Network, 232,  8,  7,  206, 1, 4, 443520, 18288.16, 32, 0.00, 1: 44; 2: 30; 3: 14; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 616,  5, 12,  206, 1, 4, 473470, 18288.16, 32, 0.00, 1: 45; 2: 24; 3: 23; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 303,  5, 11,  206, 1, 4, 435105, 18288.16, 115, 0.00, 1: 43; 2: 32; 3: 13; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 396,  5, 12,  206, 1, 4, 473446, 18288.16, 237, 0.00, 1: 41; 2: 36; 3: 11; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 630,  5, 11,  206, 1, 4, 435105, 18288.16, 255, 0.00, 1: 46; 2: 25; 3: 18; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 357,  5, 11,  206, 1, 4, 435105, 18288.16, 0, 0.00, 1: 42; 2: 31; 3: 18; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 677,  5, 11,  206, 1, 4, 435105, 18288.16, 0, 0.00, 1: 45; 2: 28; 3: 15; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 452, 10,  6,  206, 1, 4, 473484, 18288.16, 237, 0.00, 1: 44; 2: 26; 3: 22; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 841,  5, 12,  206, 1, 4, 473375, 18288.16, 88, 0.00, 1: 47; 2: 22; 3: 21; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 735,  5, 11,  206, 1, 4, 435105, 18288.16, 0, 0.00, 1: 42; 2: 32; 3: 16; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 877,  5, 12,  206, 1, 4, 473498, 18288.16, 51, 0.00, 1: 46; 2: 24; 3: 20; 4: 13; 
MAPK_Cancer_Cell_Fate_Network,  11,  5, 12,  207, 1, 4, 473463, 18288.16, 87, 0.00, 1: 42; 2: 33; 3: 13; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 380,  5, 11,  207, 1, 4, 435105, 18288.16, 2, 0.00, 1: 42; 2: 31; 3: 17; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 734,  5, 11,  207, 1, 4, 435105, 18288.16, 0, 0.00, 1: 44; 2: 26; 3: 21; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 134,  5, 11,  207, 1, 4, 435105, 18288.16, 0, 0.00, 1: 43; 2: 28; 3: 20; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 828,  5, 13,  207, 1, 4, 504613, 18288.16, 0, 0.00, 1: 45; 2: 24; 3: 22; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 919,  5, 12,  207, 1, 4, 473217, 18288.16, 0, 0.00, 1: 43; 2: 29; 3: 18; 4: 13; 
MAPK_Cancer_Cell_Fate_Network,  66,  5, 13,  207, 1, 4, 504355, 18288.16, 119, 0.00, 1: 40; 2: 30; 3: 25; 4: 8; 
MAPK_Cancer_Cell_Fate_Network, 845,  5, 12,  207, 1, 4, 473432, 18288.16, 85, 0.00, 1: 43; 2: 30; 3: 16; 4: 14; 
MAPK_Cancer_Cell_Fate_Network, 796,  5, 13,  207, 1, 4, 504738, 18288.16, 237, 0.00, 1: 44; 2: 27; 3: 19; 4: 13; 
MAPK_Cancer_Cell_Fate_Network, 924,  5, 12,  207, 1, 4, 473329, 18288.16, 237, 0.00, 1: 39; 2: 35; 3: 18; 4: 11; 
MAPK_Cancer_Cell_Fate_Network, 488,  5, 13,  207, 1, 4, 504822, 18288.16, 32, 0.00, 1: 47; 2: 25; 3: 14; 4: 17; 
MAPK_Cancer_Cell_Fate_Network,   6,  5, 12,  207, 1, 4, 473400, 18288.16, 0, 0.00, 1: 41; 2: 32; 3: 18; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 193,  5, 12,  207, 1, 4, 473429, 18288.16, 84, 0.00, 1: 45; 2: 29; 3: 12; 4: 17; 
MAPK_Cancer_Cell_Fate_Network, 980,  5, 12,  208, 1, 4, 473380, 18288.16, 237, 0.00, 1: 42; 2: 30; 3: 18; 4: 13; 
MAPK_Cancer_Cell_Fate_Network,  32,  5, 11,  208, 1, 4, 435105, 18288.16, 5, 0.00, 1: 48; 2: 20; 3: 20; 4: 15; 
MAPK_Cancer_Cell_Fate_Network, 327,  5, 11,  208, 1, 4, 435105, 18288.16, 0, 0.00, 1: 38; 2: 37; 3: 16; 4: 12; 
MAPK_Cancer_Cell_Fate_Network,  27,  5, 11,  208, 1, 4, 435105, 18288.16, 86, 0.00, 1: 43; 2: 27; 3: 21; 4: 12; 
MAPK_Cancer_Cell_Fate_Network, 323,  5, 13,  208, 1, 4, 504748, 18288.16, 85, 0.00, 1: 40; 2: 32; 3: 20; 4: 11; 
