Seed 1656949570
ARCH 0|F_ID 2|LIMIT 3
before: 
03(883)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 503,  7,  7,  101, 1, 3, 381964, 12166.34, 0, 0.00, 1: 37; 2: 20; 3: 8; 
Treatment_of_Castration-Resistant_Prostate_Ca,  45,  4, 12,  124, 1, 3, 375629, 12166.34, 85, 0.00, 1: 29; 2: 13; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 920,  4, 12,  124, 1, 3, 375649, 12166.34, 120, 0.00, 1: 22; 2: 27; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 654,  4, 11,  124, 1, 3, 347182, 12166.34, 0, 0.00, 1: 27; 2: 17; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 645,  4, 11,  124, 1, 3, 347182, 12166.34, 0, 0.00, 1: 25; 2: 21; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 518,  4, 12,  124, 1, 3, 375624, 12166.34, 0, 0.00, 1: 22; 2: 27; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,   4,  4, 12,  124, 1, 3, 375652, 12166.34, 63, 0.00, 1: 22; 2: 27; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  73,  5,  9,  124, 1, 3, 355061, 12166.34, 132, 0.00, 1: 28; 2: 15; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 906,  5,  9,  124, 1, 3, 355057, 12166.34, 75, 0.00, 1: 24; 2: 23; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 816,  5, 10,  124, 1, 3, 388909, 12166.34, 28, 0.00, 1: 24; 2: 23; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 754,  5,  9,  125, 1, 3, 355037, 12166.34, 97, 0.00, 1: 26; 2: 18; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 661,  6,  8,  125, 1, 3, 375650, 12166.34, 0, 0.00, 1: 26; 2: 18; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 838,  5,  9,  125, 1, 3, 355058, 12166.34, 0, 0.00, 1: 22; 2: 26; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 837,  8,  6,  125, 1, 3, 375600, 12166.34, 85, 0.00, 1: 24; 2: 22; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 753,  4, 11,  125, 1, 3, 347182, 12166.34, 109, 0.00, 1: 22; 2: 26; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 850,  4, 12,  125, 1, 3, 375616, 12166.34, 195, 0.00, 1: 26; 2: 18; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 402,  4, 12,  125, 1, 3, 375599, 12166.34, 75, 0.00, 1: 24; 2: 22; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 173,  4, 11,  125, 1, 3, 347182, 12166.34, 82, 0.00, 1: 24; 2: 22; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 406,  5,  9,  125, 1, 3, 355039, 12166.34, 0, 0.00, 1: 25; 2: 20; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 320,  4, 11,  125, 1, 3, 347182, 12166.34, 128, 0.00, 1: 25; 2: 20; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 493,  4, 12,  125, 1, 3, 375631, 12166.34, 0, 0.00, 1: 22; 2: 26; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 281,  4, 12,  125, 1, 3, 375615, 12166.34, 18, 0.00, 1: 25; 2: 20; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 288,  5,  9,  125, 1, 3, 355050, 12166.34, 9, 0.00, 1: 20; 2: 30; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 530,  4, 11,  125, 1, 3, 347182, 12166.34, 0, 0.00, 1: 26; 2: 18; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 902,  4, 12,  125, 1, 3, 375647, 12166.34, 0, 0.00, 1: 23; 2: 24; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca,  75,  4, 12,  125, 1, 3, 375524, 12166.34, 42, 0.00, 1: 24; 2: 22; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 290,  4, 12,  125, 1, 3, 375653, 12166.34, 0, 0.00, 1: 24; 2: 22; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 823,  4, 12,  125, 1, 3, 375640, 12166.34, 0, 0.00, 1: 25; 2: 20; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca,  81,  4, 11,  125, 1, 3, 347182, 12166.34, 132, 0.00, 1: 26; 2: 18; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca,  66,  4, 11,  125, 1, 3, 347182, 12166.34, 74, 0.00, 1: 24; 2: 22; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 895,  4, 11,  125, 1, 3, 347182, 12166.34, 0, 0.00, 1: 25; 2: 20; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 767,  4, 12,  126, 1, 3, 375603, 12166.34, 0, 0.00, 1: 25; 2: 19; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 300,  9,  5,  126, 1, 3, 355059, 12166.34, 53, 0.00, 1: 24; 2: 21; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 223,  4, 11,  126, 1, 3, 347182, 12166.34, 0, 0.00, 1: 23; 2: 23; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 229,  4, 11,  126, 1, 3, 347182, 12166.34, 0, 0.00, 1: 22; 2: 25; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 275,  4, 11,  126, 1, 3, 347182, 12166.34, 42, 0.00, 1: 25; 2: 19; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 235,  4, 12,  126, 1, 3, 375677, 12166.34, 95, 0.00, 1: 23; 2: 23; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 387,  4, 11,  126, 1, 3, 347182, 12166.34, 42, 0.00, 1: 23; 2: 23; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 250,  6,  8,  126, 1, 3, 375646, 12166.34, 0, 0.00, 1: 27; 2: 15; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 774,  4, 12,  126, 1, 3, 375656, 12166.34, 0, 0.00, 1: 21; 2: 27; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 802,  4, 12,  126, 1, 3, 375646, 12166.34, 0, 0.00, 1: 22; 2: 25; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 899,  4, 11,  126, 1, 3, 347182, 12166.34, 42, 0.00, 1: 24; 2: 21; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 730,  4, 11,  126, 1, 3, 347182, 12166.34, 75, 0.00, 1: 24; 2: 21; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 556,  4, 11,  126, 1, 3, 347182, 12166.34, 50, 0.00, 1: 27; 2: 15; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 546,  4, 12,  126, 1, 3, 375642, 12166.34, 0, 0.00, 1: 26; 2: 17; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 469,  4, 11,  126, 1, 3, 347182, 12166.34, 85, 0.00, 1: 21; 2: 27; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 410,  8,  6,  126, 1, 3, 375652, 12166.34, 75, 0.00, 1: 23; 2: 23; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 590,  8,  6,  126, 1, 3, 375638, 12166.34, 0, 0.00, 1: 22; 2: 25; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 125,  5,  9,  126, 1, 3, 355048, 12166.34, 0, 0.00, 1: 24; 2: 21; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca,  74,  5, 10,  126, 1, 3, 388896, 12166.34, 74, 0.00, 1: 24; 2: 21; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 440,  4, 12,  126, 1, 3, 375668, 12166.34, 0, 0.00, 1: 25; 2: 19; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 433,  5, 10,  126, 1, 3, 388888, 12166.34, 115, 0.00, 1: 22; 2: 25; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 946,  4, 12,  126, 1, 3, 375632, 12166.34, 50, 0.00, 1: 23; 2: 23; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 870,  4, 11,  126, 1, 3, 347182, 12166.34, 0, 0.00, 1: 24; 2: 21; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 639,  4, 11,  126, 1, 3, 347182, 12166.34, 0, 0.00, 1: 24; 2: 21; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 833,  4, 12,  126, 1, 3, 375670, 12166.34, 118, 0.00, 1: 23; 2: 23; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 422,  5,  9,  126, 1, 3, 355036, 12166.34, 0, 0.00, 1: 25; 2: 19; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 159,  4, 11,  126, 1, 3, 347182, 12166.34, 0, 0.00, 1: 25; 2: 19; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 717,  5, 10,  127, 1, 3, 388910, 12166.34, 85, 0.00, 1: 25; 2: 18; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 786,  7,  7,  127, 1, 3, 381956, 12166.34, 75, 0.00, 1: 24; 2: 20; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 287,  9,  5,  127, 1, 3, 355046, 12166.34, 0, 0.00, 1: 24; 2: 20; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 543,  4, 12,  127, 1, 3, 375630, 12166.34, 0, 0.00, 1: 22; 2: 24; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca,  27,  4, 11,  127, 1, 3, 347182, 12166.34, 42, 0.00, 1: 25; 2: 18; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 692,  4, 12,  127, 1, 3, 375632, 12166.34, 95, 0.00, 1: 26; 2: 16; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 686,  4, 11,  127, 1, 3, 347182, 12166.34, 67, 0.00, 1: 24; 2: 20; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 255,  5, 10,  127, 1, 3, 388881, 12166.34, 0, 0.00, 1: 22; 2: 24; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 867,  5,  9,  127, 1, 3, 355059, 12166.34, 0, 0.00, 1: 21; 2: 26; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca,  25,  4, 12,  127, 1, 3, 375682, 12166.34, 17, 0.00, 1: 21; 2: 26; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca,  21,  4, 12,  127, 1, 3, 375656, 12166.34, 85, 0.00, 1: 24; 2: 20; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 199,  4, 12,  127, 1, 3, 375655, 12166.34, 0, 0.00, 1: 22; 2: 24; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 149,  4, 11,  127, 1, 3, 347182, 12166.34, 85, 0.00, 1: 24; 2: 20; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 785,  4, 12,  127, 1, 3, 375588, 12166.34, 11, 0.00, 1: 21; 2: 26; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 479,  4, 11,  127, 1, 3, 347182, 12166.34, 0, 0.00, 1: 24; 2: 20; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 390,  9,  5,  127, 1, 3, 355054, 12166.34, 0, 0.00, 1: 27; 2: 14; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 735,  9,  5,  127, 1, 3, 355048, 12166.34, 0, 0.00, 1: 25; 2: 18; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 881,  4, 11,  127, 1, 3, 347182, 12166.34, 0, 0.00, 1: 24; 2: 20; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 447,  4, 12,  127, 1, 3, 375640, 12166.34, 0, 0.00, 1: 22; 2: 24; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 116,  4, 12,  127, 1, 3, 375627, 12166.34, 29, 0.00, 1: 23; 2: 22; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 454,  4, 11,  127, 1, 3, 347182, 12166.34, 0, 0.00, 1: 23; 2: 22; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 368,  5,  9,  127, 1, 3, 355057, 12166.34, 32, 0.00, 1: 26; 2: 16; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 371,  4, 11,  128, 1, 3, 347182, 12166.34, 0, 0.00, 1: 21; 2: 25; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 200,  5, 10,  128, 1, 3, 388839, 12166.34, 16, 0.00, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 836,  4, 11,  128, 1, 3, 347182, 12166.34, 241, 0.00, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 131,  5, 10,  128, 1, 3, 388934, 12166.34, 41, 0.00, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 865,  5,  9,  128, 1, 3, 355062, 12166.34, 0, 0.00, 1: 24; 2: 19; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 864,  4, 11,  128, 1, 3, 347182, 12166.34, 5, 0.00, 1: 22; 2: 23; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca,  91,  9,  5,  128, 1, 3, 355038, 12166.34, 42, 0.00, 1: 24; 2: 19; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca,  76,  6,  8,  128, 1, 3, 375619, 12166.34, 241, 0.00, 1: 22; 2: 23; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 991,  5,  9,  128, 1, 3, 355053, 12166.34, 0, 0.00, 1: 22; 2: 23; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca,  55,  4, 11,  128, 1, 3, 347182, 12166.34, 0, 0.00, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 429,  4, 12,  128, 1, 3, 375674, 12166.34, 111, 0.00, 1: 21; 2: 25; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 558,  8,  6,  128, 1, 3, 375657, 12166.34, 0, 0.00, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 542,  4, 11,  128, 1, 3, 347182, 12166.34, 0, 0.00, 1: 21; 2: 25; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 703,  4, 12,  128, 1, 3, 375645, 12166.34, 0, 0.00, 1: 22; 2: 23; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 707,  5,  9,  128, 1, 3, 355046, 12166.34, 42, 0.00, 1: 21; 2: 25; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 527,  9,  5,  128, 1, 3, 355012, 12166.34, 0, 0.00, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 495,  9,  5,  128, 1, 3, 355071, 12166.34, 0, 0.00, 1: 22; 2: 23; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 940,  5,  9,  128, 1, 3, 355039, 12166.34, 82, 0.00, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 742,  5, 10,  128, 1, 3, 388930, 12166.34, 0, 0.00, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 919,  4, 11,  128, 1, 3, 347182, 12166.34, 0, 0.00, 1: 22; 2: 23; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 423,  4, 11,  128, 1, 3, 347182, 12166.34, 0, 0.00, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 759,  4, 11,  128, 1, 3, 347182, 12166.34, 0, 0.00, 1: 23; 2: 21; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 378,  6,  8,  128, 1, 3, 375633, 12166.34, 0, 0.00, 1: 22; 2: 23; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 642,  4, 11,  128, 1, 3, 347182, 12166.34, 0, 0.00, 1: 24; 2: 19; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 952,  4, 12,  128, 1, 3, 375656, 12166.34, 0, 0.00, 1: 21; 2: 25; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 878,  4, 11,  129, 1, 3, 347182, 12166.34, 0, 0.00, 1: 22; 2: 22; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca,  26,  4, 11,  129, 1, 3, 347182, 12166.34, 75, 0.00, 1: 20; 2: 26; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 259,  4, 12,  129, 1, 3, 375666, 12166.34, 42, 0.00, 1: 22; 2: 22; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 160,  5, 10,  129, 1, 3, 388786, 12166.34, 7, 0.00, 1: 24; 2: 18; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 156,  4, 12,  129, 1, 3, 375661, 12166.34, 241, 0.00, 1: 20; 2: 26; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 811,  4, 12,  129, 1, 3, 375611, 12166.34, 71, 0.00, 1: 21; 2: 24; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 740,  4, 12,  129, 1, 3, 375609, 12166.34, 0, 0.00, 1: 19; 2: 28; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 278,  5,  9,  129, 1, 3, 355051, 12166.34, 0, 0.00, 1: 24; 2: 18; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 464,  4, 11,  130, 1, 3, 347182, 12166.34, 16, 0.00, 1: 19; 2: 27; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 999,  4, 12,  130, 1, 3, 375642, 12166.34, 0, 0.00, 1: 20; 2: 25; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 218,  9,  5,  130, 1, 3, 355052, 12166.34, 75, 0.00, 1: 22; 2: 21; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 232,  4, 12,  130, 1, 3, 375643, 12166.34, 32, 0.00, 1: 22; 2: 21; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 468,  4, 12,  130, 1, 3, 375645, 12166.34, 241, 0.00, 1: 18; 2: 29; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca,  95,  5,  9,  130, 1, 3, 355051, 12166.34, 0, 0.00, 1: 21; 2: 23; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 301,  4, 11,  130, 1, 3, 347182, 12166.34, 51, 0.00, 1: 22; 2: 21; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 354,  4, 11,  130, 1, 3, 347182, 12166.34, 0, 0.00, 1: 22; 2: 21; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 973,  5,  9,  130, 1, 3, 355052, 12166.34, 85, 0.00, 1: 23; 2: 19; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca,   6,  5,  9,  130, 1, 3, 355064, 12166.34, 0, 0.00, 1: 21; 2: 23; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 424,  9,  5,  130, 1, 3, 355038, 12166.34, 32, 0.00, 1: 23; 2: 19; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 130,  4, 11,  130, 1, 3, 347182, 12166.34, 195, 0.00, 1: 23; 2: 19; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 302,  5, 10,  131, 1, 3, 388874, 12166.34, 54, 0.00, 1: 21; 2: 22; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 965,  5,  9,  131, 1, 3, 355069, 12166.34, 85, 0.00, 1: 20; 2: 24; 3: 21; 
Treatment_of_Castration-Resistant_Prostate_Ca, 563,  4, 11,  131, 1, 3, 347182, 12166.34, 0, 0.00, 1: 21; 2: 22; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 512,  9,  5,  131, 1, 3, 355053, 12166.34, 0, 0.00, 1: 19; 2: 26; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 266,  5,  9,  131, 1, 3, 355047, 12166.34, 75, 0.00, 1: 23; 2: 18; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 470,  6,  8,  131, 1, 3, 375585, 12166.34, 0, 0.00, 1: 18; 2: 28; 3: 19; 
Treatment_of_Castration-Resistant_Prostate_Ca, 523,  4, 11,  132, 1, 3, 347182, 12166.34, 0, 0.00, 1: 21; 2: 21; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 805,  4, 11,  132, 1, 3, 347182, 12166.34, 0, 0.00, 1: 21; 2: 21; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 321,  4, 12,  132, 1, 3, 375635, 12166.34, 10, 0.00, 1: 21; 2: 21; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 537,  6,  8,  132, 1, 3, 375603, 12166.34, 19, 0.00, 1: 21; 2: 21; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca,  47,  4, 11,  132, 1, 3, 347182, 12166.34, 0, 0.00, 1: 21; 2: 21; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 755,  4, 11,  132, 1, 3, 347182, 12166.34, 98, 0.00, 1: 22; 2: 19; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 723,  9,  5,  133, 1, 3, 355049, 12166.34, 42, 0.00, 1: 19; 2: 24; 3: 22; 
Treatment_of_Castration-Resistant_Prostate_Ca, 632,  9,  5,  133, 1, 3, 355046, 12166.34, 0, 0.00, 1: 20; 2: 22; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 729,  8,  6,  133, 1, 3, 375728, 12166.34, 20, 0.00, 1: 17; 2: 28; 3: 20; 
Treatment_of_Castration-Resistant_Prostate_Ca, 678,  4, 12,  133, 1, 3, 375685, 12166.34, 0, 0.00, 1: 21; 2: 20; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 738,  5,  9,  134, 1, 3, 355045, 12166.34, 0, 0.00, 1: 21; 2: 19; 3: 25; 
Treatment_of_Castration-Resistant_Prostate_Ca, 694,  4, 12,  134, 1, 3, 375626, 12166.34, 32, 0.00, 1: 21; 2: 19; 3: 25; 
Treatment_of_Castration-Resistant_Prostate_Ca, 929,  9,  5,  134, 1, 3, 355023, 12166.34, 0, 0.00, 1: 19; 2: 23; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 224,  5, 10,  134, 1, 3, 388907, 12166.34, 8, 0.00, 1: 20; 2: 21; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 943,  5, 10,  135, 1, 3, 388888, 12166.34, 82, 0.00, 1: 20; 2: 20; 3: 25; 
Treatment_of_Castration-Resistant_Prostate_Ca, 630,  5, 10,  135, 1, 3, 388876, 12166.34, 0, 0.00, 1: 18; 2: 24; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 646,  6,  8,  135, 1, 3, 375610, 12166.34, 0, 0.00, 1: 19; 2: 22; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 576,  4, 12,  136, 1, 3, 375618, 12166.34, 64, 0.00, 1: 18; 2: 23; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 515,  4, 12,  136, 1, 3, 375633, 12166.34, 0, 0.00, 1: 22; 2: 15; 3: 28; 
Treatment_of_Castration-Resistant_Prostate_Ca, 640,  4, 11,  136, 1, 3, 347182, 12166.34, 0, 0.00, 1: 21; 2: 17; 3: 27; 
Treatment_of_Castration-Resistant_Prostate_Ca, 405,  9,  5,  136, 1, 3, 355040, 12166.34, 85, 0.00, 1: 17; 2: 25; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 401,  9,  5,  136, 1, 3, 355058, 12166.34, 10, 0.00, 1: 21; 2: 17; 3: 27; 
Treatment_of_Castration-Resistant_Prostate_Ca, 170,  4, 12,  137, 1, 3, 375665, 12166.34, 82, 0.00, 1: 20; 2: 18; 3: 27; 
Treatment_of_Castration-Resistant_Prostate_Ca, 311,  4, 11,  137, 1, 3, 347182, 12166.34, 0, 0.00, 1: 19; 2: 20; 3: 26; 
Treatment_of_Castration-Resistant_Prostate_Ca, 500,  4, 11,  138, 1, 3, 347182, 12166.34, 21, 0.00, 1: 16; 2: 25; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca, 216,  5,  9,  138, 1, 3, 355062, 12166.34, 184, 0.00, 1: 17; 2: 23; 3: 25; 
Treatment_of_Castration-Resistant_Prostate_Ca,  14,  4, 11,  138, 1, 3, 347182, 12166.34, 0, 0.00, 1: 15; 2: 27; 3: 23; 
Treatment_of_Castration-Resistant_Prostate_Ca, 178,  5, 10,  139, 1, 3, 388851, 12166.34, 0, 0.00, 1: 15; 2: 26; 3: 24; 
Treatment_of_Castration-Resistant_Prostate_Ca,  38,  5, 10,  139, 1, 3, 388895, 12166.34, 0, 0.00, 1: 19; 2: 18; 3: 28; 
Treatment_of_Castration-Resistant_Prostate_Ca,  15,  9,  5,  141, 1, 3, 355057, 12166.34, 0, 0.00, 1: 14; 2: 26; 3: 25; 
Treatment_of_Castration-Resistant_Prostate_Ca, 528,  5,  9,  144, 1, 3, 355041, 12166.34, 0, 0.00, 1: 14; 2: 23; 3: 28; 
Treatment_of_Castration-Resistant_Prostate_Ca,  78,  5, 10,  125, 1, 4, 388883, 12166.34, 0, 0.00, 1: 24; 2: 23; 3: 17; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 228,  4, 12,  130, 1, 4, 375664, 12166.34, 0, 0.00, 1: 22; 2: 22; 3: 20; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 496,  4, 12,  130, 1, 4, 375680, 12166.34, 37, 0.00, 1: 23; 2: 21; 3: 19; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 788,  4, 11,  131, 1, 4, 347182, 12166.34, 241, 0.00, 1: 20; 2: 25; 3: 19; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 561,  9,  5,  131, 1, 4, 355051, 12166.34, 0, 0.00, 1: 23; 2: 19; 3: 22; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 936,  4, 12,  132, 1, 4, 375632, 12166.34, 32, 0.00, 1: 23; 2: 18; 3: 23; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 541,  4, 12,  132, 1, 4, 375620, 12166.34, 85, 0.00, 1: 26; 2: 13; 3: 24; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 904,  4, 12,  132, 1, 4, 375657, 12166.34, 80, 0.00, 1: 21; 2: 22; 3: 21; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  31,  4, 11,  133, 1, 4, 347182, 12166.34, 0, 0.00, 1: 19; 2: 26; 3: 18; 4: 2; 
