Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
23(627)
Melhor resultado nxn: Treatment_of_Castration-Resistant_Prostate_Ca, 721,  7,  7,  103, 1, 3, 382033, 26748.27, 235, 0.00, 1: 33; 2: 26; 3: 6; 
Treatment_of_Castration-Resistant_Prostate_Ca, 787,  5, 10,  120, 1, 3, 388922, 26748.27, 82, 0.00, 1: 22; 2: 31; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 946,  4, 12,  120, 1, 3, 375480, 26748.27, 50, 0.00, 1: 23; 2: 29; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 500,  4, 11,  120, 1, 3, 347182, 26748.27, 21, 0.00, 1: 22; 2: 31; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 846,  4, 11,  120, 1, 3, 347182, 26748.27, 0, 0.00, 1: 22; 2: 31; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 806,  4, 12,  121, 1, 3, 375706, 26748.27, 0, 0.00, 1: 21; 2: 32; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 130,  4, 11,  121, 1, 3, 347182, 26748.27, 73, 0.00, 1: 25; 2: 24; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 229,  4, 11,  121, 1, 3, 347182, 26748.27, 0, 0.00, 1: 22; 2: 30; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 970,  4, 11,  121, 1, 3, 347182, 26748.27, 73, 0.00, 1: 24; 2: 26; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 101,  4, 11,  121, 1, 3, 347182, 26748.27, 0, 0.00, 1: 22; 2: 30; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 484,  4, 12,  121, 1, 3, 375609, 26748.27, 0, 0.00, 1: 20; 2: 34; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 228,  4, 12,  121, 1, 3, 375738, 26748.27, 0, 0.00, 1: 21; 2: 32; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 601,  4, 12,  122, 1, 3, 375536, 26748.27, 244, 0.00, 1: 22; 2: 29; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  14,  4, 11,  122, 1, 3, 347182, 26748.27, 0, 0.00, 1: 20; 2: 33; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 402,  4, 12,  122, 1, 3, 375638, 26748.27, 208, 0.00, 1: 23; 2: 27; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 686,  4, 11,  122, 1, 3, 347182, 26748.27, 67, 0.00, 1: 25; 2: 23; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 536,  4, 11,  122, 1, 3, 347182, 26748.27, 248, 0.00, 1: 22; 2: 29; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 469,  4, 11,  122, 1, 3, 347182, 26748.27, 86, 0.00, 1: 23; 2: 27; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 815,  4, 11,  122, 1, 3, 347182, 26748.27, 0, 0.00, 1: 20; 2: 33; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 530,  4, 11,  122, 1, 3, 347182, 26748.27, 0, 0.00, 1: 22; 2: 29; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca,  54,  4, 12,  122, 1, 3, 375723, 26748.27, 0, 0.00, 1: 20; 2: 33; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 234,  4, 11,  122, 1, 3, 347182, 26748.27, 82, 0.00, 1: 23; 2: 27; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 554,  4, 11,  122, 1, 3, 347182, 26748.27, 67, 0.00, 1: 21; 2: 31; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 497,  4, 12,  122, 1, 3, 375651, 26748.27, 0, 0.00, 1: 23; 2: 27; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 495,  9,  5,  122, 1, 3, 355017, 26748.27, 0, 0.00, 1: 22; 2: 29; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 576,  4, 12,  122, 1, 3, 375677, 26748.27, 64, 0.00, 1: 22; 2: 29; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 709,  4, 11,  123, 1, 3, 347182, 26748.27, 86, 0.00, 1: 22; 2: 28; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 202,  4, 12,  123, 1, 3, 375657, 26748.27, 208, 0.00, 1: 23; 2: 26; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca,  24,  9,  5,  123, 1, 3, 355058, 26748.27, 192, 0.00, 1: 22; 2: 28; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca,  33,  5, 10,  123, 1, 3, 388875, 26748.27, 0, 0.00, 1: 18; 2: 36; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 354,  4, 11,  123, 1, 3, 347182, 26748.27, 0, 0.00, 1: 23; 2: 26; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 870,  4, 11,  123, 1, 3, 347182, 26748.27, 0, 0.00, 1: 19; 2: 34; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 873,  4, 11,  123, 1, 3, 347182, 26748.27, 69, 0.00, 1: 21; 2: 30; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 764,  4, 11,  124, 1, 3, 347182, 26748.27, 1, 0.00, 1: 18; 2: 35; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 850,  4, 12,  124, 1, 3, 375593, 26748.27, 73, 0.00, 1: 22; 2: 27; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 673,  4, 12,  124, 1, 3, 375561, 26748.27, 0, 0.00, 1: 20; 2: 31; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 290,  4, 12,  124, 1, 3, 375660, 26748.27, 0, 0.00, 1: 20; 2: 31; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 301,  4, 11,  124, 1, 3, 347182, 26748.27, 51, 0.00, 1: 19; 2: 33; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 678,  4, 12,  124, 1, 3, 375647, 26748.27, 0, 0.00, 1: 21; 2: 29; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 540,  4, 12,  124, 1, 3, 375686, 26748.27, 29, 0.00, 1: 17; 2: 37; 3: 11; 
Treatment_of_Castration-Resistant_Prostate_Ca, 595,  4, 12,  124, 1, 3, 375631, 26748.27, 82, 0.00, 1: 22; 2: 27; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 600,  4, 11,  124, 1, 3, 347182, 26748.27, 56, 0.00, 1: 19; 2: 33; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 841,  4, 12,  124, 1, 3, 375603, 26748.27, 86, 0.00, 1: 21; 2: 29; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 526,  4, 11,  124, 1, 3, 347182, 26748.27, 0, 0.00, 1: 21; 2: 29; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 128,  4, 12,  125, 1, 3, 375604, 26748.27, 80, 0.00, 1: 22; 2: 26; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 877,  4, 12,  125, 1, 3, 375702, 26748.27, 0, 0.00, 1: 22; 2: 26; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 279,  4, 12,  125, 1, 3, 375643, 26748.27, 0, 0.00, 1: 19; 2: 32; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 864,  4, 11,  125, 1, 3, 347182, 26748.27, 5, 0.00, 1: 18; 2: 34; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 225,  4, 11,  125, 1, 3, 347182, 26748.27, 0, 0.00, 1: 19; 2: 32; 3: 14; 
Treatment_of_Castration-Resistant_Prostate_Ca, 827,  4, 12,  125, 1, 3, 375746, 26748.27, 0, 0.00, 1: 17; 2: 36; 3: 12; 
Treatment_of_Castration-Resistant_Prostate_Ca, 430,  4, 11,  125, 1, 3, 347182, 26748.27, 103, 0.00, 1: 21; 2: 28; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 902,  4, 12,  126, 1, 3, 375701, 26748.27, 0, 0.00, 1: 22; 2: 25; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca,  47,  4, 11,  126, 1, 3, 347182, 26748.27, 0, 0.00, 1: 21; 2: 27; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 771,  4, 11,  126, 1, 3, 347182, 26748.27, 82, 0.00, 1: 17; 2: 35; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 805,  4, 11,  127, 1, 3, 347182, 26748.27, 0, 0.00, 1: 20; 2: 28; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 587,  4, 12,  127, 1, 3, 375769, 26748.27, 82, 0.00, 1: 19; 2: 30; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 258,  4, 12,  127, 1, 3, 375670, 26748.27, 208, 0.00, 1: 20; 2: 28; 3: 17; 
Treatment_of_Castration-Resistant_Prostate_Ca, 813,  4, 11,  127, 1, 3, 347182, 26748.27, 32, 0.00, 1: 21; 2: 26; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 249,  4, 12,  127, 1, 3, 375694, 26748.27, 0, 0.00, 1: 18; 2: 32; 3: 15; 
Treatment_of_Castration-Resistant_Prostate_Ca, 411,  4, 12,  127, 1, 3, 375753, 26748.27, 82, 0.00, 1: 19; 2: 30; 3: 16; 
Treatment_of_Castration-Resistant_Prostate_Ca, 757,  4, 12,  127, 1, 3, 375573, 26748.27, 0, 0.00, 1: 16; 2: 36; 3: 13; 
Treatment_of_Castration-Resistant_Prostate_Ca, 919,  4, 11,  128, 1, 3, 347182, 26748.27, 0, 0.00, 1: 20; 2: 27; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 327,  4, 12,  129, 1, 3, 375645, 26748.27, 0, 0.00, 1: 19; 2: 28; 3: 18; 
Treatment_of_Castration-Resistant_Prostate_Ca, 192,  7,  7,  104, 1, 4, 381913, 26748.27, 0, 0.00, 1: 35; 2: 22; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 102,  7,  7,  106, 1, 4, 382077, 26748.27, 0, 0.00, 1: 33; 2: 24; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 839,  8,  6,  106, 1, 4, 375712, 26748.27, 0, 0.00, 1: 33; 2: 24; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 980,  7,  7,  106, 1, 4, 382051, 26748.27, 29, 0.00, 1: 32; 2: 26; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 545,  7,  7,  106, 1, 4, 382021, 26748.27, 0, 0.00, 1: 31; 2: 28; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 684,  7,  7,  107, 1, 4, 382006, 26748.27, 50, 0.00, 1: 30; 2: 29; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 883,  6,  8,  107, 1, 4, 375499, 26748.27, 0, 0.00, 1: 32; 2: 25; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 194,  8,  6,  107, 1, 4, 375659, 26748.27, 208, 0.00, 1: 32; 2: 25; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 270,  7,  7,  107, 1, 4, 381932, 26748.27, 0, 0.00, 1: 30; 2: 29; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  53,  7,  7,  108, 1, 4, 381967, 26748.27, 86, 0.00, 1: 31; 2: 26; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 810,  6,  8,  108, 1, 4, 375580, 26748.27, 70, 0.00, 1: 30; 2: 28; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 994,  8,  6,  108, 1, 4, 375616, 26748.27, 0, 0.00, 1: 32; 2: 24; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   2,  8,  6,  108, 1, 4, 375662, 26748.27, 94, 0.00, 1: 30; 2: 28; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 190,  8,  6,  109, 1, 4, 375571, 26748.27, 0, 0.00, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 891,  5,  9,  109, 1, 4, 355023, 26748.27, 0, 0.00, 1: 33; 2: 22; 3: 8; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 319,  5,  9,  109, 1, 4, 355033, 26748.27, 0, 0.00, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 478,  5,  9,  109, 1, 4, 355003, 26748.27, 0, 0.00, 1: 30; 2: 27; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 215,  5, 10,  109, 1, 4, 388833, 26748.27, 0, 0.00, 1: 31; 2: 25; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 666,  5, 10,  109, 1, 4, 388944, 26748.27, 208, 0.00, 1: 29; 2: 29; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 856,  9,  5,  110, 1, 4, 355034, 26748.27, 56, 0.00, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 198,  7,  7,  110, 1, 4, 381932, 26748.27, 0, 0.00, 1: 31; 2: 24; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 847,  6,  8,  110, 1, 4, 375675, 26748.27, 0, 0.00, 1: 28; 2: 30; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  68,  5, 10,  110, 1, 4, 388977, 26748.27, 29, 0.00, 1: 27; 2: 32; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 967,  8,  6,  110, 1, 4, 375745, 26748.27, 0, 0.00, 1: 27; 2: 32; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 291,  7,  7,  110, 1, 4, 382000, 26748.27, 0, 0.00, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 934,  5, 10,  110, 1, 4, 388943, 26748.27, 0, 0.00, 1: 28; 2: 30; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 868,  5, 10,  110, 1, 4, 388942, 26748.27, 0, 0.00, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 421,  5,  9,  110, 1, 4, 355067, 26748.27, 0, 0.00, 1: 31; 2: 24; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 405,  9,  5,  110, 1, 4, 355004, 26748.27, 86, 0.00, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 890,  8,  6,  110, 1, 4, 375638, 26748.27, 0, 0.00, 1: 32; 2: 22; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 596,  5, 10,  110, 1, 4, 388679, 26748.27, 29, 0.00, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 400,  9,  5,  110, 1, 4, 355053, 26748.27, 208, 0.00, 1: 31; 2: 24; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 393,  6,  8,  110, 1, 4, 375636, 26748.27, 234, 0.00, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 651,  5, 10,  110, 1, 4, 388879, 26748.27, 0, 0.00, 1: 29; 2: 29; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 831,  7,  7,  110, 1, 4, 382059, 26748.27, 0, 0.00, 1: 28; 2: 30; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 458,  7,  7,  110, 1, 4, 381996, 26748.27, 208, 0.00, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 638,  9,  5,  110, 1, 4, 355076, 26748.27, 0, 0.00, 1: 30; 2: 26; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 461,  9,  5,  110, 1, 4, 355063, 26748.27, 86, 0.00, 1: 29; 2: 28; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 862,  6,  8,  110, 1, 4, 375728, 26748.27, 0, 0.00, 1: 27; 2: 32; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 677,  9,  5,  111, 1, 4, 355090, 26748.27, 0, 0.00, 1: 27; 2: 31; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,   0,  6,  8,  111, 1, 4, 375672, 26748.27, 0, 0.00, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 885,  9,  5,  111, 1, 4, 355075, 26748.27, 0, 0.00, 1: 26; 2: 33; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 754,  5,  9,  111, 1, 4, 355035, 26748.27, 97, 0.00, 1: 27; 2: 31; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 879,  6,  8,  111, 1, 4, 375496, 26748.27, 0, 0.00, 1: 27; 2: 31; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 453,  6,  8,  111, 1, 4, 375710, 26748.27, 86, 0.00, 1: 30; 2: 25; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 624,  9,  5,  111, 1, 4, 355059, 26748.27, 0, 0.00, 1: 29; 2: 27; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 261,  9,  5,  111, 1, 4, 355052, 26748.27, 86, 0.00, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 271,  5,  9,  111, 1, 4, 355058, 26748.27, 0, 0.00, 1: 29; 2: 27; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 456,  9,  5,  111, 1, 4, 355075, 26748.27, 16, 0.00, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 514,  6,  8,  111, 1, 4, 375610, 26748.27, 0, 0.00, 1: 28; 2: 30; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 318,  9,  5,  111, 1, 4, 355086, 26748.27, 0, 0.00, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 954,  5, 10,  111, 1, 4, 388874, 26748.27, 0, 0.00, 1: 25; 2: 35; 3: 4; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 911,  9,  5,  111, 1, 4, 355016, 26748.27, 0, 0.00, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 473,  7,  7,  111, 1, 4, 381930, 26748.27, 243, 0.00, 1: 28; 2: 29; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 776,  5, 10,  112, 1, 4, 388907, 26748.27, 208, 0.00, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 567,  7,  7,  112, 1, 4, 381861, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 551,  9,  5,  112, 1, 4, 355042, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 412,  9,  5,  112, 1, 4, 355078, 26748.27, 29, 0.00, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 875,  6,  8,  112, 1, 4, 375482, 26748.27, 70, 0.00, 1: 26; 2: 32; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 717,  5, 10,  112, 1, 4, 388800, 26748.27, 86, 0.00, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 599,  9,  5,  112, 1, 4, 355025, 26748.27, 0, 0.00, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 407,  5,  9,  112, 1, 4, 355025, 26748.27, 0, 0.00, 1: 31; 2: 22; 3: 11; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 906,  5,  9,  112, 1, 4, 355051, 26748.27, 208, 0.00, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 252,  9,  5,  112, 1, 4, 355054, 26748.27, 252, 0.00, 1: 26; 2: 32; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 233,  9,  5,  112, 1, 4, 355063, 26748.27, 65, 0.00, 1: 30; 2: 24; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 615,  6,  8,  112, 1, 4, 375720, 26748.27, 0, 0.00, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 892,  9,  5,  112, 1, 4, 355026, 26748.27, 0, 0.00, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 734,  6,  8,  112, 1, 4, 375633, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 674,  5,  9,  112, 1, 4, 355060, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 463,  7,  7,  112, 1, 4, 381941, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 462,  5,  9,  112, 1, 4, 355056, 26748.27, 0, 0.00, 1: 28; 2: 28; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 513,  5, 10,  112, 1, 4, 388853, 26748.27, 0, 0.00, 1: 26; 2: 32; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 134,  5,  9,  112, 1, 4, 355039, 26748.27, 0, 0.00, 1: 25; 2: 34; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 163,  8,  6,  112, 1, 4, 375582, 26748.27, 0, 0.00, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 444,  8,  6,  112, 1, 4, 375604, 26748.27, 2, 0.00, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 688,  9,  5,  112, 1, 4, 355064, 26748.27, 99, 0.00, 1: 25; 2: 34; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 209,  9,  5,  112, 1, 4, 355077, 26748.27, 234, 0.00, 1: 27; 2: 30; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 426,  5, 10,  112, 1, 4, 388954, 26748.27, 110, 0.00, 1: 29; 2: 26; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 752,  9,  5,  113, 1, 4, 355041, 26748.27, 117, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 415,  5, 10,  113, 1, 4, 388818, 26748.27, 0, 0.00, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 451,  9,  5,  113, 1, 4, 355063, 26748.27, 82, 0.00, 1: 28; 2: 27; 3: 9; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 512,  9,  5,  113, 1, 4, 355057, 26748.27, 0, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 930,  9,  5,  113, 1, 4, 355046, 26748.27, 0, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 419,  9,  5,  113, 1, 4, 355070, 26748.27, 0, 0.00, 1: 29; 2: 25; 3: 10; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 485,  5, 10,  113, 1, 4, 389007, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 625,  5, 10,  113, 1, 4, 389065, 26748.27, 0, 0.00, 1: 24; 2: 35; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 656,  6,  8,  113, 1, 4, 375645, 26748.27, 0, 0.00, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 845,  6,  8,  113, 1, 4, 375702, 26748.27, 86, 0.00, 1: 24; 2: 35; 3: 5; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  79,  5, 10,  113, 1, 4, 388904, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 835,  9,  5,  113, 1, 4, 355047, 26748.27, 82, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 676,  5, 10,  113, 1, 4, 388809, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 157,  9,  5,  113, 1, 4, 355035, 26748.27, 86, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  42,  8,  6,  113, 1, 4, 375616, 26748.27, 32, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 817,  5, 10,  113, 1, 4, 388828, 26748.27, 0, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca,  41,  5, 10,  113, 1, 4, 389026, 26748.27, 48, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 597,  5,  9,  113, 1, 4, 355029, 26748.27, 86, 0.00, 1: 26; 2: 32; 3: 5; 4: 2; 
Treatment_of_Castration-Resistant_Prostate_Ca, 287,  9,  5,  113, 1, 4, 355058, 26748.27, 0, 0.00, 1: 25; 2: 33; 3: 6; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 671,  5,  9,  113, 1, 4, 355084, 26748.27, 0, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 552,  9,  5,  113, 1, 4, 355029, 26748.27, 32, 0.00, 1: 26; 2: 31; 3: 7; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 404,  9,  5,  113, 1, 4, 355062, 26748.27, 29, 0.00, 1: 27; 2: 29; 3: 8; 4: 1; 
Treatment_of_Castration-Resistant_Prostate_Ca, 669,  5, 10,  114, 1, 4, 388881, 26748.27, 86, 0.00, 1: 25; 2: 33; 3: 5; 4: 2; 
