Seed 1656949570
ARCH 1|F_ID 3|LIMIT 3
before: 
02(715)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 958,  7,  7,   91, 1, 2, 383712, 29591.63, 0, 0.00, 1: 65; 2: 13; 
Guard_Cell_Abscisic_Acid_Signaling, 358,  7,  7,  104, 1, 2, 383677, 29591.63, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 896,  8,  6,  104, 1, 2, 376959, 29591.63, 80, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 159,  4, 11,  104, 1, 2, 347182, 29591.63, 0, 0.00, 1: 52; 2: 26; 
Guard_Cell_Abscisic_Acid_Signaling, 792,  5, 10,  105, 1, 2, 390580, 29591.63, 216, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 764,  4, 11,  105, 1, 2, 347182, 29591.63, 1, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 768,  4, 11,  105, 1, 2, 347182, 29591.63, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 885,  9,  5,  105, 1, 2, 355410, 29591.63, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 554,  4, 11,  105, 1, 2, 347182, 29591.63, 73, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 733,  5, 10,  105, 1, 2, 391007, 29591.63, 85, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 348,  9,  5,  105, 1, 2, 355410, 29591.63, 154, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling,  77,  7,  7,  105, 1, 2, 383625, 29591.63, 85, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 610,  4, 12,  105, 1, 2, 377100, 29591.63, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 699,  6,  8,  105, 1, 2, 376748, 29591.63, 0, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 154,  4, 11,  105, 1, 2, 347182, 29591.63, 197, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 648,  9,  5,  105, 1, 2, 355410, 29591.63, 192, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 899,  4, 11,  105, 1, 2, 347182, 29591.63, 189, 0.00, 1: 51; 2: 27; 
Guard_Cell_Abscisic_Acid_Signaling, 654,  4, 11,  106, 1, 2, 347182, 29591.63, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling,  55,  4, 11,  106, 1, 2, 347182, 29591.63, 0, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling,  16,  9,  5,  106, 1, 2, 355410, 29591.63, 160, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling,  90,  4, 12,  106, 1, 2, 377056, 29591.63, 197, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 917,  4, 11,  106, 1, 2, 347182, 29591.63, 85, 0.00, 1: 50; 2: 28; 
Guard_Cell_Abscisic_Acid_Signaling, 771,  4, 11,  109, 1, 2, 347182, 29591.63, 0, 0.00, 1: 47; 2: 31; 
Guard_Cell_Abscisic_Acid_Signaling, 662,  6,  8,   94, 1, 3, 377129, 29591.63, 0, 0.00, 1: 63; 2: 14; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 762,  7,  7,   95, 1, 3, 383643, 29591.63, 0, 0.00, 1: 62; 2: 15; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 511,  7,  7,   95, 1, 3, 383360, 29591.63, 0, 0.00, 1: 62; 2: 15; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 558,  8,  6,   96, 1, 3, 376824, 29591.63, 0, 0.00, 1: 61; 2: 16; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 293,  6,  8,   96, 1, 3, 376945, 29591.63, 0, 0.00, 1: 61; 2: 16; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 632,  9,  5,   96, 1, 3, 355410, 29591.63, 0, 0.00, 1: 61; 2: 16; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 215,  5, 10,   96, 1, 3, 390277, 29591.63, 0, 0.00, 1: 61; 2: 16; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 980,  7,  7,   96, 1, 3, 383575, 29591.63, 154, 0.00, 1: 61; 2: 16; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 382,  6,  8,   96, 1, 3, 377111, 29591.63, 0, 0.00, 1: 61; 2: 16; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 166,  9,  5,   97, 1, 3, 355410, 29591.63, 0, 0.00, 1: 61; 2: 15; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 440,  4, 12,   97, 1, 3, 376947, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  50,  9,  5,   97, 1, 3, 355410, 29591.63, 200, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  65,  7,  7,   97, 1, 3, 383717, 29591.63, 179, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 758,  7,  7,   97, 1, 3, 383381, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 246,  4, 12,   97, 1, 3, 376827, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 226,  5,  9,   97, 1, 3, 355410, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  28,  6,  8,   97, 1, 3, 376831, 29591.63, 154, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 319,  5,  9,   97, 1, 3, 355410, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  74,  5, 10,   97, 1, 3, 390998, 29591.63, 196, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 957,  7,  7,   97, 1, 3, 383212, 29591.63, 0, 0.00, 1: 61; 2: 15; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 114,  5, 10,   97, 1, 3, 390915, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 185,  7,  7,   97, 1, 3, 383687, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 821,  4, 12,   97, 1, 3, 377080, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 717,  5, 10,   97, 1, 3, 390090, 29591.63, 85, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 505,  6,  8,   97, 1, 3, 376912, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 838,  5,  9,   97, 1, 3, 355410, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 460,  7,  7,   97, 1, 3, 383744, 29591.63, 154, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  45,  4, 12,   97, 1, 3, 376961, 29591.63, 0, 0.00, 1: 60; 2: 17; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 344,  8,  6,   98, 1, 3, 376874, 29591.63, 24, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 143,  4, 12,   98, 1, 3, 377000, 29591.63, 0, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 146,  8,  6,   98, 1, 3, 376978, 29591.63, 196, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 676,  5, 10,   98, 1, 3, 390748, 29591.63, 0, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 200,  5, 10,   98, 1, 3, 390977, 29591.63, 48, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 329,  4, 12,   98, 1, 3, 377268, 29591.63, 55, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 810,  6,  8,   98, 1, 3, 376911, 29591.63, 108, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 631,  4, 12,   98, 1, 3, 376918, 29591.63, 0, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 561,  9,  5,   98, 1, 3, 355410, 29591.63, 255, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 222,  5, 10,   98, 1, 3, 390793, 29591.63, 0, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 942,  5, 10,   98, 1, 3, 390889, 29591.63, 0, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 640,  4, 11,   98, 1, 3, 347182, 29591.63, 48, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 817,  5, 10,   98, 1, 3, 390892, 29591.63, 0, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 825,  5, 10,   98, 1, 3, 390927, 29591.63, 0, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  67,  4, 12,   98, 1, 3, 376908, 29591.63, 189, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 956,  5, 10,   98, 1, 3, 390849, 29591.63, 0, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 855,  4, 12,   98, 1, 3, 376926, 29591.63, 0, 0.00, 1: 59; 2: 18; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 506,  4, 12,   99, 1, 3, 376854, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 157,  9,  5,   99, 1, 3, 355410, 29591.63, 85, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  27,  4, 11,   99, 1, 3, 347182, 29591.63, 189, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  42,  8,  6,   99, 1, 3, 376900, 29591.63, 66, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 521,  7,  7,   99, 1, 3, 383292, 29591.63, 56, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 797,  6,  8,   99, 1, 3, 377055, 29591.63, 85, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 150,  6,  8,   99, 1, 3, 377032, 29591.63, 0, 0.00, 1: 59; 2: 17; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  99,  7,  7,   99, 1, 3, 383646, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 119,  4, 12,   99, 1, 3, 376710, 29591.63, 0, 0.00, 1: 59; 2: 17; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 421,  5,  9,   99, 1, 3, 355410, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 875,  6,  8,   99, 1, 3, 376988, 29591.63, 112, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 210,  4, 11,   99, 1, 3, 347182, 29591.63, 197, 0.00, 1: 59; 2: 17; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 445,  6,  8,   99, 1, 3, 377076, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 693,  5,  9,   99, 1, 3, 355410, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 691,  4, 12,   99, 1, 3, 377074, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 988,  8,  6,   99, 1, 3, 376788, 29591.63, 154, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  54,  4, 12,   99, 1, 3, 376915, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 280,  5,  9,   99, 1, 3, 355410, 29591.63, 216, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 184,  5,  9,   99, 1, 3, 355410, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 434,  6,  8,   99, 1, 3, 376830, 29591.63, 0, 0.00, 1: 59; 2: 17; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 435,  9,  5,   99, 1, 3, 355410, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  95,  5,  9,   99, 1, 3, 355410, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 678,  4, 12,   99, 1, 3, 377129, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 672,  5, 10,   99, 1, 3, 391086, 29591.63, 7, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 129,  5, 10,   99, 1, 3, 390065, 29591.63, 179, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 546,  4, 12,   99, 1, 3, 376950, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 402,  4, 12,   99, 1, 3, 376979, 29591.63, 197, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 850,  4, 12,   99, 1, 3, 377128, 29591.63, 197, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 570,  4, 11,   99, 1, 3, 347182, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 131,  5, 10,   99, 1, 3, 390770, 29591.63, 189, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 574,  7,  7,   99, 1, 3, 383680, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 121,  5,  9,   99, 1, 3, 355410, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  72,  9,  5,   99, 1, 3, 355410, 29591.63, 208, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 587,  4, 12,   99, 1, 3, 377134, 29591.63, 189, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 270,  7,  7,   99, 1, 3, 383768, 29591.63, 0, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 964,  7,  7,   99, 1, 3, 383729, 29591.63, 154, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 940,  5,  9,   99, 1, 3, 355410, 29591.63, 49, 0.00, 1: 58; 2: 19; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 811,  4, 12,  100, 1, 3, 377124, 29591.63, 111, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 807,  5,  9,  100, 1, 3, 355410, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 253,  8,  6,  100, 1, 3, 376837, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 836,  4, 11,  100, 1, 3, 347182, 29591.63, 154, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 970,  4, 11,  100, 1, 3, 347182, 29591.63, 197, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 864,  4, 11,  100, 1, 3, 347182, 29591.63, 9, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 837,  8,  6,  100, 1, 3, 376993, 29591.63, 85, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 387,  4, 11,  100, 1, 3, 347182, 29591.63, 189, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 870,  4, 11,  100, 1, 3, 347182, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 530,  4, 11,  100, 1, 3, 347182, 29591.63, 197, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 639,  4, 11,  100, 1, 3, 347182, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 633,  8,  6,  100, 1, 3, 377001, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 627,  5, 10,  100, 1, 3, 390697, 29591.63, 32, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 118,  5,  9,  100, 1, 3, 355410, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 617,  7,  7,  100, 1, 3, 383485, 29591.63, 67, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 611,  4, 12,  100, 1, 3, 377140, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 231,  5, 10,  100, 1, 3, 390935, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 595,  4, 12,  100, 1, 3, 376978, 29591.63, 189, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 591,  5, 10,  100, 1, 3, 390390, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   4,  4, 12,  100, 1, 3, 377025, 29591.63, 12, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 130,  4, 11,  100, 1, 3, 347182, 29591.63, 196, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 962,  4, 12,  100, 1, 3, 377094, 29591.63, 197, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 141,  4, 12,  100, 1, 3, 376751, 29591.63, 85, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 796,  7,  7,  100, 1, 3, 383775, 29591.63, 154, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 528,  5,  9,  100, 1, 3, 355410, 29591.63, 224, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 353,  5,  9,  100, 1, 3, 355410, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 219,  4, 11,  100, 1, 3, 347182, 29591.63, 189, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 478,  5,  9,  100, 1, 3, 355410, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 371,  4, 11,  100, 1, 3, 347182, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 177,  8,  6,  100, 1, 3, 376610, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 178,  5, 10,  100, 1, 3, 390848, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 432,  4, 12,  100, 1, 3, 377142, 29591.63, 32, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 412,  9,  5,  100, 1, 3, 355410, 29591.63, 154, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 384,  5, 10,  100, 1, 3, 390814, 29591.63, 32, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 397,  5, 10,  100, 1, 3, 390781, 29591.63, 85, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 392,  4, 11,  100, 1, 3, 347182, 29591.63, 80, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 661,  6,  8,  100, 1, 3, 376771, 29591.63, 85, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 652,  9,  5,  100, 1, 3, 355410, 29591.63, 154, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 244,  8,  6,  100, 1, 3, 376978, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 773,  8,  6,  100, 1, 3, 376796, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 921,  5,  9,  100, 1, 3, 355410, 29591.63, 66, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 712,  7,  7,  100, 1, 3, 383869, 29591.63, 208, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 311,  4, 11,  100, 1, 3, 347182, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  47,  4, 11,  100, 1, 3, 347182, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 702,  4, 12,  100, 1, 3, 376768, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 700,  7,  7,  100, 1, 3, 383796, 29591.63, 1, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 791,  4, 12,  100, 1, 3, 377062, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 967,  8,  6,  100, 1, 3, 377062, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 666,  5, 10,  100, 1, 3, 390786, 29591.63, 197, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  88,  4, 12,  100, 1, 3, 377148, 29591.63, 24, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 689,  5,  9,  100, 1, 3, 355410, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 289,  8,  6,  100, 1, 3, 376712, 29591.63, 0, 0.00, 1: 57; 2: 20; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 205,  4, 12,  101, 1, 3, 377124, 29591.63, 85, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 422,  5,  9,  101, 1, 3, 355410, 29591.63, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 430,  4, 11,  101, 1, 3, 347182, 29591.63, 69, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 776,  5, 10,  101, 1, 3, 390902, 29591.63, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 806,  4, 12,  101, 1, 3, 376820, 29591.63, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 877,  4, 12,  101, 1, 3, 377009, 29591.63, 108, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   3,  9,  5,  101, 1, 3, 355410, 29591.63, 247, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 472,  5,  9,  101, 1, 3, 355410, 29591.63, 152, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   9,  9,  5,  101, 1, 3, 355410, 29591.63, 130, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 518,  4, 12,  101, 1, 3, 376897, 29591.63, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 360,  9,  5,  101, 1, 3, 355410, 29591.63, 32, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 753,  4, 11,  101, 1, 3, 347182, 29591.63, 123, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 354,  4, 11,  101, 1, 3, 347182, 29591.63, 0, 0.00, 1: 57; 2: 19; 3: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 926,  5, 10,  101, 1, 3, 390387, 29591.63, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 510,  4, 11,  101, 1, 3, 347182, 29591.63, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 275,  4, 11,  101, 1, 3, 347182, 29591.63, 189, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 692,  4, 12,  101, 1, 3, 376794, 29591.63, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 698,  4, 11,  101, 1, 3, 347182, 29591.63, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 125,  5,  9,  101, 1, 3, 355410, 29591.63, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 933,  4, 12,  101, 1, 3, 376928, 29591.63, 0, 0.00, 1: 56; 2: 21; 3: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 581,  4, 12,  101, 1, 3, 376928, 29591.63, 85, 0.00, 1: 56; 2: 21; 3: 1; 
