Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
93(377)
Melhor resultado nxn: Guard_Cell_Abscisic_Acid_Signaling, 473,  7,  7,  126, 1, 3, 383595, 32649.12, 64, 0.00, 1: 38; 2: 32; 3: 8; 
Guard_Cell_Abscisic_Acid_Signaling, 680,  5, 10,  139, 1, 4, 390806, 32649.12, 32, 0.00, 1: 33; 2: 30; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 235,  4, 12,  139, 1, 4, 376840, 32649.12, 80, 0.00, 1: 34; 2: 28; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 858,  4, 11,  139, 1, 4, 347182, 32649.12, 147, 0.00, 1: 36; 2: 26; 3: 13; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 275,  4, 11,  140, 1, 4, 347182, 32649.12, 127, 0.00, 1: 32; 2: 31; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 641,  4, 12,  140, 1, 4, 376885, 32649.12, 184, 0.00, 1: 34; 2: 28; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 637,  5,  9,  140, 1, 4, 355410, 32649.12, 0, 0.00, 1: 32; 2: 31; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 242,  8,  6,  140, 1, 4, 377008, 32649.12, 0, 0.00, 1: 32; 2: 32; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 240,  8,  6,  140, 1, 4, 376892, 32649.12, 0, 0.00, 1: 33; 2: 29; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 630,  5, 10,  140, 1, 4, 390806, 32649.12, 0, 0.00, 1: 31; 2: 33; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 601,  4, 12,  140, 1, 4, 377003, 32649.12, 65, 0.00, 1: 33; 2: 31; 3: 11; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 196,  5,  9,  140, 1, 4, 355410, 32649.12, 143, 0.00, 1: 32; 2: 32; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  94,  5,  9,  140, 1, 4, 355410, 32649.12, 0, 0.00, 1: 33; 2: 29; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 418,  5,  9,  140, 1, 4, 355410, 32649.12, 0, 0.00, 1: 30; 2: 36; 3: 10; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  54,  4, 12,  140, 1, 4, 376975, 32649.12, 0, 0.00, 1: 33; 2: 29; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 835,  9,  5,  140, 1, 4, 355410, 32649.12, 127, 0.00, 1: 31; 2: 33; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  43,  5, 10,  140, 1, 4, 390845, 32649.12, 65, 0.00, 1: 32; 2: 32; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 801,  5, 10,  140, 1, 4, 390871, 32649.12, 0, 0.00, 1: 30; 2: 35; 3: 12; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  52,  4, 11,  140, 1, 4, 347182, 32649.12, 143, 0.00, 1: 31; 2: 34; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 860,  9,  5,  140, 1, 4, 355410, 32649.12, 143, 0.00, 1: 30; 2: 35; 3: 12; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 441,  5, 10,  140, 1, 4, 390747, 32649.12, 0, 0.00, 1: 28; 2: 39; 3: 10; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 910,  5,  9,  140, 1, 4, 355410, 32649.12, 0, 0.00, 1: 34; 2: 27; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 561,  9,  5,  140, 1, 4, 355410, 32649.12, 255, 0.00, 1: 30; 2: 35; 3: 12; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 334,  4, 11,  140, 1, 4, 347182, 32649.12, 0, 0.00, 1: 33; 2: 31; 3: 11; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 177,  8,  6,  140, 1, 4, 377040, 32649.12, 0, 0.00, 1: 31; 2: 34; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 962,  4, 12,  140, 1, 4, 377005, 32649.12, 147, 0.00, 1: 33; 2: 33; 3: 7; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling,  47,  4, 11,  140, 1, 4, 347182, 32649.12, 0, 0.00, 1: 32; 2: 32; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 210,  4, 11,  140, 1, 4, 347182, 32649.12, 147, 0.00, 1: 33; 2: 30; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 542,  4, 11,  140, 1, 4, 347182, 32649.12, 0, 0.00, 1: 32; 2: 32; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 159,  4, 11,  140, 1, 4, 347182, 32649.12, 0, 0.00, 1: 31; 2: 34; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 447,  4, 12,  140, 1, 4, 376981, 32649.12, 0, 0.00, 1: 31; 2: 33; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 936,  4, 12,  140, 1, 4, 376993, 32649.12, 32, 0.00, 1: 34; 2: 27; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 581,  4, 12,  140, 1, 4, 377017, 32649.12, 85, 0.00, 1: 33; 2: 30; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 990,  5, 10,  140, 1, 4, 390774, 32649.12, 0, 0.00, 1: 32; 2: 31; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 455,  5, 10,  141, 1, 4, 390810, 32649.12, 0, 0.00, 1: 33; 2: 28; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 779,  4, 12,  141, 1, 4, 376992, 32649.12, 0, 0.00, 1: 32; 2: 30; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 783,  5,  9,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 30; 2: 35; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 785,  4, 12,  141, 1, 4, 376970, 32649.12, 0, 0.00, 1: 35; 2: 26; 3: 14; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  90,  4, 12,  141, 1, 4, 377019, 32649.12, 147, 0.00, 1: 30; 2: 34; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 867,  5,  9,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 33; 2: 29; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 500,  4, 11,  141, 1, 4, 347182, 32649.12, 19, 0.00, 1: 32; 2: 31; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 851,  6,  8,  141, 1, 4, 377007, 32649.12, 127, 0.00, 1: 28; 2: 38; 3: 11; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 776,  5, 10,  141, 1, 4, 390826, 32649.12, 0, 0.00, 1: 28; 2: 39; 3: 9; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 985,  4, 12,  141, 1, 4, 377046, 32649.12, 66, 0.00, 1: 32; 2: 30; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 775,  9,  5,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 32; 2: 30; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 864,  4, 11,  141, 1, 4, 347182, 32649.12, 9, 0.00, 1: 29; 2: 37; 3: 10; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 925,  9,  5,  141, 1, 4, 355410, 32649.12, 85, 0.00, 1: 31; 2: 32; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 285,  5, 10,  141, 1, 4, 390860, 32649.12, 85, 0.00, 1: 32; 2: 31; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 290,  4, 12,  141, 1, 4, 377059, 32649.12, 0, 0.00, 1: 34; 2: 27; 3: 15; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 549,  4, 11,  141, 1, 4, 347182, 32649.12, 0, 0.00, 1: 32; 2: 30; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 357,  8,  6,  141, 1, 4, 376989, 32649.12, 0, 0.00, 1: 29; 2: 37; 3: 10; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 558,  8,  6,  141, 1, 4, 377033, 32649.12, 0, 0.00, 1: 30; 2: 34; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 193,  5,  9,  141, 1, 4, 355410, 32649.12, 55, 0.00, 1: 29; 2: 36; 3: 12; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 199,  4, 12,  141, 1, 4, 376975, 32649.12, 0, 0.00, 1: 30; 2: 35; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 201,  8,  6,  141, 1, 4, 377041, 32649.12, 55, 0.00, 1: 27; 2: 40; 3: 10; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 677,  9,  5,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 30; 2: 36; 3: 9; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 279,  4, 12,  141, 1, 4, 377042, 32649.12, 0, 0.00, 1: 33; 2: 30; 3: 12; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  26,  4, 11,  141, 1, 4, 347182, 32649.12, 147, 0.00, 1: 32; 2: 32; 3: 11; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 280,  5,  9,  141, 1, 4, 355410, 32649.12, 216, 0.00, 1: 34; 2: 26; 3: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 663,  9,  5,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 32; 2: 31; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 828,  9,  5,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 33; 2: 29; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 294,  4, 12,  141, 1, 4, 376973, 32649.12, 0, 0.00, 1: 32; 2: 30; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 232,  4, 12,  141, 1, 4, 377009, 32649.12, 32, 0.00, 1: 31; 2: 32; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 952,  4, 12,  141, 1, 4, 376911, 32649.12, 0, 0.00, 1: 31; 2: 33; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 307,  9,  5,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 29; 2: 37; 3: 10; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 251,  5,  9,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 28; 2: 39; 3: 9; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 301,  4, 11,  141, 1, 4, 347182, 32649.12, 32, 0.00, 1: 30; 2: 34; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  33,  5, 10,  141, 1, 4, 390981, 32649.12, 0, 0.00, 1: 34; 2: 27; 3: 15; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 517,  7,  7,  141, 1, 4, 383722, 32649.12, 85, 0.00, 1: 30; 2: 34; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 975,  9,  5,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 29; 2: 36; 3: 12; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 423,  4, 11,  141, 1, 4, 347182, 32649.12, 0, 0.00, 1: 32; 2: 31; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 815,  4, 11,  141, 1, 4, 347182, 32649.12, 101, 0.00, 1: 32; 2: 30; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 741,  4, 11,  141, 1, 4, 347182, 32649.12, 0, 0.00, 1: 31; 2: 33; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 421,  5,  9,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 32; 2: 31; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 737,  8,  6,  141, 1, 4, 376937, 32649.12, 0, 0.00, 1: 31; 2: 32; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 846,  4, 11,  141, 1, 4, 347182, 32649.12, 0, 0.00, 1: 33; 2: 29; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 128,  4, 12,  141, 1, 4, 376938, 32649.12, 80, 0.00, 1: 31; 2: 34; 3: 10; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  38,  5, 10,  141, 1, 4, 390767, 32649.12, 0, 0.00, 1: 35; 2: 25; 3: 16; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 395,  4, 12,  141, 1, 4, 377030, 32649.12, 127, 0.00, 1: 30; 2: 35; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 392,  4, 11,  141, 1, 4, 347182, 32649.12, 80, 0.00, 1: 32; 2: 31; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 536,  4, 11,  141, 1, 4, 347182, 32649.12, 216, 0.00, 1: 31; 2: 32; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 149,  4, 11,  141, 1, 4, 347182, 32649.12, 85, 0.00, 1: 32; 2: 30; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 911,  9,  5,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 33; 2: 28; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  36,  9,  5,  141, 1, 4, 355410, 32649.12, 0, 0.00, 1: 31; 2: 32; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 282,  6,  8,  141, 1, 4, 376850, 32649.12, 147, 0.00, 1: 31; 2: 32; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 608,  4, 12,  142, 1, 4, 376942, 32649.12, 12, 0.00, 1: 33; 2: 29; 3: 13; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 276,  4, 12,  142, 1, 4, 377084, 32649.12, 143, 0.00, 1: 29; 2: 35; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 863,  8,  6,  142, 1, 4, 376997, 32649.12, 0, 0.00, 1: 30; 2: 33; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 595,  4, 12,  142, 1, 4, 377014, 32649.12, 127, 0.00, 1: 33; 2: 28; 3: 15; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  62,  6,  8,  142, 1, 4, 376953, 32649.12, 0, 0.00, 1: 28; 2: 37; 3: 12; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 283,  5,  9,  142, 1, 4, 355410, 32649.12, 127, 0.00, 1: 30; 2: 33; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 326,  6,  8,  142, 1, 4, 376939, 32649.12, 0, 0.00, 1: 29; 2: 36; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  66,  4, 11,  142, 1, 4, 347182, 32649.12, 146, 0.00, 1: 34; 2: 27; 3: 14; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling,  68,  5, 10,  142, 1, 4, 390858, 32649.12, 143, 0.00, 1: 30; 2: 35; 3: 10; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 583,  9,  5,  142, 1, 4, 355410, 32649.12, 0, 0.00, 1: 31; 2: 33; 3: 11; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 316,  9,  5,  142, 1, 4, 355410, 32649.12, 2, 0.00, 1: 30; 2: 34; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  72,  9,  5,  142, 1, 4, 355410, 32649.12, 208, 0.00, 1: 30; 2: 33; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  10,  9,  5,  142, 1, 4, 355410, 32649.12, 47, 0.00, 1: 29; 2: 37; 3: 9; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 570,  4, 11,  142, 1, 4, 347182, 32649.12, 0, 0.00, 1: 29; 2: 35; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 749,  4, 11,  142, 1, 4, 347182, 32649.12, 32, 0.00, 1: 28; 2: 37; 3: 12; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 180,  4, 12,  142, 1, 4, 376932, 32649.12, 0, 0.00, 1: 33; 2: 28; 3: 15; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 368,  5,  9,  142, 1, 4, 355410, 32649.12, 13, 0.00, 1: 29; 2: 37; 3: 9; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 823,  4, 12,  142, 1, 4, 376918, 32649.12, 0, 0.00, 1: 29; 2: 36; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 497,  4, 12,  142, 1, 4, 376993, 32649.12, 0, 0.00, 1: 34; 2: 27; 3: 14; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 502,  5, 10,  142, 1, 4, 390760, 32649.12, 0, 0.00, 1: 32; 2: 30; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 472,  5,  9,  143, 1, 4, 355410, 32649.12, 152, 0.00, 1: 30; 2: 32; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 433,  5, 10,  143, 1, 4, 390749, 32649.12, 0, 0.00, 1: 27; 2: 38; 3: 12; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 906,  5,  9,  143, 1, 4, 355410, 32649.12, 241, 0.00, 1: 29; 2: 35; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 312,  4, 12,  143, 1, 4, 377058, 32649.12, 0, 0.00, 1: 29; 2: 34; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 588,  4, 12,  143, 1, 4, 377032, 32649.12, 143, 0.00, 1: 33; 2: 27; 3: 16; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 600,  4, 11,  143, 1, 4, 347182, 32649.12, 24, 0.00, 1: 31; 2: 30; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 322,  4, 11,  143, 1, 4, 347182, 32649.12, 147, 0.00, 1: 30; 2: 32; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 288,  5,  9,  143, 1, 4, 355410, 32649.12, 6, 0.00, 1: 32; 2: 28; 3: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 621,  6,  8,  143, 1, 4, 377014, 32649.12, 65, 0.00, 1: 28; 2: 36; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 642,  4, 11,  143, 1, 4, 347182, 32649.12, 146, 0.00, 1: 35; 2: 26; 3: 12; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 521,  7,  7,  143, 1, 4, 383662, 32649.12, 56, 0.00, 1: 30; 2: 34; 3: 11; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 689,  5,  9,  143, 1, 4, 355410, 32649.12, 0, 0.00, 1: 31; 2: 30; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 415,  5, 10,  143, 1, 4, 390929, 32649.12, 0, 0.00, 1: 29; 2: 35; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 156,  4, 12,  143, 1, 4, 377063, 32649.12, 143, 0.00, 1: 32; 2: 30; 3: 13; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 148,  9,  5,  143, 1, 4, 355410, 32649.12, 143, 0.00, 1: 31; 2: 30; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 928,  4, 12,  143, 1, 4, 377047, 32649.12, 6, 0.00, 1: 31; 2: 33; 3: 10; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 803,  4, 12,  143, 1, 4, 376964, 32649.12, 0, 0.00, 1: 31; 2: 31; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 482,  4, 12,  143, 1, 4, 376880, 32649.12, 0, 0.00, 1: 30; 2: 32; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  79,  5, 10,  143, 1, 4, 390699, 32649.12, 0, 0.00, 1: 32; 2: 29; 3: 15; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 761,  9,  5,  143, 1, 4, 355410, 32649.12, 0, 0.00, 1: 30; 2: 33; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 493,  4, 12,  143, 1, 4, 376956, 32649.12, 111, 0.00, 1: 36; 2: 23; 3: 15; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 120,  9,  5,  143, 1, 4, 355410, 32649.12, 0, 0.00, 1: 30; 2: 33; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 972,  4, 12,  143, 1, 4, 377017, 32649.12, 143, 0.00, 1: 28; 2: 37; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 139,  6,  8,  143, 1, 4, 376886, 32649.12, 127, 0.00, 1: 29; 2: 34; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 440,  4, 12,  144, 1, 4, 377018, 32649.12, 0, 0.00, 1: 28; 2: 35; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,   8,  5,  9,  144, 1, 4, 355410, 32649.12, 0, 0.00, 1: 30; 2: 31; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 354,  4, 11,  144, 1, 4, 347182, 32649.12, 0, 0.00, 1: 27; 2: 37; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 352,  8,  6,  144, 1, 4, 377016, 32649.12, 7, 0.00, 1: 27; 2: 38; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 908,  4, 11,  144, 1, 4, 347182, 32649.12, 143, 0.00, 1: 27; 2: 38; 3: 11; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 454,  4, 11,  144, 1, 4, 347182, 32649.12, 0, 0.00, 1: 30; 2: 33; 3: 12; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 512,  9,  5,  144, 1, 4, 355410, 32649.12, 208, 0.00, 1: 33; 2: 26; 3: 17; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 620,  5, 10,  144, 1, 4, 390877, 32649.12, 95, 0.00, 1: 34; 2: 25; 3: 16; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 464,  4, 11,  144, 1, 4, 347182, 32649.12, 160, 0.00, 1: 30; 2: 32; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 506,  4, 12,  144, 1, 4, 376913, 32649.12, 0, 0.00, 1: 32; 2: 30; 3: 12; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 616,  5, 10,  144, 1, 4, 390942, 32649.12, 32, 0.00, 1: 29; 2: 33; 3: 15; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 797,  6,  8,  144, 1, 4, 376998, 32649.12, 85, 0.00, 1: 31; 2: 29; 3: 17; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  73,  5,  9,  144, 1, 4, 355410, 32649.12, 179, 0.00, 1: 28; 2: 35; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 767,  4, 12,  144, 1, 4, 376891, 32649.12, 0, 0.00, 1: 29; 2: 34; 3: 13; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 977,  4, 12,  144, 1, 4, 376958, 32649.12, 59, 0.00, 1: 32; 2: 27; 3: 18; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 870,  4, 11,  144, 1, 4, 347182, 32649.12, 0, 0.00, 1: 33; 2: 29; 3: 11; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 720,  8,  6,  144, 1, 4, 377013, 32649.12, 208, 0.00, 1: 30; 2: 31; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 147,  5,  9,  144, 1, 4, 355410, 32649.12, 127, 0.00, 1: 30; 2: 31; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 878,  4, 11,  144, 1, 4, 347182, 32649.12, 97, 0.00, 1: 35; 2: 23; 3: 17; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 883,  6,  8,  144, 1, 4, 377025, 32649.12, 255, 0.00, 1: 28; 2: 36; 3: 12; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 692,  4, 12,  144, 1, 4, 376980, 32649.12, 0, 0.00, 1: 33; 2: 28; 3: 13; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 194,  8,  6,  144, 1, 4, 376979, 32649.12, 147, 0.00, 1: 27; 2: 37; 3: 13; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 211,  9,  5,  144, 1, 4, 355410, 32649.12, 127, 0.00, 1: 32; 2: 29; 3: 14; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 631,  4, 12,  144, 1, 4, 376960, 32649.12, 0, 0.00, 1: 28; 2: 35; 3: 14; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling, 806,  4, 12,  144, 1, 4, 376994, 32649.12, 0, 0.00, 1: 32; 2: 29; 3: 14; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 605,  4, 11,  144, 1, 4, 347182, 32649.12, 85, 0.00, 1: 33; 2: 29; 3: 11; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling,   1,  4, 12,  145, 1, 4, 376965, 32649.12, 130, 0.00, 1: 32; 2: 29; 3: 13; 4: 4; 
Guard_Cell_Abscisic_Acid_Signaling, 715,  5,  9,  145, 1, 4, 355410, 32649.12, 127, 0.00, 1: 28; 2: 36; 3: 11; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 129,  5, 10,  145, 1, 4, 390873, 32649.12, 179, 0.00, 1: 29; 2: 34; 3: 12; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 241,  4, 12,  145, 1, 4, 376990, 32649.12, 0, 0.00, 1: 34; 2: 24; 3: 17; 4: 3; 
Guard_Cell_Abscisic_Acid_Signaling, 234,  4, 11,  145, 1, 4, 347182, 32649.12, 68, 0.00, 1: 33; 2: 28; 3: 12; 4: 5; 
Guard_Cell_Abscisic_Acid_Signaling, 701,  4, 12,  145, 1, 4, 376973, 32649.12, 0, 0.00, 1: 29; 2: 33; 3: 14; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling, 225,  4, 11,  145, 1, 4, 347182, 32649.12, 0, 0.00, 1: 29; 2: 32; 3: 16; 4: 1; 
Guard_Cell_Abscisic_Acid_Signaling,  44,  4, 11,  145, 1, 4, 347182, 32649.12, 32, 0.00, 1: 30; 2: 31; 3: 15; 4: 2; 
Guard_Cell_Abscisic_Acid_Signaling,  30,  5,  9,  145, 1, 4, 355410, 32649.12, 0, 0.00, 1: 30; 2: 31; 3: 15; 4: 2; 
