Seed 1656949570
ARCH 0|F_ID 3|LIMIT 3
before: 
33(415)
Melhor resultado nxn: Glucose_Repression_Signaling_2009, 805,  9,  9,  169, 1, 3, 639193, 45171.35, 0, 0.00, 1: 52; 2: 45; 3: 9; 
Glucose_Repression_Signaling_2009, 485,  6, 14,  183, 1, 4, 658782, 45171.35, 0, 0.00, 1: 40; 2: 56; 3: 9; 4: 1; 
Glucose_Repression_Signaling_2009, 832,  6, 14,  183, 1, 4, 658662, 45171.35, 32, 0.00, 1: 47; 2: 42; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 205, 10,  8,  183, 1, 4, 633969, 45171.35, 85, 0.00, 1: 44; 2: 48; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 204, 10,  8,  183, 1, 4, 634145, 45171.35, 169, 0.00, 1: 49; 2: 39; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 373,  7, 11,  183, 1, 4, 613240, 45171.35, 0, 0.00, 1: 42; 2: 52; 3: 11; 4: 1; 
Glucose_Repression_Signaling_2009, 475,  6, 14,  183, 1, 4, 658898, 45171.35, 54, 0.00, 1: 45; 2: 46; 3: 14; 4: 1; 
Glucose_Repression_Signaling_2009, 199,  7, 12,  183, 1, 4, 658629, 45171.35, 0, 0.00, 1: 45; 2: 46; 3: 14; 4: 1; 
Glucose_Repression_Signaling_2009, 520,  6, 13,  183, 1, 4, 619593, 45171.35, 192, 0.00, 1: 48; 2: 42; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 107,  6, 13,  183, 1, 4, 619505, 45171.35, 83, 0.00, 1: 45; 2: 47; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 474,  7, 11,  183, 1, 4, 613227, 45171.35, 150, 0.00, 1: 46; 2: 44; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 501,  6, 14,  184, 1, 4, 658781, 45171.35, 0, 0.00, 1: 43; 2: 49; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 483,  6, 14,  184, 1, 4, 658538, 45171.35, 0, 0.00, 1: 48; 2: 39; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 176,  6, 14,  184, 1, 4, 658615, 45171.35, 44, 0.00, 1: 46; 2: 43; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009,  43,  7, 12,  184, 1, 4, 658584, 45171.35, 82, 0.00, 1: 48; 2: 40; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 152,  6, 13,  184, 1, 4, 619601, 45171.35, 136, 0.00, 1: 50; 2: 35; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 762,  6, 13,  184, 1, 4, 619502, 45171.35, 0, 0.00, 1: 46; 2: 43; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 523, 11,  7,  184, 1, 4, 613163, 45171.35, 54, 0.00, 1: 45; 2: 46; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 794,  6, 14,  184, 1, 4, 658898, 45171.35, 150, 0.00, 1: 44; 2: 48; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 683,  6, 13,  184, 1, 4, 619498, 45171.35, 76, 0.00, 1: 45; 2: 46; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 936,  6, 14,  184, 1, 4, 659005, 45171.35, 32, 0.00, 1: 44; 2: 47; 3: 14; 4: 1; 
Glucose_Repression_Signaling_2009, 356, 10,  8,  184, 1, 4, 634082, 45171.35, 0, 0.00, 1: 43; 2: 49; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 527,  6, 13,  184, 1, 4, 619552, 45171.35, 0, 0.00, 1: 50; 2: 36; 3: 18; 4: 2; 
Glucose_Repression_Signaling_2009,  58, 10,  8,  184, 1, 4, 633974, 45171.35, 0, 0.00, 1: 42; 2: 51; 3: 12; 4: 1; 
Glucose_Repression_Signaling_2009, 772, 10,  8,  184, 1, 4, 634133, 45171.35, 0, 0.00, 1: 43; 2: 50; 3: 11; 4: 2; 
Glucose_Repression_Signaling_2009, 856,  6, 13,  184, 1, 4, 619523, 45171.35, 72, 0.00, 1: 44; 2: 48; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 975,  6, 13,  184, 1, 4, 619572, 45171.35, 0, 0.00, 1: 44; 2: 47; 3: 14; 4: 1; 
Glucose_Repression_Signaling_2009,  15,  9,  9,  184, 1, 4, 639215, 45171.35, 0, 0.00, 1: 43; 2: 49; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 970,  6, 13,  184, 1, 4, 619506, 45171.35, 150, 0.00, 1: 45; 2: 45; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 810,  6, 14,  184, 1, 4, 658555, 45171.35, 65, 0.00, 1: 48; 2: 39; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 230,  7, 12,  184, 1, 4, 658726, 45171.35, 0, 0.00, 1: 49; 2: 38; 3: 17; 4: 2; 
Glucose_Repression_Signaling_2009, 405,  6, 13,  184, 1, 4, 619563, 45171.35, 0, 0.00, 1: 41; 2: 53; 3: 11; 4: 1; 
Glucose_Repression_Signaling_2009, 830,  7, 11,  184, 1, 4, 613247, 45171.35, 255, 0.00, 1: 47; 2: 41; 3: 17; 4: 1; 
Glucose_Repression_Signaling_2009, 340, 11,  7,  184, 1, 4, 613213, 45171.35, 169, 0.00, 1: 45; 2: 45; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 407, 11,  7,  184, 1, 4, 613146, 45171.35, 0, 0.00, 1: 48; 2: 39; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 451,  7, 11,  184, 1, 4, 613229, 45171.35, 53, 0.00, 1: 43; 2: 49; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 346,  6, 13,  184, 1, 4, 619517, 45171.35, 150, 0.00, 1: 46; 2: 44; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 419,  6, 13,  184, 1, 4, 619517, 45171.35, 0, 0.00, 1: 43; 2: 49; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 864, 11,  7,  184, 1, 4, 613153, 45171.35, 7, 0.00, 1: 42; 2: 52; 3: 10; 4: 2; 
Glucose_Repression_Signaling_2009, 293,  6, 14,  185, 1, 4, 658802, 45171.35, 0, 0.00, 1: 42; 2: 50; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009,  92,  6, 14,  185, 1, 4, 658702, 45171.35, 169, 0.00, 1: 45; 2: 45; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 177,  6, 14,  185, 1, 4, 658619, 45171.35, 0, 0.00, 1: 44; 2: 46; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 399,  6, 14,  185, 1, 4, 658697, 45171.35, 0, 0.00, 1: 46; 2: 42; 3: 17; 4: 1; 
Glucose_Repression_Signaling_2009, 486, 10,  8,  185, 1, 4, 634083, 45171.35, 0, 0.00, 1: 47; 2: 41; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 722,  7, 11,  185, 1, 4, 613175, 45171.35, 0, 0.00, 1: 47; 2: 40; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 940, 11,  7,  185, 1, 4, 613188, 45171.35, 55, 0.00, 1: 44; 2: 46; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 860,  6, 13,  185, 1, 4, 619549, 45171.35, 169, 0.00, 1: 47; 2: 42; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 575,  7, 11,  185, 1, 4, 613168, 45171.35, 0, 0.00, 1: 43; 2: 49; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 478, 11,  7,  185, 1, 4, 613155, 45171.35, 0, 0.00, 1: 48; 2: 39; 3: 17; 4: 2; 
Glucose_Repression_Signaling_2009, 221,  6, 14,  185, 1, 4, 658821, 45171.35, 85, 0.00, 1: 43; 2: 49; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 990,  6, 14,  185, 1, 4, 658942, 45171.35, 0, 0.00, 1: 42; 2: 51; 3: 11; 4: 2; 
Glucose_Repression_Signaling_2009, 411,  6, 14,  185, 1, 4, 658841, 45171.35, 54, 0.00, 1: 44; 2: 46; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 790, 10,  8,  185, 1, 4, 634092, 45171.35, 0, 0.00, 1: 46; 2: 44; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 652,  6, 13,  185, 1, 4, 619504, 45171.35, 169, 0.00, 1: 45; 2: 44; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 550,  6, 13,  185, 1, 4, 619478, 45171.35, 0, 0.00, 1: 45; 2: 45; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 522,  6, 14,  185, 1, 4, 658290, 45171.35, 149, 0.00, 1: 45; 2: 44; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009,  30,  7, 11,  185, 1, 4, 613226, 45171.35, 0, 0.00, 1: 44; 2: 47; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 665,  6, 14,  185, 1, 4, 658750, 45171.35, 250, 0.00, 1: 45; 2: 44; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 949,  6, 13,  185, 1, 4, 619585, 45171.35, 0, 0.00, 1: 42; 2: 50; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 971,  6, 13,  185, 1, 4, 619449, 45171.35, 54, 0.00, 1: 44; 2: 48; 3: 11; 4: 3; 
Glucose_Repression_Signaling_2009, 637,  6, 13,  185, 1, 4, 619592, 45171.35, 0, 0.00, 1: 44; 2: 46; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 696,  7, 12,  185, 1, 4, 658559, 45171.35, 0, 0.00, 1: 45; 2: 44; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 388,  6, 14,  186, 1, 4, 658682, 45171.35, 0, 0.00, 1: 42; 2: 51; 3: 10; 4: 3; 
Glucose_Repression_Signaling_2009, 421,  9,  9,  186, 1, 4, 639164, 45171.35, 0, 0.00, 1: 45; 2: 43; 3: 17; 4: 1; 
Glucose_Repression_Signaling_2009, 786,  7, 11,  186, 1, 4, 613167, 45171.35, 0, 0.00, 1: 47; 2: 39; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009,  55,  6, 13,  186, 1, 4, 619607, 45171.35, 0, 0.00, 1: 41; 2: 51; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 329,  6, 14,  186, 1, 4, 658638, 45171.35, 142, 0.00, 1: 47; 2: 41; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 117, 11,  7,  186, 1, 4, 613172, 45171.35, 0, 0.00, 1: 45; 2: 44; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 412,  6, 13,  186, 1, 4, 619265, 45171.35, 169, 0.00, 1: 46; 2: 41; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 773,  6, 14,  186, 1, 4, 658463, 45171.35, 0, 0.00, 1: 48; 2: 39; 3: 16; 4: 3; 
Glucose_Repression_Signaling_2009, 268,  6, 14,  186, 1, 4, 658610, 45171.35, 0, 0.00, 1: 47; 2: 40; 3: 17; 4: 2; 
Glucose_Repression_Signaling_2009, 277,  6, 14,  186, 1, 4, 658665, 45171.35, 0, 0.00, 1: 42; 2: 49; 3: 14; 4: 1; 
Glucose_Repression_Signaling_2009, 445,  6, 14,  186, 1, 4, 658943, 45171.35, 0, 0.00, 1: 41; 2: 51; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 743,  6, 14,  186, 1, 4, 658887, 45171.35, 0, 0.00, 1: 46; 2: 42; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 432,  6, 14,  186, 1, 4, 658872, 45171.35, 0, 0.00, 1: 42; 2: 49; 3: 14; 4: 1; 
Glucose_Repression_Signaling_2009, 891,  7, 11,  186, 1, 4, 613159, 45171.35, 0, 0.00, 1: 45; 2: 43; 3: 17; 4: 1; 
Glucose_Repression_Signaling_2009, 135, 11,  7,  186, 1, 4, 613142, 45171.35, 0, 0.00, 1: 44; 2: 45; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 823,  6, 14,  186, 1, 4, 658632, 45171.35, 0, 0.00, 1: 45; 2: 43; 3: 17; 4: 1; 
Glucose_Repression_Signaling_2009, 138,  5, 15,  186, 1, 4, 596425, 45171.35, 187, 0.00, 1: 44; 2: 48; 3: 10; 4: 4; 
Glucose_Repression_Signaling_2009, 283,  6, 13,  186, 1, 4, 619519, 45171.35, 54, 0.00, 1: 41; 2: 51; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009,  61,  7, 12,  186, 1, 4, 658757, 45171.35, 85, 0.00, 1: 43; 2: 47; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 400,  6, 13,  186, 1, 4, 619520, 45171.35, 0, 0.00, 1: 46; 2: 42; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 357,  6, 14,  186, 1, 4, 658730, 45171.35, 0, 0.00, 1: 42; 2: 50; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 581,  6, 14,  186, 1, 4, 658735, 45171.35, 85, 0.00, 1: 47; 2: 39; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 961,  6, 13,  186, 1, 4, 619627, 45171.35, 224, 0.00, 1: 44; 2: 46; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 953, 10,  8,  186, 1, 4, 633985, 45171.35, 0, 0.00, 1: 43; 2: 48; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 636,  6, 14,  186, 1, 4, 658777, 45171.35, 1, 0.00, 1: 43; 2: 47; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 334,  6, 13,  186, 1, 4, 619510, 45171.35, 0, 0.00, 1: 40; 2: 53; 3: 12; 4: 1; 
Glucose_Repression_Signaling_2009, 184,  7, 11,  186, 1, 4, 613193, 45171.35, 0, 0.00, 1: 43; 2: 48; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 992,  6, 14,  186, 1, 4, 658879, 45171.35, 6, 0.00, 1: 44; 2: 45; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 512,  5, 15,  186, 1, 4, 596421, 45171.35, 176, 0.00, 1: 49; 2: 38; 3: 15; 4: 4; 
Glucose_Repression_Signaling_2009, 190,  6, 14,  186, 1, 4, 658594, 45171.35, 0, 0.00, 1: 45; 2: 44; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 309,  7, 11,  186, 1, 4, 613168, 45171.35, 255, 0.00, 1: 42; 2: 49; 3: 14; 4: 1; 
Glucose_Repression_Signaling_2009,  16, 11,  7,  186, 1, 4, 613176, 45171.35, 208, 0.00, 1: 44; 2: 46; 3: 14; 4: 2; 
Glucose_Repression_Signaling_2009, 502,  6, 14,  186, 1, 4, 658703, 45171.35, 0, 0.00, 1: 43; 2: 48; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 572,  6, 14,  186, 1, 4, 658786, 45171.35, 1, 0.00, 1: 43; 2: 47; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 996,  5, 16,  186, 1, 4, 634052, 45171.35, 0, 0.00, 1: 47; 2: 41; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 628,  8, 10,  186, 1, 4, 634066, 45171.35, 0, 0.00, 1: 46; 2: 41; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 319,  9,  9,  186, 1, 4, 639092, 45171.35, 0, 0.00, 1: 43; 2: 47; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 988,  6, 14,  187, 1, 4, 658865, 45171.35, 169, 0.00, 1: 46; 2: 40; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 275, 11,  7,  187, 1, 4, 613103, 45171.35, 0, 0.00, 1: 44; 2: 45; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 144,  6, 14,  187, 1, 4, 658492, 45171.35, 240, 0.00, 1: 44; 2: 45; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 680,  6, 14,  187, 1, 4, 658717, 45171.35, 32, 0.00, 1: 47; 2: 39; 3: 18; 4: 2; 
Glucose_Repression_Signaling_2009, 834,  6, 14,  187, 1, 4, 658511, 45171.35, 150, 0.00, 1: 47; 2: 39; 3: 18; 4: 2; 
Glucose_Repression_Signaling_2009, 774,  6, 14,  187, 1, 4, 658628, 45171.35, 0, 0.00, 1: 44; 2: 44; 3: 17; 4: 1; 
Glucose_Repression_Signaling_2009, 530,  6, 13,  187, 1, 4, 619531, 45171.35, 149, 0.00, 1: 43; 2: 46; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 885,  6, 13,  187, 1, 4, 619504, 45171.35, 255, 0.00, 1: 47; 2: 38; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 900,  7, 11,  187, 1, 4, 613242, 45171.35, 169, 0.00, 1: 46; 2: 41; 3: 17; 4: 2; 
Glucose_Repression_Signaling_2009, 116,  8, 10,  187, 1, 4, 634132, 45171.35, 29, 0.00, 1: 42; 2: 48; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 372,  5, 16,  187, 1, 4, 634080, 45171.35, 0, 0.00, 1: 45; 2: 44; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 174,  9,  9,  187, 1, 4, 639224, 45171.35, 0, 0.00, 1: 42; 2: 48; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 844,  6, 13,  187, 1, 4, 619518, 45171.35, 169, 0.00, 1: 42; 2: 48; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 368,  9,  9,  187, 1, 4, 639219, 45171.35, 0, 0.00, 1: 42; 2: 48; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 216,  6, 13,  187, 1, 4, 619515, 45171.35, 200, 0.00, 1: 41; 2: 51; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 215, 10,  8,  187, 1, 4, 634044, 45171.35, 0, 0.00, 1: 41; 2: 51; 3: 12; 4: 2; 
Glucose_Repression_Signaling_2009, 592,  7, 12,  187, 1, 4, 658772, 45171.35, 0, 0.00, 1: 42; 2: 48; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 124,  5, 16,  187, 1, 4, 634113, 45171.35, 0, 0.00, 1: 46; 2: 42; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 178,  7, 12,  187, 1, 4, 658733, 45171.35, 0, 0.00, 1: 45; 2: 42; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 213,  5, 15,  187, 1, 4, 596415, 45171.35, 85, 0.00, 1: 47; 2: 39; 3: 18; 4: 2; 
Glucose_Repression_Signaling_2009, 897,  6, 14,  188, 1, 4, 658624, 45171.35, 224, 0.00, 1: 44; 2: 43; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 629,  5, 16,  188, 1, 4, 633889, 45171.35, 0, 0.00, 1: 46; 2: 43; 3: 12; 4: 5; 
Glucose_Repression_Signaling_2009, 125,  5, 15,  188, 1, 4, 596423, 45171.35, 0, 0.00, 1: 42; 2: 47; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 122,  7, 12,  188, 1, 4, 658691, 45171.35, 0, 0.00, 1: 45; 2: 42; 3: 17; 4: 2; 
Glucose_Repression_Signaling_2009, 973,  5, 15,  188, 1, 4, 596388, 45171.35, 85, 0.00, 1: 45; 2: 41; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 452,  6, 14,  188, 1, 4, 658693, 45171.35, 169, 0.00, 1: 44; 2: 44; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 100,  7, 11,  188, 1, 4, 613151, 45171.35, 0, 0.00, 1: 41; 2: 50; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 768,  5, 15,  188, 1, 4, 596435, 45171.35, 0, 0.00, 1: 45; 2: 43; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 364,  6, 14,  188, 1, 4, 658942, 45171.35, 49, 0.00, 1: 42; 2: 47; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 740,  6, 14,  188, 1, 4, 658826, 45171.35, 0, 0.00, 1: 45; 2: 41; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 933,  5, 16,  188, 1, 4, 634137, 45171.35, 0, 0.00, 1: 43; 2: 46; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 744,  6, 14,  188, 1, 4, 658851, 45171.35, 32, 0.00, 1: 39; 2: 53; 3: 13; 4: 1; 
Glucose_Repression_Signaling_2009, 859,  6, 13,  188, 1, 4, 619587, 45171.35, 54, 0.00, 1: 45; 2: 42; 3: 17; 4: 2; 
Glucose_Repression_Signaling_2009, 148,  5, 15,  188, 1, 4, 596398, 45171.35, 169, 0.00, 1: 44; 2: 46; 3: 12; 4: 4; 
Glucose_Repression_Signaling_2009, 352,  6, 14,  188, 1, 4, 658645, 45171.35, 6, 0.00, 1: 46; 2: 43; 3: 12; 4: 5; 
Glucose_Repression_Signaling_2009, 757,  5, 16,  188, 1, 4, 633981, 45171.35, 0, 0.00, 1: 45; 2: 43; 3: 15; 4: 3; 
Glucose_Repression_Signaling_2009, 471,  6, 13,  188, 1, 4, 619557, 45171.35, 0, 0.00, 1: 44; 2: 43; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009,  50,  5, 15,  188, 1, 4, 596406, 45171.35, 157, 0.00, 1: 41; 2: 50; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 734,  5, 16,  188, 1, 4, 634025, 45171.35, 0, 0.00, 1: 46; 2: 40; 3: 18; 4: 2; 
Glucose_Repression_Signaling_2009,  87,  7, 11,  188, 1, 4, 613220, 45171.35, 0, 0.00, 1: 44; 2: 43; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 689,  9,  9,  188, 1, 4, 639291, 45171.35, 0, 0.00, 1: 44; 2: 43; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009,  65,  7, 11,  188, 1, 4, 613197, 45171.35, 0, 0.00, 1: 43; 2: 45; 3: 17; 4: 1; 
Glucose_Repression_Signaling_2009, 286,  6, 13,  188, 1, 4, 619537, 45171.35, 0, 0.00, 1: 42; 2: 47; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 198,  5, 15,  189, 1, 4, 596391, 45171.35, 0, 0.00, 1: 44; 2: 42; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 197,  5, 16,  189, 1, 4, 634029, 45171.35, 85, 0.00, 1: 47; 2: 37; 3: 20; 4: 2; 
Glucose_Repression_Signaling_2009, 634,  5, 15,  189, 1, 4, 596434, 45171.35, 0, 0.00, 1: 46; 2: 40; 3: 17; 4: 3; 
Glucose_Repression_Signaling_2009, 958,  5, 15,  189, 1, 4, 596437, 45171.35, 0, 0.00, 1: 44; 2: 43; 3: 17; 4: 2; 
Glucose_Repression_Signaling_2009, 871,  6, 13,  189, 1, 4, 619620, 45171.35, 0, 0.00, 1: 43; 2: 45; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 453, 10,  8,  189, 1, 4, 634105, 45171.35, 85, 0.00, 1: 41; 2: 48; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 296,  5, 16,  189, 1, 4, 634125, 45171.35, 32, 0.00, 1: 46; 2: 40; 3: 17; 4: 3; 
Glucose_Repression_Signaling_2009, 895,  6, 13,  189, 1, 4, 619530, 45171.35, 0, 0.00, 1: 40; 2: 51; 3: 13; 4: 2; 
Glucose_Repression_Signaling_2009, 408,  5, 15,  189, 1, 4, 596395, 45171.35, 136, 0.00, 1: 45; 2: 40; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 415, 10,  8,  189, 1, 4, 634073, 45171.35, 0, 0.00, 1: 41; 2: 48; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 930,  6, 13,  189, 1, 4, 619339, 45171.35, 0, 0.00, 1: 43; 2: 45; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 157, 11,  7,  189, 1, 4, 613217, 45171.35, 85, 0.00, 1: 44; 2: 43; 3: 17; 4: 2; 
Glucose_Repression_Signaling_2009, 946,  5, 16,  189, 1, 4, 634089, 45171.35, 0, 0.00, 1: 43; 2: 45; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 162,  8, 10,  189, 1, 4, 634284, 45171.35, 0, 0.00, 1: 40; 2: 50; 3: 15; 4: 1; 
Glucose_Repression_Signaling_2009, 163,  5, 16,  189, 1, 4, 633994, 45171.35, 0, 0.00, 1: 45; 2: 41; 3: 18; 4: 2; 
Glucose_Repression_Signaling_2009, 624,  5, 15,  189, 1, 4, 596417, 45171.35, 0, 0.00, 1: 49; 2: 37; 3: 14; 4: 6; 
Glucose_Repression_Signaling_2009,  25,  5, 16,  189, 1, 4, 634089, 45171.35, 247, 0.00, 1: 45; 2: 43; 3: 14; 4: 4; 
Glucose_Repression_Signaling_2009, 577,  5, 16,  189, 1, 4, 634042, 45171.35, 223, 0.00, 1: 46; 2: 40; 3: 17; 4: 3; 
Glucose_Repression_Signaling_2009, 781,  5, 16,  189, 1, 4, 634005, 45171.35, 0, 0.00, 1: 45; 2: 40; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 729,  5, 16,  190, 1, 4, 634137, 45171.35, 250, 0.00, 1: 41; 2: 48; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009,  98,  5, 16,  190, 1, 4, 633994, 45171.35, 0, 0.00, 1: 42; 2: 46; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 291,  6, 13,  190, 1, 4, 619570, 45171.35, 0, 0.00, 1: 44; 2: 41; 3: 20; 4: 1; 
Glucose_Repression_Signaling_2009, 105,  6, 13,  190, 1, 4, 619556, 45171.35, 65, 0.00, 1: 43; 2: 43; 3: 19; 4: 1; 
Glucose_Repression_Signaling_2009, 406, 11,  7,  190, 1, 4, 613277, 45171.35, 0, 0.00, 1: 40; 2: 49; 3: 16; 4: 1; 
Glucose_Repression_Signaling_2009, 981,  5, 16,  190, 1, 4, 633974, 45171.35, 85, 0.00, 1: 42; 2: 49; 3: 10; 4: 5; 
Glucose_Repression_Signaling_2009, 185,  5, 15,  190, 1, 4, 596427, 45171.35, 0, 0.00, 1: 47; 2: 38; 3: 17; 4: 4; 
Glucose_Repression_Signaling_2009, 492,  7, 11,  190, 1, 4, 613124, 45171.35, 49, 0.00, 1: 42; 2: 45; 3: 18; 4: 1; 
Glucose_Repression_Signaling_2009, 732,  5, 16,  190, 1, 4, 634158, 45171.35, 169, 0.00, 1: 41; 2: 48; 3: 15; 4: 2; 
Glucose_Repression_Signaling_2009, 476,  6, 13,  190, 1, 4, 619540, 45171.35, 169, 0.00, 1: 41; 2: 49; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 243,  5, 15,  190, 1, 4, 596420, 45171.35, 0, 0.00, 1: 42; 2: 47; 3: 14; 4: 3; 
Glucose_Repression_Signaling_2009, 760,  5, 16,  190, 1, 4, 634046, 45171.35, 0, 0.00, 1: 42; 2: 46; 3: 16; 4: 2; 
Glucose_Repression_Signaling_2009, 317,  5, 15,  190, 1, 4, 596392, 45171.35, 0, 0.00, 1: 45; 2: 41; 3: 17; 4: 3; 
Glucose_Repression_Signaling_2009, 240,  5, 16,  190, 1, 4, 634101, 45171.35, 60, 0.00, 1: 41; 2: 49; 3: 13; 4: 3; 
Glucose_Repression_Signaling_2009, 785,  6, 14,  190, 1, 4, 658671, 45171.35, 0, 0.00, 1: 43; 2: 45; 3: 15; 4: 3; 
