Seed 1656949570
ARCH 1|F_ID 3|LIMIT 4
before: 
53(788)
Melhor resultado nxn: CD4_T_cell_signaling,  81, 14, 14,  496, 1, 3, 1583841, 110173.38, 0, 0.00, 1: 205; 2: 132; 3: 9; 
CD4_T_cell_signaling,  96, 16, 12,  528, 1, 3, 1539761, 110173.38, 9, 0.00, 1: 180; 2: 150; 3: 16; 
CD4_T_cell_signaling, 796, 15, 13,  528, 1, 3, 1568274, 110173.38, 55, 0.00, 1: 181; 2: 148; 3: 17; 
CD4_T_cell_signaling, 668, 13, 15,  528, 1, 3, 1568058, 110173.38, 86, 0.00, 1: 182; 2: 146; 3: 18; 
CD4_T_cell_signaling, 385, 12, 16,  528, 1, 3, 1539691, 110173.38, 0, 0.00, 1: 183; 2: 144; 3: 19; 
CD4_T_cell_signaling, 506,  8, 25,  528, 1, 3, 1606554, 110173.38, 0, 0.00, 1: 185; 2: 140; 3: 21; 
CD4_T_cell_signaling, 713,  8, 25,  529, 1, 3, 1606664, 110173.38, 0, 0.00, 1: 190; 2: 129; 3: 27; 
CD4_T_cell_signaling, 974, 13, 15,  529, 1, 3, 1568222, 110173.38, 0, 0.00, 1: 184; 2: 141; 3: 21; 
CD4_T_cell_signaling, 113, 13, 15,  529, 1, 3, 1568224, 110173.38, 0, 0.00, 1: 181; 2: 147; 3: 18; 
CD4_T_cell_signaling, 467,  8, 24,  529, 1, 3, 1539706, 110173.38, 0, 0.00, 1: 181; 2: 147; 3: 18; 
CD4_T_cell_signaling, 745, 12, 16,  529, 1, 3, 1539748, 110173.38, 0, 0.00, 1: 182; 2: 145; 3: 19; 
CD4_T_cell_signaling, 580, 12, 16,  529, 1, 3, 1539764, 110173.38, 125, 0.00, 1: 188; 2: 133; 3: 25; 
CD4_T_cell_signaling, 956,  8, 26,  529, 1, 3, 1664485, 110173.38, 38, 0.00, 1: 183; 2: 143; 3: 20; 
CD4_T_cell_signaling, 810,  8, 24,  529, 1, 3, 1539685, 110173.38, 0, 0.00, 1: 186; 2: 137; 3: 23; 
CD4_T_cell_signaling, 846, 10, 20,  529, 1, 3, 1606612, 110173.38, 0, 0.00, 1: 182; 2: 145; 3: 19; 
CD4_T_cell_signaling, 883, 15, 13,  530, 1, 3, 1568215, 110173.38, 0, 0.00, 1: 180; 2: 148; 3: 18; 
CD4_T_cell_signaling, 561, 16, 12,  530, 1, 3, 1539769, 110173.38, 0, 0.00, 1: 182; 2: 144; 3: 20; 
CD4_T_cell_signaling, 828,  8, 25,  530, 1, 3, 1606517, 110173.38, 58, 0.00, 1: 193; 2: 122; 3: 31; 
CD4_T_cell_signaling, 875, 14, 14,  530, 1, 3, 1583844, 110173.38, 0, 0.00, 1: 177; 2: 154; 3: 15; 
CD4_T_cell_signaling,  27, 14, 14,  530, 1, 3, 1583718, 110173.38, 72, 0.00, 1: 180; 2: 148; 3: 18; 
CD4_T_cell_signaling, 827,  8, 24,  530, 1, 3, 1539705, 110173.38, 0, 0.00, 1: 183; 2: 142; 3: 21; 
CD4_T_cell_signaling, 453, 11, 18,  530, 1, 3, 1595519, 110173.38, 0, 0.00, 1: 185; 2: 138; 3: 23; 
CD4_T_cell_signaling, 586, 10, 19,  530, 1, 3, 1526114, 110173.38, 0, 0.00, 1: 190; 2: 128; 3: 28; 
CD4_T_cell_signaling, 614,  9, 23,  530, 1, 3, 1649832, 110173.38, 0, 0.00, 1: 183; 2: 142; 3: 21; 
CD4_T_cell_signaling, 200,  8, 26,  530, 1, 3, 1664568, 110173.38, 15, 0.00, 1: 187; 2: 134; 3: 25; 
CD4_T_cell_signaling, 249,  9, 21,  530, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 185; 2: 138; 3: 23; 
CD4_T_cell_signaling, 365,  9, 22,  530, 1, 3, 1595595, 110173.38, 0, 0.00, 1: 181; 2: 146; 3: 19; 
CD4_T_cell_signaling, 359,  9, 21,  530, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 182; 2: 144; 3: 20; 
CD4_T_cell_signaling, 474, 12, 16,  530, 1, 3, 1539701, 110173.38, 0, 0.00, 1: 184; 2: 140; 3: 22; 
CD4_T_cell_signaling, 990, 14, 14,  531, 1, 3, 1583860, 110173.38, 0, 0.00, 1: 177; 2: 153; 3: 16; 
CD4_T_cell_signaling, 368,  8, 24,  531, 1, 3, 1539718, 110173.38, 24, 0.00, 1: 182; 2: 143; 3: 21; 
CD4_T_cell_signaling, 352, 14, 14,  531, 1, 3, 1583765, 110173.38, 22, 0.00, 1: 179; 2: 149; 3: 18; 
CD4_T_cell_signaling, 290,  9, 23,  531, 1, 3, 1649439, 110173.38, 0, 0.00, 1: 187; 2: 133; 3: 26; 
CD4_T_cell_signaling, 535, 13, 15,  531, 1, 3, 1568136, 110173.38, 0, 0.00, 1: 181; 2: 145; 3: 20; 
CD4_T_cell_signaling, 519, 14, 14,  531, 1, 3, 1583890, 110173.38, 0, 0.00, 1: 183; 2: 141; 3: 22; 
CD4_T_cell_signaling, 522,  8, 24,  531, 1, 3, 1539697, 110173.38, 0, 0.00, 1: 178; 2: 151; 3: 17; 
CD4_T_cell_signaling, 106, 16, 12,  531, 1, 3, 1539679, 110173.38, 0, 0.00, 1: 182; 2: 143; 3: 21; 
CD4_T_cell_signaling, 317,  8, 25,  531, 1, 3, 1606609, 110173.38, 0, 0.00, 1: 187; 2: 133; 3: 26; 
CD4_T_cell_signaling,  62,  8, 25,  531, 1, 3, 1606290, 110173.38, 0, 0.00, 1: 182; 2: 143; 3: 21; 
CD4_T_cell_signaling,  92,  8, 24,  531, 1, 3, 1539713, 110173.38, 32, 0.00, 1: 186; 2: 135; 3: 25; 
CD4_T_cell_signaling,  91,  9, 22,  531, 1, 3, 1595454, 110173.38, 0, 0.00, 1: 183; 2: 141; 3: 22; 
CD4_T_cell_signaling, 805, 14, 14,  531, 1, 3, 1583557, 110173.38, 0, 0.00, 1: 180; 2: 147; 3: 19; 
CD4_T_cell_signaling, 496, 13, 15,  531, 1, 3, 1568269, 110173.38, 33, 0.00, 1: 180; 2: 147; 3: 19; 
CD4_T_cell_signaling, 961, 15, 13,  531, 1, 3, 1568044, 110173.38, 0, 0.00, 1: 179; 2: 149; 3: 18; 
CD4_T_cell_signaling, 913, 15, 13,  532, 1, 3, 1568188, 110173.38, 0, 0.00, 1: 179; 2: 148; 3: 19; 
CD4_T_cell_signaling,  76,  8, 26,  532, 1, 3, 1664320, 110173.38, 121, 0.00, 1: 186; 2: 134; 3: 26; 
CD4_T_cell_signaling, 881,  8, 25,  532, 1, 3, 1606490, 110173.38, 0, 0.00, 1: 185; 2: 136; 3: 25; 
CD4_T_cell_signaling, 424,  8, 26,  532, 1, 3, 1664445, 110173.38, 28, 0.00, 1: 182; 2: 142; 3: 22; 
CD4_T_cell_signaling, 339,  9, 21,  532, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 179; 2: 148; 3: 19; 
CD4_T_cell_signaling, 246, 12, 16,  532, 1, 3, 1539716, 110173.38, 0, 0.00, 1: 185; 2: 136; 3: 25; 
CD4_T_cell_signaling, 659,  8, 24,  532, 1, 3, 1539596, 110173.38, 0, 0.00, 1: 182; 2: 142; 3: 22; 
CD4_T_cell_signaling,  18, 14, 14,  532, 1, 3, 1583951, 110173.38, 28, 0.00, 1: 180; 2: 146; 3: 20; 
CD4_T_cell_signaling, 938, 16, 12,  533, 1, 3, 1539705, 110173.38, 0, 0.00, 1: 184; 2: 137; 3: 25; 
CD4_T_cell_signaling,  47, 12, 16,  533, 1, 3, 1539679, 110173.38, 0, 0.00, 1: 182; 2: 141; 3: 23; 
CD4_T_cell_signaling, 969, 12, 17,  533, 1, 3, 1626147, 110173.38, 0, 0.00, 1: 179; 2: 147; 3: 20; 
CD4_T_cell_signaling, 497, 12, 16,  533, 1, 3, 1539712, 110173.38, 0, 0.00, 1: 176; 2: 153; 3: 17; 
CD4_T_cell_signaling, 965, 12, 16,  533, 1, 3, 1539659, 110173.38, 0, 0.00, 1: 180; 2: 145; 3: 21; 
CD4_T_cell_signaling, 332,  9, 21,  534, 1, 3, 1527876, 110173.38, 129, 0.00, 1: 177; 2: 150; 3: 19; 
CD4_T_cell_signaling, 718,  8, 25,  534, 1, 3, 1606629, 110173.38, 0, 0.00, 1: 186; 2: 132; 3: 28; 
CD4_T_cell_signaling, 268, 14, 14,  534, 1, 3, 1583846, 110173.38, 120, 0.00, 1: 179; 2: 146; 3: 21; 
CD4_T_cell_signaling, 645, 16, 12,  535, 1, 3, 1539715, 110173.38, 0, 0.00, 1: 174; 2: 155; 3: 17; 
CD4_T_cell_signaling, 821, 15, 13,  535, 1, 3, 1568213, 110173.38, 0, 0.00, 1: 179; 2: 145; 3: 22; 
CD4_T_cell_signaling,  54, 16, 12,  536, 1, 3, 1539751, 110173.38, 0, 0.00, 1: 175; 2: 152; 3: 19; 
CD4_T_cell_signaling, 886,  8, 25,  536, 1, 3, 1606336, 110173.38, 0, 0.00, 1: 178; 2: 146; 3: 22; 
CD4_T_cell_signaling, 699, 15, 13,  536, 1, 3, 1568233, 110173.38, 0, 0.00, 1: 176; 2: 150; 3: 20; 
CD4_T_cell_signaling, 597, 15, 13,  536, 1, 3, 1568301, 110173.38, 0, 0.00, 1: 179; 2: 144; 3: 23; 
CD4_T_cell_signaling, 935,  8, 26,  536, 1, 3, 1664123, 110173.38, 0, 0.00, 1: 181; 2: 140; 3: 25; 
CD4_T_cell_signaling, 729,  9, 21,  537, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 183; 2: 135; 3: 28; 
CD4_T_cell_signaling, 654, 10, 20,  537, 1, 3, 1606442, 110173.38, 0, 0.00, 1: 181; 2: 139; 3: 26; 
CD4_T_cell_signaling, 644,  8, 24,  538, 1, 3, 1539653, 110173.38, 172, 0.00, 1: 175; 2: 150; 3: 21; 
CD4_T_cell_signaling, 389, 16, 12,  538, 1, 3, 1539609, 110173.38, 0, 0.00, 1: 176; 2: 148; 3: 22; 
CD4_T_cell_signaling, 663, 14, 14,  538, 1, 3, 1583736, 110173.38, 0, 0.00, 1: 172; 2: 156; 3: 18; 
CD4_T_cell_signaling, 559, 10, 19,  538, 1, 3, 1526033, 110173.38, 0, 0.00, 1: 181; 2: 138; 3: 27; 
CD4_T_cell_signaling, 688, 13, 15,  538, 1, 3, 1568147, 110173.38, 43, 0.00, 1: 175; 2: 150; 3: 21; 
CD4_T_cell_signaling, 448,  8, 25,  538, 1, 3, 1606654, 110173.38, 31, 0.00, 1: 184; 2: 132; 3: 30; 
CD4_T_cell_signaling, 905, 14, 14,  540, 1, 3, 1583783, 110173.38, 0, 0.00, 1: 178; 2: 142; 3: 26; 
CD4_T_cell_signaling, 973, 10, 20,  540, 1, 3, 1606432, 110173.38, 0, 0.00, 1: 173; 2: 152; 3: 21; 
CD4_T_cell_signaling, 378, 16, 12,  540, 1, 3, 1539662, 110173.38, 0, 0.00, 1: 181; 2: 136; 3: 29; 
CD4_T_cell_signaling, 564, 12, 17,  540, 1, 3, 1626331, 110173.38, 156, 0.00, 1: 177; 2: 144; 3: 25; 
CD4_T_cell_signaling, 680, 10, 19,  541, 1, 3, 1526083, 110173.38, 42, 0.00, 1: 170; 2: 157; 3: 19; 
CD4_T_cell_signaling, 868, 10, 20,  544, 1, 3, 1606670, 110173.38, 162, 0.00, 1: 172; 2: 150; 3: 24; 
CD4_T_cell_signaling, 958, 13, 15,  544, 1, 3, 1568240, 110173.38, 0, 0.00, 1: 171; 2: 152; 3: 23; 
CD4_T_cell_signaling, 783,  9, 21,  546, 1, 3, 1527876, 110173.38, 0, 0.00, 1: 172; 2: 148; 3: 26; 
CD4_T_cell_signaling, 407, 16, 12,  547, 1, 3, 1539735, 110173.38, 0, 0.00, 1: 174; 2: 143; 3: 29; 
CD4_T_cell_signaling, 750, 13, 15,  549, 1, 3, 1568031, 110173.38, 0, 0.00, 1: 177; 2: 135; 3: 34; 
CD4_T_cell_signaling, 524,  9, 23,  563, 1, 3, 1649472, 110173.38, 75, 0.00, 1: 161; 2: 153; 3: 32; 
CD4_T_cell_signaling, 206, 10, 20,  499, 1, 4, 1606620, 110173.38, 0, 0.00, 1: 210; 2: 120; 3: 15; 4: 1; 
CD4_T_cell_signaling, 342, 13, 15,  499, 1, 4, 1568270, 110173.38, 0, 0.00, 1: 207; 2: 126; 3: 12; 4: 1; 
CD4_T_cell_signaling, 406, 16, 12,  500, 1, 4, 1539737, 110173.38, 0, 0.00, 1: 205; 2: 129; 3: 11; 4: 1; 
CD4_T_cell_signaling, 473,  9, 23,  501, 1, 4, 1649402, 110173.38, 0, 0.00, 1: 209; 2: 120; 3: 16; 4: 1; 
CD4_T_cell_signaling, 650,  9, 23,  502, 1, 4, 1649778, 110173.38, 0, 0.00, 1: 211; 2: 115; 3: 19; 4: 1; 
CD4_T_cell_signaling,  20,  9, 23,  504, 1, 4, 1649457, 110173.38, 161, 0.00, 1: 207; 2: 121; 3: 17; 4: 1; 
CD4_T_cell_signaling, 281, 16, 12,  506, 1, 4, 1539752, 110173.38, 0, 0.00, 1: 198; 2: 137; 3: 10; 4: 1; 
CD4_T_cell_signaling, 512, 10, 20,  507, 1, 4, 1606442, 110173.38, 33, 0.00, 1: 198; 2: 136; 3: 11; 4: 1; 
CD4_T_cell_signaling, 461, 12, 17,  507, 1, 4, 1626356, 110173.38, 0, 0.00, 1: 198; 2: 136; 3: 11; 4: 1; 
CD4_T_cell_signaling, 851, 10, 20,  507, 1, 4, 1606441, 110173.38, 0, 0.00, 1: 201; 2: 130; 3: 14; 4: 1; 
CD4_T_cell_signaling, 211,  8, 25,  507, 1, 4, 1606669, 110173.38, 0, 0.00, 1: 206; 2: 120; 3: 19; 4: 1; 
CD4_T_cell_signaling, 983, 10, 20,  508, 1, 4, 1606545, 110173.38, 0, 0.00, 1: 203; 2: 125; 3: 17; 4: 1; 
CD4_T_cell_signaling, 335, 15, 13,  508, 1, 4, 1568097, 110173.38, 0, 0.00, 1: 195; 2: 141; 3: 9; 4: 1; 
CD4_T_cell_signaling, 892,  8, 26,  508, 1, 4, 1664341, 110173.38, 65, 0.00, 1: 207; 2: 118; 3: 19; 4: 2; 
CD4_T_cell_signaling, 132,  8, 26,  509, 1, 4, 1664165, 110173.38, 22, 0.00, 1: 199; 2: 132; 3: 14; 4: 1; 
CD4_T_cell_signaling, 754, 10, 20,  509, 1, 4, 1606374, 110173.38, 0, 0.00, 1: 198; 2: 134; 3: 13; 4: 1; 
CD4_T_cell_signaling, 944, 11, 18,  509, 1, 4, 1595594, 110173.38, 71, 0.00, 1: 201; 2: 128; 3: 16; 4: 1; 
CD4_T_cell_signaling, 900,  8, 26,  510, 1, 4, 1663836, 110173.38, 178, 0.00, 1: 206; 2: 117; 3: 22; 4: 1; 
CD4_T_cell_signaling, 181, 15, 13,  510, 1, 4, 1568239, 110173.38, 0, 0.00, 1: 196; 2: 137; 3: 12; 4: 1; 
CD4_T_cell_signaling, 761, 11, 18,  510, 1, 4, 1595279, 110173.38, 0, 0.00, 1: 201; 2: 127; 3: 17; 4: 1; 
CD4_T_cell_signaling, 376,  9, 22,  511, 1, 4, 1595580, 110173.38, 24, 0.00, 1: 204; 2: 120; 3: 21; 4: 1; 
CD4_T_cell_signaling, 330, 13, 15,  511, 1, 4, 1568172, 110173.38, 0, 0.00, 1: 202; 2: 124; 3: 19; 4: 1; 
CD4_T_cell_signaling, 309, 12, 16,  511, 1, 4, 1539654, 110173.38, 0, 0.00, 1: 198; 2: 132; 3: 15; 4: 1; 
CD4_T_cell_signaling, 747, 13, 15,  511, 1, 4, 1568087, 110173.38, 0, 0.00, 1: 198; 2: 132; 3: 15; 4: 1; 
CD4_T_cell_signaling, 447,  8, 25,  511, 1, 4, 1606478, 110173.38, 0, 0.00, 1: 204; 2: 121; 3: 19; 4: 2; 
CD4_T_cell_signaling, 166,  8, 24,  511, 1, 4, 1539699, 110173.38, 0, 0.00, 1: 201; 2: 126; 3: 18; 4: 1; 
CD4_T_cell_signaling, 801,  9, 23,  512, 1, 4, 1649658, 110173.38, 0, 0.00, 1: 197; 2: 133; 3: 15; 4: 1; 
CD4_T_cell_signaling, 404,  8, 25,  512, 1, 4, 1606648, 110173.38, 147, 0.00, 1: 200; 2: 128; 3: 16; 4: 2; 
CD4_T_cell_signaling, 445,  8, 24,  512, 1, 4, 1539746, 110173.38, 0, 0.00, 1: 199; 2: 130; 3: 15; 4: 2; 
CD4_T_cell_signaling, 451,  8, 26,  512, 1, 4, 1663968, 110173.38, 0, 0.00, 1: 201; 2: 125; 3: 19; 4: 1; 
CD4_T_cell_signaling, 686,  8, 24,  512, 1, 4, 1539725, 110173.38, 0, 0.00, 1: 199; 2: 130; 3: 15; 4: 2; 
CD4_T_cell_signaling, 968, 12, 16,  513, 1, 4, 1539698, 110173.38, 72, 0.00, 1: 194; 2: 138; 3: 13; 4: 1; 
CD4_T_cell_signaling, 287,  9, 23,  513, 1, 4, 1649579, 110173.38, 0, 0.00, 1: 200; 2: 126; 3: 19; 4: 1; 
CD4_T_cell_signaling, 134,  8, 26,  514, 1, 4, 1664315, 110173.38, 0, 0.00, 1: 198; 2: 129; 3: 18; 4: 1; 
CD4_T_cell_signaling, 759,  9, 22,  514, 1, 4, 1595525, 110173.38, 0, 0.00, 1: 205; 2: 115; 3: 25; 4: 1; 
CD4_T_cell_signaling, 683, 15, 13,  514, 1, 4, 1568127, 110173.38, 0, 0.00, 1: 190; 2: 145; 3: 10; 4: 1; 
CD4_T_cell_signaling, 937,  8, 26,  515, 1, 4, 1664279, 110173.38, 0, 0.00, 1: 198; 2: 128; 3: 19; 4: 1; 
CD4_T_cell_signaling, 505,  9, 23,  515, 1, 4, 1649810, 110173.38, 0, 0.00, 1: 194; 2: 136; 3: 15; 4: 1; 
CD4_T_cell_signaling, 346,  9, 23,  515, 1, 4, 1649531, 110173.38, 0, 0.00, 1: 196; 2: 132; 3: 17; 4: 1; 
CD4_T_cell_signaling, 202,  9, 21,  515, 1, 4, 1527876, 110173.38, 0, 0.00, 1: 193; 2: 138; 3: 14; 4: 1; 
CD4_T_cell_signaling, 446, 11, 18,  515, 1, 4, 1595754, 110173.38, 0, 0.00, 1: 198; 2: 128; 3: 19; 4: 1; 
CD4_T_cell_signaling, 450,  8, 26,  516, 1, 4, 1664122, 110173.38, 0, 0.00, 1: 203; 2: 117; 3: 25; 4: 1; 
CD4_T_cell_signaling, 628,  8, 25,  516, 1, 4, 1606495, 110173.38, 96, 0.00, 1: 198; 2: 127; 3: 20; 4: 1; 
CD4_T_cell_signaling, 980, 11, 18,  516, 1, 4, 1595647, 110173.38, 72, 0.00, 1: 192; 2: 139; 3: 14; 4: 1; 
CD4_T_cell_signaling, 744,  8, 24,  516, 1, 4, 1539726, 110173.38, 50, 0.00, 1: 203; 2: 117; 3: 25; 4: 1; 
CD4_T_cell_signaling, 941,  8, 25,  516, 1, 4, 1606578, 110173.38, 0, 0.00, 1: 199; 2: 126; 3: 19; 4: 2; 
CD4_T_cell_signaling, 891,  9, 21,  516, 1, 4, 1527876, 110173.38, 0, 0.00, 1: 197; 2: 130; 3: 17; 4: 2; 
CD4_T_cell_signaling, 347, 15, 13,  516, 1, 4, 1568151, 110173.38, 0, 0.00, 1: 195; 2: 133; 3: 17; 4: 1; 
CD4_T_cell_signaling, 460,  9, 22,  516, 1, 4, 1595529, 110173.38, 138, 0.00, 1: 196; 2: 131; 3: 18; 4: 1; 
CD4_T_cell_signaling, 235,  9, 23,  516, 1, 4, 1649776, 110173.38, 0, 0.00, 1: 196; 2: 131; 3: 18; 4: 1; 
CD4_T_cell_signaling, 153, 15, 13,  516, 1, 4, 1568236, 110173.38, 0, 0.00, 1: 192; 2: 139; 3: 14; 4: 1; 
CD4_T_cell_signaling, 593,  9, 22,  517, 1, 4, 1595481, 110173.38, 0, 0.00, 1: 192; 2: 138; 3: 15; 4: 1; 
CD4_T_cell_signaling,  99, 12, 16,  517, 1, 4, 1539658, 110173.38, 0, 0.00, 1: 195; 2: 132; 3: 18; 4: 1; 
CD4_T_cell_signaling,  32,  8, 26,  517, 1, 4, 1664316, 110173.38, 2, 0.00, 1: 203; 2: 116; 3: 26; 4: 1; 
CD4_T_cell_signaling, 131,  8, 25,  517, 1, 4, 1606686, 110173.38, 0, 0.00, 1: 192; 2: 138; 3: 15; 4: 1; 
CD4_T_cell_signaling, 752,  9, 22,  517, 1, 4, 1595561, 110173.38, 52, 0.00, 1: 197; 2: 128; 3: 20; 4: 1; 
CD4_T_cell_signaling,   4,  9, 23,  517, 1, 4, 1649330, 110173.38, 123, 0.00, 1: 196; 2: 130; 3: 19; 4: 1; 
CD4_T_cell_signaling, 546, 10, 19,  517, 1, 4, 1526077, 110173.38, 0, 0.00, 1: 199; 2: 124; 3: 22; 4: 1; 
CD4_T_cell_signaling,  37,  8, 25,  517, 1, 4, 1606683, 110173.38, 0, 0.00, 1: 196; 2: 130; 3: 19; 4: 1; 
CD4_T_cell_signaling,  84,  8, 25,  518, 1, 4, 1606445, 110173.38, 63, 0.00, 1: 192; 2: 137; 3: 16; 4: 1; 
CD4_T_cell_signaling,  87,  9, 21,  518, 1, 4, 1527876, 110173.38, 0, 0.00, 1: 194; 2: 133; 3: 18; 4: 1; 
CD4_T_cell_signaling, 295,  8, 25,  518, 1, 4, 1606432, 110173.38, 0, 0.00, 1: 197; 2: 127; 3: 21; 4: 1; 
CD4_T_cell_signaling, 577,  9, 21,  518, 1, 4, 1527876, 110173.38, 0, 0.00, 1: 189; 2: 143; 3: 13; 4: 1; 
CD4_T_cell_signaling, 566,  9, 21,  518, 1, 4, 1527876, 110173.38, 0, 0.00, 1: 196; 2: 129; 3: 20; 4: 1; 
CD4_T_cell_signaling, 998, 16, 12,  518, 1, 4, 1539747, 110173.38, 0, 0.00, 1: 185; 2: 151; 3: 9; 4: 1; 
CD4_T_cell_signaling, 146,  9, 22,  518, 1, 4, 1595458, 110173.38, 0, 0.00, 1: 192; 2: 137; 3: 16; 4: 1; 
CD4_T_cell_signaling,  33,  8, 25,  518, 1, 4, 1606764, 110173.38, 0, 0.00, 1: 199; 2: 123; 3: 23; 4: 1; 
CD4_T_cell_signaling, 254,  8, 26,  518, 1, 4, 1664362, 110173.38, 0, 0.00, 1: 194; 2: 133; 3: 18; 4: 1; 
CD4_T_cell_signaling, 702,  9, 23,  519, 1, 4, 1649680, 110173.38, 0, 0.00, 1: 194; 2: 132; 3: 19; 4: 1; 
CD4_T_cell_signaling,  86, 11, 18,  519, 1, 4, 1595498, 110173.38, 0, 0.00, 1: 194; 2: 132; 3: 19; 4: 1; 
CD4_T_cell_signaling, 226, 13, 15,  519, 1, 4, 1568088, 110173.38, 0, 0.00, 1: 192; 2: 136; 3: 17; 4: 1; 
CD4_T_cell_signaling, 749,  8, 25,  519, 1, 4, 1606745, 110173.38, 0, 0.00, 1: 195; 2: 130; 3: 20; 4: 1; 
CD4_T_cell_signaling, 255, 10, 19,  519, 1, 4, 1526103, 110173.38, 0, 0.00, 1: 197; 2: 126; 3: 22; 4: 1; 
CD4_T_cell_signaling, 217,  8, 26,  519, 1, 4, 1664244, 110173.38, 0, 0.00, 1: 197; 2: 126; 3: 22; 4: 1; 
CD4_T_cell_signaling, 838,  8, 24,  519, 1, 4, 1539575, 110173.38, 0, 0.00, 1: 198; 2: 124; 3: 23; 4: 1; 
CD4_T_cell_signaling, 808,  9, 22,  519, 1, 4, 1595396, 110173.38, 58, 0.00, 1: 196; 2: 128; 3: 21; 4: 1; 
CD4_T_cell_signaling, 798,  8, 26,  519, 1, 4, 1663977, 110173.38, 0, 0.00, 1: 195; 2: 130; 3: 20; 4: 1; 
CD4_T_cell_signaling, 353,  9, 21,  519, 1, 4, 1527876, 110173.38, 0, 0.00, 1: 195; 2: 130; 3: 20; 4: 1; 
CD4_T_cell_signaling,  29,  8, 26,  519, 1, 4, 1664097, 110173.38, 85, 0.00, 1: 188; 2: 144; 3: 13; 4: 1; 
CD4_T_cell_signaling, 693,  8, 25,  520, 1, 4, 1606526, 110173.38, 0, 0.00, 1: 196; 2: 127; 3: 22; 4: 1; 
CD4_T_cell_signaling,  57,  8, 26,  520, 1, 4, 1664472, 110173.38, 0, 0.00, 1: 195; 2: 129; 3: 21; 4: 1; 
CD4_T_cell_signaling, 213, 10, 20,  520, 1, 4, 1606569, 110173.38, 0, 0.00, 1: 192; 2: 135; 3: 18; 4: 1; 
CD4_T_cell_signaling, 872,  9, 21,  520, 1, 4, 1527876, 110173.38, 66, 0.00, 1: 189; 2: 141; 3: 15; 4: 1; 
CD4_T_cell_signaling, 909,  8, 26,  520, 1, 4, 1664484, 110173.38, 0, 0.00, 1: 192; 2: 135; 3: 18; 4: 1; 
CD4_T_cell_signaling,  56,  9, 23,  520, 1, 4, 1649516, 110173.38, 5, 0.00, 1: 196; 2: 127; 3: 22; 4: 1; 
CD4_T_cell_signaling, 863,  9, 22,  521, 1, 4, 1595583, 110173.38, 0, 0.00, 1: 188; 2: 142; 3: 15; 4: 1; 
CD4_T_cell_signaling, 228,  9, 21,  521, 1, 4, 1527876, 110173.38, 129, 0.00, 1: 195; 2: 128; 3: 22; 4: 1; 
CD4_T_cell_signaling,  72,  9, 21,  521, 1, 4, 1527876, 110173.38, 7, 0.00, 1: 194; 2: 130; 3: 21; 4: 1; 
CD4_T_cell_signaling, 865,  8, 25,  521, 1, 4, 1606676, 110173.38, 0, 0.00, 1: 189; 2: 140; 3: 16; 4: 1; 
CD4_T_cell_signaling, 327,  8, 26,  521, 1, 4, 1664328, 110173.38, 0, 0.00, 1: 196; 2: 126; 3: 23; 4: 1; 
CD4_T_cell_signaling,  25,  8, 26,  522, 1, 4, 1664290, 110173.38, 106, 0.00, 1: 197; 2: 123; 3: 25; 4: 1; 
CD4_T_cell_signaling, 785, 14, 14,  522, 1, 4, 1583590, 110173.38, 0, 0.00, 1: 190; 2: 139; 3: 14; 4: 3; 
CD4_T_cell_signaling, 302,  8, 24,  522, 1, 4, 1539701, 110173.38, 0, 0.00, 1: 193; 2: 131; 3: 21; 4: 1; 
CD4_T_cell_signaling, 558, 15, 13,  522, 1, 4, 1568067, 110173.38, 0, 0.00, 1: 194; 2: 129; 3: 22; 4: 1; 
CD4_T_cell_signaling, 428,  8, 25,  522, 1, 4, 1606643, 110173.38, 152, 0.00, 1: 193; 2: 131; 3: 21; 4: 1; 
CD4_T_cell_signaling, 443,  8, 24,  522, 1, 4, 1539714, 110173.38, 0, 0.00, 1: 187; 2: 143; 3: 15; 4: 1; 
CD4_T_cell_signaling, 743,  8, 24,  522, 1, 4, 1539740, 110173.38, 0, 0.00, 1: 187; 2: 143; 3: 15; 4: 1; 
CD4_T_cell_signaling, 266,  8, 26,  522, 1, 4, 1664316, 110173.38, 0, 0.00, 1: 200; 2: 118; 3: 26; 4: 2; 
CD4_T_cell_signaling, 165,  8, 25,  522, 1, 4, 1606663, 110173.38, 0, 0.00, 1: 195; 2: 127; 3: 23; 4: 1; 
CD4_T_cell_signaling, 127,  9, 21,  522, 1, 4, 1527876, 110173.38, 0, 0.00, 1: 192; 2: 133; 3: 20; 4: 1; 
CD4_T_cell_signaling,  97, 10, 19,  522, 1, 4, 1526086, 110173.38, 0, 0.00, 1: 189; 2: 139; 3: 17; 4: 1; 
CD4_T_cell_signaling, 476, 15, 13,  522, 1, 4, 1568007, 110173.38, 31, 0.00, 1: 190; 2: 137; 3: 18; 4: 1; 
CD4_T_cell_signaling, 137,  8, 26,  523, 1, 4, 1664446, 110173.38, 0, 0.00, 1: 191; 2: 134; 3: 20; 4: 1; 
CD4_T_cell_signaling,  16, 16, 12,  523, 1, 4, 1539717, 110173.38, 128, 0.00, 1: 194; 2: 129; 3: 21; 4: 2; 
