Seed 1656949570
ARCH 2|F_ID 3|LIMIT 4
before: 
193(640)
Melhor resultado nxn: CD4_T_cell_signaling, 990, 14, 14,  530, 1, 3, 1583733, 112548.32, 0, 0.00, 1: 183; 2: 142; 3: 21; 
CD4_T_cell_signaling, 988, 14, 14,  553, 1, 4, 1583817, 112548.32, 72, 0.00, 1: 165; 2: 156; 3: 24; 4: 1; 
CD4_T_cell_signaling, 486, 11, 18,  553, 1, 4, 1595578, 112548.32, 0, 0.00, 1: 165; 2: 156; 3: 24; 4: 1; 
CD4_T_cell_signaling,  33,  8, 25,  553, 1, 4, 1606269, 112548.32, 0, 0.00, 1: 170; 2: 146; 3: 29; 4: 1; 
CD4_T_cell_signaling, 177, 14, 14,  553, 1, 4, 1583785, 112548.32, 0, 0.00, 1: 163; 2: 160; 3: 22; 4: 1; 
CD4_T_cell_signaling, 273,  9, 22,  553, 1, 4, 1595520, 112548.32, 0, 0.00, 1: 169; 2: 148; 3: 28; 4: 1; 
CD4_T_cell_signaling, 167,  8, 26,  554, 1, 4, 1664299, 112548.32, 0, 0.00, 1: 171; 2: 143; 3: 31; 4: 1; 
CD4_T_cell_signaling, 566,  9, 21,  554, 1, 4, 1527876, 112548.32, 0, 0.00, 1: 165; 2: 157; 3: 21; 4: 3; 
CD4_T_cell_signaling,  17,  8, 24,  554, 1, 4, 1539765, 112548.32, 26, 0.00, 1: 172; 2: 141; 3: 32; 4: 1; 
CD4_T_cell_signaling, 906, 14, 14,  554, 1, 4, 1583840, 112548.32, 0, 0.00, 1: 166; 2: 153; 3: 26; 4: 1; 
CD4_T_cell_signaling, 678, 12, 17,  554, 1, 4, 1626305, 112548.32, 0, 0.00, 1: 164; 2: 158; 3: 22; 4: 2; 
CD4_T_cell_signaling, 479, 11, 18,  554, 1, 4, 1595627, 112548.32, 0, 0.00, 1: 161; 2: 163; 3: 21; 4: 1; 
CD4_T_cell_signaling, 920,  9, 22,  554, 1, 4, 1595576, 112548.32, 70, 0.00, 1: 166; 2: 153; 3: 26; 4: 1; 
CD4_T_cell_signaling, 760,  8, 26,  554, 1, 4, 1664508, 112548.32, 52, 0.00, 1: 168; 2: 149; 3: 28; 4: 1; 
CD4_T_cell_signaling, 107, 15, 13,  554, 1, 4, 1568267, 112548.32, 0, 0.00, 1: 164; 2: 157; 3: 24; 4: 1; 
CD4_T_cell_signaling, 435, 10, 20,  554, 1, 4, 1606605, 112548.32, 0, 0.00, 1: 163; 2: 159; 3: 23; 4: 1; 
CD4_T_cell_signaling, 997,  8, 24,  554, 1, 4, 1539706, 112548.32, 0, 0.00, 1: 169; 2: 147; 3: 29; 4: 1; 
CD4_T_cell_signaling,  32,  8, 26,  555, 1, 4, 1664248, 112548.32, 2, 0.00, 1: 171; 2: 143; 3: 30; 4: 2; 
CD4_T_cell_signaling, 199,  9, 22,  555, 1, 4, 1595562, 112548.32, 0, 0.00, 1: 164; 2: 156; 3: 25; 4: 1; 
CD4_T_cell_signaling, 109, 13, 15,  555, 1, 4, 1568273, 112548.32, 0, 0.00, 1: 159; 2: 166; 3: 20; 4: 1; 
CD4_T_cell_signaling, 806, 16, 12,  555, 1, 4, 1539732, 112548.32, 0, 0.00, 1: 161; 2: 163; 3: 20; 4: 2; 
CD4_T_cell_signaling, 849, 16, 12,  555, 1, 4, 1539742, 112548.32, 0, 0.00, 1: 165; 2: 154; 3: 26; 4: 1; 
CD4_T_cell_signaling, 272,  9, 22,  555, 1, 4, 1595470, 112548.32, 18, 0.00, 1: 167; 2: 151; 3: 26; 4: 2; 
CD4_T_cell_signaling, 216, 15, 13,  555, 1, 4, 1568221, 112548.32, 15, 0.00, 1: 162; 2: 160; 3: 23; 4: 1; 
CD4_T_cell_signaling, 106, 16, 12,  555, 1, 4, 1539720, 112548.32, 0, 0.00, 1: 164; 2: 156; 3: 25; 4: 1; 
CD4_T_cell_signaling, 567,  8, 26,  555, 1, 4, 1664095, 112548.32, 0, 0.00, 1: 161; 2: 162; 3: 22; 4: 1; 
CD4_T_cell_signaling, 584, 13, 15,  555, 1, 4, 1568213, 112548.32, 38, 0.00, 1: 162; 2: 160; 3: 23; 4: 1; 
CD4_T_cell_signaling, 561, 16, 12,  555, 1, 4, 1539735, 112548.32, 0, 0.00, 1: 172; 2: 140; 3: 33; 4: 1; 
CD4_T_cell_signaling,  76,  8, 26,  555, 1, 4, 1663982, 112548.32, 121, 0.00, 1: 169; 2: 146; 3: 30; 4: 1; 
CD4_T_cell_signaling, 297,  8, 25,  555, 1, 4, 1606452, 112548.32, 0, 0.00, 1: 158; 2: 168; 3: 19; 4: 1; 
CD4_T_cell_signaling, 256,  8, 25,  555, 1, 4, 1606410, 112548.32, 16, 0.00, 1: 166; 2: 153; 3: 25; 4: 2; 
CD4_T_cell_signaling, 557, 12, 17,  555, 1, 4, 1626409, 112548.32, 0, 0.00, 1: 168; 2: 149; 3: 27; 4: 2; 
CD4_T_cell_signaling, 813,  8, 26,  555, 1, 4, 1664238, 112548.32, 0, 0.00, 1: 163; 2: 159; 3: 22; 4: 2; 
CD4_T_cell_signaling, 547,  8, 24,  555, 1, 4, 1539760, 112548.32, 0, 0.00, 1: 161; 2: 162; 3: 22; 4: 1; 
CD4_T_cell_signaling, 830, 12, 16,  555, 1, 4, 1539766, 112548.32, 0, 0.00, 1: 168; 2: 148; 3: 29; 4: 1; 
CD4_T_cell_signaling, 515, 13, 15,  555, 1, 4, 1568216, 112548.32, 0, 0.00, 1: 164; 2: 156; 3: 25; 4: 1; 
CD4_T_cell_signaling, 828,  8, 25,  555, 1, 4, 1606347, 112548.32, 58, 0.00, 1: 170; 2: 145; 3: 29; 4: 2; 
CD4_T_cell_signaling, 223,  9, 21,  556, 1, 4, 1527876, 112548.32, 0, 0.00, 1: 161; 2: 161; 3: 23; 4: 1; 
CD4_T_cell_signaling, 661,  8, 25,  556, 1, 4, 1606663, 112548.32, 0, 0.00, 1: 166; 2: 151; 3: 28; 4: 1; 
CD4_T_cell_signaling, 265,  8, 24,  556, 1, 4, 1539758, 112548.32, 0, 0.00, 1: 167; 2: 149; 3: 29; 4: 1; 
CD4_T_cell_signaling, 653, 14, 14,  556, 1, 4, 1583850, 112548.32, 0, 0.00, 1: 176; 2: 132; 3: 36; 4: 2; 
CD4_T_cell_signaling, 553,  9, 22,  556, 1, 4, 1595569, 112548.32, 0, 0.00, 1: 166; 2: 151; 3: 28; 4: 1; 
CD4_T_cell_signaling, 582, 12, 16,  556, 1, 4, 1539709, 112548.32, 0, 0.00, 1: 169; 2: 145; 3: 31; 4: 1; 
CD4_T_cell_signaling, 943, 15, 13,  556, 1, 4, 1568086, 112548.32, 0, 0.00, 1: 168; 2: 147; 3: 30; 4: 1; 
CD4_T_cell_signaling, 936,  8, 24,  556, 1, 4, 1539733, 112548.32, 71, 0.00, 1: 157; 2: 169; 3: 19; 4: 1; 
CD4_T_cell_signaling, 822,  8, 24,  556, 1, 4, 1539699, 112548.32, 0, 0.00, 1: 171; 2: 141; 3: 33; 4: 1; 
CD4_T_cell_signaling, 716, 12, 17,  557, 1, 4, 1626361, 112548.32, 47, 0.00, 1: 163; 2: 156; 3: 26; 4: 1; 
CD4_T_cell_signaling, 385, 12, 16,  557, 1, 4, 1539757, 112548.32, 0, 0.00, 1: 164; 2: 154; 3: 27; 4: 1; 
CD4_T_cell_signaling,  90,  9, 22,  557, 1, 4, 1595669, 112548.32, 0, 0.00, 1: 167; 2: 148; 3: 30; 4: 1; 
CD4_T_cell_signaling, 956,  8, 26,  557, 1, 4, 1664187, 112548.32, 38, 0.00, 1: 169; 2: 144; 3: 32; 4: 1; 
CD4_T_cell_signaling, 522,  8, 24,  557, 1, 4, 1539754, 112548.32, 0, 0.00, 1: 165; 2: 152; 3: 28; 4: 1; 
CD4_T_cell_signaling,  15,  8, 24,  557, 1, 4, 1539663, 112548.32, 0, 0.00, 1: 167; 2: 148; 3: 30; 4: 1; 
CD4_T_cell_signaling, 690, 10, 19,  557, 1, 4, 1526107, 112548.32, 0, 0.00, 1: 156; 2: 170; 3: 19; 4: 1; 
CD4_T_cell_signaling, 252, 10, 20,  557, 1, 4, 1606458, 112548.32, 38, 0.00, 1: 166; 2: 150; 3: 29; 4: 1; 
CD4_T_cell_signaling, 300, 13, 15,  557, 1, 4, 1568143, 112548.32, 91, 0.00, 1: 165; 2: 152; 3: 28; 4: 1; 
CD4_T_cell_signaling, 837,  9, 22,  557, 1, 4, 1595362, 112548.32, 0, 0.00, 1: 162; 2: 158; 3: 25; 4: 1; 
CD4_T_cell_signaling, 726, 12, 16,  557, 1, 4, 1539663, 112548.32, 0, 0.00, 1: 163; 2: 156; 3: 26; 4: 1; 
CD4_T_cell_signaling, 898, 13, 15,  557, 1, 4, 1568193, 112548.32, 0, 0.00, 1: 161; 2: 160; 3: 24; 4: 1; 
CD4_T_cell_signaling,  77,  8, 24,  558, 1, 4, 1539771, 112548.32, 0, 0.00, 1: 164; 2: 153; 3: 28; 4: 1; 
CD4_T_cell_signaling, 151, 10, 19,  558, 1, 4, 1526053, 112548.32, 0, 0.00, 1: 158; 2: 165; 3: 22; 4: 1; 
CD4_T_cell_signaling,   1,  8, 26,  558, 1, 4, 1664181, 112548.32, 145, 0.00, 1: 168; 2: 145; 3: 32; 4: 1; 
CD4_T_cell_signaling, 122, 16, 12,  558, 1, 4, 1539630, 112548.32, 0, 0.00, 1: 160; 2: 161; 3: 24; 4: 1; 
CD4_T_cell_signaling, 379, 12, 16,  558, 1, 4, 1539736, 112548.32, 0, 0.00, 1: 162; 2: 157; 3: 26; 4: 1; 
CD4_T_cell_signaling, 614,  9, 23,  558, 1, 4, 1649582, 112548.32, 0, 0.00, 1: 165; 2: 151; 3: 29; 4: 1; 
CD4_T_cell_signaling, 295,  8, 25,  558, 1, 4, 1606687, 112548.32, 0, 0.00, 1: 163; 2: 157; 3: 23; 4: 3; 
CD4_T_cell_signaling, 805, 14, 14,  558, 1, 4, 1583648, 112548.32, 0, 0.00, 1: 159; 2: 163; 3: 23; 4: 1; 
CD4_T_cell_signaling, 466, 12, 17,  558, 1, 4, 1626328, 112548.32, 0, 0.00, 1: 162; 2: 157; 3: 26; 4: 1; 
CD4_T_cell_signaling, 532, 12, 17,  558, 1, 4, 1626248, 112548.32, 174, 0.00, 1: 164; 2: 153; 3: 28; 4: 1; 
CD4_T_cell_signaling, 207, 13, 15,  558, 1, 4, 1568173, 112548.32, 0, 0.00, 1: 160; 2: 161; 3: 24; 4: 1; 
CD4_T_cell_signaling, 423,  9, 22,  558, 1, 4, 1595671, 112548.32, 0, 0.00, 1: 165; 2: 152; 3: 27; 4: 2; 
CD4_T_cell_signaling, 450,  8, 26,  559, 1, 4, 1664148, 112548.32, 0, 0.00, 1: 166; 2: 148; 3: 31; 4: 1; 
CD4_T_cell_signaling, 555, 13, 15,  559, 1, 4, 1568328, 112548.32, 0, 0.00, 1: 163; 2: 154; 3: 28; 4: 1; 
CD4_T_cell_signaling, 348, 14, 14,  559, 1, 4, 1583906, 112548.32, 133, 0.00, 1: 168; 2: 145; 3: 31; 4: 2; 
CD4_T_cell_signaling, 728,  9, 21,  559, 1, 4, 1527876, 112548.32, 48, 0.00, 1: 161; 2: 158; 3: 26; 4: 1; 
CD4_T_cell_signaling, 572, 14, 14,  559, 1, 4, 1583763, 112548.32, 138, 0.00, 1: 158; 2: 165; 3: 21; 4: 2; 
CD4_T_cell_signaling, 358,  8, 25,  559, 1, 4, 1606404, 112548.32, 0, 0.00, 1: 159; 2: 162; 3: 24; 4: 1; 
CD4_T_cell_signaling, 962, 16, 12,  559, 1, 4, 1539685, 112548.32, 0, 0.00, 1: 162; 2: 156; 3: 27; 4: 1; 
CD4_T_cell_signaling, 707, 13, 15,  559, 1, 4, 1568105, 112548.32, 0, 0.00, 1: 160; 2: 160; 3: 25; 4: 1; 
CD4_T_cell_signaling, 294,  8, 26,  559, 1, 4, 1664332, 112548.32, 0, 0.00, 1: 167; 2: 148; 3: 28; 4: 3; 
CD4_T_cell_signaling, 992,  8, 24,  559, 1, 4, 1539769, 112548.32, 76, 0.00, 1: 166; 2: 149; 3: 29; 4: 2; 
CD4_T_cell_signaling, 240,  8, 26,  559, 1, 4, 1664472, 112548.32, 16, 0.00, 1: 163; 2: 155; 3: 26; 4: 2; 
CD4_T_cell_signaling, 644,  8, 24,  559, 1, 4, 1539648, 112548.32, 172, 0.00, 1: 158; 2: 164; 3: 23; 4: 1; 
CD4_T_cell_signaling, 264, 11, 18,  559, 1, 4, 1595635, 112548.32, 17, 0.00, 1: 161; 2: 158; 3: 26; 4: 1; 
CD4_T_cell_signaling, 133, 16, 12,  560, 1, 4, 1539754, 112548.32, 0, 0.00, 1: 154; 2: 171; 3: 20; 4: 1; 
CD4_T_cell_signaling, 719, 16, 12,  560, 1, 4, 1539713, 112548.32, 0, 0.00, 1: 157; 2: 165; 3: 23; 4: 1; 
CD4_T_cell_signaling, 163, 12, 16,  560, 1, 4, 1539749, 112548.32, 0, 0.00, 1: 155; 2: 169; 3: 21; 4: 1; 
CD4_T_cell_signaling, 251,  8, 25,  560, 1, 4, 1606536, 112548.32, 0, 0.00, 1: 166; 2: 147; 3: 32; 4: 1; 
CD4_T_cell_signaling, 570,  8, 24,  560, 1, 4, 1539698, 112548.32, 0, 0.00, 1: 160; 2: 159; 3: 26; 4: 1; 
CD4_T_cell_signaling,  20,  9, 23,  560, 1, 4, 1649201, 112548.32, 230, 0.00, 1: 168; 2: 143; 3: 34; 4: 1; 
CD4_T_cell_signaling, 950,  8, 26,  560, 1, 4, 1664230, 112548.32, 0, 0.00, 1: 164; 2: 152; 3: 28; 4: 2; 
CD4_T_cell_signaling, 850,  9, 21,  560, 1, 4, 1527876, 112548.32, 0, 0.00, 1: 157; 2: 165; 3: 23; 4: 1; 
CD4_T_cell_signaling, 224,  8, 26,  560, 1, 4, 1664200, 112548.32, 15, 0.00, 1: 171; 2: 138; 3: 35; 4: 2; 
CD4_T_cell_signaling, 601, 14, 14,  560, 1, 4, 1583760, 112548.32, 0, 0.00, 1: 160; 2: 159; 3: 26; 4: 1; 
CD4_T_cell_signaling, 976,  8, 25,  561, 1, 4, 1606455, 112548.32, 73, 0.00, 1: 161; 2: 156; 3: 28; 4: 1; 
CD4_T_cell_signaling, 808,  9, 22,  561, 1, 4, 1595518, 112548.32, 58, 0.00, 1: 159; 2: 160; 3: 26; 4: 1; 
CD4_T_cell_signaling, 521,  8, 25,  561, 1, 4, 1606635, 112548.32, 0, 0.00, 1: 167; 2: 144; 3: 34; 4: 1; 
CD4_T_cell_signaling, 144, 14, 14,  561, 1, 4, 1583716, 112548.32, 11, 0.00, 1: 156; 2: 166; 3: 23; 4: 1; 
CD4_T_cell_signaling, 268, 14, 14,  561, 1, 4, 1583835, 112548.32, 120, 0.00, 1: 161; 2: 156; 3: 28; 4: 1; 
CD4_T_cell_signaling, 472, 12, 16,  561, 1, 4, 1539704, 112548.32, 32, 0.00, 1: 162; 2: 154; 3: 29; 4: 1; 
CD4_T_cell_signaling, 451,  8, 26,  561, 1, 4, 1664564, 112548.32, 0, 0.00, 1: 161; 2: 156; 3: 28; 4: 1; 
CD4_T_cell_signaling,  68,  8, 24,  561, 1, 4, 1539740, 112548.32, 8, 0.00, 1: 165; 2: 148; 3: 32; 4: 1; 
CD4_T_cell_signaling, 544,  9, 21,  561, 1, 4, 1527876, 112548.32, 33, 0.00, 1: 157; 2: 164; 3: 24; 4: 1; 
CD4_T_cell_signaling, 967, 16, 12,  561, 1, 4, 1539728, 112548.32, 0, 0.00, 1: 161; 2: 156; 3: 28; 4: 1; 
CD4_T_cell_signaling, 851, 10, 20,  561, 1, 4, 1606453, 112548.32, 0, 0.00, 1: 162; 2: 155; 3: 27; 4: 2; 
CD4_T_cell_signaling, 403, 10, 19,  562, 1, 4, 1526087, 112548.32, 0, 0.00, 1: 162; 2: 154; 3: 28; 4: 2; 
CD4_T_cell_signaling, 800,  8, 24,  562, 1, 4, 1539817, 112548.32, 57, 0.00, 1: 163; 2: 151; 3: 31; 4: 1; 
CD4_T_cell_signaling, 935,  8, 26,  562, 1, 4, 1664298, 112548.32, 0, 0.00, 1: 167; 2: 144; 3: 33; 4: 2; 
CD4_T_cell_signaling, 802,  9, 22,  562, 1, 4, 1595570, 112548.32, 0, 0.00, 1: 160; 2: 157; 3: 28; 4: 1; 
CD4_T_cell_signaling, 549, 14, 14,  562, 1, 4, 1583696, 112548.32, 0, 0.00, 1: 162; 2: 153; 3: 30; 4: 1; 
CD4_T_cell_signaling, 492,  8, 26,  562, 1, 4, 1664216, 112548.32, 130, 0.00, 1: 160; 2: 157; 3: 28; 4: 1; 
CD4_T_cell_signaling, 485, 10, 19,  562, 1, 4, 1526092, 112548.32, 0, 0.00, 1: 158; 2: 161; 3: 26; 4: 1; 
CD4_T_cell_signaling, 559, 10, 19,  562, 1, 4, 1526078, 112548.32, 0, 0.00, 1: 155; 2: 167; 3: 23; 4: 1; 
CD4_T_cell_signaling, 270,  8, 26,  562, 1, 4, 1664182, 112548.32, 0, 0.00, 1: 166; 2: 147; 3: 30; 4: 3; 
CD4_T_cell_signaling, 329,  8, 24,  562, 1, 4, 1539716, 112548.32, 0, 0.00, 1: 166; 2: 146; 3: 32; 4: 2; 
CD4_T_cell_signaling, 302,  8, 24,  562, 1, 4, 1539696, 112548.32, 0, 0.00, 1: 160; 2: 157; 3: 28; 4: 1; 
CD4_T_cell_signaling, 165,  8, 25,  562, 1, 4, 1606462, 112548.32, 0, 0.00, 1: 163; 2: 151; 3: 31; 4: 1; 
CD4_T_cell_signaling, 839, 12, 16,  562, 1, 4, 1539750, 112548.32, 0, 0.00, 1: 157; 2: 164; 3: 23; 4: 2; 
CD4_T_cell_signaling, 469,  8, 25,  563, 1, 4, 1606623, 112548.32, 0, 0.00, 1: 159; 2: 158; 3: 28; 4: 1; 
CD4_T_cell_signaling, 639,  8, 24,  563, 1, 4, 1539718, 112548.32, 0, 0.00, 1: 161; 2: 154; 3: 30; 4: 1; 
CD4_T_cell_signaling, 389, 16, 12,  563, 1, 4, 1539646, 112548.32, 0, 0.00, 1: 156; 2: 164; 3: 25; 4: 1; 
CD4_T_cell_signaling, 397, 16, 12,  563, 1, 4, 1539698, 112548.32, 0, 0.00, 1: 158; 2: 160; 3: 27; 4: 1; 
CD4_T_cell_signaling, 881,  8, 25,  563, 1, 4, 1606450, 112548.32, 0, 0.00, 1: 161; 2: 154; 3: 30; 4: 1; 
CD4_T_cell_signaling, 732, 12, 16,  564, 1, 4, 1539734, 112548.32, 142, 0.00, 1: 161; 2: 153; 3: 31; 4: 1; 
CD4_T_cell_signaling, 266,  8, 26,  564, 1, 4, 1664327, 112548.32, 0, 0.00, 1: 161; 2: 153; 3: 31; 4: 1; 
CD4_T_cell_signaling, 367, 15, 13,  564, 1, 4, 1568159, 112548.32, 0, 0.00, 1: 153; 2: 169; 3: 23; 4: 1; 
CD4_T_cell_signaling, 501, 14, 14,  565, 1, 4, 1583847, 112548.32, 0, 0.00, 1: 158; 2: 158; 3: 29; 4: 1; 
CD4_T_cell_signaling, 488, 10, 19,  565, 1, 4, 1526102, 112548.32, 33, 0.00, 1: 151; 2: 172; 3: 22; 4: 1; 
CD4_T_cell_signaling, 386,  9, 21,  565, 1, 4, 1527876, 112548.32, 0, 0.00, 1: 150; 2: 174; 3: 21; 4: 1; 
CD4_T_cell_signaling, 352, 14, 14,  565, 1, 4, 1583903, 112548.32, 22, 0.00, 1: 161; 2: 152; 3: 32; 4: 1; 
CD4_T_cell_signaling, 411,  8, 24,  566, 1, 4, 1539720, 112548.32, 0, 0.00, 1: 155; 2: 164; 3: 25; 4: 2; 
CD4_T_cell_signaling, 391,  8, 25,  566, 1, 4, 1606404, 112548.32, 0, 0.00, 1: 150; 2: 173; 3: 22; 4: 1; 
CD4_T_cell_signaling, 907,  9, 21,  566, 1, 4, 1527876, 112548.32, 0, 0.00, 1: 157; 2: 160; 3: 27; 4: 2; 
CD4_T_cell_signaling, 276, 15, 13,  566, 1, 4, 1568200, 112548.32, 97, 0.00, 1: 158; 2: 157; 3: 30; 4: 1; 
CD4_T_cell_signaling,  84,  8, 25,  566, 1, 4, 1606687, 112548.32, 63, 0.00, 1: 156; 2: 163; 3: 24; 4: 3; 
CD4_T_cell_signaling, 628,  8, 25,  566, 1, 4, 1606509, 112548.32, 96, 0.00, 1: 160; 2: 153; 3: 32; 4: 1; 
CD4_T_cell_signaling, 636, 14, 14,  566, 1, 4, 1583833, 112548.32, 64, 0.00, 1: 154; 2: 165; 3: 26; 4: 1; 
CD4_T_cell_signaling, 876, 14, 14,  566, 1, 4, 1583827, 112548.32, 65, 0.00, 1: 156; 2: 161; 3: 28; 4: 1; 
CD4_T_cell_signaling, 743,  8, 24,  567, 1, 4, 1539765, 112548.32, 0, 0.00, 1: 156; 2: 161; 3: 27; 4: 2; 
CD4_T_cell_signaling, 525, 13, 15,  567, 1, 4, 1568189, 112548.32, 0, 0.00, 1: 154; 2: 164; 3: 27; 4: 1; 
CD4_T_cell_signaling, 404,  8, 25,  567, 1, 4, 1606640, 112548.32, 147, 0.00, 1: 156; 2: 161; 3: 27; 4: 2; 
CD4_T_cell_signaling, 202,  9, 21,  567, 1, 4, 1527876, 112548.32, 0, 0.00, 1: 149; 2: 174; 3: 22; 4: 1; 
CD4_T_cell_signaling, 671, 13, 15,  568, 1, 4, 1568293, 112548.32, 0, 0.00, 1: 158; 2: 156; 3: 30; 4: 2; 
CD4_T_cell_signaling, 173,  8, 25,  568, 1, 4, 1606402, 112548.32, 0, 0.00, 1: 156; 2: 159; 3: 30; 4: 1; 
CD4_T_cell_signaling, 132,  8, 26,  568, 1, 4, 1664056, 112548.32, 22, 0.00, 1: 158; 2: 156; 3: 30; 4: 2; 
CD4_T_cell_signaling, 235,  9, 23,  568, 1, 4, 1649488, 112548.32, 0, 0.00, 1: 157; 2: 157; 3: 31; 4: 1; 
CD4_T_cell_signaling, 912, 12, 16,  569, 1, 4, 1539671, 112548.32, 69, 0.00, 1: 154; 2: 162; 3: 29; 4: 1; 
CD4_T_cell_signaling, 194,  8, 24,  569, 1, 4, 1539691, 112548.32, 0, 0.00, 1: 156; 2: 159; 3: 29; 4: 2; 
CD4_T_cell_signaling, 789,  8, 24,  569, 1, 4, 1539739, 112548.32, 0, 0.00, 1: 160; 2: 150; 3: 35; 4: 1; 
CD4_T_cell_signaling, 443,  8, 24,  570, 1, 4, 1539760, 112548.32, 0, 0.00, 1: 161; 2: 148; 3: 35; 4: 2; 
CD4_T_cell_signaling, 885, 11, 18,  571, 1, 4, 1595668, 112548.32, 0, 0.00, 1: 161; 2: 146; 3: 38; 4: 1; 
CD4_T_cell_signaling, 790, 15, 13,  571, 1, 4, 1568078, 112548.32, 0, 0.00, 1: 151; 2: 166; 3: 28; 4: 1; 
CD4_T_cell_signaling, 787,  8, 26,  571, 1, 4, 1664073, 112548.32, 0, 0.00, 1: 161; 2: 146; 3: 38; 4: 1; 
CD4_T_cell_signaling,  81, 14, 14,  571, 1, 4, 1583793, 112548.32, 0, 0.00, 1: 159; 2: 150; 3: 36; 4: 1; 
CD4_T_cell_signaling, 744,  8, 24,  572, 1, 4, 1539704, 112548.32, 50, 0.00, 1: 152; 2: 164; 3: 28; 4: 2; 
CD4_T_cell_signaling, 368,  8, 24,  572, 1, 4, 1539685, 112548.32, 24, 0.00, 1: 158; 2: 151; 3: 36; 4: 1; 
CD4_T_cell_signaling, 916, 10, 19,  572, 1, 4, 1526053, 112548.32, 115, 0.00, 1: 154; 2: 159; 3: 32; 4: 1; 
CD4_T_cell_signaling, 101, 13, 15,  573, 1, 4, 1568131, 112548.32, 0, 0.00, 1: 151; 2: 164; 3: 30; 4: 1; 
CD4_T_cell_signaling, 118, 12, 17,  573, 1, 4, 1626314, 112548.32, 0, 0.00, 1: 153; 2: 161; 3: 30; 4: 2; 
CD4_T_cell_signaling, 183, 13, 15,  573, 1, 4, 1568131, 112548.32, 0, 0.00, 1: 154; 2: 160; 3: 29; 4: 3; 
CD4_T_cell_signaling,  29,  8, 26,  575, 1, 4, 1664188, 112548.32, 85, 0.00, 1: 152; 2: 162; 3: 29; 4: 3; 
CD4_T_cell_signaling, 858,  9, 21,  575, 1, 4, 1527876, 112548.32, 0, 0.00, 1: 158; 2: 150; 3: 35; 4: 3; 
CD4_T_cell_signaling,  92,  8, 24,  576, 1, 4, 1539790, 112548.32, 32, 0.00, 1: 146; 2: 171; 3: 28; 4: 1; 
CD4_T_cell_signaling, 717, 12, 17,  577, 1, 4, 1626137, 112548.32, 0, 0.00, 1: 150; 2: 164; 3: 29; 4: 3; 
CD4_T_cell_signaling, 681, 14, 14,  577, 1, 4, 1583800, 112548.32, 0, 0.00, 1: 150; 2: 162; 3: 33; 4: 1; 
CD4_T_cell_signaling, 191, 16, 12,  577, 1, 4, 1539718, 112548.32, 0, 0.00, 1: 154; 2: 154; 3: 37; 4: 1; 
CD4_T_cell_signaling, 143, 10, 19,  580, 1, 4, 1526077, 112548.32, 0, 0.00, 1: 147; 2: 165; 3: 33; 4: 1; 
CD4_T_cell_signaling,  41,  9, 22,  581, 1, 4, 1595431, 112548.32, 0, 0.00, 1: 157; 2: 144; 3: 44; 4: 1; 
CD4_T_cell_signaling,  73, 11, 18,  581, 1, 4, 1595579, 112548.32, 0, 0.00, 1: 150; 2: 158; 3: 37; 4: 1; 
CD4_T_cell_signaling, 499, 16, 12,  582, 1, 4, 1539641, 112548.32, 0, 0.00, 1: 156; 2: 149; 3: 36; 4: 5; 
CD4_T_cell_signaling, 200,  8, 26,  583, 1, 4, 1664316, 112548.32, 15, 0.00, 1: 151; 2: 154; 3: 40; 4: 1; 
CD4_T_cell_signaling, 915, 10, 20,  584, 1, 4, 1606754, 112548.32, 0, 0.00, 1: 140; 2: 176; 3: 28; 4: 2; 
CD4_T_cell_signaling, 481,  8, 24,  584, 1, 4, 1539712, 112548.32, 0, 0.00, 1: 147; 2: 162; 3: 35; 4: 2; 
CD4_T_cell_signaling, 405,  9, 23,  585, 1, 4, 1649497, 112548.32, 0, 0.00, 1: 153; 2: 149; 3: 42; 4: 2; 
CD4_T_cell_signaling, 736,  8, 25,  589, 1, 4, 1606642, 112548.32, 49, 0.00, 1: 136; 2: 179; 3: 29; 4: 2; 
CD4_T_cell_signaling, 817,  9, 21,  590, 1, 4, 1527876, 112548.32, 0, 0.00, 1: 141; 2: 169; 3: 33; 4: 3; 
CD4_T_cell_signaling, 856,  9, 23,  591, 1, 4, 1649357, 112548.32, 64, 0.00, 1: 136; 2: 177; 3: 31; 4: 2; 
CD4_T_cell_signaling, 219,  9, 23,  603, 1, 4, 1649864, 112548.32, 0, 0.00, 1: 134; 2: 169; 3: 41; 4: 2; 
CD4_T_cell_signaling, 506,  8, 25,  604, 1, 4, 1606465, 112548.32, 0, 0.00, 1: 140; 2: 159; 3: 42; 4: 5; 
CD4_T_cell_signaling, 563,  8, 26,  607, 1, 4, 1664260, 112548.32, 0, 0.00, 1: 143; 2: 149; 3: 50; 4: 4; 
CD4_T_cell_signaling,  44,  8, 24,  607, 1, 4, 1539671, 112548.32, 57, 0.00, 1: 144; 2: 145; 3: 55; 4: 2; 
CD4_T_cell_signaling, 807,  8, 24,  615, 1, 4, 1539671, 112548.32, 0, 0.00, 1: 139; 2: 149; 3: 54; 4: 4; 
CD4_T_cell_signaling, 548,  8, 26,  618, 1, 4, 1664448, 112548.32, 57, 0.00, 1: 130; 2: 168; 3: 40; 4: 8; 
CD4_T_cell_signaling, 926,  8, 24,  559, 1, 5, 1539738, 112548.32, 0, 0.00, 1: 160; 2: 161; 3: 24; 5: 1; 
