Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
13(156)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 465, 10, 10,  190, 1, 3, 796130, 24388.44, 0, 0.00, 1: 114; 2: 32; 3: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 751, 12,  8,  203, 1, 4, 764479, 24388.44, 0, 0.00, 1: 109; 2: 32; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 761,  8, 12,  203, 1, 4, 764424, 24388.44, 0, 0.00, 1: 108; 2: 32; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 387,  6, 18,  203, 1, 4, 846513, 24388.44, 0, 0.00, 1: 114; 2: 21; 3: 13; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 130,  7, 13,  203, 1, 4, 728910, 24388.44, 0, 0.00, 1: 111; 2: 28; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 389,  6, 17,  203, 1, 4, 805089, 24388.44, 0, 0.00, 1: 113; 2: 26; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 342, 10, 10,  203, 1, 4, 795940, 24388.44, 0, 0.00, 1: 108; 2: 33; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 769,  6, 17,  203, 1, 4, 805066, 24388.44, 0, 0.00, 1: 113; 2: 23; 3: 12; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  77,  7, 14,  203, 1, 4, 780802, 24388.44, 0, 0.00, 1: 110; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 359,  6, 16,  203, 1, 4, 764374, 24388.44, 0, 0.00, 1: 110; 2: 30; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 350,  8, 12,  203, 1, 4, 764351, 24388.44, 0, 0.00, 1: 107; 2: 34; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 311,  7, 15,  203, 1, 4, 826710, 24388.44, 0, 0.00, 1: 109; 2: 30; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 159,  6, 16,  203, 1, 4, 764292, 24388.44, 0, 0.00, 1: 109; 2: 33; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 591,  6, 18,  203, 1, 4, 846451, 24388.44, 0, 0.00, 1: 112; 2: 26; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 160,  8, 12,  203, 1, 4, 764400, 24388.44, 22, 0.00, 1: 109; 2: 30; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 422,  7, 13,  203, 1, 4, 728910, 24388.44, 0, 0.00, 1: 110; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 584,  6, 16,  203, 1, 4, 764363, 24388.44, 48, 0.00, 1: 109; 2: 31; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 319,  6, 16,  203, 1, 4, 764412, 24388.44, 0, 0.00, 1: 108; 2: 33; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 582,  7, 13,  203, 1, 4, 728910, 24388.44, 0, 0.00, 1: 108; 2: 33; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 580,  7, 14,  203, 1, 4, 780890, 24388.44, 63, 0.00, 1: 111; 2: 27; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 578,  7, 14,  203, 1, 4, 780614, 24388.44, 0, 0.00, 1: 110; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  16,  8, 12,  203, 1, 4, 764354, 24388.44, 224, 0.00, 1: 110; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 507,  6, 17,  203, 1, 4, 805167, 24388.44, 0, 0.00, 1: 109; 2: 31; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 894,  7, 13,  203, 1, 4, 728910, 24388.44, 0, 0.00, 1: 109; 2: 31; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 819,  7, 14,  203, 1, 4, 780679, 24388.44, 0, 0.00, 1: 109; 2: 31; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 450,  7, 15,  203, 1, 4, 826921, 24388.44, 0, 0.00, 1: 109; 2: 31; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 567, 11,  9,  203, 1, 4, 786348, 24388.44, 0, 0.00, 1: 110; 2: 28; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 514,  8, 12,  203, 1, 4, 764311, 24388.44, 0, 0.00, 1: 109; 2: 32; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 308,  7, 13,  203, 1, 4, 728910, 24388.44, 33, 0.00, 1: 108; 2: 32; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 907,  7, 13,  203, 1, 4, 728910, 24388.44, 0, 0.00, 1: 110; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 515,  7, 14,  203, 1, 4, 780864, 24388.44, 0, 0.00, 1: 110; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 909, 11,  9,  203, 1, 4, 786414, 24388.44, 0, 0.00, 1: 105; 2: 38; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 306,  7, 14,  203, 1, 4, 780778, 24388.44, 0, 0.00, 1: 107; 2: 35; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 553,  6, 16,  203, 1, 4, 764420, 24388.44, 0, 0.00, 1: 111; 2: 29; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 165,  7, 14,  203, 1, 4, 780926, 24388.44, 0, 0.00, 1: 112; 2: 26; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 531,  7, 14,  203, 1, 4, 780831, 24388.44, 0, 0.00, 1: 108; 2: 34; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 534,  7, 15,  203, 1, 4, 826777, 24388.44, 0, 0.00, 1: 109; 2: 31; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 435,  8, 12,  203, 1, 4, 764496, 24388.44, 0, 0.00, 1: 112; 2: 25; 3: 11; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 459,  7, 13,  203, 1, 4, 728910, 24388.44, 0, 0.00, 1: 110; 2: 28; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 268,  7, 13,  203, 1, 4, 728910, 24388.44, 77, 0.00, 1: 108; 2: 34; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 647,  7, 15,  203, 1, 4, 826803, 24388.44, 0, 0.00, 1: 107; 2: 34; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 471,  8, 12,  203, 1, 4, 764486, 24388.44, 0, 0.00, 1: 113; 2: 23; 3: 12; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 646, 12,  8,  203, 1, 4, 764402, 24388.44, 0, 0.00, 1: 108; 2: 32; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 824,  7, 13,  203, 1, 4, 728910, 24388.44, 77, 0.00, 1: 112; 2: 27; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 642,  7, 14,  203, 1, 4, 780668, 24388.44, 0, 0.00, 1: 112; 2: 27; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 639,  6, 16,  203, 1, 4, 764478, 24388.44, 0, 0.00, 1: 110; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 995,  7, 14,  203, 1, 4, 780778, 24388.44, 0, 0.00, 1: 109; 2: 32; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   3,  7, 15,  203, 1, 4, 826753, 24388.44, 119, 0.00, 1: 107; 2: 34; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 240, 12,  8,  203, 1, 4, 764419, 24388.44, 27, 0.00, 1: 112; 2: 27; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 403,  6, 17,  203, 1, 4, 805125, 24388.44, 0, 0.00, 1: 107; 2: 34; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 483,  7, 13,  203, 1, 4, 728910, 24388.44, 0, 0.00, 1: 108; 2: 32; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 877,  7, 14,  203, 1, 4, 780807, 24388.44, 0, 0.00, 1: 108; 2: 32; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  57,  7, 13,  203, 1, 4, 728910, 24388.44, 0, 0.00, 1: 108; 2: 32; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 322,  6, 17,  203, 1, 4, 804937, 24388.44, 0, 0.00, 1: 111; 2: 29; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 411,  7, 14,  203, 1, 4, 780681, 24388.44, 0, 0.00, 1: 108; 2: 33; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 261,  7, 14,  203, 1, 4, 780324, 24388.44, 0, 0.00, 1: 110; 2: 29; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 600,  7, 14,  203, 1, 4, 780850, 24388.44, 49, 0.00, 1: 109; 2: 31; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 624,  7, 13,  203, 1, 4, 728910, 24388.44, 50, 0.00, 1: 108; 2: 32; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  23,  6, 16,  204, 1, 4, 764369, 24388.44, 0, 0.00, 1: 108; 2: 32; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 354,  6, 17,  204, 1, 4, 805077, 24388.44, 0, 0.00, 1: 108; 2: 32; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 245, 11,  9,  204, 1, 4, 786267, 24388.44, 0, 0.00, 1: 109; 2: 32; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 978,  7, 13,  204, 1, 4, 728910, 24388.44, 0, 0.00, 1: 109; 2: 31; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 292, 10, 10,  204, 1, 4, 796011, 24388.44, 9, 0.00, 1: 107; 2: 33; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 284,  6, 17,  204, 1, 4, 805404, 24388.44, 13, 0.00, 1: 109; 2: 31; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 355,  6, 18,  204, 1, 4, 846552, 24388.44, 0, 0.00, 1: 111; 2: 26; 3: 11; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 965,  8, 12,  204, 1, 4, 764509, 24388.44, 0, 0.00, 1: 105; 2: 37; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 980,  6, 18,  204, 1, 4, 846168, 24388.44, 87, 0.00, 1: 110; 2: 29; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 981,  6, 16,  204, 1, 4, 764459, 24388.44, 0, 0.00, 1: 108; 2: 33; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   8, 12,  8,  204, 1, 4, 764379, 24388.44, 0, 0.00, 1: 107; 2: 34; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 742,  8, 12,  204, 1, 4, 764393, 24388.44, 0, 0.00, 1: 110; 2: 30; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 798,  7, 15,  204, 1, 4, 826451, 24388.44, 0, 0.00, 1: 107; 2: 34; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 336,  7, 13,  204, 1, 4, 728910, 24388.44, 34, 0.00, 1: 108; 2: 33; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 238,  6, 18,  204, 1, 4, 846514, 24388.44, 0, 0.00, 1: 111; 2: 27; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 811,  6, 18,  204, 1, 4, 845949, 24388.44, 0, 0.00, 1: 111; 2: 25; 3: 13; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 830,  7, 13,  204, 1, 4, 728910, 24388.44, 0, 0.00, 1: 110; 2: 27; 3: 12; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 341,  6, 18,  204, 1, 4, 846390, 24388.44, 0, 0.00, 1: 109; 2: 31; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 838,  6, 16,  204, 1, 4, 764367, 24388.44, 0, 0.00, 1: 106; 2: 35; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 841,  6, 16,  204, 1, 4, 764414, 24388.44, 0, 0.00, 1: 110; 2: 30; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 850,  6, 16,  204, 1, 4, 764342, 24388.44, 0, 0.00, 1: 111; 2: 26; 3: 11; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 805,  6, 17,  204, 1, 4, 805148, 24388.44, 0, 0.00, 1: 110; 2: 27; 3: 12; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 860,  6, 16,  204, 1, 4, 764420, 24388.44, 77, 0.00, 1: 105; 2: 37; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 802,  6, 18,  204, 1, 4, 846485, 24388.44, 0, 0.00, 1: 111; 2: 28; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 469,  7, 13,  204, 1, 4, 728910, 24388.44, 0, 0.00, 1: 110; 2: 28; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 295,  7, 14,  204, 1, 4, 780782, 24388.44, 0, 0.00, 1: 104; 2: 39; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 879,  7, 15,  204, 1, 4, 827041, 24388.44, 0, 0.00, 1: 108; 2: 33; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 787,  7, 15,  204, 1, 4, 826755, 24388.44, 0, 0.00, 1: 108; 2: 34; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 785,  6, 17,  204, 1, 4, 804953, 24388.44, 0, 0.00, 1: 109; 2: 32; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 243,  7, 13,  204, 1, 4, 728910, 24388.44, 0, 0.00, 1: 109; 2: 32; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 888,  6, 17,  204, 1, 4, 805165, 24388.44, 84, 0.00, 1: 108; 2: 31; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 774,  6, 18,  204, 1, 4, 846471, 24388.44, 0, 0.00, 1: 111; 2: 27; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 235,  7, 13,  204, 1, 4, 728910, 24388.44, 0, 0.00, 1: 105; 2: 37; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 914,  8, 12,  204, 1, 4, 764181, 24388.44, 0, 0.00, 1: 109; 2: 29; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 302,  7, 13,  204, 1, 4, 728910, 24388.44, 0, 0.00, 1: 109; 2: 30; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  85,  7, 15,  204, 1, 4, 826557, 24388.44, 0, 0.00, 1: 106; 2: 37; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 249,  6, 18,  204, 1, 4, 846318, 24388.44, 0, 0.00, 1: 112; 2: 24; 3: 12; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 930,  7, 14,  204, 1, 4, 780475, 24388.44, 0, 0.00, 1: 107; 2: 35; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 162,  6, 16,  204, 1, 4, 764317, 24388.44, 0, 0.00, 1: 112; 2: 27; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 529,  6, 17,  204, 1, 4, 805140, 24388.44, 0, 0.00, 1: 111; 2: 28; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 537,  6, 16,  204, 1, 4, 764510, 24388.44, 0, 0.00, 1: 110; 2: 29; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 169,  6, 16,  204, 1, 4, 764427, 24388.44, 0, 0.00, 1: 107; 2: 35; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 540,  7, 15,  204, 1, 4, 826896, 24388.44, 10, 0.00, 1: 107; 2: 33; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 114,  7, 13,  204, 1, 4, 728910, 24388.44, 0, 0.00, 1: 108; 2: 34; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 557,  6, 16,  204, 1, 4, 764441, 24388.44, 0, 0.00, 1: 107; 2: 34; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 429,  6, 17,  204, 1, 4, 805120, 24388.44, 0, 0.00, 1: 108; 2: 32; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 380,  6, 16,  204, 1, 4, 764444, 24388.44, 52, 0.00, 1: 109; 2: 30; 3: 9; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 430,  6, 18,  204, 1, 4, 846525, 24388.44, 0, 0.00, 1: 109; 2: 32; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 596,  6, 16,  204, 1, 4, 764389, 24388.44, 70, 0.00, 1: 107; 2: 33; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 695,  6, 16,  204, 1, 4, 764418, 24388.44, 0, 0.00, 1: 109; 2: 32; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 220,  6, 16,  204, 1, 4, 764332, 24388.44, 38, 0.00, 1: 109; 2: 29; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 610,  7, 13,  204, 1, 4, 728910, 24388.44, 0, 0.00, 1: 110; 2: 28; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 397, 10, 10,  204, 1, 4, 795839, 24388.44, 0, 0.00, 1: 109; 2: 32; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 645,  6, 16,  204, 1, 4, 764176, 24388.44, 0, 0.00, 1: 107; 2: 34; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 650,  7, 13,  204, 1, 4, 728910, 24388.44, 0, 0.00, 1: 108; 2: 32; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 124,  8, 12,  204, 1, 4, 764417, 24388.44, 3, 0.00, 1: 109; 2: 31; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 186,  7, 13,  204, 1, 4, 728910, 24388.44, 0, 0.00, 1: 110; 2: 31; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 230,  7, 15,  204, 1, 4, 827063, 24388.44, 0, 0.00, 1: 109; 2: 31; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 192,  6, 17,  204, 1, 4, 805074, 24388.44, 25, 0.00, 1: 112; 2: 25; 3: 10; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 453,  6, 18,  204, 1, 4, 846224, 24388.44, 0, 0.00, 1: 108; 2: 33; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 509,  6, 18,  204, 1, 4, 846298, 24388.44, 0, 0.00, 1: 109; 2: 32; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 281,  6, 16,  205, 1, 4, 764365, 24388.44, 0, 0.00, 1: 109; 2: 30; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 871,  6, 18,  205, 1, 4, 846138, 24388.44, 0, 0.00, 1: 107; 2: 33; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 448,  6, 17,  205, 1, 4, 805113, 24388.44, 43, 0.00, 1: 108; 2: 32; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  52,  8, 12,  205, 1, 4, 764313, 24388.44, 16, 0.00, 1: 107; 2: 35; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 328,  6, 16,  205, 1, 4, 764370, 24388.44, 34, 0.00, 1: 110; 2: 27; 3: 11; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 150,  6, 17,  205, 1, 4, 805141, 24388.44, 0, 0.00, 1: 110; 2: 28; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 406,  6, 18,  205, 1, 4, 846318, 24388.44, 0, 0.00, 1: 113; 2: 22; 3: 12; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 632, 10, 10,  205, 1, 4, 795676, 24388.44, 50, 0.00, 1: 106; 2: 34; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 241,  6, 18,  205, 1, 4, 846016, 24388.44, 0, 0.00, 1: 108; 2: 33; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 145,  7, 13,  205, 1, 4, 728910, 24388.44, 0, 0.00, 1: 111; 2: 28; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 649,  6, 16,  205, 1, 4, 764342, 24388.44, 0, 0.00, 1: 106; 2: 36; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 464,  7, 13,  205, 1, 4, 728910, 24388.44, 43, 0.00, 1: 104; 2: 38; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 224,  6, 18,  205, 1, 4, 846160, 24388.44, 26, 0.00, 1: 109; 2: 31; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 814,  7, 13,  205, 1, 4, 728910, 24388.44, 0, 0.00, 1: 108; 2: 30; 3: 11; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 656,  6, 18,  205, 1, 4, 846126, 24388.44, 53, 0.00, 1: 113; 2: 22; 3: 12; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  73,  6, 18,  205, 1, 4, 846487, 24388.44, 0, 0.00, 1: 109; 2: 31; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 388,  6, 16,  205, 1, 4, 764441, 24388.44, 15, 0.00, 1: 106; 2: 37; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  76,  6, 16,  205, 1, 4, 764436, 24388.44, 12, 0.00, 1: 110; 2: 27; 3: 11; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 269,  7, 13,  205, 1, 4, 728910, 24388.44, 0, 0.00, 1: 108; 2: 32; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 910,  6, 18,  205, 1, 4, 846122, 24388.44, 0, 0.00, 1: 109; 2: 30; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 936,  6, 18,  205, 1, 4, 846219, 24388.44, 87, 0.00, 1: 110; 2: 27; 3: 11; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 945,  6, 17,  205, 1, 4, 805346, 24388.44, 0, 0.00, 1: 110; 2: 29; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 932,  7, 14,  205, 1, 4, 780812, 24388.44, 22, 0.00, 1: 107; 2: 36; 3: 2; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 946,  6, 16,  205, 1, 4, 764459, 24388.44, 0, 0.00, 1: 110; 2: 29; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 926,  6, 16,  205, 1, 4, 764405, 24388.44, 0, 0.00, 1: 109; 2: 30; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 166,  6, 17,  205, 1, 4, 804985, 24388.44, 0, 0.00, 1: 110; 2: 28; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 304,  7, 14,  205, 1, 4, 780916, 24388.44, 33, 0.00, 1: 109; 2: 31; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 212,  7, 15,  205, 1, 4, 826815, 24388.44, 34, 0.00, 1: 107; 2: 34; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 518,  6, 18,  205, 1, 4, 846494, 24388.44, 0, 0.00, 1: 111; 2: 28; 3: 6; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 913,  7, 13,  205, 1, 4, 728910, 24388.44, 0, 0.00, 1: 109; 2: 30; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 155,  7, 13,  205, 1, 4, 728910, 24388.44, 0, 0.00, 1: 109; 2: 28; 3: 12; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 732,  6, 18,  205, 1, 4, 846146, 24388.44, 34, 0.00, 1: 110; 2: 28; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 313,  6, 17,  205, 1, 4, 805201, 24388.44, 0, 0.00, 1: 109; 2: 30; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 955,  6, 17,  205, 1, 4, 805367, 24388.44, 0, 0.00, 1: 111; 2: 27; 3: 8; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 890,  6, 18,  205, 1, 4, 846435, 24388.44, 0, 0.00, 1: 108; 2: 33; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 288,  6, 18,  205, 1, 4, 846632, 24388.44, 31, 0.00, 1: 111; 2: 26; 3: 10; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  17,  8, 12,  205, 1, 4, 764543, 24388.44, 71, 0.00, 1: 108; 2: 30; 3: 11; 4: 1; 
