Seed 1656949570
ARCH 1|F_ID 2|LIMIT 4
before: 
03(279)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 609, 10, 10,  186, 1, 3, 796171, 20046.63, 0, 0.00, 1: 116; 2: 32; 3: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 622,  6, 16,  195, 1, 4, 764343, 20046.63, 0, 0.00, 1: 116; 2: 27; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 679,  7, 14,  195, 1, 4, 780749, 20046.63, 0, 0.00, 1: 115; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  64,  7, 13,  195, 1, 4, 728910, 20046.63, 10, 0.00, 1: 114; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  60,  7, 14,  195, 1, 4, 780877, 20046.63, 73, 0.00, 1: 115; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  59, 11,  9,  195, 1, 4, 786211, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 660,  6, 18,  195, 1, 4, 846103, 20046.63, 77, 0.00, 1: 118; 2: 22; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 907,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 116; 2: 25; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  55,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 115; 2: 26; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 910,  6, 18,  195, 1, 4, 845916, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 919, 12,  8,  195, 1, 4, 764149, 20046.63, 0, 0.00, 1: 113; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 643,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 115; 2: 26; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 637, 11,  9,  195, 1, 4, 786125, 20046.63, 0, 0.00, 1: 110; 2: 36; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 282, 11,  9,  195, 1, 4, 786440, 20046.63, 0, 0.00, 1: 112; 2: 32; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 518,  6, 18,  195, 1, 4, 846717, 20046.63, 0, 0.00, 1: 117; 2: 25; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 346,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 115; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 743, 10, 10,  195, 1, 4, 796160, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 787,  7, 15,  195, 1, 4, 826598, 20046.63, 0, 0.00, 1: 118; 2: 23; 3: 5; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 794,  7, 15,  195, 1, 4, 826741, 20046.63, 0, 0.00, 1: 118; 2: 22; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 325, 12,  8,  195, 1, 4, 764387, 20046.63, 0, 0.00, 1: 115; 2: 28; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 128,  7, 14,  195, 1, 4, 780763, 20046.63, 21, 0.00, 1: 114; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 331,  6, 17,  195, 1, 4, 805037, 20046.63, 0, 0.00, 1: 115; 2: 26; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 145,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 115; 2: 26; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 150,  6, 17,  195, 1, 4, 805116, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 760,  8, 12,  195, 1, 4, 764365, 20046.63, 72, 0.00, 1: 113; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 754,  7, 14,  195, 1, 4, 780709, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 444,  6, 17,  195, 1, 4, 804985, 20046.63, 41, 0.00, 1: 115; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 158,  7, 15,  195, 1, 4, 826966, 20046.63, 0, 0.00, 1: 115; 2: 28; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 422,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 111; 2: 34; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 830,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 831,  7, 15,  195, 1, 4, 827138, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 833,  8, 12,  195, 1, 4, 764323, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 100,  7, 15,  195, 1, 4, 826771, 20046.63, 30, 0.00, 1: 114; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 437,  7, 14,  195, 1, 4, 780728, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  93,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 112; 2: 32; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 163,  7, 15,  195, 1, 4, 826822, 20046.63, 0, 0.00, 1: 116; 2: 26; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 477,  6, 18,  195, 1, 4, 846354, 20046.63, 0, 0.00, 1: 113; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 481,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 173,  6, 17,  195, 1, 4, 805085, 20046.63, 0, 0.00, 1: 117; 2: 25; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 425,  8, 12,  195, 1, 4, 764381, 20046.63, 0, 0.00, 1: 115; 2: 27; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 988, 12,  8,  195, 1, 4, 764173, 20046.63, 53, 0.00, 1: 117; 2: 24; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 242,  6, 17,  195, 1, 4, 805156, 20046.63, 0, 0.00, 1: 116; 2: 25; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 933,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 113; 2: 31; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 979,  8, 12,  195, 1, 4, 764344, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 545,  6, 17,  195, 1, 4, 805096, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 364,  6, 17,  195, 1, 4, 805187, 20046.63, 76, 0.00, 1: 115; 2: 28; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 381,  6, 16,  195, 1, 4, 764450, 20046.63, 0, 0.00, 1: 115; 2: 28; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 955,  6, 17,  195, 1, 4, 805401, 20046.63, 0, 0.00, 1: 117; 2: 24; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 368,  6, 17,  195, 1, 4, 805028, 20046.63, 37, 0.00, 1: 116; 2: 26; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 954,  8, 12,  195, 1, 4, 764472, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 604,  6, 16,  195, 1, 4, 764422, 20046.63, 5, 0.00, 1: 114; 2: 30; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 610,  7, 13,  195, 1, 4, 728910, 20046.63, 0, 0.00, 1: 112; 2: 33; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   5,  7, 15,  195, 1, 4, 826750, 20046.63, 127, 0.00, 1: 114; 2: 28; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 558,  6, 16,  195, 1, 4, 764345, 20046.63, 0, 0.00, 1: 116; 2: 27; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 375, 12,  8,  195, 1, 4, 764414, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 556,  7, 13,  195, 1, 4, 728910, 20046.63, 15, 0.00, 1: 115; 2: 28; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 853,  6, 16,  196, 1, 4, 764331, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 261,  7, 14,  196, 1, 4, 781006, 20046.63, 0, 0.00, 1: 115; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 169,  6, 16,  196, 1, 4, 764369, 20046.63, 0, 0.00, 1: 113; 2: 31; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 170,  7, 15,  196, 1, 4, 826533, 20046.63, 0, 0.00, 1: 111; 2: 34; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 243,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 116; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 855,  8, 12,  196, 1, 4, 764418, 20046.63, 0, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 588,  7, 13,  196, 1, 4, 728910, 20046.63, 54, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  66,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  87,  6, 18,  196, 1, 4, 845664, 20046.63, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 426,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  21, 12,  8,  196, 1, 4, 764528, 20046.63, 85, 0.00, 1: 114; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 188,  6, 16,  196, 1, 4, 764471, 20046.63, 22, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 874,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 112; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 879,  7, 15,  196, 1, 4, 826852, 20046.63, 0, 0.00, 1: 115; 2: 25; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 880,  6, 18,  196, 1, 4, 846600, 20046.63, 83, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 882,  7, 14,  196, 1, 4, 780805, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 688,  6, 17,  196, 1, 4, 805205, 20046.63, 57, 0.00, 1: 112; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  72, 10, 10,  196, 1, 4, 796043, 20046.63, 12, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 359,  6, 16,  196, 1, 4, 764421, 20046.63, 0, 0.00, 1: 113; 2: 31; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 281,  6, 16,  196, 1, 4, 764438, 20046.63, 0, 0.00, 1: 112; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 752, 10, 10,  196, 1, 4, 795687, 20046.63, 69, 0.00, 1: 109; 2: 37; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 130,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 560,  7, 13,  196, 1, 4, 728910, 20046.63, 48, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 563,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 113; 2: 31; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 802,  6, 18,  196, 1, 4, 845789, 20046.63, 0, 0.00, 1: 118; 2: 22; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 114,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 112; 2: 33; 3: 2; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 812,  7, 15,  196, 1, 4, 826869, 20046.63, 14, 0.00, 1: 112; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 464,  7, 13,  196, 1, 4, 728910, 20046.63, 43, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 465, 10, 10,  196, 1, 4, 796084, 20046.63, 0, 0.00, 1: 115; 2: 25; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 257, 12,  8,  196, 1, 4, 764333, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 761,  8, 12,  196, 1, 4, 764296, 20046.63, 0, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 815,  7, 15,  196, 1, 4, 826650, 20046.63, 0, 0.00, 1: 117; 2: 23; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 822, 11,  9,  196, 1, 4, 786176, 20046.63, 0, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 478,  6, 18,  196, 1, 4, 846247, 20046.63, 0, 0.00, 1: 115; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 156,  8, 12,  196, 1, 4, 764591, 20046.63, 3, 0.00, 1: 116; 2: 23; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 105,  6, 17,  196, 1, 4, 805177, 20046.63, 0, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 826,  8, 12,  196, 1, 4, 764282, 20046.63, 0, 0.00, 1: 112; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 385, 12,  8,  196, 1, 4, 764434, 20046.63, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 834,  6, 18,  196, 1, 4, 846530, 20046.63, 0, 0.00, 1: 116; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 973, 12,  8,  196, 1, 4, 764405, 20046.63, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 319,  6, 16,  196, 1, 4, 764455, 20046.63, 0, 0.00, 1: 116; 2: 26; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 839,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  13, 11,  9,  196, 1, 4, 785954, 20046.63, 127, 0.00, 1: 114; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  91,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 115; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 431, 12,  8,  196, 1, 4, 764241, 20046.63, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 513,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 207,  7, 15,  196, 1, 4, 826816, 20046.63, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 400,  7, 15,  196, 1, 4, 826970, 20046.63, 39, 0.00, 1: 114; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 302,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  56, 12,  8,  196, 1, 4, 764303, 20046.63, 10, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  33,  6, 17,  196, 1, 4, 804936, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 347,  7, 15,  196, 1, 4, 826875, 20046.63, 0, 0.00, 1: 115; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 289,  6, 16,  196, 1, 4, 764421, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  49,  8, 12,  196, 1, 4, 764231, 20046.63, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 648,  6, 18,  196, 1, 4, 846271, 20046.63, 52, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 917,  9, 11,  196, 1, 4, 786304, 20046.63, 0, 0.00, 1: 109; 2: 37; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 286,  6, 17,  196, 1, 4, 805474, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 641,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 680,  7, 13,  196, 1, 4, 728910, 20046.63, 57, 0.00, 1: 116; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 409,  8, 12,  196, 1, 4, 764530, 20046.63, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 408,  6, 16,  196, 1, 4, 764412, 20046.63, 39, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  42,  6, 16,  196, 1, 4, 764361, 20046.63, 0, 0.00, 1: 112; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 352,  6, 18,  196, 1, 4, 846136, 20046.63, 35, 0.00, 1: 115; 2: 25; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 223,  7, 14,  196, 1, 4, 780617, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 925,  6, 18,  196, 1, 4, 846225, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 225, 11,  9,  196, 1, 4, 786142, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 926,  6, 16,  196, 1, 4, 764213, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 227,  6, 16,  196, 1, 4, 764471, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 525,  7, 15,  196, 1, 4, 826921, 20046.63, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 927,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 115; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 621,  7, 13,  196, 1, 4, 728910, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 310,  6, 16,  196, 1, 4, 764518, 20046.63, 0, 0.00, 1: 112; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 671,  8, 12,  196, 1, 4, 764506, 20046.63, 0, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  63,  6, 16,  196, 1, 4, 764407, 20046.63, 0, 0.00, 1: 115; 2: 25; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 199,  6, 18,  196, 1, 4, 846414, 20046.63, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 943,  8, 12,  196, 1, 4, 764392, 20046.63, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 344,  6, 17,  196, 1, 4, 805390, 20046.63, 34, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 531,  7, 14,  196, 1, 4, 780573, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 814,  7, 13,  197, 1, 4, 728910, 20046.63, 0, 0.00, 1: 115; 2: 26; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 320,  7, 13,  197, 1, 4, 728910, 20046.63, 34, 0.00, 1: 111; 2: 33; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 825,  6, 17,  197, 1, 4, 805190, 20046.63, 0, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 288,  6, 18,  197, 1, 4, 845997, 20046.63, 31, 0.00, 1: 118; 2: 20; 3: 9; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  19,  7, 14,  197, 1, 4, 780657, 20046.63, 70, 0.00, 1: 114; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 751, 12,  8,  197, 1, 4, 764369, 20046.63, 0, 0.00, 1: 109; 2: 36; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 235,  7, 13,  197, 1, 4, 728910, 20046.63, 0, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 248,  6, 18,  197, 1, 4, 846270, 20046.63, 28, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 756,  7, 13,  197, 1, 4, 728910, 20046.63, 36, 0.00, 1: 114; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 449,  9, 11,  197, 1, 4, 785914, 20046.63, 0, 0.00, 1: 113; 2: 30; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 694,  6, 16,  197, 1, 4, 764452, 20046.63, 0, 0.00, 1: 117; 2: 23; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 201,  6, 17,  197, 1, 4, 805022, 20046.63, 0, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 402,  7, 15,  197, 1, 4, 826586, 20046.63, 0, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  67, 12,  8,  197, 1, 4, 764279, 20046.63, 0, 0.00, 1: 110; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 466,  7, 13,  197, 1, 4, 728910, 20046.63, 0, 0.00, 1: 113; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 781,  7, 14,  197, 1, 4, 780878, 20046.63, 0, 0.00, 1: 114; 2: 29; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 134,  6, 16,  197, 1, 4, 764408, 20046.63, 0, 0.00, 1: 116; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 517,  6, 18,  197, 1, 4, 846294, 20046.63, 0, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 792,  6, 17,  197, 1, 4, 805240, 20046.63, 75, 0.00, 1: 114; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 222,  7, 13,  197, 1, 4, 728910, 20046.63, 0, 0.00, 1: 113; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 488,  6, 17,  197, 1, 4, 804985, 20046.63, 46, 0.00, 1: 113; 2: 30; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 924,  8, 12,  197, 1, 4, 764347, 20046.63, 86, 0.00, 1: 111; 2: 32; 3: 6; 4: 1; 
