Seed 1656949570
ARCH 1|F_ID 1|LIMIT 3
before: 
22(516)
Melhor resultado nxn: Glucose_Repression_Signaling_2009,  44,  9,  9,  127, 1, 2, 639230, 16081.55, 70, 0.00, 1: 85; 2: 21; 
Glucose_Repression_Signaling_2009, 412,  6, 13,  133, 1, 3, 619568, 16081.55, 187, 0.00, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 623, 10,  8,  133, 1, 3, 634291, 16081.55, 0, 0.00, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 111,  6, 13,  133, 1, 3, 619657, 16081.55, 0, 0.00, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 371,  9,  9,  133, 1, 3, 639123, 16081.55, 0, 0.00, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 152,  6, 13,  133, 1, 3, 619508, 16081.55, 136, 0.00, 1: 81; 2: 23; 3: 2; 
Glucose_Repression_Signaling_2009, 536,  6, 13,  133, 1, 3, 619726, 16081.55, 8, 0.00, 1: 80; 2: 25; 3: 1; 
Glucose_Repression_Signaling_2009, 970,  6, 13,  134, 1, 3, 619360, 16081.55, 46, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 134,  7, 11,  134, 1, 3, 613089, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 542, 11,  7,  134, 1, 3, 613177, 16081.55, 0, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009,  63, 11,  7,  134, 1, 3, 613183, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 550,  6, 13,  134, 1, 3, 619426, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 261,  7, 11,  134, 1, 3, 613107, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 895,  6, 13,  134, 1, 3, 619379, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 287,  6, 13,  134, 1, 3, 619519, 16081.55, 0, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 554,  9,  9,  134, 1, 3, 639239, 16081.55, 65, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 783,  7, 11,  134, 1, 3, 613135, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 844,  6, 13,  134, 1, 3, 619515, 16081.55, 187, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 284, 11,  7,  134, 1, 3, 613256, 16081.55, 187, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 361,  6, 14,  134, 1, 3, 658944, 16081.55, 71, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 981,  5, 16,  134, 1, 3, 634140, 16081.55, 85, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 496,  8, 10,  134, 1, 3, 634048, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 487, 11,  7,  134, 1, 3, 613104, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 994,  8, 10,  134, 1, 3, 633835, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 874,  7, 11,  134, 1, 3, 613303, 16081.55, 65, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 744,  6, 14,  134, 1, 3, 658674, 16081.55, 32, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 188, 11,  7,  134, 1, 3, 613252, 16081.55, 187, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 486, 10,  8,  134, 1, 3, 634220, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 481,  9,  9,  134, 1, 3, 639055, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 869,  6, 14,  134, 1, 3, 658722, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 738,  7, 11,  134, 1, 3, 613293, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 257,  7, 12,  134, 1, 3, 659090, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 519,  6, 14,  134, 1, 3, 658761, 16081.55, 0, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 479,  6, 13,  134, 1, 3, 619581, 16081.55, 0, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 476,  6, 13,  134, 1, 3, 619524, 16081.55, 187, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 241,  6, 14,  134, 1, 3, 658736, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009,  51,  8, 10,  134, 1, 3, 634344, 16081.55, 139, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 472,  7, 11,  134, 1, 3, 613276, 16081.55, 200, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 247,  8, 10,  134, 1, 3, 634046, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 856,  6, 13,  134, 1, 3, 619503, 16081.55, 72, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 971,  6, 13,  134, 1, 3, 619485, 16081.55, 139, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 119,  8, 10,  134, 1, 3, 634367, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 823,  6, 14,  134, 1, 3, 658379, 16081.55, 0, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 314, 11,  7,  134, 1, 3, 613146, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 406, 11,  7,  134, 1, 3, 613294, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 594, 10,  8,  134, 1, 3, 633561, 16081.55, 45, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 827,  6, 14,  134, 1, 3, 658356, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 919, 11,  7,  134, 1, 3, 613208, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 938, 11,  7,  134, 1, 3, 613349, 16081.55, 76, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009,  82, 11,  7,  134, 1, 3, 613103, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 660,  8, 10,  134, 1, 3, 633891, 16081.55, 187, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 601,  6, 14,  134, 1, 3, 659018, 16081.55, 234, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 393,  5, 16,  134, 1, 3, 634045, 16081.55, 0, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 336,  7, 11,  134, 1, 3, 613181, 16081.55, 16, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 899,  7, 11,  134, 1, 3, 613286, 16081.55, 139, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 652,  6, 13,  134, 1, 3, 619185, 16081.55, 187, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009,  20,  6, 13,  134, 1, 3, 619575, 16081.55, 187, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 344, 10,  8,  134, 1, 3, 633920, 16081.55, 72, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 809,  6, 13,  134, 1, 3, 619668, 16081.55, 71, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 352,  6, 14,  134, 1, 3, 658759, 16081.55, 6, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 355,  6, 14,  134, 1, 3, 658629, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009,  45, 10,  8,  134, 1, 3, 634220, 16081.55, 115, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 356, 10,  8,  134, 1, 3, 634200, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 926,  6, 14,  134, 1, 3, 658650, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 815, 11,  7,  134, 1, 3, 613252, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 362,  6, 14,  134, 1, 3, 658678, 16081.55, 65, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 288,  9,  9,  134, 1, 3, 639209, 16081.55, 6, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 571,  5, 16,  134, 1, 3, 634307, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 572,  6, 14,  134, 1, 3, 658931, 16081.55, 1, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 694,  7, 12,  134, 1, 3, 658876, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 574,  9,  9,  134, 1, 3, 639241, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 294,  5, 16,  134, 1, 3, 634154, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 168,  7, 11,  134, 1, 3, 613074, 16081.55, 32, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 437,  8, 10,  134, 1, 3, 634092, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 426, 10,  8,  134, 1, 3, 634022, 16081.55, 65, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 680,  6, 14,  134, 1, 3, 658944, 16081.55, 32, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 586,  9,  9,  134, 1, 3, 638663, 16081.55, 45, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 587,  6, 14,  134, 1, 3, 658608, 16081.55, 139, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 414,  7, 11,  134, 1, 3, 613208, 16081.55, 0, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 675,  7, 12,  134, 1, 3, 658629, 16081.55, 0, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 798,  7, 11,  134, 1, 3, 613265, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 673,  8, 10,  134, 1, 3, 634079, 16081.55, 0, 0.00, 1: 79; 2: 26; 3: 1; 
Glucose_Repression_Signaling_2009, 671,  5, 15,  134, 1, 3, 596437, 16081.55, 0, 0.00, 1: 80; 2: 24; 3: 2; 
Glucose_Repression_Signaling_2009, 813,  7, 11,  135, 1, 3, 613190, 16081.55, 32, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 197,  5, 16,  135, 1, 3, 634282, 16081.55, 85, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 816, 10,  8,  135, 1, 3, 634279, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 996,  5, 16,  135, 1, 3, 633974, 16081.55, 0, 0.00, 1: 79; 2: 25; 3: 2; 
Glucose_Repression_Signaling_2009, 840, 10,  8,  135, 1, 3, 634186, 16081.55, 48, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 756,  6, 13,  135, 1, 3, 619604, 16081.55, 60, 0.00, 1: 79; 2: 25; 3: 2; 
Glucose_Repression_Signaling_2009, 897,  6, 14,  135, 1, 3, 658600, 16081.55, 208, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 784,  8, 10,  135, 1, 3, 633836, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 883, 10,  8,  135, 1, 3, 634297, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 794,  6, 14,  135, 1, 3, 658748, 16081.55, 46, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009,  10,  9,  9,  135, 1, 3, 638889, 16081.55, 147, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 906,  9,  9,  135, 1, 3, 639087, 16081.55, 46, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 795, 10,  8,  135, 1, 3, 633942, 16081.55, 139, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 911, 11,  7,  135, 1, 3, 613233, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 799,  7, 12,  135, 1, 3, 658839, 16081.55, 0, 0.00, 1: 81; 2: 21; 3: 4; 
Glucose_Repression_Signaling_2009, 477,  6, 14,  135, 1, 3, 658672, 16081.55, 85, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 327,  5, 16,  135, 1, 3, 634042, 16081.55, 0, 0.00, 1: 79; 2: 25; 3: 2; 
Glucose_Repression_Signaling_2009, 340, 11,  7,  135, 1, 3, 613205, 16081.55, 187, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 351,  5, 15,  135, 1, 3, 596446, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 357,  6, 14,  135, 1, 3, 658830, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009,  68,  6, 14,  135, 1, 3, 658990, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 369, 10,  8,  135, 1, 3, 633971, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 398,  9,  9,  135, 1, 3, 639066, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 400,  6, 13,  135, 1, 3, 619678, 16081.55, 0, 0.00, 1: 80; 2: 23; 3: 3; 
Glucose_Repression_Signaling_2009, 445,  6, 14,  135, 1, 3, 659114, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 464, 11,  7,  135, 1, 3, 613128, 16081.55, 64, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 658,  5, 16,  135, 1, 3, 634285, 16081.55, 45, 0.00, 1: 80; 2: 23; 3: 3; 
Glucose_Repression_Signaling_2009, 471,  6, 13,  135, 1, 3, 619617, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 202,  5, 16,  135, 1, 3, 634178, 16081.55, 82, 0.00, 1: 81; 2: 21; 3: 4; 
Glucose_Repression_Signaling_2009, 488,  6, 14,  135, 1, 3, 658372, 16081.55, 32, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009,  88,  5, 16,  135, 1, 3, 633944, 16081.55, 72, 0.00, 1: 79; 2: 25; 3: 2; 
Glucose_Repression_Signaling_2009, 495,  6, 13,  135, 1, 3, 619700, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 126,  7, 11,  135, 1, 3, 613106, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 510, 11,  7,  135, 1, 3, 613098, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 551,  9,  9,  135, 1, 3, 638883, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 563,  7, 11,  135, 1, 3, 613132, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 569,  6, 13,  135, 1, 3, 619714, 16081.55, 0, 0.00, 1: 80; 2: 23; 3: 3; 
Glucose_Repression_Signaling_2009, 612,  6, 13,  135, 1, 3, 619441, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 576,  7, 12,  135, 1, 3, 658717, 16081.55, 240, 0.00, 1: 79; 2: 25; 3: 2; 
Glucose_Repression_Signaling_2009, 107,  6, 13,  135, 1, 3, 619676, 16081.55, 83, 0.00, 1: 80; 2: 23; 3: 3; 
Glucose_Repression_Signaling_2009, 722,  7, 11,  135, 1, 3, 613097, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 275, 11,  7,  135, 1, 3, 613274, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 262,  7, 11,  135, 1, 3, 613137, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 208, 10,  8,  135, 1, 3, 634106, 16081.55, 48, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 210,  6, 13,  135, 1, 3, 619460, 16081.55, 82, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 732,  5, 16,  135, 1, 3, 633916, 16081.55, 187, 0.00, 1: 79; 2: 25; 3: 2; 
Glucose_Repression_Signaling_2009, 302,  6, 14,  135, 1, 3, 658755, 16081.55, 0, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 299,  5, 16,  135, 1, 3, 634150, 16081.55, 80, 0.00, 1: 79; 2: 25; 3: 2; 
Glucose_Repression_Signaling_2009, 237,  7, 12,  135, 1, 3, 658676, 16081.55, 112, 0.00, 1: 78; 2: 27; 3: 1; 
Glucose_Repression_Signaling_2009, 178,  7, 12,  136, 1, 3, 658770, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 593,  7, 12,  136, 1, 3, 658434, 16081.55, 208, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 494,  5, 16,  136, 1, 3, 634024, 16081.55, 32, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 260,  8, 10,  136, 1, 3, 633964, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 507,  8, 10,  136, 1, 3, 634123, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 973,  5, 15,  136, 1, 3, 596396, 16081.55, 85, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 860,  6, 13,  136, 1, 3, 619573, 16081.55, 187, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 530,  6, 13,  136, 1, 3, 619505, 16081.55, 45, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 547,  6, 14,  136, 1, 3, 659063, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 986,  5, 16,  136, 1, 3, 634287, 16081.55, 46, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 846,  5, 15,  136, 1, 3, 596409, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 220,  5, 15,  136, 1, 3, 596458, 16081.55, 187, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 989,  5, 16,  136, 1, 3, 633947, 16081.55, 85, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 839,  5, 16,  136, 1, 3, 634008, 16081.55, 0, 0.00, 1: 79; 2: 24; 3: 3; 
Glucose_Repression_Signaling_2009, 835,  5, 15,  136, 1, 3, 596314, 16081.55, 139, 0.00, 1: 79; 2: 24; 3: 3; 
Glucose_Repression_Signaling_2009, 753,  9,  9,  136, 1, 3, 639118, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 830,  7, 11,  136, 1, 3, 613256, 16081.55, 255, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 322,  5, 15,  136, 1, 3, 596448, 16081.55, 82, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 424,  7, 11,  136, 1, 3, 612940, 16081.55, 32, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 943, 10,  8,  136, 1, 3, 634078, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 939,  5, 16,  136, 1, 3, 634153, 16081.55, 67, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 333,  5, 15,  136, 1, 3, 596373, 16081.55, 85, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 163,  5, 16,  136, 1, 3, 634125, 16081.55, 0, 0.00, 1: 79; 2: 24; 3: 3; 
Glucose_Repression_Signaling_2009, 349,  6, 13,  136, 1, 3, 619748, 16081.55, 85, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 316, 11,  7,  136, 1, 3, 613225, 16081.55, 2, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 312, 10,  8,  136, 1, 3, 634090, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 307,  5, 15,  136, 1, 3, 596434, 16081.55, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 305,  6, 13,  136, 1, 3, 619714, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 402,  5, 16,  136, 1, 3, 634211, 16081.55, 0, 0.00, 1: 79; 2: 24; 3: 3; 
Glucose_Repression_Signaling_2009, 483,  6, 14,  136, 1, 3, 658181, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 427,  5, 16,  136, 1, 3, 634053, 16081.55, 76, 0.00, 1: 79; 2: 24; 3: 3; 
Glucose_Repression_Signaling_2009, 435,  5, 15,  136, 1, 3, 596444, 16081.55, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 438,  5, 15,  136, 1, 3, 596430, 16081.55, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 440,  5, 16,  136, 1, 3, 634216, 16081.55, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 136,  5, 15,  136, 1, 3, 596430, 16081.55, 240, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 454,  6, 13,  136, 1, 3, 619585, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 290, 10,  8,  136, 1, 3, 634135, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 280,  5, 15,  136, 1, 3, 596384, 16081.55, 8, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 469,  5, 15,  136, 1, 3, 596447, 16081.55, 85, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 270,  7, 11,  136, 1, 3, 613257, 16081.55, 0, 0.00, 1: 79; 2: 24; 3: 3; 
Glucose_Repression_Signaling_2009, 708,  6, 14,  136, 1, 3, 658741, 16081.55, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009,  95,  5, 15,  136, 1, 3, 596407, 16081.55, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009,  91, 11,  7,  136, 1, 3, 613264, 16081.55, 139, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 763, 11,  7,  136, 1, 3, 613156, 16081.55, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 793,  6, 14,  136, 1, 3, 659116, 16081.55, 235, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 693,  5, 15,  136, 1, 3, 596222, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 654,  5, 15,  136, 1, 3, 596428, 16081.55, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 761,  6, 13,  136, 1, 3, 619642, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 760,  5, 16,  136, 1, 3, 634124, 16081.55, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 100,  7, 11,  136, 1, 3, 613193, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009,  57,  5, 16,  136, 1, 3, 633963, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 688,  5, 15,  136, 1, 3, 596444, 16081.55, 15, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 696,  7, 12,  136, 1, 3, 658917, 16081.55, 0, 0.00, 1: 78; 2: 26; 3: 2; 
Glucose_Repression_Signaling_2009, 758,  5, 15,  136, 1, 3, 596432, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 731,  6, 13,  136, 1, 3, 619630, 16081.55, 139, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 614,  6, 13,  136, 1, 3, 619713, 16081.55, 0, 0.00, 1: 79; 2: 24; 3: 3; 
Glucose_Repression_Signaling_2009, 782,  6, 14,  136, 1, 3, 658639, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 796,  6, 13,  136, 1, 3, 619660, 16081.55, 187, 0.00, 1: 77; 2: 28; 3: 1; 
Glucose_Repression_Signaling_2009, 778,  5, 15,  136, 1, 3, 596341, 16081.55, 0, 0.00, 1: 77; 2: 28; 3: 1; 
