Seed 1656949570
ARCH 0|F_ID 1|LIMIT 3
before: 
4(255)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 375,  6, 10,  237, 0, 4, 470467, 11992.95, 0, 0.00, 0: 6; 1: 52; 2: 50; 3: 23; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 313,  5, 11,  250, 0, 5, 434807, 11992.95, 0, 0.00, 0: 6; 1: 51; 2: 45; 3: 24; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 707,  9,  6,  250, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 50; 3: 26; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 701,  9,  6,  250, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 45; 2: 53; 3: 26; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 824,  7,  8,  250, 0, 5, 442668, 11992.95, 37, 0.00, 0: 6; 1: 46; 2: 54; 3: 21; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 160,  7,  8,  250, 0, 5, 442651, 11992.95, 5, 0.00, 0: 6; 1: 46; 2: 54; 3: 21; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 430,  6,  9,  250, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 49; 3: 22; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  53,  8,  7,  250, 0, 5, 442670, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 52; 3: 20; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 829,  6,  9,  250, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 52; 3: 25; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 659,  9,  6,  250, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 49; 3: 23; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 199,  6, 10,  250, 0, 5, 470509, 11992.95, 0, 0.00, 0: 6; 1: 45; 2: 57; 3: 19; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 783,  5, 12,  250, 0, 5, 470529, 11992.95, 0, 0.00, 0: 6; 1: 55; 2: 41; 3: 21; 4: 10; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 978,  5, 13,  250, 0, 5, 499582, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 47; 3: 30; 4: 2; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 419,  5, 13,  250, 0, 5, 499500, 11992.95, 0, 0.00, 0: 6; 1: 51; 2: 47; 3: 22; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   6,  5, 12,  250, 0, 5, 470440, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 51; 3: 19; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 958,  5, 12,  251, 0, 5, 470424, 11992.95, 0, 0.00, 0: 6; 1: 54; 2: 41; 3: 24; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,   1,  5, 11,  251, 0, 5, 434819, 11992.95, 31, 0.00, 0: 6; 1: 46; 2: 52; 3: 24; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 932,  9,  6,  251, 0, 5, 427869, 11992.95, 11, 0.00, 0: 6; 1: 47; 2: 52; 3: 22; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 156,  5, 13,  251, 0, 5, 499236, 11992.95, 1, 0.00, 0: 6; 1: 56; 2: 34; 3: 31; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 568,  5, 13,  251, 0, 5, 499410, 11992.95, 24, 0.00, 0: 6; 1: 49; 2: 49; 3: 22; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  65,  5, 11,  251, 0, 5, 434819, 11992.95, 0, 0.00, 0: 6; 1: 53; 2: 42; 3: 24; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 265,  9,  6,  251, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 51; 3: 26; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 731,  5, 12,  251, 0, 5, 470506, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 49; 3: 22; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 207,  5, 12,  251, 0, 5, 470438, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 52; 3: 24; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  66,  5, 13,  251, 0, 5, 499695, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 47; 3: 24; 4: 5; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 697,  5, 13,  251, 0, 5, 499439, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 54; 3: 21; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 614,  7,  8,  251, 0, 5, 442680, 11992.95, 0, 0.00, 0: 6; 1: 45; 2: 51; 3: 29; 4: 3; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 676,  9,  6,  251, 0, 5, 427869, 11992.95, 15, 0.00, 0: 6; 1: 45; 2: 54; 3: 23; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 667,  9,  6,  251, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 51; 2: 46; 3: 21; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 988,  7,  8,  251, 0, 5, 442671, 11992.95, 16, 0.00, 0: 6; 1: 46; 2: 52; 3: 24; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 881,  5, 13,  251, 0, 5, 499427, 11992.95, 0, 0.00, 0: 6; 1: 45; 2: 54; 3: 23; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 869,  5, 13,  251, 0, 5, 499606, 11992.95, 0, 0.00, 0: 6; 1: 54; 2: 39; 3: 27; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 462,  9,  6,  251, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 49; 3: 27; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 505,  5, 11,  251, 0, 5, 434820, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 45; 3: 30; 4: 3; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 293,  5, 12,  251, 0, 5, 470431, 11992.95, 0, 0.00, 0: 6; 1: 51; 2: 45; 3: 24; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 332,  5, 12,  251, 0, 5, 470427, 11992.95, 16, 0.00, 0: 6; 1: 46; 2: 54; 3: 20; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 408,  5, 12,  251, 0, 5, 470465, 11992.95, 16, 0.00, 0: 6; 1: 50; 2: 48; 3: 21; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 398,  6,  9,  251, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 44; 2: 54; 3: 26; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 324,  8,  7,  251, 0, 5, 442667, 11992.95, 8, 0.00, 0: 6; 1: 44; 2: 55; 3: 24; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 307,  5, 11,  251, 0, 5, 434818, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 46; 3: 28; 4: 4; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 316,  5, 11,  251, 0, 5, 434831, 11992.95, 18, 0.00, 0: 6; 1: 48; 2: 51; 3: 21; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 315,  5, 11,  251, 0, 5, 434824, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 52; 3: 22; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 100,  5, 11,  251, 0, 5, 434830, 11992.95, 4, 0.00, 0: 6; 1: 50; 2: 43; 3: 30; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 312,  5, 11,  251, 0, 5, 434776, 11992.95, 9, 0.00, 0: 6; 1: 51; 2: 44; 3: 25; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 367,  6, 10,  251, 0, 5, 470516, 11992.95, 0, 0.00, 0: 6; 1: 43; 2: 58; 3: 21; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 354,  5, 13,  251, 0, 5, 499456, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 43; 3: 30; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 522,  5, 12,  251, 0, 5, 470420, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 51; 3: 23; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 226,  5, 12,  252, 0, 5, 470467, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 48; 3: 21; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 497,  5, 13,  252, 0, 5, 499333, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 48; 3: 27; 4: 3; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 132,  5, 11,  252, 0, 5, 434822, 11992.95, 9, 0.00, 0: 6; 1: 54; 2: 41; 3: 21; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 711,  6, 10,  252, 0, 5, 470498, 11992.95, 0, 0.00, 0: 6; 1: 45; 2: 51; 3: 28; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 603,  9,  6,  252, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 50; 3: 24; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 488,  5, 13,  252, 0, 5, 499309, 11992.95, 20, 0.00, 0: 6; 1: 44; 2: 57; 3: 20; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 483,  5, 11,  252, 0, 5, 434777, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 43; 3: 32; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 747,  6,  9,  252, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 52; 2: 41; 3: 28; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  93,  8,  7,  252, 0, 5, 442638, 11992.95, 0, 0.00, 0: 6; 1: 44; 2: 53; 3: 27; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 453,  5, 12,  252, 0, 5, 470556, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 51; 3: 19; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 303,  5, 11,  252, 0, 5, 434819, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 46; 3: 24; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 458,  5, 13,  252, 0, 5, 499490, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 48; 3: 26; 4: 5; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 459,  5, 11,  252, 0, 5, 434837, 11992.95, 0, 0.00, 0: 6; 1: 51; 2: 45; 3: 25; 4: 4; 5: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 778,  6,  9,  252, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 44; 2: 55; 3: 23; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  49,  5, 12,  252, 0, 5, 470450, 11992.95, 0, 0.00, 0: 6; 1: 54; 2: 40; 3: 24; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 754,  7,  8,  252, 0, 5, 442638, 11992.95, 0, 0.00, 0: 6; 1: 44; 2: 51; 3: 31; 4: 2; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 474,  5, 13,  252, 0, 5, 499494, 11992.95, 0, 0.00, 0: 6; 1: 45; 2: 56; 3: 19; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 330,  5, 12,  252, 0, 5, 470538, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 48; 3: 26; 4: 5; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 393,  5, 13,  252, 0, 5, 499252, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 45; 3: 25; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  77,  9,  6,  252, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 45; 3: 29; 4: 4; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 261,  5, 13,  252, 0, 5, 499564, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 49; 3: 24; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 582,  5, 13,  252, 0, 5, 499510, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 48; 3: 22; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 904,  9,  6,  252, 0, 5, 427869, 11992.95, 38, 0.00, 0: 6; 1: 46; 2: 55; 3: 18; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 683,  5, 13,  252, 0, 5, 499294, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 52; 3: 21; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 515,  6,  9,  252, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 49; 3: 29; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 954,  6,  9,  252, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 44; 2: 58; 3: 18; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 963,  5, 13,  252, 0, 5, 499472, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 49; 3: 29; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 390,  9,  6,  252, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 42; 2: 60; 3: 20; 4: 5; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 592,  5, 12,  252, 0, 5, 470525, 11992.95, 25, 0.00, 0: 6; 1: 49; 2: 47; 3: 25; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 268,  5, 11,  252, 0, 5, 434808, 11992.95, 48, 0.00, 0: 6; 1: 51; 2: 43; 3: 27; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 283,  5, 12,  252, 0, 5, 470460, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 52; 3: 20; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 201,  8,  7,  252, 0, 5, 442643, 11992.95, 0, 0.00, 0: 6; 1: 43; 2: 57; 3: 22; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 559,  5, 13,  252, 0, 5, 499571, 11992.95, 0, 0.00, 0: 6; 1: 51; 2: 42; 3: 29; 4: 5; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 233,  8,  7,  253, 0, 5, 442640, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 52; 3: 23; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 134,  5, 11,  253, 0, 5, 434752, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 48; 3: 27; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 291,  5, 11,  253, 0, 5, 434820, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 46; 3: 26; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 655,  5, 11,  253, 0, 5, 434819, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 47; 3: 22; 4: 7; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 797,  5, 13,  253, 0, 5, 499489, 11992.95, 0, 0.00, 0: 6; 1: 52; 2: 39; 3: 31; 4: 5; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 677,  5, 11,  253, 0, 5, 434802, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 52; 3: 22; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 740,  6,  9,  253, 0, 5, 427869, 11992.95, 1, 0.00, 0: 6; 1: 44; 2: 51; 3: 30; 4: 3; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 733,  5, 13,  253, 0, 5, 499549, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 49; 3: 22; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 294,  5, 11,  253, 0, 5, 434833, 11992.95, 0, 0.00, 0: 6; 1: 44; 2: 55; 3: 22; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 702,  5, 11,  253, 0, 5, 434802, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 46; 3: 23; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 492,  5, 11,  253, 0, 5, 434815, 11992.95, 18, 0.00, 0: 6; 1: 44; 2: 54; 3: 24; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  70,  5, 13,  253, 0, 5, 499225, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 46; 3: 27; 4: 4; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  34,  5, 11,  253, 0, 5, 434813, 11992.95, 0, 0.00, 0: 6; 1: 51; 2: 44; 3: 23; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 128,  6, 10,  253, 0, 5, 470494, 11992.95, 5, 0.00, 0: 6; 1: 45; 2: 56; 3: 19; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 360,  5, 12,  253, 0, 5, 470469, 11992.95, 14, 0.00, 0: 6; 1: 48; 2: 50; 3: 22; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 970,  5, 12,  253, 0, 5, 470477, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 49; 3: 24; 4: 5; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 951,  5, 13,  253, 0, 5, 499424, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 42; 3: 33; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 381,  5, 11,  253, 0, 5, 434775, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 45; 3: 25; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 927,  5, 11,  253, 0, 5, 434829, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 54; 3: 20; 4: 6; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 335,  5, 13,  253, 0, 5, 499536, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 52; 3: 20; 4: 8; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 192,  5, 13,  253, 0, 5, 499509, 11992.95, 5, 0.00, 0: 6; 1: 48; 2: 45; 3: 30; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 853,  5, 11,  253, 0, 5, 434821, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 51; 3: 24; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 422,  5, 12,  253, 0, 5, 470438, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 48; 3: 18; 4: 12; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 326,  9,  6,  253, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 44; 2: 54; 3: 24; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  51,  5, 11,  253, 0, 5, 434825, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 50; 3: 24; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 108,  9,  6,  253, 0, 5, 427869, 11992.95, 29, 0.00, 0: 6; 1: 45; 2: 55; 3: 19; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 429,  5, 12,  253, 0, 5, 470597, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 54; 3: 19; 4: 4; 5: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 434,  5, 13,  253, 0, 5, 499480, 11992.95, 0, 0.00, 0: 6; 1: 51; 2: 42; 3: 27; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 439,  5, 13,  253, 0, 5, 499584, 11992.95, 0, 0.00, 0: 6; 1: 52; 2: 41; 3: 28; 4: 5; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 815,  9,  6,  253, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 43; 3: 28; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 104,  5, 13,  253, 0, 5, 499510, 11992.95, 4, 0.00, 0: 6; 1: 48; 2: 48; 3: 24; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 446,  5, 12,  253, 0, 5, 470560, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 48; 3: 21; 4: 10; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  43,  5, 11,  253, 0, 5, 434821, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 45; 3: 30; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 212,  5, 11,  253, 0, 5, 434804, 11992.95, 1, 0.00, 0: 6; 1: 49; 2: 46; 3: 25; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 210,  5, 12,  253, 0, 5, 470562, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 52; 3: 23; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 455,  5, 11,  253, 0, 5, 434814, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 47; 3: 28; 4: 3; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 264,  9,  6,  253, 0, 5, 427869, 11992.95, 8, 0.00, 0: 6; 1: 42; 2: 57; 3: 24; 4: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 595,  5, 12,  253, 0, 5, 470514, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 50; 3: 24; 4: 6; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 253,  5, 13,  253, 0, 5, 499542, 11992.95, 0, 0.00, 0: 6; 1: 49; 2: 47; 3: 23; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 647,  5, 13,  253, 0, 5, 499525, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 49; 3: 24; 4: 5; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  80,  5, 13,  253, 0, 5, 499396, 11992.95, 3, 0.00, 0: 6; 1: 46; 2: 52; 3: 22; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 547,  6,  9,  253, 0, 5, 427869, 11992.95, 0, 0.00, 0: 6; 1: 41; 2: 55; 3: 31; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 528,  5, 11,  253, 0, 5, 434808, 11992.95, 21, 0.00, 0: 6; 1: 46; 2: 47; 3: 32; 4: 3; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 278,  5, 12,  253, 0, 5, 470422, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 51; 3: 19; 4: 9; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 249,  5, 12,  254, 0, 5, 470390, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 48; 3: 26; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 379,  5, 13,  254, 0, 5, 499558, 11992.95, 0, 0.00, 0: 6; 1: 45; 2: 51; 3: 26; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 809,  5, 11,  254, 0, 5, 434842, 11992.95, 0, 0.00, 0: 6; 1: 45; 2: 50; 3: 29; 4: 3; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 717,  5, 11,  254, 0, 5, 434789, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 44; 3: 25; 4: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 573,  5, 13,  254, 0, 5, 499515, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 49; 3: 24; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 887,  5, 12,  254, 0, 5, 470483, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 51; 3: 25; 4: 4; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 442,  8,  7,  254, 0, 5, 442643, 11992.95, 0, 0.00, 0: 6; 1: 42; 2: 57; 3: 23; 4: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  14,  5, 11,  254, 0, 5, 434814, 11992.95, 0, 0.00, 0: 6; 1: 46; 2: 52; 3: 22; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 938,  5, 12,  254, 0, 5, 470467, 11992.95, 0, 0.00, 0: 6; 1: 45; 2: 53; 3: 22; 4: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 577,  5, 12,  254, 0, 5, 470536, 11992.95, 0, 0.00, 0: 6; 1: 50; 2: 42; 3: 29; 4: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  67,  5, 12,  254, 0, 5, 470497, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 48; 3: 27; 4: 5; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 965,  5, 13,  254, 0, 5, 499404, 11992.95, 0, 0.00, 0: 6; 1: 45; 2: 54; 3: 22; 4: 5; 5: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 554,  5, 12,  254, 0, 5, 470436, 11992.95, 0, 0.00, 0: 6; 1: 47; 2: 50; 3: 23; 4: 7; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 531,  5, 12,  254, 0, 5, 470474, 11992.95, 0, 0.00, 0: 6; 1: 48; 2: 48; 3: 24; 4: 7; 5: 2; 
