Seed 1656949570
ARCH 2|F_ID 2|LIMIT 4
before: 
74(1000)
Melhor resultado nxn: CD4_T_cell_signaling, 361, 14, 14,  519, 1, 4, 1583799, 45211.48, 0, 0.00, 1: 211; 2: 105; 3: 22; 4: 8; 
CD4_T_cell_signaling, 691, 13, 15,  549, 1, 4, 1568145, 45211.48, 0, 0.00, 1: 202; 2: 99; 3: 31; 4: 14; 
CD4_T_cell_signaling, 885, 11, 18,  550, 1, 4, 1595501, 45211.48, 0, 0.00, 1: 199; 2: 102; 3: 33; 4: 12; 
CD4_T_cell_signaling, 667, 16, 12,  550, 1, 4, 1539724, 45211.48, 0, 0.00, 1: 198; 2: 101; 3: 38; 4: 9; 
CD4_T_cell_signaling, 354, 12, 16,  550, 1, 4, 1539698, 45211.48, 0, 0.00, 1: 204; 2: 89; 3: 44; 4: 9; 
CD4_T_cell_signaling, 466, 12, 17,  550, 1, 4, 1626101, 45211.48, 0, 0.00, 1: 192; 2: 114; 3: 30; 4: 10; 
CD4_T_cell_signaling, 735,  8, 26,  550, 1, 4, 1663933, 45211.48, 0, 0.00, 1: 195; 2: 106; 3: 37; 4: 8; 
CD4_T_cell_signaling, 826, 16, 12,  550, 1, 4, 1539676, 45211.48, 0, 0.00, 1: 199; 2: 104; 3: 29; 4: 14; 
CD4_T_cell_signaling, 124,  9, 21,  550, 1, 4, 1527876, 45211.48, 152, 0.00, 1: 197; 2: 104; 3: 35; 4: 10; 
CD4_T_cell_signaling, 590, 15, 13,  550, 1, 4, 1568235, 45211.48, 0, 0.00, 1: 189; 2: 119; 3: 29; 4: 9; 
CD4_T_cell_signaling, 453, 11, 18,  550, 1, 4, 1595391, 45211.48, 0, 0.00, 1: 191; 2: 117; 3: 27; 4: 11; 
CD4_T_cell_signaling, 580, 12, 16,  550, 1, 4, 1539715, 45211.48, 125, 0.00, 1: 191; 2: 116; 3: 29; 4: 10; 
CD4_T_cell_signaling,  20,  9, 23,  550, 1, 4, 1649617, 45211.48, 151, 0.00, 1: 198; 2: 106; 3: 28; 4: 14; 
CD4_T_cell_signaling, 604, 10, 19,  550, 1, 4, 1526117, 45211.48, 163, 0.00, 1: 195; 2: 112; 3: 25; 4: 14; 
CD4_T_cell_signaling, 745, 12, 16,  550, 1, 4, 1539728, 45211.48, 0, 0.00, 1: 202; 2: 100; 3: 28; 4: 16; 
CD4_T_cell_signaling, 862, 12, 16,  550, 1, 4, 1539666, 45211.48, 0, 0.00, 1: 201; 2: 99; 3: 33; 4: 13; 
CD4_T_cell_signaling, 287,  9, 23,  550, 1, 4, 1649615, 45211.48, 0, 0.00, 1: 191; 2: 113; 3: 35; 4: 7; 
CD4_T_cell_signaling, 857,  9, 22,  550, 1, 4, 1595389, 45211.48, 0, 0.00, 1: 197; 2: 104; 3: 35; 4: 10; 
CD4_T_cell_signaling, 601, 14, 14,  550, 1, 4, 1583661, 45211.48, 0, 0.00, 1: 199; 2: 107; 3: 23; 4: 17; 
CD4_T_cell_signaling, 709, 11, 18,  550, 1, 4, 1595590, 45211.48, 0, 0.00, 1: 194; 2: 108; 3: 36; 4: 8; 
CD4_T_cell_signaling, 726, 12, 16,  550, 1, 4, 1539728, 45211.48, 0, 0.00, 1: 195; 2: 108; 3: 33; 4: 10; 
CD4_T_cell_signaling,  86, 11, 18,  550, 1, 4, 1595514, 45211.48, 0, 0.00, 1: 197; 2: 109; 3: 25; 4: 15; 
CD4_T_cell_signaling, 214, 14, 14,  550, 1, 4, 1583794, 45211.48, 0, 0.00, 1: 198; 2: 102; 3: 36; 4: 10; 
CD4_T_cell_signaling, 515, 13, 15,  550, 1, 4, 1568151, 45211.48, 0, 0.00, 1: 189; 2: 120; 3: 27; 4: 10; 
CD4_T_cell_signaling, 836, 14, 14,  550, 1, 4, 1583702, 45211.48, 58, 0.00, 1: 193; 2: 112; 3: 31; 4: 10; 
CD4_T_cell_signaling, 134,  8, 26,  550, 1, 4, 1664203, 45211.48, 0, 0.00, 1: 199; 2: 103; 3: 31; 4: 13; 
CD4_T_cell_signaling, 858,  9, 21,  550, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 192; 2: 115; 3: 28; 4: 11; 
CD4_T_cell_signaling, 391,  8, 25,  550, 1, 4, 1606347, 45211.48, 0, 0.00, 1: 193; 2: 111; 3: 33; 4: 9; 
CD4_T_cell_signaling, 956,  8, 26,  550, 1, 4, 1664500, 45211.48, 38, 0.00, 1: 195; 2: 108; 3: 33; 4: 10; 
CD4_T_cell_signaling, 896,  9, 23,  550, 1, 4, 1649380, 45211.48, 69, 0.00, 1: 196; 2: 105; 3: 36; 4: 9; 
CD4_T_cell_signaling, 270,  8, 26,  550, 1, 4, 1664234, 45211.48, 0, 0.00, 1: 198; 2: 102; 3: 36; 4: 10; 
CD4_T_cell_signaling, 462, 13, 15,  551, 1, 4, 1568116, 45211.48, 0, 0.00, 1: 189; 2: 119; 3: 28; 4: 10; 
CD4_T_cell_signaling, 379, 12, 16,  551, 1, 4, 1539757, 45211.48, 0, 0.00, 1: 196; 2: 105; 3: 35; 4: 10; 
CD4_T_cell_signaling, 402,  8, 26,  551, 1, 4, 1664149, 45211.48, 0, 0.00, 1: 194; 2: 110; 3: 31; 4: 11; 
CD4_T_cell_signaling,  36, 10, 20,  551, 1, 4, 1606346, 45211.48, 54, 0.00, 1: 195; 2: 109; 3: 30; 4: 12; 
CD4_T_cell_signaling, 555, 13, 15,  551, 1, 4, 1568175, 45211.48, 0, 0.00, 1: 196; 2: 105; 3: 35; 4: 10; 
CD4_T_cell_signaling, 278, 11, 18,  551, 1, 4, 1595464, 45211.48, 0, 0.00, 1: 195; 2: 113; 3: 22; 4: 16; 
CD4_T_cell_signaling, 560,  9, 21,  551, 1, 4, 1527876, 45211.48, 36, 0.00, 1: 195; 2: 105; 3: 38; 4: 8; 
CD4_T_cell_signaling, 254,  8, 26,  551, 1, 4, 1664058, 45211.48, 0, 0.00, 1: 190; 2: 115; 3: 33; 4: 8; 
CD4_T_cell_signaling, 166,  8, 24,  551, 1, 4, 1539775, 45211.48, 0, 0.00, 1: 195; 2: 106; 3: 36; 4: 9; 
CD4_T_cell_signaling, 706, 16, 12,  551, 1, 4, 1539731, 45211.48, 0, 0.00, 1: 198; 2: 102; 3: 35; 4: 11; 
CD4_T_cell_signaling, 323, 15, 13,  551, 1, 4, 1568204, 45211.48, 0, 0.00, 1: 195; 2: 111; 3: 26; 4: 14; 
CD4_T_cell_signaling, 333, 10, 20,  551, 1, 4, 1606500, 45211.48, 0, 0.00, 1: 202; 2: 95; 3: 37; 4: 12; 
CD4_T_cell_signaling, 199,  9, 22,  551, 1, 4, 1595514, 45211.48, 0, 0.00, 1: 202; 2: 94; 3: 39; 4: 11; 
CD4_T_cell_signaling, 718,  8, 25,  551, 1, 4, 1606459, 45211.48, 0, 0.00, 1: 191; 2: 114; 3: 32; 4: 9; 
CD4_T_cell_signaling, 513,  9, 23,  551, 1, 4, 1649797, 45211.48, 0, 0.00, 1: 200; 2: 102; 3: 29; 4: 15; 
CD4_T_cell_signaling, 722, 12, 16,  551, 1, 4, 1539762, 45211.48, 0, 0.00, 1: 197; 2: 106; 3: 30; 4: 13; 
CD4_T_cell_signaling, 724,  9, 22,  551, 1, 4, 1595458, 45211.48, 182, 0.00, 1: 193; 2: 115; 3: 24; 4: 14; 
CD4_T_cell_signaling, 232, 12, 16,  551, 1, 4, 1539751, 45211.48, 16, 0.00, 1: 202; 2: 93; 3: 41; 4: 10; 
CD4_T_cell_signaling, 802,  9, 22,  551, 1, 4, 1595620, 45211.48, 0, 0.00, 1: 191; 2: 114; 3: 32; 4: 9; 
CD4_T_cell_signaling, 733, 12, 16,  551, 1, 4, 1539682, 45211.48, 0, 0.00, 1: 201; 2: 100; 3: 30; 4: 15; 
CD4_T_cell_signaling,   9, 12, 16,  551, 1, 4, 1539702, 45211.48, 1, 0.00, 1: 200; 2: 97; 3: 39; 4: 10; 
CD4_T_cell_signaling, 548,  8, 26,  551, 1, 4, 1664290, 45211.48, 57, 0.00, 1: 201; 2: 95; 3: 40; 4: 10; 
CD4_T_cell_signaling, 246, 12, 16,  551, 1, 4, 1539704, 45211.48, 0, 0.00, 1: 193; 2: 111; 3: 32; 4: 10; 
CD4_T_cell_signaling, 823, 14, 14,  552, 1, 4, 1583792, 45211.48, 0, 0.00, 1: 195; 2: 106; 3: 35; 4: 10; 
CD4_T_cell_signaling,  12, 14, 14,  552, 1, 4, 1583843, 45211.48, 57, 0.00, 1: 193; 2: 112; 3: 29; 4: 12; 
CD4_T_cell_signaling, 141, 11, 18,  552, 1, 4, 1595376, 45211.48, 0, 0.00, 1: 194; 2: 108; 3: 34; 4: 10; 
CD4_T_cell_signaling, 658, 12, 16,  552, 1, 4, 1539708, 45211.48, 0, 0.00, 1: 192; 2: 112; 3: 32; 4: 10; 
CD4_T_cell_signaling, 797, 15, 13,  552, 1, 4, 1568141, 45211.48, 0, 0.00, 1: 196; 2: 105; 3: 34; 4: 11; 
CD4_T_cell_signaling, 211,  8, 25,  552, 1, 4, 1606577, 45211.48, 0, 0.00, 1: 198; 2: 99; 3: 40; 4: 9; 
CD4_T_cell_signaling, 131,  8, 25,  552, 1, 4, 1606533, 45211.48, 0, 0.00, 1: 194; 2: 110; 3: 30; 4: 12; 
CD4_T_cell_signaling, 228,  9, 21,  552, 1, 4, 1527876, 45211.48, 129, 0.00, 1: 195; 2: 105; 3: 37; 4: 9; 
CD4_T_cell_signaling, 962, 16, 12,  552, 1, 4, 1539674, 45211.48, 0, 0.00, 1: 193; 2: 112; 3: 29; 4: 12; 
CD4_T_cell_signaling, 906, 14, 14,  552, 1, 4, 1583869, 45211.48, 0, 0.00, 1: 194; 2: 110; 3: 30; 4: 12; 
CD4_T_cell_signaling,  98,  8, 26,  552, 1, 4, 1663866, 45211.48, 0, 0.00, 1: 200; 2: 95; 3: 42; 4: 9; 
CD4_T_cell_signaling,  44,  8, 24,  552, 1, 4, 1539703, 45211.48, 57, 0.00, 1: 199; 2: 99; 3: 37; 4: 11; 
CD4_T_cell_signaling, 123,  8, 25,  552, 1, 4, 1606455, 45211.48, 0, 0.00, 1: 197; 2: 103; 3: 35; 4: 11; 
CD4_T_cell_signaling, 842, 12, 17,  552, 1, 4, 1626002, 45211.48, 0, 0.00, 1: 201; 2: 91; 3: 47; 4: 7; 
CD4_T_cell_signaling, 563,  8, 26,  552, 1, 4, 1664158, 45211.48, 0, 0.00, 1: 197; 2: 100; 3: 41; 4: 8; 
CD4_T_cell_signaling, 258, 12, 16,  552, 1, 4, 1539674, 45211.48, 0, 0.00, 1: 190; 2: 115; 3: 32; 4: 9; 
CD4_T_cell_signaling, 574, 14, 14,  552, 1, 4, 1583792, 45211.48, 0, 0.00, 1: 190; 2: 116; 3: 30; 4: 10; 
CD4_T_cell_signaling, 419, 15, 13,  553, 1, 4, 1568128, 45211.48, 0, 0.00, 1: 187; 2: 117; 3: 36; 4: 6; 
CD4_T_cell_signaling, 494,  8, 26,  553, 1, 4, 1664351, 45211.48, 0, 0.00, 1: 196; 2: 107; 3: 29; 4: 14; 
CD4_T_cell_signaling, 328,  9, 22,  553, 1, 4, 1595388, 45211.48, 20, 0.00, 1: 198; 2: 98; 3: 41; 4: 9; 
CD4_T_cell_signaling, 618, 16, 12,  553, 1, 4, 1539696, 45211.48, 0, 0.00, 1: 195; 2: 106; 3: 34; 4: 11; 
CD4_T_cell_signaling, 813,  8, 26,  553, 1, 4, 1664411, 45211.48, 0, 0.00, 1: 197; 2: 99; 3: 42; 4: 8; 
CD4_T_cell_signaling, 397, 16, 12,  553, 1, 4, 1539702, 45211.48, 0, 0.00, 1: 190; 2: 113; 3: 35; 4: 8; 
CD4_T_cell_signaling, 467,  8, 24,  553, 1, 4, 1539716, 45211.48, 0, 0.00, 1: 200; 2: 99; 3: 33; 4: 14; 
CD4_T_cell_signaling, 584, 13, 15,  553, 1, 4, 1568134, 45211.48, 38, 0.00, 1: 198; 2: 99; 3: 39; 4: 10; 
CD4_T_cell_signaling, 359,  9, 21,  553, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 200; 2: 98; 3: 35; 4: 13; 
CD4_T_cell_signaling, 918, 16, 12,  553, 1, 4, 1539731, 45211.48, 0, 0.00, 1: 195; 2: 106; 3: 34; 4: 11; 
CD4_T_cell_signaling, 378, 16, 12,  553, 1, 4, 1539632, 45211.48, 0, 0.00, 1: 194; 2: 112; 3: 25; 4: 15; 
CD4_T_cell_signaling, 777, 10, 20,  554, 1, 4, 1606550, 45211.48, 0, 0.00, 1: 190; 2: 115; 3: 30; 4: 11; 
CD4_T_cell_signaling, 869, 10, 19,  554, 1, 4, 1526052, 45211.48, 0, 0.00, 1: 198; 2: 99; 3: 38; 4: 11; 
CD4_T_cell_signaling, 838,  8, 24,  554, 1, 4, 1539750, 45211.48, 0, 0.00, 1: 191; 2: 112; 3: 33; 4: 10; 
CD4_T_cell_signaling, 206, 10, 20,  554, 1, 4, 1606568, 45211.48, 0, 0.00, 1: 194; 2: 112; 3: 24; 4: 16; 
CD4_T_cell_signaling, 155,  9, 22,  554, 1, 4, 1595386, 45211.48, 0, 0.00, 1: 189; 2: 116; 3: 31; 4: 10; 
CD4_T_cell_signaling, 989, 12, 16,  554, 1, 4, 1539690, 45211.48, 0, 0.00, 1: 202; 2: 96; 3: 32; 4: 16; 
CD4_T_cell_signaling, 713,  8, 25,  554, 1, 4, 1606581, 45211.48, 0, 0.00, 1: 194; 2: 108; 3: 32; 4: 12; 
CD4_T_cell_signaling, 695,  8, 25,  554, 1, 4, 1606381, 45211.48, 0, 0.00, 1: 198; 2: 105; 3: 26; 4: 17; 
CD4_T_cell_signaling, 694, 12, 17,  554, 1, 4, 1626070, 45211.48, 0, 0.00, 1: 189; 2: 116; 3: 31; 4: 10; 
CD4_T_cell_signaling,  13, 14, 14,  554, 1, 4, 1583728, 45211.48, 127, 0.00, 1: 196; 2: 106; 3: 30; 4: 14; 
CD4_T_cell_signaling, 341, 10, 20,  554, 1, 4, 1606547, 45211.48, 0, 0.00, 1: 187; 2: 120; 3: 29; 4: 10; 
CD4_T_cell_signaling, 448,  8, 25,  554, 1, 4, 1606276, 45211.48, 31, 0.00, 1: 196; 2: 105; 3: 32; 4: 13; 
CD4_T_cell_signaling, 942, 15, 13,  554, 1, 4, 1568090, 45211.48, 0, 0.00, 1: 197; 2: 105; 3: 29; 4: 15; 
CD4_T_cell_signaling, 587, 14, 14,  554, 1, 4, 1583706, 45211.48, 0, 0.00, 1: 195; 2: 103; 3: 39; 4: 9; 
CD4_T_cell_signaling, 582, 12, 16,  554, 1, 4, 1539708, 45211.48, 0, 0.00, 1: 202; 2: 96; 3: 32; 4: 16; 
CD4_T_cell_signaling, 428,  8, 25,  554, 1, 4, 1606568, 45211.48, 152, 0.00, 1: 187; 2: 120; 3: 29; 4: 10; 
CD4_T_cell_signaling, 600,  8, 24,  554, 1, 4, 1539707, 45211.48, 39, 0.00, 1: 197; 2: 98; 3: 43; 4: 8; 
CD4_T_cell_signaling, 684,  9, 23,  554, 1, 4, 1649724, 45211.48, 129, 0.00, 1: 200; 2: 98; 3: 34; 4: 14; 
CD4_T_cell_signaling, 472, 12, 16,  554, 1, 4, 1539766, 45211.48, 32, 0.00, 1: 182; 2: 130; 3: 24; 4: 10; 
CD4_T_cell_signaling,   0, 10, 19,  555, 1, 4, 1526072, 45211.48, 128, 0.00, 1: 199; 2: 97; 3: 38; 4: 12; 
CD4_T_cell_signaling, 265,  8, 24,  555, 1, 4, 1539667, 45211.48, 0, 0.00, 1: 192; 2: 108; 3: 37; 4: 9; 
CD4_T_cell_signaling, 923, 15, 13,  555, 1, 4, 1568137, 45211.48, 0, 0.00, 1: 189; 2: 117; 3: 28; 4: 12; 
CD4_T_cell_signaling, 641,  8, 25,  555, 1, 4, 1606439, 45211.48, 0, 0.00, 1: 199; 2: 95; 3: 42; 4: 10; 
CD4_T_cell_signaling, 728,  9, 21,  555, 1, 4, 1527876, 45211.48, 48, 0.00, 1: 189; 2: 114; 3: 34; 4: 9; 
CD4_T_cell_signaling, 606,  9, 22,  555, 1, 4, 1595519, 45211.48, 0, 0.00, 1: 197; 2: 102; 3: 34; 4: 13; 
CD4_T_cell_signaling, 639,  8, 24,  555, 1, 4, 1539752, 45211.48, 0, 0.00, 1: 191; 2: 117; 3: 22; 4: 16; 
CD4_T_cell_signaling, 294,  8, 26,  555, 1, 4, 1664142, 45211.48, 0, 0.00, 1: 192; 2: 110; 3: 33; 4: 11; 
CD4_T_cell_signaling, 958, 13, 15,  556, 1, 4, 1568058, 45211.48, 0, 0.00, 1: 205; 2: 89; 3: 35; 4: 17; 
CD4_T_cell_signaling, 638, 14, 14,  556, 1, 4, 1583545, 45211.48, 0, 0.00, 1: 190; 2: 112; 3: 34; 4: 10; 
CD4_T_cell_signaling, 272,  9, 22,  556, 1, 4, 1595454, 45211.48, 18, 0.00, 1: 190; 2: 113; 3: 32; 4: 11; 
CD4_T_cell_signaling, 698,  8, 25,  556, 1, 4, 1606593, 45211.48, 0, 0.00, 1: 192; 2: 113; 3: 26; 4: 15; 
CD4_T_cell_signaling, 196, 12, 17,  556, 1, 4, 1626039, 45211.48, 11, 0.00, 1: 193; 2: 105; 3: 39; 4: 9; 
CD4_T_cell_signaling, 357, 14, 14,  556, 1, 4, 1583703, 45211.48, 0, 0.00, 1: 188; 2: 113; 3: 38; 4: 7; 
CD4_T_cell_signaling, 383, 14, 14,  556, 1, 4, 1583760, 45211.48, 0, 0.00, 1: 194; 2: 105; 3: 36; 4: 11; 
CD4_T_cell_signaling, 922,  9, 21,  557, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 195; 2: 106; 3: 30; 4: 15; 
CD4_T_cell_signaling,  48, 12, 17,  557, 1, 4, 1626138, 45211.48, 4, 0.00, 1: 197; 2: 101; 3: 34; 4: 14; 
CD4_T_cell_signaling, 654, 10, 20,  557, 1, 4, 1606673, 45211.48, 0, 0.00, 1: 196; 2: 99; 3: 41; 4: 10; 
CD4_T_cell_signaling, 595, 11, 18,  557, 1, 4, 1595373, 45211.48, 0, 0.00, 1: 199; 2: 91; 3: 48; 4: 8; 
CD4_T_cell_signaling, 874,  8, 26,  557, 1, 4, 1664207, 45211.48, 0, 0.00, 1: 196; 2: 103; 3: 33; 4: 14; 
CD4_T_cell_signaling, 585, 10, 20,  557, 1, 4, 1606300, 45211.48, 0, 0.00, 1: 201; 2: 89; 3: 46; 4: 10; 
CD4_T_cell_signaling, 579, 15, 13,  557, 1, 4, 1568130, 45211.48, 0, 0.00, 1: 186; 2: 121; 3: 27; 4: 12; 
CD4_T_cell_signaling, 538, 15, 13,  557, 1, 4, 1568048, 45211.48, 0, 0.00, 1: 192; 2: 111; 3: 29; 4: 14; 
CD4_T_cell_signaling, 217,  8, 26,  557, 1, 4, 1664352, 45211.48, 0, 0.00, 1: 189; 2: 115; 3: 30; 4: 12; 
CD4_T_cell_signaling, 795, 11, 18,  557, 1, 4, 1595533, 45211.48, 0, 0.00, 1: 197; 2: 104; 3: 28; 4: 17; 
CD4_T_cell_signaling, 985,  9, 22,  557, 1, 4, 1595311, 45211.48, 0, 0.00, 1: 192; 2: 111; 3: 29; 4: 14; 
CD4_T_cell_signaling, 281, 16, 12,  558, 1, 4, 1539703, 45211.48, 0, 0.00, 1: 197; 2: 101; 3: 33; 4: 15; 
CD4_T_cell_signaling, 165,  8, 25,  558, 1, 4, 1606504, 45211.48, 0, 0.00, 1: 196; 2: 101; 3: 36; 4: 13; 
CD4_T_cell_signaling, 409, 16, 12,  558, 1, 4, 1539703, 45211.48, 0, 0.00, 1: 192; 2: 108; 3: 34; 4: 12; 
CD4_T_cell_signaling, 457, 10, 19,  558, 1, 4, 1526113, 45211.48, 0, 0.00, 1: 191; 2: 110; 3: 33; 4: 12; 
CD4_T_cell_signaling, 399,  8, 24,  558, 1, 4, 1539693, 45211.48, 0, 0.00, 1: 189; 2: 115; 3: 29; 4: 13; 
CD4_T_cell_signaling, 647,  8, 25,  558, 1, 4, 1606545, 45211.48, 0, 0.00, 1: 190; 2: 107; 3: 42; 4: 7; 
CD4_T_cell_signaling, 295,  8, 25,  558, 1, 4, 1606368, 45211.48, 0, 0.00, 1: 194; 2: 106; 3: 32; 4: 14; 
CD4_T_cell_signaling, 755, 12, 17,  558, 1, 4, 1626292, 45211.48, 0, 0.00, 1: 193; 2: 107; 3: 33; 4: 13; 
CD4_T_cell_signaling, 248, 12, 17,  558, 1, 4, 1626133, 45211.48, 16, 0.00, 1: 196; 2: 101; 3: 36; 4: 13; 
CD4_T_cell_signaling, 961, 15, 13,  559, 1, 4, 1568096, 45211.48, 0, 0.00, 1: 188; 2: 117; 3: 27; 4: 14; 
CD4_T_cell_signaling, 465, 12, 17,  559, 1, 4, 1626035, 45211.48, 0, 0.00, 1: 191; 2: 108; 3: 36; 4: 11; 
CD4_T_cell_signaling, 832, 14, 14,  559, 1, 4, 1583770, 45211.48, 61, 0.00, 1: 193; 2: 108; 3: 30; 4: 15; 
CD4_T_cell_signaling, 540, 13, 15,  559, 1, 4, 1568007, 45211.48, 96, 0.00, 1: 190; 2: 110; 3: 35; 4: 11; 
CD4_T_cell_signaling, 868, 10, 20,  559, 1, 4, 1606552, 45211.48, 162, 0.00, 1: 192; 2: 108; 3: 33; 4: 13; 
CD4_T_cell_signaling, 757, 12, 16,  559, 1, 4, 1539664, 45211.48, 0, 0.00, 1: 195; 2: 102; 3: 36; 4: 13; 
CD4_T_cell_signaling, 995, 16, 12,  559, 1, 4, 1539689, 45211.48, 0, 0.00, 1: 195; 2: 103; 3: 34; 4: 14; 
CD4_T_cell_signaling, 665, 10, 19,  559, 1, 4, 1526094, 45211.48, 0, 0.00, 1: 195; 2: 101; 3: 38; 4: 12; 
CD4_T_cell_signaling, 518, 13, 15,  559, 1, 4, 1568236, 45211.48, 0, 0.00, 1: 193; 2: 107; 3: 32; 4: 14; 
CD4_T_cell_signaling, 945,  8, 25,  559, 1, 4, 1606378, 45211.48, 0, 0.00, 1: 185; 2: 121; 3: 28; 4: 12; 
CD4_T_cell_signaling, 247,  8, 25,  559, 1, 4, 1606570, 45211.48, 0, 0.00, 1: 194; 2: 104; 3: 35; 4: 13; 
CD4_T_cell_signaling, 114,  9, 21,  559, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 192; 2: 105; 3: 39; 4: 10; 
CD4_T_cell_signaling, 356, 11, 18,  560, 1, 4, 1595458, 45211.48, 136, 0.00, 1: 193; 2: 105; 3: 35; 4: 13; 
CD4_T_cell_signaling, 644,  8, 24,  560, 1, 4, 1539701, 45211.48, 172, 0.00, 1: 190; 2: 109; 3: 36; 4: 11; 
CD4_T_cell_signaling, 575, 12, 16,  560, 1, 4, 1539702, 45211.48, 0, 0.00, 1: 192; 2: 104; 3: 40; 4: 10; 
CD4_T_cell_signaling, 824,  9, 23,  560, 1, 4, 1649641, 45211.48, 60, 0.00, 1: 195; 2: 102; 3: 35; 4: 14; 
CD4_T_cell_signaling, 371, 14, 14,  560, 1, 4, 1583612, 45211.48, 0, 0.00, 1: 191; 2: 108; 3: 35; 4: 12; 
CD4_T_cell_signaling, 236, 13, 15,  560, 1, 4, 1568150, 45211.48, 17, 0.00, 1: 197; 2: 97; 3: 39; 4: 13; 
CD4_T_cell_signaling, 800,  8, 24,  560, 1, 4, 1539738, 45211.48, 57, 0.00, 1: 196; 2: 101; 3: 34; 4: 15; 
CD4_T_cell_signaling, 194,  8, 24,  560, 1, 4, 1539714, 45211.48, 0, 0.00, 1: 196; 2: 97; 3: 42; 4: 11; 
CD4_T_cell_signaling,  54, 16, 12,  560, 1, 4, 1539715, 45211.48, 0, 0.00, 1: 190; 2: 111; 3: 32; 4: 13; 
CD4_T_cell_signaling, 329,  8, 24,  561, 1, 4, 1539701, 45211.48, 0, 0.00, 1: 191; 2: 108; 3: 34; 4: 13; 
CD4_T_cell_signaling,  99, 12, 16,  561, 1, 4, 1539750, 45211.48, 0, 0.00, 1: 190; 2: 110; 3: 33; 4: 13; 
CD4_T_cell_signaling, 219,  9, 23,  561, 1, 4, 1649674, 45211.48, 0, 0.00, 1: 202; 2: 95; 3: 27; 4: 22; 
CD4_T_cell_signaling, 352, 14, 14,  561, 1, 4, 1583750, 45211.48, 22, 0.00, 1: 204; 2: 87; 3: 37; 4: 18; 
CD4_T_cell_signaling, 433,  9, 21,  561, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 197; 2: 98; 3: 36; 4: 15; 
CD4_T_cell_signaling, 920,  9, 22,  561, 1, 4, 1595582, 45211.48, 70, 0.00, 1: 197; 2: 95; 3: 42; 4: 12; 
CD4_T_cell_signaling, 151, 10, 19,  561, 1, 4, 1526089, 45211.48, 0, 0.00, 1: 197; 2: 98; 3: 36; 4: 15; 
CD4_T_cell_signaling, 143, 10, 19,  561, 1, 4, 1526059, 45211.48, 0, 0.00, 1: 184; 2: 118; 3: 35; 4: 9; 
CD4_T_cell_signaling, 637,  9, 23,  561, 1, 4, 1649489, 45211.48, 0, 0.00, 1: 189; 2: 111; 3: 34; 4: 12; 
CD4_T_cell_signaling, 388, 10, 19,  562, 1, 4, 1526080, 45211.48, 10, 0.00, 1: 187; 2: 114; 3: 33; 4: 12; 
CD4_T_cell_signaling,  97, 10, 19,  562, 1, 4, 1526097, 45211.48, 0, 0.00, 1: 190; 2: 109; 3: 34; 4: 13; 
CD4_T_cell_signaling,  67,  9, 21,  562, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 189; 2: 112; 3: 31; 4: 14; 
CD4_T_cell_signaling, 293,  8, 24,  562, 1, 4, 1539661, 45211.48, 0, 0.00, 1: 195; 2: 100; 3: 37; 4: 14; 
CD4_T_cell_signaling, 688, 13, 15,  562, 1, 4, 1568051, 45211.48, 43, 0.00, 1: 192; 2: 108; 3: 30; 4: 16; 
CD4_T_cell_signaling, 677,  8, 26,  562, 1, 4, 1664383, 45211.48, 0, 0.00, 1: 191; 2: 107; 3: 35; 4: 13; 
CD4_T_cell_signaling, 121, 10, 20,  562, 1, 4, 1606613, 45211.48, 0, 0.00, 1: 196; 2: 102; 3: 30; 4: 18; 
CD4_T_cell_signaling, 474, 12, 16,  562, 1, 4, 1539689, 45211.48, 0, 0.00, 1: 192; 2: 103; 3: 40; 4: 11; 
CD4_T_cell_signaling, 841,  9, 21,  563, 1, 4, 1527876, 45211.48, 0, 0.00, 1: 185; 2: 114; 3: 38; 4: 9; 
CD4_T_cell_signaling, 186, 12, 17,  563, 1, 4, 1625959, 45211.48, 0, 0.00, 1: 197; 2: 98; 3: 34; 4: 17; 
CD4_T_cell_signaling, 552, 10, 19,  563, 1, 4, 1526096, 45211.48, 34, 0.00, 1: 184; 2: 123; 3: 23; 4: 16; 
CD4_T_cell_signaling, 693,  8, 25,  563, 1, 4, 1606561, 45211.48, 0, 0.00, 1: 185; 2: 119; 3: 28; 4: 14; 
CD4_T_cell_signaling, 897, 10, 19,  563, 1, 4, 1526109, 45211.48, 0, 0.00, 1: 186; 2: 117; 3: 29; 4: 14; 
CD4_T_cell_signaling, 355, 10, 19,  564, 1, 4, 1526080, 45211.48, 0, 0.00, 1: 196; 2: 97; 3: 38; 4: 15; 
CD4_T_cell_signaling, 619, 11, 18,  564, 1, 4, 1595464, 45211.48, 0, 0.00, 1: 194; 2: 102; 3: 34; 4: 16; 
CD4_T_cell_signaling, 805, 14, 14,  564, 1, 4, 1583751, 45211.48, 0, 0.00, 1: 194; 2: 103; 3: 32; 4: 17; 
CD4_T_cell_signaling, 116, 10, 20,  564, 1, 4, 1606441, 45211.48, 21, 0.00, 1: 194; 2: 98; 3: 42; 4: 12; 
