Seed 1656949570
ARCH 2|F_ID 0|LIMIT 3
before: 
3(297)
Melhor resultado nxn: B_bronchiseptica_and_T_retortaeformis_coinfectio, 157,  6, 10,  189, 1, 3, 469954, 12208.51, 0, 0.00, 1: 86; 2: 44; 3: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 576,  8,  7,  200, 1, 4, 442754, 12208.51, 24, 0.00, 1: 82; 2: 43; 3: 8; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  13,  4, 14,  200, 1, 4, 442380, 12208.51, 127, 0.00, 1: 80; 2: 46; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 843,  7,  8,  200, 1, 4, 442648, 12208.51, 0, 0.00, 1: 81; 2: 44; 3: 9; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  42,  5, 13,  200, 1, 4, 497609, 12208.51, 0, 0.00, 1: 82; 2: 44; 3: 6; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 877,  5, 12,  200, 1, 4, 470909, 12208.51, 0, 0.00, 1: 82; 2: 43; 3: 8; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 158,  5, 11,  200, 1, 4, 434831, 12208.51, 0, 0.00, 1: 78; 2: 50; 3: 6; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 695,  6, 10,  200, 1, 4, 470730, 12208.51, 0, 0.00, 1: 81; 2: 45; 3: 7; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 426,  6,  9,  200, 1, 4, 427869, 12208.51, 0, 0.00, 1: 81; 2: 44; 3: 9; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 155,  5, 13,  200, 1, 4, 500025, 12208.51, 0, 0.00, 1: 77; 2: 52; 3: 5; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 856,  5, 11,  200, 1, 4, 434770, 12208.51, 38, 0.00, 1: 80; 2: 46; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 502,  5, 13,  200, 1, 4, 499121, 12208.51, 0, 0.00, 1: 80; 2: 46; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 824,  7,  8,  200, 1, 4, 442431, 12208.51, 37, 0.00, 1: 79; 2: 48; 3: 7; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 332,  5, 12,  200, 1, 4, 469870, 12208.51, 16, 0.00, 1: 79; 2: 48; 3: 7; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 514,  7,  8,  200, 1, 4, 442797, 12208.51, 0, 0.00, 1: 82; 2: 43; 3: 8; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 386,  5, 12,  200, 1, 4, 470857, 12208.51, 0, 0.00, 1: 80; 2: 47; 3: 6; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 501,  7,  8,  200, 1, 4, 442664, 12208.51, 0, 0.00, 1: 81; 2: 44; 3: 9; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 712,  5, 12,  200, 1, 4, 470716, 12208.51, 31, 0.00, 1: 79; 2: 48; 3: 7; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 615,  5, 12,  200, 1, 4, 470796, 12208.51, 0, 0.00, 1: 83; 2: 41; 3: 9; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 195,  7,  8,  200, 1, 4, 442538, 12208.51, 0, 0.00, 1: 80; 2: 47; 3: 6; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 521,  8,  7,  200, 1, 4, 442658, 12208.51, 0, 0.00, 1: 77; 2: 52; 3: 5; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 956,  4, 14,  200, 1, 4, 442459, 12208.51, 45, 0.00, 1: 83; 2: 41; 3: 9; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 184,  6,  9,  201, 1, 4, 427869, 12208.51, 5, 0.00, 1: 77; 2: 51; 3: 6; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  17,  9,  6,  201, 1, 4, 427869, 12208.51, 88, 0.00, 1: 80; 2: 46; 3: 7; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  82,  5, 11,  201, 1, 4, 434666, 12208.51, 0, 0.00, 1: 82; 2: 43; 3: 7; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 967,  9,  6,  201, 1, 4, 427869, 12208.51, 0, 0.00, 1: 80; 2: 46; 3: 7; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 498,  9,  6,  201, 1, 4, 427869, 12208.51, 0, 0.00, 1: 79; 2: 47; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 815,  9,  6,  201, 1, 4, 427869, 12208.51, 0, 0.00, 1: 82; 2: 41; 3: 11; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 211,  6, 10,  201, 1, 4, 470356, 12208.51, 0, 0.00, 1: 78; 2: 49; 3: 7; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 230,  6,  9,  201, 1, 4, 427869, 12208.51, 0, 0.00, 1: 79; 2: 47; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 511,  4, 14,  201, 1, 4, 442635, 12208.51, 0, 0.00, 1: 83; 2: 41; 3: 8; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 505,  5, 11,  201, 1, 4, 434801, 12208.51, 0, 0.00, 1: 79; 2: 48; 3: 6; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 503,  4, 14,  201, 1, 4, 442750, 12208.51, 0, 0.00, 1: 82; 2: 41; 3: 11; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 951,  5, 13,  201, 1, 4, 499349, 12208.51, 0, 0.00, 1: 81; 2: 45; 3: 6; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 890,  5, 13,  201, 1, 4, 499912, 12208.51, 0, 0.00, 1: 83; 2: 40; 3: 10; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 238,  5, 12,  201, 1, 4, 470557, 12208.51, 0, 0.00, 1: 83; 2: 42; 3: 6; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 993,  9,  6,  201, 1, 4, 427869, 12208.51, 0, 0.00, 1: 80; 2: 45; 3: 9; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 129,  9,  6,  201, 1, 4, 427869, 12208.51, 0, 0.00, 1: 79; 2: 47; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 732,  5, 13,  201, 1, 4, 499692, 12208.51, 20, 0.00, 1: 79; 2: 48; 3: 6; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 878,  4, 14,  201, 1, 4, 442817, 12208.51, 0, 0.00, 1: 80; 2: 45; 3: 9; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 341,  4, 14,  201, 1, 4, 442677, 12208.51, 0, 0.00, 1: 82; 2: 42; 3: 9; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 396,  5, 12,  201, 1, 4, 470742, 12208.51, 39, 0.00, 1: 79; 2: 47; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 301,  5, 11,  201, 1, 4, 434887, 12208.51, 0, 0.00, 1: 79; 2: 47; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 910,  5, 12,  201, 1, 4, 470420, 12208.51, 0, 0.00, 1: 81; 2: 43; 3: 10; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 696,  4, 14,  201, 1, 4, 442770, 12208.51, 31, 0.00, 1: 80; 2: 45; 3: 9; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 620,  8,  7,  201, 1, 4, 442727, 12208.51, 22, 0.00, 1: 77; 2: 51; 3: 6; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 434,  5, 13,  201, 1, 4, 499528, 12208.51, 0, 0.00, 1: 84; 2: 38; 3: 11; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  80,  5, 13,  201, 1, 4, 498032, 12208.51, 3, 0.00, 1: 80; 2: 46; 3: 7; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 908,  4, 14,  201, 1, 4, 442601, 12208.51, 43, 0.00, 1: 79; 2: 47; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 800,  6,  9,  202, 1, 4, 427869, 12208.51, 36, 0.00, 1: 78; 2: 49; 3: 6; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  71,  6,  9,  202, 1, 4, 427869, 12208.51, 0, 0.00, 1: 77; 2: 50; 3: 7; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 346,  7,  8,  202, 1, 4, 442573, 12208.51, 0, 0.00, 1: 80; 2: 45; 3: 8; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 918,  6,  9,  202, 1, 4, 427869, 12208.51, 0, 0.00, 1: 77; 2: 50; 3: 7; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 609,  6,  9,  202, 1, 4, 427869, 12208.51, 0, 0.00, 1: 80; 2: 46; 3: 6; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 988,  7,  8,  202, 1, 4, 442545, 12208.51, 16, 0.00, 1: 77; 2: 50; 3: 7; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 419,  5, 13,  202, 1, 4, 499245, 12208.51, 0, 0.00, 1: 79; 2: 48; 3: 5; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 881,  5, 13,  202, 1, 4, 500115, 12208.51, 0, 0.00, 1: 78; 2: 49; 3: 6; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  34,  5, 11,  202, 1, 4, 434824, 12208.51, 0, 0.00, 1: 78; 2: 48; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 308,  9,  6,  202, 1, 4, 427869, 12208.51, 7, 0.00, 1: 76; 2: 52; 3: 6; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 950,  5, 11,  202, 1, 4, 434872, 12208.51, 0, 0.00, 1: 76; 2: 52; 3: 6; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 170,  5, 11,  202, 1, 4, 434841, 12208.51, 0, 0.00, 1: 80; 2: 44; 3: 10; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 572,  4, 14,  202, 1, 4, 442446, 12208.51, 23, 0.00, 1: 81; 2: 44; 3: 7; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 705,  8,  7,  202, 1, 4, 442695, 12208.51, 0, 0.00, 1: 81; 2: 43; 3: 9; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 333,  4, 14,  203, 1, 4, 442376, 12208.51, 0, 0.00, 1: 80; 2: 44; 3: 9; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 858,  6,  9,  203, 1, 4, 427869, 12208.51, 0, 0.00, 1: 77; 2: 49; 3: 8; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 923,  5, 13,  203, 1, 4, 500305, 12208.51, 0, 0.00, 1: 78; 2: 48; 3: 7; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  56,  4, 14,  203, 1, 4, 442571, 12208.51, 2, 0.00, 1: 79; 2: 46; 3: 8; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  60,  6,  9,  203, 1, 4, 427869, 12208.51, 6, 0.00, 1: 80; 2: 44; 3: 9; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 848,  4, 14,  203, 1, 4, 442712, 12208.51, 38, 0.00, 1: 80; 2: 44; 3: 9; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 401,  4, 14,  203, 1, 4, 442642, 12208.51, 0, 0.00, 1: 81; 2: 43; 3: 8; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 183,  5, 12,  203, 1, 4, 470429, 12208.51, 0, 0.00, 1: 80; 2: 44; 3: 9; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 371,  4, 14,  203, 1, 4, 442632, 12208.51, 0, 0.00, 1: 78; 2: 48; 3: 7; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 213,  4, 14,  203, 1, 4, 442705, 12208.51, 0, 0.00, 1: 80; 2: 45; 3: 7; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  32,  5, 11,  203, 1, 4, 434865, 12208.51, 1, 0.00, 1: 81; 2: 42; 3: 10; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 196,  4, 14,  204, 1, 4, 442522, 12208.51, 27, 0.00, 1: 78; 2: 47; 3: 8; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 200,  4, 14,  204, 1, 4, 442678, 12208.51, 5, 0.00, 1: 81; 2: 41; 3: 11; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 875,  4, 14,  204, 1, 4, 442515, 12208.51, 0, 0.00, 1: 80; 2: 43; 3: 10; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 825,  7,  8,  204, 1, 4, 442753, 12208.51, 0, 0.00, 1: 78; 2: 47; 3: 8; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 689,  4, 14,  204, 1, 4, 442700, 12208.51, 0, 0.00, 1: 81; 2: 42; 3: 9; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 405,  4, 14,  204, 1, 4, 442552, 12208.51, 0, 0.00, 1: 83; 2: 38; 3: 11; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 964,  9,  6,  204, 1, 4, 427869, 12208.51, 46, 0.00, 1: 80; 2: 43; 3: 10; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 789,  9,  6,  204, 1, 4, 427869, 12208.51, 0, 0.00, 1: 76; 2: 51; 3: 6; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 520,  4, 14,  204, 1, 4, 442442, 12208.51, 21, 0.00, 1: 83; 2: 39; 3: 9; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 282,  4, 14,  204, 1, 4, 442765, 12208.51, 0, 0.00, 1: 83; 2: 40; 3: 7; 4: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 418,  4, 14,  204, 1, 4, 442909, 12208.51, 0, 0.00, 1: 81; 2: 43; 3: 7; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 677,  5, 11,  204, 1, 4, 434852, 12208.51, 0, 0.00, 1: 81; 2: 43; 3: 7; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 892,  4, 14,  204, 1, 4, 442703, 12208.51, 3, 0.00, 1: 79; 2: 46; 3: 7; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 147,  4, 14,  204, 1, 4, 442678, 12208.51, 0, 0.00, 1: 82; 2: 39; 3: 12; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 673,  4, 14,  205, 1, 4, 442821, 12208.51, 0, 0.00, 1: 78; 2: 47; 3: 7; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 867,  4, 14,  205, 1, 4, 442713, 12208.51, 0, 0.00, 1: 80; 2: 44; 3: 7; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 798,  5, 11,  205, 1, 4, 434890, 12208.51, 0, 0.00, 1: 77; 2: 50; 3: 4; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 512,  4, 14,  205, 1, 4, 442806, 12208.51, 21, 0.00, 1: 80; 2: 43; 3: 9; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 519,  4, 14,  205, 1, 4, 442710, 12208.51, 0, 0.00, 1: 79; 2: 46; 3: 6; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 786,  4, 14,  205, 1, 4, 442705, 12208.51, 0, 0.00, 1: 78; 2: 47; 3: 7; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 440,  6,  9,  205, 1, 4, 427869, 12208.51, 18, 0.00, 1: 76; 2: 49; 3: 9; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 185,  5, 11,  205, 1, 4, 434684, 12208.51, 0, 0.00, 1: 78; 2: 47; 3: 7; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 412,  5, 11,  205, 1, 4, 434699, 12208.51, 17, 0.00, 1: 77; 2: 47; 3: 10; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 656,  4, 14,  205, 1, 4, 442677, 12208.51, 27, 0.00, 1: 81; 2: 42; 3: 8; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 797,  5, 13,  206, 1, 4, 499508, 12208.51, 0, 0.00, 1: 78; 2: 47; 3: 6; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 996,  4, 14,  206, 1, 4, 442737, 12208.51, 24, 0.00, 1: 82; 2: 36; 3: 16; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 259,  4, 14,  206, 1, 4, 442700, 12208.51, 0, 0.00, 1: 78; 2: 45; 3: 10; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 619,  6,  9,  206, 1, 4, 427869, 12208.51, 0, 0.00, 1: 81; 2: 40; 3: 11; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 721,  4, 14,  206, 1, 4, 442705, 12208.51, 0, 0.00, 1: 78; 2: 46; 3: 8; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 114,  6,  9,  206, 1, 4, 427869, 12208.51, 0, 0.00, 1: 76; 2: 49; 3: 8; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 601,  4, 14,  206, 1, 4, 442700, 12208.51, 0, 0.00, 1: 80; 2: 41; 3: 12; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 144,  4, 14,  206, 1, 4, 442777, 12208.51, 5, 0.00, 1: 80; 2: 44; 3: 6; 4: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 735,  5, 11,  206, 1, 4, 434859, 12208.51, 0, 0.00, 1: 81; 2: 40; 3: 11; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 478,  4, 14,  206, 1, 4, 442781, 12208.51, 0, 0.00, 1: 77; 2: 46; 3: 11; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 248,  4, 14,  206, 1, 4, 442665, 12208.51, 7, 0.00, 1: 77; 2: 47; 3: 9; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 252,  4, 14,  206, 1, 4, 442755, 12208.51, 43, 0.00, 1: 79; 2: 44; 3: 9; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  20,  4, 14,  206, 1, 4, 442731, 12208.51, 2, 0.00, 1: 80; 2: 42; 3: 10; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 841,  5, 12,  207, 1, 4, 470729, 12208.51, 0, 0.00, 1: 81; 2: 41; 3: 8; 4: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 228,  6,  9,  207, 1, 4, 427869, 12208.51, 24, 0.00, 1: 76; 2: 47; 3: 11; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 311,  4, 14,  207, 1, 4, 442769, 12208.51, 0, 0.00, 1: 75; 2: 52; 3: 4; 4: 4; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 215,  4, 14,  207, 1, 4, 442651, 12208.51, 0, 0.00, 1: 76; 2: 48; 3: 9; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 326,  9,  6,  207, 1, 4, 427869, 12208.51, 0, 0.00, 1: 77; 2: 46; 3: 10; 4: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 240,  4, 14,  208, 1, 4, 442767, 12208.51, 7, 0.00, 1: 82; 2: 38; 3: 10; 4: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 992,  5, 12,  208, 1, 4, 470876, 12208.51, 47, 0.00, 1: 78; 2: 46; 3: 6; 4: 5; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 831,  4, 14,  208, 1, 4, 442757, 12208.51, 0, 0.00, 1: 74; 2: 50; 3: 10; 4: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 703,  4, 14,  209, 1, 4, 442748, 12208.51, 0, 0.00, 1: 79; 2: 41; 3: 12; 4: 3; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 884,  8,  7,  191, 1, 5, 442537, 12208.51, 21, 0.00, 1: 85; 2: 46; 3: 3; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 428,  6, 10,  191, 1, 5, 470000, 12208.51, 34, 0.00, 1: 88; 2: 40; 3: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 140,  8,  7,  192, 1, 5, 442773, 12208.51, 2, 0.00, 1: 86; 2: 43; 3: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 486,  9,  6,  193, 1, 5, 427869, 12208.51, 0, 0.00, 1: 86; 2: 42; 3: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 699,  6, 10,  193, 1, 5, 470886, 12208.51, 0, 0.00, 1: 87; 2: 41; 3: 5; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 390,  9,  6,  193, 1, 5, 427869, 12208.51, 0, 0.00, 1: 85; 2: 45; 3: 3; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 698,  6, 10,  194, 1, 5, 470700, 12208.51, 0, 0.00, 1: 85; 2: 43; 3: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  53,  8,  7,  194, 1, 5, 442757, 12208.51, 0, 0.00, 1: 83; 2: 47; 3: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  21,  6, 10,  194, 1, 5, 470479, 12208.51, 86, 0.00, 1: 87; 2: 39; 3: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 172,  6, 10,  194, 1, 5, 469937, 12208.51, 41, 0.00, 1: 85; 2: 43; 3: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 977,  8,  7,  194, 1, 5, 442665, 12208.51, 0, 0.00, 1: 83; 2: 47; 3: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 560,  6,  9,  195, 1, 5, 427869, 12208.51, 23, 0.00, 1: 83; 2: 47; 3: 3; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 467,  6,  9,  195, 1, 5, 427869, 12208.51, 0, 0.00, 1: 86; 2: 41; 3: 6; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 413,  6, 10,  195, 1, 5, 469641, 12208.51, 0, 0.00, 1: 84; 2: 44; 3: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  19,  5, 12,  195, 1, 5, 470697, 12208.51, 107, 0.00, 1: 85; 2: 44; 3: 3; 4: 2; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 830,  5, 13,  195, 1, 5, 499429, 12208.51, 0, 0.00, 1: 86; 2: 42; 3: 4; 4: 2; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 121,  7,  8,  195, 1, 5, 442672, 12208.51, 0, 0.00, 1: 84; 2: 45; 3: 4; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 670,  5, 13,  195, 1, 5, 498540, 12208.51, 0, 0.00, 1: 85; 2: 42; 3: 7; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 998,  5, 12,  195, 1, 5, 470116, 12208.51, 0, 0.00, 1: 84; 2: 44; 3: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 487,  5, 12,  196, 1, 5, 470976, 12208.51, 0, 0.00, 1: 82; 2: 47; 3: 5; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 431,  5, 12,  196, 1, 5, 470377, 12208.51, 0, 0.00, 1: 86; 2: 41; 3: 5; 4: 2; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 119,  6, 10,  196, 1, 5, 470758, 12208.51, 0, 0.00, 1: 84; 2: 44; 3: 5; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 997,  6,  9,  196, 1, 5, 427869, 12208.51, 0, 0.00, 1: 83; 2: 45; 3: 6; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 363,  6,  9,  196, 1, 5, 427869, 12208.51, 0, 0.00, 1: 84; 2: 44; 3: 5; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 882,  5, 13,  196, 1, 5, 498360, 12208.51, 0, 0.00, 1: 88; 2: 38; 3: 5; 4: 3; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 971,  6, 10,  196, 1, 5, 470587, 12208.51, 0, 0.00, 1: 80; 2: 51; 3: 3; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 870,  7,  8,  196, 1, 5, 442463, 12208.51, 0, 0.00, 1: 89; 2: 36; 3: 7; 4: 1; 5: 2; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 603,  9,  6,  196, 1, 5, 427869, 12208.51, 0, 0.00, 1: 85; 2: 42; 3: 6; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 362,  5, 13,  197, 1, 5, 499609, 12208.51, 0, 0.00, 1: 84; 2: 43; 3: 6; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 938,  5, 12,  197, 1, 5, 470131, 12208.51, 0, 0.00, 1: 84; 2: 42; 3: 8; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 422,  5, 12,  197, 1, 5, 470670, 12208.51, 0, 0.00, 1: 83; 2: 45; 3: 5; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 669,  5, 12,  197, 1, 5, 470709, 12208.51, 0, 0.00, 1: 84; 2: 43; 3: 6; 4: 1; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  23,  5, 13,  197, 1, 5, 499377, 12208.51, 0, 0.00, 1: 88; 2: 38; 3: 4; 4: 4; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio, 177,  7,  8,  197, 1, 5, 442766, 12208.51, 0, 0.00, 1: 85; 2: 40; 3: 9; 5: 1; 
B_bronchiseptica_and_T_retortaeformis_coinfectio,  73,  6,  9,  197, 1, 5, 427869, 12208.51, 0, 0.00, 1: 82; 2: 46; 3: 6; 5: 1; 
