Seed 1656949570
ARCH 1|F_ID 0|LIMIT 4
before: 
03(220)
Melhor resultado nxn: IGVH_mutations_in_chronic_lymphocytic_leukemia, 292, 10, 10,  185, 1, 3, 796125, 18030.87, 9, 0.00, 1: 120; 2: 25; 3: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 916,  8, 12,  196, 1, 4, 764247, 18030.87, 43, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 187,  6, 18,  196, 1, 4, 846176, 18030.87, 0, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 574, 12,  8,  196, 1, 4, 764486, 18030.87, 0, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 606,  6, 17,  196, 1, 4, 805375, 18030.87, 0, 0.00, 1: 113; 2: 31; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 659,  7, 14,  196, 1, 4, 780791, 18030.87, 0, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 156,  8, 12,  196, 1, 4, 764590, 18030.87, 3, 0.00, 1: 115; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 740,  6, 18,  196, 1, 4, 846054, 18030.87, 43, 0.00, 1: 116; 2: 24; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 923, 12,  8,  196, 1, 4, 764596, 18030.87, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 770,  7, 13,  196, 1, 4, 728910, 18030.87, 0, 0.00, 1: 111; 2: 34; 3: 3; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 357,  7, 15,  196, 1, 4, 826175, 18030.87, 0, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 151, 12,  8,  196, 1, 4, 764135, 18030.87, 0, 0.00, 1: 112; 2: 33; 3: 2; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 410,  6, 17,  196, 1, 4, 805733, 18030.87, 0, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 726, 10, 10,  196, 1, 4, 795825, 18030.87, 0, 0.00, 1: 115; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 125,  8, 12,  196, 1, 4, 764633, 18030.87, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 585,  6, 17,  196, 1, 4, 804593, 18030.87, 0, 0.00, 1: 118; 2: 24; 3: 2; 4: 6; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 599, 10, 10,  196, 1, 4, 796294, 18030.87, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 734,  6, 17,  196, 1, 4, 805112, 18030.87, 0, 0.00, 1: 115; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 698,  6, 16,  196, 1, 4, 764578, 18030.87, 0, 0.00, 1: 115; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 394,  6, 18,  196, 1, 4, 846369, 18030.87, 0, 0.00, 1: 115; 2: 27; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 590,  6, 18,  196, 1, 4, 846899, 18030.87, 0, 0.00, 1: 110; 2: 35; 3: 4; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 826,  8, 12,  196, 1, 4, 764276, 18030.87, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 544,  7, 14,  196, 1, 4, 780787, 18030.87, 48, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 214,  7, 13,  196, 1, 4, 728910, 18030.87, 0, 0.00, 1: 112; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 958,  9, 11,  196, 1, 4, 786182, 18030.87, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  20, 11,  9,  196, 1, 4, 786182, 18030.87, 98, 0.00, 1: 116; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  21, 12,  8,  196, 1, 4, 764366, 18030.87, 85, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 857,  6, 18,  196, 1, 4, 846582, 18030.87, 0, 0.00, 1: 115; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  81,  7, 15,  196, 1, 4, 827735, 18030.87, 0, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 343,  6, 17,  196, 1, 4, 803810, 18030.87, 0, 0.00, 1: 113; 2: 29; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 865, 12,  8,  196, 1, 4, 764605, 18030.87, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 962,  7, 13,  196, 1, 4, 728910, 18030.87, 0, 0.00, 1: 113; 2: 30; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 508, 11,  9,  196, 1, 4, 785928, 18030.87, 3, 0.00, 1: 112; 2: 31; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 446,  6, 16,  196, 1, 4, 764489, 18030.87, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  14,  7, 13,  196, 1, 4, 728910, 18030.87, 0, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 843,  7, 14,  196, 1, 4, 780500, 18030.87, 0, 0.00, 1: 112; 2: 32; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  78,  7, 15,  196, 1, 4, 826925, 18030.87, 0, 0.00, 1: 114; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 994,  7, 14,  196, 1, 4, 780350, 18030.87, 0, 0.00, 1: 114; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 837, 12,  8,  196, 1, 4, 764498, 18030.87, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 492,  6, 16,  196, 1, 4, 764497, 18030.87, 46, 0.00, 1: 117; 2: 23; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 212,  7, 15,  196, 1, 4, 826110, 18030.87, 34, 0.00, 1: 116; 2: 25; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 969,  6, 18,  196, 1, 4, 844788, 18030.87, 0, 0.00, 1: 115; 2: 25; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 474,  8, 12,  196, 1, 4, 764518, 18030.87, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  87,  6, 18,  196, 1, 4, 846174, 18030.87, 0, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 882,  7, 14,  196, 1, 4, 781096, 18030.87, 0, 0.00, 1: 114; 2: 29; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 883,  7, 15,  196, 1, 4, 826800, 18030.87, 0, 0.00, 1: 114; 2: 27; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 485,  8, 12,  196, 1, 4, 764546, 18030.87, 0, 0.00, 1: 114; 2: 28; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 323,  7, 15,  196, 1, 4, 827184, 18030.87, 0, 0.00, 1: 115; 2: 26; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 247,  7, 14,  196, 1, 4, 780743, 18030.87, 0, 0.00, 1: 111; 2: 33; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 316,  6, 17,  197, 1, 4, 804695, 18030.87, 35, 0.00, 1: 114; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 286,  6, 17,  197, 1, 4, 804692, 18030.87, 0, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 336,  7, 13,  197, 1, 4, 728910, 18030.87, 34, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 924,  8, 12,  197, 1, 4, 764721, 18030.87, 86, 0.00, 1: 115; 2: 26; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 894,  7, 13,  197, 1, 4, 728910, 18030.87, 0, 0.00, 1: 114; 2: 26; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 901,  6, 18,  197, 1, 4, 847128, 18030.87, 0, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 383,  7, 13,  197, 1, 4, 728910, 18030.87, 0, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 287,  6, 18,  197, 1, 4, 846309, 18030.87, 0, 0.00, 1: 113; 2: 30; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 160,  8, 12,  197, 1, 4, 764612, 18030.87, 22, 0.00, 1: 114; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 469,  7, 13,  197, 1, 4, 728910, 18030.87, 0, 0.00, 1: 113; 2: 30; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 284,  6, 17,  197, 1, 4, 805335, 18030.87, 13, 0.00, 1: 116; 2: 24; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 849,  8, 12,  197, 1, 4, 764312, 18030.87, 0, 0.00, 1: 110; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   3,  7, 15,  197, 1, 4, 826694, 18030.87, 158, 0.00, 1: 112; 2: 31; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 938,  7, 15,  197, 1, 4, 827439, 18030.87, 0, 0.00, 1: 113; 2: 30; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 908,  6, 18,  197, 1, 4, 846794, 18030.87, 85, 0.00, 1: 114; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 852,  6, 18,  197, 1, 4, 847078, 18030.87, 78, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 315,  6, 17,  197, 1, 4, 804594, 18030.87, 0, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 906, 10, 10,  197, 1, 4, 796266, 18030.87, 0, 0.00, 1: 110; 2: 34; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 872,  6, 16,  197, 1, 4, 764550, 18030.87, 81, 0.00, 1: 115; 2: 27; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  33,  6, 17,  197, 1, 4, 804713, 18030.87, 0, 0.00, 1: 118; 2: 21; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 345,  9, 11,  197, 1, 4, 785895, 18030.87, 0, 0.00, 1: 108; 2: 38; 3: 3; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 207,  7, 15,  197, 1, 4, 825400, 18030.87, 0, 0.00, 1: 114; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 802,  6, 18,  197, 1, 4, 845888, 18030.87, 0, 0.00, 1: 111; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  23,  6, 16,  197, 1, 4, 764498, 18030.87, 0, 0.00, 1: 114; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 584,  6, 16,  197, 1, 4, 764354, 18030.87, 48, 0.00, 1: 117; 2: 24; 3: 4; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 546,  7, 13,  197, 1, 4, 728910, 18030.87, 0, 0.00, 1: 117; 2: 22; 3: 8; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 759,  6, 17,  197, 1, 4, 804924, 18030.87, 0, 0.00, 1: 115; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 956,  8, 12,  197, 1, 4, 764378, 18030.87, 77, 0.00, 1: 111; 2: 33; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 364,  6, 17,  197, 1, 4, 805084, 18030.87, 76, 0.00, 1: 115; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  82,  6, 18,  197, 1, 4, 846037, 18030.87, 0, 0.00, 1: 112; 2: 32; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 536,  8, 12,  197, 1, 4, 764590, 18030.87, 48, 0.00, 1: 111; 2: 32; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 191, 11,  9,  197, 1, 4, 786398, 18030.87, 0, 0.00, 1: 114; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 817,  7, 14,  197, 1, 4, 781091, 18030.87, 0, 0.00, 1: 112; 2: 32; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 976,  7, 15,  197, 1, 4, 827344, 18030.87, 87, 0.00, 1: 113; 2: 29; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 260, 11,  9,  197, 1, 4, 786123, 18030.87, 28, 0.00, 1: 113; 2: 28; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 526,  8, 12,  197, 1, 4, 764375, 18030.87, 0, 0.00, 1: 111; 2: 33; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 199,  6, 18,  197, 1, 4, 846603, 18030.87, 0, 0.00, 1: 114; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 257, 12,  8,  197, 1, 4, 764301, 18030.87, 0, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 733, 12,  8,  197, 1, 4, 764368, 18030.87, 0, 0.00, 1: 114; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 519,  7, 13,  197, 1, 4, 728910, 18030.87, 0, 0.00, 1: 114; 2: 28; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 265,  7, 14,  197, 1, 4, 779719, 18030.87, 0, 0.00, 1: 117; 2: 21; 3: 10; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 780,  7, 13,  197, 1, 4, 728910, 18030.87, 17, 0.00, 1: 114; 2: 27; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 523,  8, 12,  197, 1, 4, 764147, 18030.87, 0, 0.00, 1: 115; 2: 25; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 119, 12,  8,  197, 1, 4, 764635, 18030.87, 0, 0.00, 1: 112; 2: 30; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 121,  6, 18,  198, 1, 4, 845794, 18030.87, 0, 0.00, 1: 111; 2: 32; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 355,  6, 18,  198, 1, 4, 847171, 18030.87, 0, 0.00, 1: 112; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 886,  6, 17,  198, 1, 4, 805175, 18030.87, 0, 0.00, 1: 113; 2: 28; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 679,  7, 14,  198, 1, 4, 780897, 18030.87, 0, 0.00, 1: 113; 2: 27; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 795,  6, 18,  198, 1, 4, 844981, 18030.87, 0, 0.00, 1: 114; 2: 25; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 352,  6, 18,  198, 1, 4, 846040, 18030.87, 35, 0.00, 1: 113; 2: 29; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 775,  6, 18,  198, 1, 4, 846392, 18030.87, 0, 0.00, 1: 112; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,   4,  6, 16,  198, 1, 4, 764429, 18030.87, 42, 0.00, 1: 114; 2: 27; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 792,  6, 17,  198, 1, 4, 805472, 18030.87, 75, 0.00, 1: 111; 2: 32; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 399, 12,  8,  198, 1, 4, 764607, 18030.87, 0, 0.00, 1: 110; 2: 35; 3: 2; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 275,  8, 12,  198, 1, 4, 764396, 18030.87, 0, 0.00, 1: 110; 2: 34; 3: 4; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 971,  6, 16,  198, 1, 4, 764516, 18030.87, 0, 0.00, 1: 114; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 798,  7, 15,  198, 1, 4, 826784, 18030.87, 0, 0.00, 1: 112; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 685,  6, 18,  198, 1, 4, 846753, 18030.87, 0, 0.00, 1: 114; 2: 28; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 874,  7, 13,  198, 1, 4, 728910, 18030.87, 0, 0.00, 1: 112; 2: 30; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 867,  7, 13,  198, 1, 4, 728910, 18030.87, 0, 0.00, 1: 113; 2: 29; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 860,  6, 16,  198, 1, 4, 764538, 18030.87, 77, 0.00, 1: 114; 2: 27; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 981,  6, 16,  198, 1, 4, 764322, 18030.87, 0, 0.00, 1: 113; 2: 28; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 109,  7, 15,  198, 1, 4, 827430, 18030.87, 0, 0.00, 1: 113; 2: 27; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 925,  6, 18,  198, 1, 4, 846605, 18030.87, 0, 0.00, 1: 117; 2: 23; 3: 5; 4: 5; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 834,  6, 18,  198, 1, 4, 846182, 18030.87, 0, 0.00, 1: 113; 2: 30; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  36,  7, 14,  198, 1, 4, 780389, 18030.87, 75, 0.00, 1: 111; 2: 32; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 376,  8, 12,  198, 1, 4, 764591, 18030.87, 38, 0.00, 1: 114; 2: 25; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  68,  7, 13,  198, 1, 4, 728910, 18030.87, 8, 0.00, 1: 110; 2: 33; 3: 6; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 302,  7, 13,  198, 1, 4, 728910, 18030.87, 0, 0.00, 1: 114; 2: 27; 3: 6; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia,  73,  6, 18,  198, 1, 4, 845583, 18030.87, 0, 0.00, 1: 112; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 596,  6, 16,  198, 1, 4, 764574, 18030.87, 70, 0.00, 1: 112; 2: 30; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 168, 11,  9,  198, 1, 4, 786390, 18030.87, 23, 0.00, 1: 111; 2: 31; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 639,  6, 16,  198, 1, 4, 764441, 18030.87, 0, 0.00, 1: 114; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 431, 12,  8,  198, 1, 4, 764516, 18030.87, 0, 0.00, 1: 109; 2: 35; 3: 5; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 556,  7, 13,  198, 1, 4, 728910, 18030.87, 15, 0.00, 1: 112; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 591,  6, 18,  198, 1, 4, 845816, 18030.87, 0, 0.00, 1: 113; 2: 29; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 548,  6, 16,  198, 1, 4, 764382, 18030.87, 51, 0.00, 1: 113; 2: 28; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 650,  7, 13,  198, 1, 4, 728910, 18030.87, 0, 0.00, 1: 111; 2: 32; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 595,  7, 15,  198, 1, 4, 827060, 18030.87, 0, 0.00, 1: 114; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 443,  6, 18,  198, 1, 4, 847336, 18030.87, 0, 0.00, 1: 113; 2: 28; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 408,  6, 16,  198, 1, 4, 764479, 18030.87, 39, 0.00, 1: 113; 2: 27; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 224,  6, 18,  198, 1, 4, 845763, 18030.87, 26, 0.00, 1: 114; 2: 28; 3: 4; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 162,  6, 16,  198, 1, 4, 764671, 18030.87, 0, 0.00, 1: 114; 2: 25; 3: 10; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 621,  7, 13,  198, 1, 4, 728910, 18030.87, 0, 0.00, 1: 115; 2: 25; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 178,  6, 17,  198, 1, 4, 805522, 18030.87, 0, 0.00, 1: 112; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 270,  6, 16,  198, 1, 4, 764146, 18030.87, 0, 0.00, 1: 114; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 483,  7, 13,  198, 1, 4, 728910, 18030.87, 0, 0.00, 1: 112; 2: 29; 3: 8; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 240, 12,  8,  198, 1, 4, 764575, 18030.87, 27, 0.00, 1: 114; 2: 26; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 136,  6, 16,  199, 1, 4, 764653, 18030.87, 21, 0.00, 1: 110; 2: 34; 3: 3; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 419,  6, 16,  199, 1, 4, 764386, 18030.87, 0, 0.00, 1: 113; 2: 27; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 201,  6, 17,  199, 1, 4, 804942, 18030.87, 0, 0.00, 1: 113; 2: 27; 3: 8; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 569,  6, 16,  199, 1, 4, 764334, 18030.87, 0, 0.00, 1: 115; 2: 25; 3: 6; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 432, 12,  8,  199, 1, 4, 764430, 18030.87, 41, 0.00, 1: 110; 2: 32; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 429,  6, 17,  199, 1, 4, 805676, 18030.87, 0, 0.00, 1: 110; 2: 32; 3: 7; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 377,  6, 18,  199, 1, 4, 845577, 18030.87, 0, 0.00, 1: 116; 2: 23; 3: 7; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 374,  7, 13,  199, 1, 4, 728910, 18030.87, 0, 0.00, 1: 111; 2: 31; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 978,  7, 13,  199, 1, 4, 728910, 18030.87, 0, 0.00, 1: 111; 2: 31; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 793,  6, 18,  199, 1, 4, 845342, 18030.87, 0, 0.00, 1: 114; 2: 26; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 264,  8, 12,  199, 1, 4, 764622, 18030.87, 29, 0.00, 1: 111; 2: 31; 3: 6; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 827,  7, 13,  199, 1, 4, 728910, 18030.87, 0, 0.00, 1: 110; 2: 33; 3: 5; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 478,  6, 18,  199, 1, 4, 844735, 18030.87, 0, 0.00, 1: 114; 2: 26; 3: 7; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 322,  6, 17,  199, 1, 4, 805456, 18030.87, 0, 0.00, 1: 112; 2: 31; 3: 3; 4: 4; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 327,  6, 17,  199, 1, 4, 805327, 18030.87, 0, 0.00, 1: 112; 2: 30; 3: 5; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 459,  7, 13,  199, 1, 4, 728910, 18030.87, 0, 0.00, 1: 112; 2: 28; 3: 9; 4: 1; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 235,  7, 13,  199, 1, 4, 728910, 18030.87, 0, 0.00, 1: 111; 2: 32; 3: 4; 4: 3; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 231,  7, 13,  199, 1, 4, 728910, 18030.87, 0, 0.00, 1: 112; 2: 29; 3: 7; 4: 2; 
IGVH_mutations_in_chronic_lymphocytic_leukemia, 850,  6, 16,  199, 1, 4, 764581, 18030.87, 0, 0.00, 1: 109; 2: 34; 3: 6; 4: 1; 
